name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
MarketCap,"10,002,579,815","9,266,500,000","16,403,140,000","13,356,195,000","15,325,194,971","13,632,842,652","12,427,480,000","15,856,948,293","13,660,401,127","10,223,905,963","8,234,582,093","7,854,931,280","9,685,360,000","11,078,740,000","10,639,040,195","10,463,830,000","9,804,850,700","11,357,880,000","10,773,630,000","10,731,132,000","13,728,464,000","13,010,054,500","14,930,994,000","16,738,808,000","16,672,507,000","18,687,756,000","20,730,034,000","19,595,940,000","18,212,480,650","18,500,385,615","15,096,790,000","14,385,029,067","13,363,949,051","12,608,038,221","13,232,148,464","12,356,890,000","13,421,795,000","13,110,160,000","13,814,415,000","14,402,347,200","11,712,045,000","11,110,445,000","10,005,300,000","9,646,280,000","7,506,695,000","4,120,473,313","3,766,084,482","3,982,638,810"
EnterpriseValue,"24,423,579,815","23,133,500,000","30,958,140,000","28,544,195,000","30,923,194,971","29,691,842,652","29,378,480,000","33,793,948,293","32,215,401,127","17,699,905,963","15,948,582,093","15,913,931,280","17,522,360,000","18,703,740,000","18,413,040,195","18,219,830,000","17,463,850,700","18,704,880,000","17,570,630,000","17,706,132,000","20,898,464,000","19,798,054,500","21,704,994,000","23,442,808,000","22,835,507,000","24,780,756,000","26,801,034,000","25,700,940,000","22,283,480,650","22,544,385,615","19,140,790,000","17,915,029,067","16,558,949,051","15,807,038,221","16,451,148,464","15,575,890,000","16,585,795,000","16,331,160,000","16,968,415,000","17,001,347,200","14,612,045,000","13,912,445,000","12,996,300,000","12,758,280,000","10,643,695,000","7,703,473,313","7,457,084,482","7,796,638,810"
PeRatio,"6.507","6.09","11.727","10.216","20.321","29.558",,,,,"11.084","10.72","13.199","14.444","15.045","14.222","14.632","17.089","15.568","15.181","18.282","17.756","21.274","22.871","24.197","25.946","15.192","29.703","27.149","27.705","23.307","10.116","19.046","8.371","7.822","7.293","16.689","9.673","12.312","27.475","24.944","10.429","10.2","10.846","8.02","14.505","15.753",
ForwardPeRatio,"6.761","5.701","8.045","6.215","8.091","7.22","6.54","8.673","11.013","8.636","9.99","8.157","11.124","12.255","11.669","11.765","12.019","12.092","11.947","11.299","14.164","13.28","15.699","16.181","14.948","15.504","20.661","18.904","15.898","15.674","17.762","15.723","13.28","13.85","13.263","12.453","12.953","12.887","17.301",,,,,,,,,
PegRatio,"0.791","0.407","0.575","0.465","0.605","0.587","0.532","0.667","0.847","0.637","0.729","0.585","0.706","0.817","0.761","0.643","0.727","0.817","0.918","0.902","1.038","0.822","1.065","0.748","0.825","0.778","0.956","0.937","0.726","0.843","1.049","1.092","0.844","0.717","0.629","0.685","0.621","0.642","0.895",,,,,,,,,
PsRatio,"1.194","1.119","1.966","1.601","1.855","1.657","1.56","2.099","1.959","1.636","1.852","1.815","2.308","2.658","2.581","2.59","2.403","2.77","2.594","2.523","3.296","3.232","3.693","4.436","4.479","5.026","2.944","5.884","5.729","5.889","4.954","2.465","4.556","2.242","1.88","1.753","3.877","1.942","2.086","4.363","3.604","1.753","1.603","1.6","1.169","1.516","1.252","1.249"
PbRatio,"1.01","0.899","1.682","1.349","1.758","1.594","1.49","1.949","1.691","2.215","1.401","1.394","1.796","2.121","2.008","1.94","1.787","2.037","1.868","1.908","2.531","2.287","2.517","2.763","1.745","1.921","2.132","2.018","1.862","1.878","1.575","1.432","1.322","1.306","1.099","1.466","1.549","1.539","1.671","1.628","1.36","1.319","1.214","1.227","0.981","0.729","0.681","0.722"
EnterprisesValueRevenueRatio,"2.196","8.622","10.772","10.659","10.719","10.969","10.459","13.038","11.324","7.672","8.556","9.639","10.041","11.596","11.013","11.709","10.225","11.983","10.675","11.372","12.635","12.881","12.95","14.951","14.184","17.563","17.437","18.692","15.19","19.502","15.951","16.65","14.5","14.331","14.662","14.225","15.544","17.173","16.718","18.36","15.173","15.828","13.482","14.939","12.081","9.429","8.249","9.227"
EnterprisesValueEBITDARatio,"3.45","13.372","16.889","17.523","16.466","16.296","16.08","10.29","33.109","50.141","-54.995","18.355","15.988","20.667","16.603","19.783","15.819","18.99","17.966","17.849","20.774","20.796","21.597","23.728","20.666","28.715","27.831","28.975","23.456","31.842","14.033","40.349","32.342","37.106","12.913","34.536","34.771","30.814","91.228","47.358","25.635","27.993","21.661","49.26","19.494","26.748","22.062","14.888"
