name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"16,392,000,000","16,648,000,000","17,279,000,000","15,380,800,000","14,619,400,000","7,623,200,000","2,356,600,000","702,303,000","278,591,000","177,076,000","157,987,000","100,136,000","109,462,000","52,789,000","42,191,000","39,848,000","42,481,000","14,687,754","9,994,506","9,065,730"
	OperatingRevenue,"16,392,000,000","16,648,000,000","17,279,000,000","15,380,800,000","14,619,400,000","7,623,200,000","2,356,600,000","702,303,000","278,591,000","177,076,000","157,987,000","100,136,000","109,462,000","52,789,000","42,191,000","39,848,000","42,481,000","14,687,754","9,994,506","9,065,730"
CostOfRevenue,"13,738,000,000","13,982,000,000","14,738,000,000","13,101,100,000","12,480,100,000","7,467,900,000","2,325,500,000","725,270,000","294,939,000","147,298,000","130,587,000","83,396,000","91,628,000","39,911,000","31,396,000","30,852,000","34,320,000",,"7,781,632",
	DDACostofRevenue,,,,,,"200,500,000","86,600,000","20,627,000","2,508,000",,,,,,,,,,,
	OtherCostofRevenue,"13,738,000,000","13,982,000,000","14,738,000,000","13,101,100,000","12,480,100,000","7,267,400,000","2,238,900,000","704,643,000","292,431,000",,,,,,,,,,,
GrossProfit,"2,654,000,000","2,666,000,000","2,541,000,000","2,279,700,000","2,139,300,000","155,300,000","31,100,000","-22,967,000","-16,348,000","29,778,000","27,400,000","16,740,000","17,834,000","12,878,000","10,795,000","8,996,000","8,161,000",,"2,212,874",
OperatingExpense,"1,884,000,000","1,845,000,000","1,837,000,000","1,656,500,000","1,651,200,000","183,900,000","72,000,000","29,358,000","11,616,000","28,054,000","18,954,000","13,569,000","12,664,000","9,342,000","7,608,000","26,404,000","31,752,000","14,253,035","1,699,646","9,280,603"
	SellingGeneralAndAdministration,"1,884,000,000","1,845,000,000","1,837,000,000","1,656,500,000","1,651,200,000","183,900,000","72,000,000","29,358,000","11,616,000","27,008,000","18,954,000","13,569,000","12,664,000","9,342,000","7,608,000","14,624,000","13,282,000","3,309,875","1,743,476","1,691,892"
		GeneralAndAdministrativeExpense,,,,,,"183,900,000","72,000,000","29,358,000","11,616,000","27,008,000",,,,,,,,,,
			SalariesAndWages,,,,,,,,,,"15,158,000",,,,,,,,,,
			OtherGandA,,,,,,"183,900,000","72,000,000","29,358,000","11,616,000","11,850,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"1,046,000",,,,,"1,054,000","1,435,000","1,254,000",,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"1,046,000",,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,"-1,054,000","10,345,000","17,216,000","10,943,160","-43,830","7,588,711"
OperatingIncome,"770,000,000","821,000,000","704,000,000","623,200,000","488,100,000","-28,600,000","-40,900,000","-52,325,000","-27,964,000","1,724,000","8,446,000","3,171,000","5,170,000","3,536,000","3,187,000","-17,408,000","-23,591,000","434,719","513,228","-214,873"
NetNonOperatingInterestIncomeExpense,"-293,000,000","-292,000,000","-217,000,000","-284,300,000","-361,100,000","-216,700,000","-48,000,000","-18,169,000","-3,207,000","-191,000","-205,000","-105,000","-354,000",,,,,,,
	InterestExpenseNonOperating,"293,000,000","292,000,000","217,000,000","284,300,000","361,100,000","216,700,000","48,000,000","18,169,000","3,207,000","191,000","205,000","105,000","354,000",,,,,,,
OtherIncomeExpense,"56,000,000","40,000,000","79,000,000","-78,200,000","-20,200,000","-37,200,000","-800,000","-478,000","-363,000","-56,000","-140,000","-51,000","-105,000",,"206,000","-4,448,000","-2,568,000",,,
	GainOnSaleOfSecurity,"1,000,000","-9,000,000","-3,000,000","-57,600,000","40,300,000","-34,100,000",,,,,,,,,,,"-88,000",,,
	SpecialIncomeCharges,"0","-5,000,000","-27,000,000","-36,000,000","-69,700,000",,,,,"-56,000","-140,000","-51,000","-105,000","0","206,000","-4,448,000","-2,480,000",,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,"0",,"4,448,000","2,568,000",,,
		OtherSpecialCharges,,"5,000,000","27,000,000","36,000,000","69,700,000",,,,,,,,,,,,"-88,000",,,
	OtherNonOperatingIncomeExpenses,"55,000,000","54,000,000","109,000,000","15,400,000","9,200,000","-3,100,000","-800,000","-478,000","-363,000",,,,,,,,,,,
PretaxIncome,"533,000,000","569,000,000","566,000,000","260,700,000","106,800,000","-282,500,000","-89,700,000","-70,972,000","-31,534,000","1,477,000","8,101,000","3,015,000","4,711,000","3,471,000","2,776,000","-5,815,000","-5,159,000","177,198","374,115","-431,421"
TaxProvision,"120,000,000","129,000,000","122,000,000","-99,500,000","22,300,000","-90,900,000","-26,100,000","-22,442,000","-11,195,000","718,000","3,213,000","1,325,000","1,894,000","1,300,000","-1,128,000","0","-1,921,000","-25,965","0","0"
NetIncomeCommonStockholders,"357,000,000","379,000,000","390,000,000","312,400,000","63,100,000","-245,900,000","-107,400,000","-51,502,000","-23,332,000","-44,577,000","4,888,000","1,705,000","3,156,000","2,171,000","3,904,000","-5,815,000","-3,238,000","377,431","374,115","-431,421"
	NetIncome,"395,000,000","419,000,000","422,000,000","340,200,000","69,000,000","-191,100,000","-63,600,000","-48,530,000","-20,339,000","759,000","4,888,000","1,705,000","3,156,000","2,171,000","3,904,000","-5,815,000","-3,238,000","203,163","374,115","-431,421"
		NetIncomeIncludingNoncontrollingInterests,"413,000,000","440,000,000","444,000,000","360,200,000","84,500,000","-191,600,000","-63,600,000","-48,530,000","-20,339,000","759,000","4,888,000","1,705,000","3,156,000","2,171,000","3,904,000","-5,815,000","-3,238,000","203,163","374,115","-431,421"
			NetIncomeContinuousOperations,"413,000,000","440,000,000","444,000,000","360,200,000","84,500,000","-191,600,000","-63,600,000","-48,530,000","-20,339,000","759,000","4,888,000","1,690,000","2,817,000","2,171,000","3,904,000","-5,815,000","-3,238,000","203,163","374,115","-431,421"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"0","0","15,000","339,000",,,,,,,
		MinorityInterests,"-18,000,000","-21,000,000","-22,000,000","-20,000,000","-15,500,000","500,000",,,,,,,,,,,,,,
	PreferredStockDividends,"3,000,000","3,000,000","3,000,000","2,900,000","2,900,000","54,800,000","43,800,000","2,972,000","2,993,000","45,336,000",,,,,,,,,,
	OtherunderPreferredStockDividend,"35,000,000","37,000,000","29,000,000","24,900,000","3,000,000",,,,,,,,,,,,,"-174,268",,
AverageDilutionEarnings,,,"0","1,000,000","1,400,000",,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"357,000,000","379,000,000","390,000,000","313,400,000","64,500,000","-245,900,000","-107,400,000","-51,502,000","-23,332,000","-44,577,000","4,888,000","1,705,000","3,156,000","2,171,000","3,904,000","-5,815,000","-3,238,000","377,431","374,115","-431,421"
BasicEPS,,,"3.17","2.72","0.57","-2.65","-2","-2.26","-1.49","-5.41","0.6","0.2","0.4","0.32","0.6","-0.88","-0.56","0.16","0.24","-0.28"
DilutedEPS,,,"2.88","2.45","0.53","-2.65","-2","-2.26","-1.49","-5.41","0.6","0.2","0.4","0.32","0.6","-0.88","-0.56","0.16","0.2","-0.28"
BasicAverageShares,,,"123,000,000","114,900,000","110,200,000","92,800,000","53,600,000","22,752,000","15,694,000","8,246,577","8,060,345","8,008,804","7,863,441","6,672,595","6,574,280","6,630,912","5,983,942","2,350,923","1,641,310","1,625,728"
DilutedAverageShares,,,"135,000,000","127,800,000","122,800,000","92,800,000","53,600,000","22,752,000","15,694,000","8,246,577","8,278,995","8,041,861","7,939,291","6,831,682","6,660,253","6,630,912","5,983,942","2,657,739","1,989,002","1,625,728"
TotalOperatingIncomeAsReported,"770,000,000","821,000,000","704,000,000","623,200,000","488,100,000","-28,600,000","-40,900,000","-52,325,000","-27,964,000","1,724,000","8,446,000","3,171,000","5,170,000","3,536,000","3,187,000","8,996,000","8,161,000","434,719","513,228","-214,873"
TotalExpenses,"15,622,000,000","15,827,000,000","16,575,000,000","14,757,600,000","14,131,300,000","7,651,800,000","2,397,500,000","754,628,000","306,555,000","175,352,000","149,541,000","96,965,000","104,292,000","49,253,000","39,004,000","57,256,000","66,072,000","14,253,035","9,481,278","9,280,603"
InterestExpense,"293,000,000","292,000,000","217,000,000","284,300,000","361,100,000","216,700,000","48,000,000","18,169,000","3,207,000","191,000","205,000","105,000","354,000",,,,,,,
NetInterestIncome,"-293,000,000","-292,000,000","-217,000,000","-284,300,000","-361,100,000","-216,700,000","-48,000,000","-18,169,000","-3,207,000","-191,000","-205,000","-105,000","-354,000",,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"395,000,000","419,000,000","422,000,000","340,200,000","69,000,000","-191,100,000","-63,600,000","-48,530,000","-20,339,000","759,000","4,888,000","1,705,000","3,156,000","2,171,000","3,904,000","-5,815,000","-3,238,000","203,163","374,115","-431,421"
NormalizedIncome,"394,225,140.713","429,836,000","445,520,000","396,360,000","92,255,400","-167,980,200","-63,600,000","-48,530,000","-20,339,000","795,400","4,972,473.522","1,723,150","2,880,000","2,171,000","3,780,400","-1,367,000","-1,626,217.872","203,163","374,115","-431,421"
EBIT,"826,000,000","861,000,000","783,000,000","545,000,000","467,900,000","-65,800,000","-41,700,000","-52,803,000","-28,327,000","1,668,000","8,306,000","3,120,000","5,065,000","3,536,000","3,187,000","-17,408,000","-23,591,000","434,719","513,228","-214,873"
EBITDA,"1,568,000,000"
ReconciledCostOfRevenue,"13,738,000,000","13,982,000,000","14,738,000,000","13,101,100,000","12,480,100,000","7,467,900,000","2,325,500,000","725,270,000","294,939,000","147,104,000","130,587,000","83,396,000","91,628,000","39,911,000","31,396,000","30,852,000","34,320,000",,"7,781,632",
