name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,862,337,170","2,313,909,090","1,796,157,110","2,016,327,902","585,805,476","515,590,736","624,513,600","737,657,610"
EnterpriseValue,"3,518,989,170","4,250,461,090","2,870,247,110","3,213,766,902","2,107,230,476","2,057,028,736","2,164,069,600","1,790,325,610"
PeRatio,"6.115","11.268","7.99","13.372","12.038","9.938","8.953","7.448"
ForwardPeRatio,"14.306","7.806","6.309","10.638","10.132","7.077","10.03","13.967"
PegRatio,"1.511",,"0.76",,"0.654",,"1.091","1.2"
PsRatio,"0.327","0.503","0.459","0.782","0.703","0.649","0.845","1.319"
PbRatio,"0.734","0.933","0.77","2.13","4.363","3.757","5.076","3.952"
EnterprisesValueRevenueRatio,"0.739","0.893","0.679","0.827","0.594","0.691","0.799","0.771"
EnterprisesValueEBITDARatio,"9.635","11.637","8.256","9.119","6.534","7.396","6.757","6.506"
