name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"3,255,110,742","5,354,110,680","3,242,947,462","3,582,339,463","2,290,127,464","1,769,164,620","2,430,872,316","1,869,055,025","1,459,555,630","580,792,212"
EnterpriseValue,"7,055,110,742","9,151,110,680","6,724,947,462","4,295,487,463","2,920,084,464","2,217,190,620","2,822,872,316","2,332,055,025","2,034,555,630","1,388,792,212"
PeRatio,"25.676","48.406","19.424","24.406","22.212","19.843","33.729","26.782","94.705",
ForwardPeRatio,"8.734","14.97","8.599","22.727","16.639","13.986","23.202","19.531","25.253",
PsRatio,"0.811","1.383","0.891","1.923","1.427","1.049","1.541","1.117","0.915","0.359"
PbRatio,"1.078","1.72","0.928","3.769","2.638","1.708","2.151","1.535","1.268","0.352"
EnterprisesValueRevenueRatio,"1.62","2.101","2.266","2.201","1.612","1.211","1.626","1.333","1.235","0.861"
EnterprisesValueEBITDARatio,"14.167","18.376","30.708","15.223","10.558","8.33","13.572","11.778","16.276","-10.364"
