name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"290,515,000,000","73,395,000,000","72,166,000,000","71,807,000,000","73,147,000,000","71,165,000,000","70,607,000,000","74,170,000,000","74,935,000,000","69,051,000,000","67,618,000,000","69,155,000,000","69,005,000,000","67,058,000,000","66,884,000,000","69,915,000,000","70,340,000,000","65,136,000,000","67,228,000,000","70,382,000,000","74,303,000,000","69,342,000,000","65,770,000,000","73,098,000,000","76,471,000,000","74,868,000,000","75,863,000,000","73,707,000,000","70,600,000,000","63,734,000,000","63,502,000,000","60,497,000,000","61,193,000,000","53,234,000,000","54,533,000,000","52,374,000,000","49,026,000,000","46,189,000,000","42,996,000,000","41,698,000,000","40,415,000,000","39,017,000,000","38,609,000,000","38,402,000,000","37,917,000,000","96,427,463,000","17,360,430,270.45","17,559,056,792.46","25,474,297,900.08","25,672,672,301.16","24,910,332,400","25,276,429,102.5","23,815,726,375.2","23,980,671,085","23,510,901,781.3","23,879,328,786.06","22,900,229,000","21,795,695,906.66","23,017,260,955.5","21,621,973,163.95","20,855,060,513.5","20,124,315,100.4","19,835,283,493.15","19,686,028,448.65","19,592,965,486.35","18,087,699,802.95","17,581,399,870.8","15,982,814,602.45","15,984,445,398","11,336,377,968.48","11,269,632,531.96","8,983,419,413.7","8,986,663,800","7,916,228,622.48","7,876,168,899.6","6,800,046,886.1","6,800,869,469.1","6,581,324,521.8","6,588,202,328.4","5,252,408,647.68","5,252,408,647.68"
	OperatingRevenue,"290,515,000,000","73,395,000,000","72,166,000,000","71,807,000,000","73,147,000,000","71,165,000,000","70,607,000,000","74,170,000,000","74,935,000,000","69,051,000,000","67,618,000,000","69,155,000,000","69,005,000,000","67,058,000,000","66,884,000,000","69,915,000,000","70,340,000,000","65,136,000,000","67,228,000,000","70,382,000,000","74,303,000,000","69,342,000,000","65,770,000,000","73,098,000,000","76,471,000,000","74,868,000,000","75,863,000,000","73,707,000,000","70,600,000,000","63,734,000,000","63,502,000,000","60,497,000,000","61,193,000,000","53,234,000,000","54,533,000,000","52,374,000,000","49,026,000,000","46,189,000,000","42,996,000,000","41,698,000,000","40,415,000,000","39,017,000,000","38,609,000,000","38,402,000,000","37,917,000,000","96,427,463,000","17,360,430,270.45","17,559,056,792.46","25,474,297,900.08","25,672,672,301.16","24,910,332,400","25,276,429,102.5","23,815,726,375.2","23,980,671,085","23,510,901,781.3","23,879,328,786.06","22,900,229,000","21,795,695,906.66","23,017,260,955.5","21,621,973,163.95","20,855,060,513.5","20,124,315,100.4","19,835,283,493.15","19,686,028,448.65","19,592,965,486.35","18,087,699,802.95","17,581,399,870.8","15,982,814,602.45","15,984,445,398","11,336,377,968.48","11,269,632,531.96","8,983,419,413.7","8,986,663,800","7,916,228,622.48","7,876,168,899.6","6,800,046,886.1","6,800,869,469.1","6,581,324,521.8","6,588,202,328.4","5,252,408,647.68","5,252,408,647.68"
CostOfRevenue,"107,108,000,000","47,709,000,000","6,820,000,000","32,505,000,000","20,074,000,000","50,382,000,000","9,454,000,000","37,315,000,000","24,618,000,000","51,849,000,000","6,472,000,000","37,444,000,000","24,207,000,000","57,804,000,000","23,031,000,000","25,152,000,000","27,055,000,000","55,798,000,000","21,896,000,000","23,546,000,000","27,246,000,000","58,985,000,000","19,855,000,000","24,033,000,000","27,249,000,000","63,537,000,000","30,177,000,000","29,227,000,000","28,496,000,000","64,998,000,000","19,247,000,000","17,608,000,000","20,989,000,000","37,665,000,000","7,489,000,000","7,199,000,000","6,835,000,000","32,351,000,000","104,000,000","9,930,000,000","9,308,000,000","-1,419,000,000","10,329,000,000","7,944,000,000","8,402,000,000","8,701,150,000","2,722,709,503.22","2,576,570,248.39","6,384,184,461.04","6,199,689,591.2","6,348,130,024","6,523,582,498.5","6,036,785,428.8","6,119,858,945","5,783,358,633.3","6,023,811,545.84","1,001,620,000","5,125,761,582.27","5,480,850,482.82","5,164,563,943.85","5,256,045,779.5","5,318,752,765.75","4,492,907,965.45","4,291,020,443.25","4,335,416,161.7","4,224,853,190.3","3,710,084,710.7","2,881,847,525.05","3,076,441,997.1",,,"1,584,207,838.8",,,,"1,125,784,006.1",,,,,
GrossProfit,"183,407,000,000","25,686,000,000","65,346,000,000","39,302,000,000","53,073,000,000","20,783,000,000","61,153,000,000","36,855,000,000","50,317,000,000","17,202,000,000","61,146,000,000","31,711,000,000","44,798,000,000","9,254,000,000","43,853,000,000","44,763,000,000","43,285,000,000","9,338,000,000","45,332,000,000","46,836,000,000","47,057,000,000","10,357,000,000","45,915,000,000","49,065,000,000","49,222,000,000","11,331,000,000","45,686,000,000","44,480,000,000","42,104,000,000","-1,264,000,000","44,255,000,000","42,889,000,000","40,204,000,000","15,569,000,000","47,044,000,000","45,175,000,000","42,191,000,000","13,838,000,000","42,892,000,000","31,768,000,000","31,107,000,000","40,436,000,000","28,280,000,000","30,458,000,000","29,515,000,000","87,726,313,000","14,637,720,767.23","14,982,486,544.07","19,090,113,439.04","19,472,982,709.96","18,562,202,376","18,752,846,604","17,778,940,946.4","17,860,812,140","17,727,543,148","17,855,517,240.22","21,898,609,000","16,669,934,324.39","17,536,410,472.68","16,457,409,220.1","15,599,014,734","14,805,562,334.65","15,342,375,527.7","15,395,008,005.4","15,257,549,324.65","13,862,846,612.65","13,871,315,160.1","13,100,967,077.4","12,908,003,400.9",,,"7,399,211,574.9",,,,"5,674,262,880",,,,,
OperatingExpense,"169,565,000,000","22,485,000,000","62,271,000,000","36,254,000,000","48,555,000,000","16,323,000,000","63,437,000,000","29,639,000,000","46,425,000,000","13,202,000,000","62,011,000,000","25,420,000,000","42,847,000,000","6,365,000,000","42,890,000,000","42,594,000,000","42,085,000,000","8,790,000,000","41,017,000,000","40,901,000,000","41,071,000,000","7,255,000,000","39,857,000,000","44,040,000,000","43,440,000,000","8,481,000,000","41,040,000,000","39,575,000,000","38,738,000,000","-3,586,000,000","40,842,000,000","39,177,000,000","38,049,000,000","-27,760,000,000","45,077,000,000","42,138,000,000","41,547,000,000","13,670,000,000","41,586,000,000","29,965,000,000","29,225,000,000","40,858,000,000","26,355,000,000","25,634,000,000","24,821,000,000","69,943,989,000","12,641,781,816.08","12,529,614,591.96","16,399,150,327.28","17,437,834,246.36","15,756,944,312","15,903,701,101.5","15,126,992,841.6","15,435,010,325","15,323,273,341.4","15,642,941,589.88","17,485,101,000","14,882,291,472.26","15,187,508,075.43","14,419,237,630.45","13,742,937,609.9","13,930,388,038.5","13,208,367,795.5","12,921,521,619.85","12,758,930,475.7","11,982,696,628.35","11,515,527,511.25","11,336,479,404.9","10,394,376,266",,,"5,683,788,324.9",,,,"4,360,973,584.5",,,,,
	SellingGeneralAndAdministration,"54,763,000,000","16,566,000,000","11,152,000,000","15,460,000,000","11,585,000,000","16,868,000,000","8,964,000,000","15,114,000,000","11,920,000,000","16,895,000,000","8,932,000,000","12,699,000,000","9,832,000,000","14,588,000,000","9,554,000,000","9,194,000,000","9,077,000,000","14,176,000,000","8,729,000,000","9,100,000,000","8,825,000,000","16,400,000,000","8,864,000,000","8,708,000,000","8,261,000,000","17,054,000,000","7,970,000,000","7,528,000,000","7,406,000,000","2,250,000,000","12,119,000,000","11,668,000,000","11,223,000,000","11,578,000,000","11,120,000,000","10,346,000,000","9,937,000,000","27,165,000,000","15,774,000,000","5,805,000,000","5,767,000,000","48,716,000,000","5,474,000,000","5,343,000,000","5,203,000,000","32,663,267,000","7,458,820,717.26","7,045,956,141.37","10,660,882,295.52","11,529,448,432.48","10,162,672,016","10,330,510,482","9,494,746,449.6","9,845,521,147.5","9,552,929,458.5","10,029,497,028.54","12,040,750,000","9,583,947,692.81","9,857,103,870.69","9,457,786,375","8,725,219,768.9","8,844,110,559.2","8,479,946,462.55","8,297,330,473.55","8,197,694,660.15","7,890,500,791.8","7,401,866,431.75","7,236,427,604","6,314,986,727.5",,,"3,013,357,950",,,,"2,424,499,109.5",,,,,
		GeneralAndAdministrativeExpense,"52,200,000,000","14,003,000,000","12,332,000,000","14,280,000,000","11,585,000,000","13,986,000,000","10,858,000,000","13,220,000,000","11,920,000,000","13,001,000,000","10,630,000,000","11,001,000,000","9,832,000,000","11,123,000,000","9,554,000,000","9,194,000,000","9,077,000,000","10,652,000,000","8,729,000,000","9,100,000,000","8,825,000,000","11,172,000,000","8,864,000,000","8,708,000,000","8,261,000,000","11,693,000,000","7,970,000,000","7,528,000,000","7,406,000,000","-2,610,000,000","12,119,000,000","11,668,000,000","11,223,000,000","11,578,000,000","11,120,000,000","10,346,000,000","9,937,000,000","9,458,000,000","15,774,000,000","5,805,000,000","5,767,000,000","32,432,000,000","5,474,000,000","5,343,000,000","5,203,000,000","28,085,553,000",,,,,,,,,,,"6,933,145,000",,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"50,516,000,000","12,319,000,000","13,005,000,000","13,607,000,000","11,585,000,000","12,145,000,000","11,588,000,000","12,490,000,000","11,920,000,000","11,008,000,000","11,389,000,000","10,242,000,000","9,832,000,000","9,082,000,000","9,554,000,000","9,194,000,000","9,077,000,000","8,486,000,000","8,729,000,000","9,100,000,000","8,825,000,000","8,819,000,000","8,864,000,000","8,708,000,000","8,261,000,000","8,879,000,000","7,970,000,000","7,528,000,000","7,406,000,000","7,717,000,000","7,321,000,000","6,893,000,000","6,847,000,000","7,170,000,000","6,911,000,000","6,256,000,000","6,264,000,000","6,132,000,000","5,623,000,000","5,805,000,000","5,767,000,000","5,911,000,000","5,474,000,000","5,343,000,000","5,203,000,000","14,740,095,000",,,,,,,,,,,"1,605,417,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"1,684,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,327,000,000","4,798,000,000","4,775,000,000","4,376,000,000","4,408,000,000","4,209,000,000","4,090,000,000","3,673,000,000","3,326,000,000",,,,,,,,"13,345,458,000",,,,,,,,,,,"5,327,728,000",,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"2,563,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,577,714,000",,,,,,,,,,,"5,107,605,000",,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"83,080,000,000","20,576,000,000","20,713,000,000","21,298,000,000","20,493,000,000","18,356,000,000","18,775,000,000","18,629,000,000","20,017,000,000","19,485,000,000","19,133,000,000","19,850,000,000","19,024,000,000","19,388,000,000","19,502,000,000","19,143,000,000","18,772,000,000","18,725,000,000","19,470,000,000","19,182,000,000","19,361,000,000","18,729,000,000","18,257,000,000","18,666,000,000","18,216,000,000","17,138,000,000","17,152,000,000","17,049,000,000","16,857,000,000","15,556,000,000","15,329,000,000","15,188,000,000","14,984,000,000","15,080,000,000","14,590,000,000","14,294,000,000","14,057,000,000","13,890,000,000","13,902,000,000","13,473,000,000","13,168,000,000","12,414,000,000","11,815,000,000","11,705,000,000","11,653,000,000","31,527,722,000","5,182,961,098.82","5,483,658,450.59","5,738,268,031.76","5,908,385,813.88","5,594,272,296","5,573,190,619.5","5,632,246,392","5,589,489,177.5","5,770,343,882.9","5,613,444,561.34","5,444,351,000","5,298,343,779.45","5,330,404,204.74","4,986,012,526.5","5,017,717,841","5,086,277,479.3","4,728,413,054.8","4,624,199,424.45","4,561,235,815.55","4,092,204,114.7","4,113,652,801.35","4,100,060,079.05","4,079,381,260.35",,,"2,670,430,374.9",,,,"1,936,474,475",,,,,
		DepreciationAndAmortizationInIncomeStatement,"83,080,000,000","20,576,000,000","20,713,000,000","21,298,000,000","20,493,000,000","18,356,000,000","18,775,000,000","18,629,000,000","20,017,000,000","19,485,000,000","19,133,000,000","19,850,000,000","19,024,000,000","19,388,000,000","19,502,000,000","19,143,000,000","18,772,000,000","18,725,000,000","19,470,000,000","19,182,000,000","19,361,000,000","18,729,000,000","18,257,000,000","18,666,000,000","18,216,000,000","17,138,000,000","17,152,000,000","17,049,000,000","16,857,000,000","15,556,000,000","15,329,000,000","15,188,000,000","14,984,000,000","15,080,000,000","14,590,000,000","14,294,000,000","14,057,000,000","13,890,000,000","13,902,000,000","13,473,000,000","13,168,000,000","12,414,000,000","11,815,000,000","11,705,000,000","11,653,000,000","31,527,722,000","5,182,961,098.82","5,483,658,450.59","5,738,268,031.76","5,908,385,813.88","5,594,272,296","5,573,190,619.5","5,632,246,392","5,589,489,177.5","5,770,343,882.9","5,613,444,561.34","5,444,351,000","5,298,343,779.45","5,330,404,204.74","4,986,012,526.5","5,017,717,841","5,086,277,479.3","4,728,413,054.8","4,624,199,424.45","4,561,235,815.55","4,092,204,114.7","4,113,652,801.35","4,100,060,079.05","4,079,381,260.35",,,"2,670,430,374.9",,,,"1,936,474,475",,,,,
	ProvisionForDoubtfulAccounts,"3,663,000,000"
	OtherTaxes,"1,236,000,000"
