name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalRevenue,"1,492,407,000","1,526,955,000","1,273,006,000","1,221,631,000","1,238,452,000","1,193,253,000","1,072,685,000","758,987,000","817,700,000","1,947,843,000","417,465,000","1,313,378,000","1,808,036,000","201,051,000","1,327,946,000","1,298,151,000","1,364,053,000","1,363,144,000","1,152,090,000","947,201,000","615,434,000","552,811,000","332,966,000","277,310,000","222,596,000","165,600,000","130,500,000","107,200,000","83,500,000"
	TotalPremiumsEarned,"1,159,252,000","1,145,349,000","1,014,007,000","932,773,000","921,769,000","915,908,000","844,528,000","830,894,000","738,982,000","756,025,000","825,733,000","825,901,000","971,820,000","1,038,610,000","1,015,846,000","1,018,670,000","1,029,484,000","1,008,183,000","847,125,000","715,880,000","520,871,000","472,635,000","282,152,000","237,710,000","187,921,000","137,100,000","106,100,000","81,600,000","67,100,000"
		NetPremiumsWritten,,"1,086,585,000","998,307,000","818,417,000","733,834,000","968,505,000","925,181,000","940,817,000","686,630,000","707,247,000","691,881,000","443,848,000","816,869,000",,,,,,,,,,,,,,,,
			GrossPremiumsWritten,,"1,142,717,000",,"1,032,760,000","1,000,140,000","1,009,513,000","982,094,000","1,022,238,000","803,992,000","744,596,000","781,736,000","582,978,000","972,417,000",,,,,,,,,,,,,,,,
			CededPremiums,,"-56,132,000",,"-214,343,000","-266,306,000","-41,008,000","-56,913,000","-81,421,000","-117,362,000","-37,349,000","-89,855,000","-139,130,000","-155,548,000",,,,,,,,,,,,,,,,
		IncreaseDecreaseInNetUnearnedPremiumReserves,,,"15,700,000","114,356,000","187,935,000","-52,597,000","-80,653,000","-109,923,000","52,352,000","48,778,000","133,852,000","382,053,000","154,951,000",,,,,,,,,,,,,,,,
	NetInvestmentIncome,"168,893,000","171,796,000","152,475,000","127,248,000","113,466,000","81,537,000","65,655,000","76,314,000","-29,691,000","163,520,000","178,760,000","214,190,000","263,033,000","256,098,000","234,345,000","208,422,000","204,349,000","186,163,000","178,841,000","147,487,000","82,946,000","67,259,000","38,550,000","33,787,000","30,011,000",,,,
	NetRealizedGainLossOnInvestments,"7,779,000","51,719,000","-42,476,000","3,621,000","30,751,000","35,693,000","79,989,000","-154,456,000","102,619,000","1,023,901,000","-595,634,000","168,572,000","-149,466,000","53,606,000","40,842,000","36,638,000","50,799,000","17,387,000","-2,527,000","1,047,000","4,179,000","1,568,000","1,641,000","806,000","868,000",,,,
	FeeRevenueAndOtherIncome,"156,483,000","158,091,000","149,000,000","157,989,000","172,466,000","160,115,000","82,513,000","6,235,000","5,790,000","4,397,000","8,606,000","104,715,000","722,649,000","-1,147,263,000","36,913,000","34,421,000","79,421,000","151,411,000","128,651,000","82,787,000","7,438,000","11,349,000","10,623,000","5,007,000","3,796,000","28,500,000","24,400,000","25,600,000","16,400,000"
		FeesAndCommissions,"153,770,000","154,596,000","144,972,000","155,103,000","168,894,000","153,815,000","76,693,000",,,,,,,,,,,,,,,,,,,,,,
