name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,06/30/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"62,920,000,000","13,614,000,000","15,850,000,000","16,257,000,000","17,229,000,000","18,769,000,000","14,456,000,000","16,443,000,000","16,181,000,000","16,507,000,000","14,937,000,000","16,332,000,000","15,748,000,000","16,532,000,000","11,472,000,000","14,720,000,000","17,312,000,000","17,948,000,000","14,990,000,000","16,361,000,000","19,177,000,000","20,118,000,000","17,059,000,000","19,038,000,000","18,789,000,000","19,227,000,000","17,407,000,000","19,194,000,000","17,608,000,000","21,969,000,000","16,661,000,000","17,919,000,000","18,897,000,000","19,944,000,000","19,453,000,000","21,216,000,000","20,897,000,000","20,443,000,000","20,609,000,000","21,563,000,000","20,996,000,000",,,,,,,,"21,359,000,000",,,,,,,,"15,049,000,000",,,,,,,,,,,,,,,,"6,785,000,000",,,,,,,,"5,313,500,000",
OperatingExpense,"45,067,000,000","332,000,000","37,501,000,000","3,765,000,000","20,618,000,000","5,191,000,000","35,907,000,000","2,799,000,000","20,471,000,000","2,838,000,000","12,868,000,000","11,900,000,000","10,690,000,000","11,867,000,000","2,363,000,000","13,929,000,000","13,182,000,000","11,236,000,000","3,166,000,000","10,315,000,000","2,624,000,000","13,071,000,000","3,023,000,000","14,354,000,000","3,716,000,000","12,195,000,000","3,425,000,000","13,700,000,000","11,650,000,000","12,900,000,000","3,563,000,000","3,877,000,000","2,536,000,000","4,239,000,000","3,009,000,000","1,555,000,000","3,214,000,000","13,772,000,000","13,486,000,000","13,151,000,000","11,968,000,000",,,,,,,,"11,105,000,000",,,,,,,,"8,091,000,000",,,,,,,,,,,,,,,,"3,847,000,000",,,,,,,,"2,738,500,000",
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,369,000,000","10,199,000,000","3,000,000","8,898,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OperatingExpense,"45,067,000,000","332,000,000","37,501,000,000","3,765,000,000","20,618,000,000","5,191,000,000","35,907,000,000","2,799,000,000","20,471,000,000","2,838,000,000","12,868,000,000","11,900,000,000","10,690,000,000","11,867,000,000","2,363,000,000","13,929,000,000","13,182,000,000","11,236,000,000","3,166,000,000","10,315,000,000","2,624,000,000","13,071,000,000","3,023,000,000","14,354,000,000","3,716,000,000","12,195,000,000","3,425,000,000","13,700,000,000","11,650,000,000","12,900,000,000","3,563,000,000","3,877,000,000","2,536,000,000","4,239,000,000","3,009,000,000","1,555,000,000","3,214,000,000","13,772,000,000","13,486,000,000","13,151,000,000","11,968,000,000",,,,,,,,"11,105,000,000",,,,,,,,"8,091,000,000",,,,,,,,,,,,,,,,"3,847,000,000",,,,,,,,"2,738,500,000",
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,669,000,000",,,,,,,,"6,943,000,000",,,,,,,,,,,,,,,,"6,014,000,000",,,,,,,,"4,273,500,000",
PretaxIncome,"10,363,000,000","3,229,000,000","-3,897,000,000","4,837,000,000","6,194,000,000","6,213,000,000","3,256,000,000","5,922,000,000","5,957,000,000","4,755,000,000","2,304,000,000","4,620,000,000","5,282,000,000","4,961,000,000","-3,445,000,000","843,000,000","3,608,000,000","6,106,000,000","-858,000,000","6,097,000,000","6,569,000,000","7,059,000,000","1,731,000,000","4,609,000,000","5,555,000,000","6,785,000,000","3,964,000,000","4,530,000,000","5,637,000,000","8,434,000,000","4,431,000,000","3,481,000,000","8,415,000,000","4,322,000,000","3,243,000,000","7,155,000,000","6,568,000,000","4,906,000,000","4,408,000,000","5,392,000,000","5,712,000,000",,,,,,,,"6,771,000,000",,,,,,,,"5,127,000,000",,,,,,,,,,,,,,,,"2,450,000,000",,,,,,,,"1,898,500,000",
TaxProvision,"4,057,000,000","721,000,000","1,127,000,000","1,042,000,000","1,167,000,000","1,303,000,000","1,163,000,000","1,406,000,000","1,279,000,000","1,017,000,000","1,978,000,000","1,115,000,000","994,000,000","1,201,000,000","572,000,000","803,000,000","720,000,000","1,571,000,000","230,000,000","634,000,000","1,540,000,000","1,367,000,000","966,000,000","987,000,000","747,000,000","1,275,000,000","995,000,000","1,045,000,000","1,401,000,000","1,324,000,000","1,028,000,000","658,000,000","2,244,000,000","1,385,000,000","582,000,000","1,634,000,000","1,221,000,000","491,000,000","892,000,000","1,043,000,000","2,813,000,000",,,,,,,,"1,323,000,000",,,,,,,,"1,329,000,000",,,,,,,,,,,,,,,,"680,000,000",,,,,,,,"551,500,000",
NetIncomeContinuousOperations,"6,306,000,000","2,508,000,000","-5,024,000,000","3,795,000,000","5,027,000,000","4,910,000,000","2,093,000,000","4,516,000,000","4,678,000,000","3,738,000,000","326,000,000","3,505,000,000","4,288,000,000","3,760,000,000","-4,017,000,000","40,000,000","2,888,000,000","4,535,000,000","-1,088,000,000","5,463,000,000","5,029,000,000","5,692,000,000","765,000,000","3,622,000,000","4,808,000,000","5,510,000,000","2,969,000,000","3,485,000,000","4,236,000,000","7,110,000,000","3,403,000,000","2,823,000,000","6,171,000,000","2,937,000,000","2,661,000,000","5,521,000,000","5,347,000,000","4,415,000,000","3,516,000,000","4,349,000,000","2,899,000,000",,"-997,000,000","-997,000,000","4,445,000,000","3,861,000,000","4,119,000,000","4,119,000,000","5,448,000,000","5,448,000,000","3,136,000,000","4,218,000,000","4,880,000,000","4,365,000,000","3,742,000,000","3,743,000,000","3,798,000,000","3,991,000,000","2,747,000,000","2,747,000,000","4,434,000,000","3,173,000,000","2,334,000,000","2,334,000,000","2,632,301,954.554","2,053,000,000","1,479,000,000","1,480,000,000","2,123,332,413.539","1,640,000,000","868,000,000","868,000,000","1,770,000,000","2,601,000,000","6,180,317,585.434","1,552,000,000","2,180,510,583.533","1,763,000,000","5,557,460,230.361","1,357,000,000","1,347,000,000","1,347,000,000"
NetIncome,"5,065,000,000","2,248,000,000","-5,310,000,000","3,477,000,000","4,650,000,000","4,566,000,000","1,794,000,000","4,185,000,000","4,352,000,000","3,396,000,000","52,000,000","3,236,000,000","4,045,000,000","3,465,000,000","-4,229,000,000","-204,000,000","2,611,000,000","4,301,000,000","-1,325,000,000","5,229,000,000","4,359,000,000","5,259,000,000","511,000,000","3,431,000,000","4,535,000,000","5,211,000,000","2,720,000,000","3,200,000,000","3,931,000,000","6,353,000,000","3,403,000,000","2,498,000,000","6,171,000,000","2,581,000,000","2,360,000,000","5,222,000,000","5,062,000,000","4,153,000,000","3,242,000,000","4,132,000,000","2,631,000,000",,"-997,000,000","-997,000,000","3,861,000,000","3,861,000,000","4,119,000,000","4,119,000,000","5,448,000,000","5,448,000,000","3,136,000,000","4,218,000,000","4,364,000,000","4,365,000,000","3,742,000,000","3,743,000,000","3,798,000,000","3,991,000,000","2,747,000,000","2,747,000,000","3,767,000,000","3,173,000,000","2,334,000,000","2,334,000,000","2,167,247,256.839","2,053,000,000","1,479,000,000","1,480,000,000","1,658,698,491.538","1,640,000,000","868,000,000","868,000,000","1,770,000,000","2,601,000,000","4,822,628,932.369","1,552,000,000","1,762,456,500.015","1,763,000,000","4,691,017,652.388","1,357,000,000","1,347,000,000","1,347,000,000"
NetIncomeCommonStockholders,"3,620,000,000","1,785,000,000","-5,509,000,000","2,971,000,000","4,373,000,000","4,134,000,000","1,537,000,000","3,899,000,000","4,087,000,000","3,086,000,000","-274,000,000","2,958,000,000","3,869,000,000","3,130,000,000","-4,440,000,000","-204,000,000","2,055,000,000","4,301,000,000","-1,325,000,000","5,229,000,000","4,359,000,000","5,259,000,000","511,000,000","3,431,000,000","4,535,000,000","5,211,000,000","2,720,000,000","3,200,000,000","3,931,000,000","6,353,000,000","3,091,000,000","2,498,000,000","5,857,000,000","2,581,000,000","2,360,000,000","5,222,000,000","5,062,000,000","4,153,000,000","3,242,000,000","4,132,000,000","2,631,000,000",,"-997,000,000","-997,000,000","3,816,000,000","3,861,000,000","4,119,000,000","4,119,000,000","5,448,000,000","5,448,000,000","3,136,000,000","4,218,000,000","4,319,000,000","4,365,000,000","3,721,000,000","3,743,000,000","3,798,000,000","3,991,000,000","2,747,000,000","2,747,000,000","3,767,000,000","3,173,000,000","2,334,000,000","2,334,000,000","2,167,247,256.839","2,053,000,000","1,479,000,000","1,480,000,000","1,658,698,491.538","1,640,000,000","868,000,000","868,000,000","1,770,000,000","2,601,000,000","4,822,628,932.369","1,552,000,000","1,762,456,500.015","1,763,000,000","4,691,017,652.388","1,357,000,000","1,347,000,000","1,347,000,000"
