name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"361,980,724,000,000","370,584,200,000,000","359,401,660,000,000","345,148,958,000,000","340,447,183,000,000"
TotalLiabilitiesNetMinorityInterest,"336,488,392,000,000","346,302,876,000,000","336,563,442,000,000","322,947,111,000,000","318,494,139,000,000"
TotalEquityGrossMinorityInterest,"25,492,332,000,000","24,281,324,000,000","22,838,218,000,000","22,201,847,000,000","21,953,044,000,000"
	StockholdersEquity,"21,510,370,000,000","20,844,666,000,000","19,443,129,000,000","18,810,330,000,000","21,739,931,000,000"
		CapitalStock,"3,611,338,000,000","3,611,338,000,000","3,400,822,000,000","3,400,822,000,000","3,381,392,000,000"
			CommonStock,"3,611,338,000,000","3,611,338,000,000","3,400,822,000,000","3,400,822,000,000","3,381,392,000,000"
		AdditionalPaidInCapital,"626,295,000,000","618,609,000,000","311,863,000,000","311,860,000,000","285,889,000,000"
		RetainedEarnings,"18,524,515,000,000","18,322,070,000,000","17,839,349,000,000","17,228,567,000,000","17,124,657,000,000"
		OtherEquityInterest,"-1,251,778,000,000","-1,707,351,000,000","-2,108,905,000,000","-2,130,919,000,000","947,993,000,000"
	MinorityInterest,"3,981,962,000,000","3,436,658,000,000","3,395,089,000,000","3,391,517,000,000","213,113,000,000"
TotalCapitalization,"73,942,619,000,000","75,803,548,000,000","69,430,653,000,000","63,651,403,000,000","69,408,006,000,000"
CommonStockEquity,"21,510,370,000,000","20,844,666,000,000","19,443,129,000,000","18,810,330,000,000","21,739,931,000,000"
CapitalLeaseObligations,"419,045,000,000","415,512,000,000",,,
NetTangibleAssets,"20,666,260,000,000","20,150,354,000,000","18,800,157,000,000","18,163,175,000,000","21,142,411,000,000"
InvestedCapital,"74,076,138,000,000","76,601,585,000,000","69,430,653,000,000","63,651,403,000,000","70,383,364,000,000"
TangibleBookValue,"20,666,260,000,000","20,150,354,000,000","18,800,157,000,000","18,163,175,000,000","21,142,411,000,000"
TotalDebt,"52,984,813,000,000","56,172,431,000,000","49,987,524,000,000","44,841,073,000,000","48,643,433,000,000"
NetDebt,"46,173,202,000,000","47,368,084,000,000","43,148,948,000,000","39,844,050,000,000","41,895,539,000,000"
ShareIssued,"722,267,683","722,267,683","680,164,306","680,164,306","680,164,306"
OrdinarySharesNumber,"722,267,681","722,267,683","680,164,306","680,164,306","680,164,306"
TreasurySharesNumber,"2",,,,
