name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001
MarketCap,"4,003,428,090","9,206,013,852","13,443,965,234","13,308,629,770","11,326,928,918","9,573,126,000","9,380,402,590","16,041,816,838","16,805,450,992","18,770,099,692","11,151,589,321","8,548,013,806","9,724,729,216","17,680,872,199","11,057,944,089","12,703,885,364","8,568,846,503","4,551,440,196","2,455,683,576","1,662,514,111"
EnterpriseValue,"6,954,628,090","9,470,913,852","14,006,265,234","12,008,529,770","10,928,028,918","8,448,626,000","8,815,983,590","15,135,928,838","15,899,234,992","18,092,216,692","11,176,490,321","7,780,727,806","9,028,689,216","16,747,798,199","10,523,649,089","12,336,546,364","8,139,637,503","4,352,350,196","2,418,481,576","1,685,782,111"
PeRatio,"10.839","13.058","39.585","25.589","29.1","20.479","10.424","15.43","17.457","21.894","15.687","14.073","13.309","28.896","23.543","33.57","33.228","31.481","31.921","45.305"
ForwardPeRatio,"8.137","10.977","16.103","18.939","18.349","16.75","14.205","11.429","13.793","19.231",,,,,,,,,,
PegRatio,"1.643","1.476","1.766","1.739","3.059","2.792","2.958","1.17","0.878","1.224",,,,,,,,,,
PsRatio,"0.711","1.54","2.424","2.96","2.615","2.216","1.975","3.281","3.729","4.636","3.2","2.709","3.272","7.053","5.501","7.658","6.594","4.849","3.595","2.951"
PbRatio,"1.568","2.577","4.287","4.602","4.314","3.769","3.926","7.172","8.6","11.64","7.408","5.04","6.415","10.367","9.302","12.301","10.954","10.661","10.707","12.224"
EnterprisesValueRevenueRatio,"1.207","1.571","2.382","2.676","2.433","2.016","1.834","2.982","3.338","4.351","3.098","2.409","2.839","6.411","4.984","7.213","6.161","4.566","3.362","2.736"
EnterprisesValueEBITDARatio,"10.771","8.751","15.043","12.006","12.647","10.433","6.733","8.969","9.666","12.652","8.753","7.106","7.235","15.59","12.683","18.173","16.703","15.885","14.883","13.398"
