name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"20,007,019,452","39,102,250,000","40,126,800,000","32,225,434,976","26,575,494,766","27,527,040,000","24,731,240,000","27,243,810,000","20,979,000,000","11,868,494,373"
EnterpriseValue,"49,797,019,452","68,964,250,000","53,583,800,000","42,919,434,976","36,432,494,766","32,175,040,000","29,141,240,000","28,628,810,000","19,480,000,000","12,210,494,373"
PeRatio,"6.38","12.985","7.479","20.88","23.528","8.216","11.297","13.411","6.37","4.411"
ForwardPeRatio,"196.078","8.576","6.73","12.854","16.835","9.911","10.929","10.132","6.78","6.013"
PegRatio,"15.65","0.795",,"0.815","3.845",,"1.089","1.512","45.192","0.192"
PsRatio,"0.167","0.326","0.328","0.485","0.434","0.361","0.263","0.312","0.262","0.155"
PbRatio,"0.594","1.159","2.646","2.48","1.985","2.242","2.28","2.511","1.794","1.183"
EnterprisesValueRevenueRatio,"0.412","0.556","0.555","0.574","0.575","0.447","0.298","0.286","0.237","0.155"
EnterprisesValueEBITDARatio,"-7.195","7.492","6.695","7.056","8.354","5.101","5.434","6.179","3.081","2.614"
