name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
TotalAssets,"236,648,000,000","232,103,000,000","246,126,000,000","258,381,000,000","134,635,000,000","142,550,000,000","141,666,000,000","122,621,000,000","112,427,000,000","114,342,000,000","112,525,000,000","113,160,000,000","41,843,206,438.538","34,639,496,363.948","27,905,627,080.101","25,208,762,607.093","13,831,971,084.216","11,696,065,983.189"
	CurrentAssets,"28,814,000,000","18,281,000,000","23,960,000,000","43,061,000,000","18,294,000,000","18,541,000,000","18,690,000,000","20,630,000,000","12,323,000,000","12,597,000,000","10,853,000,000","11,360,000,000","8,075,874,436.847","6,287,531,840.198","5,049,093,342.493","5,330,224,487.583","3,080,488,142.765","2,471,221,549.472"
		CashCashEquivalentsAndShortTermInvestments,"7,330,000,000","7,161,000,000","11,776,000,000","14,238,000,000","6,978,000,000","8,658,000,000","9,962,000,000","13,878,000,000","5,423,000,000","5,152,000,000","3,744,000,000","3,206,000,000","2,191,377,374.721","1,120,511,026.937","933,306,486.954","1,325,778,115.172","560,432,225.483","258,140,340.2"
			CashAndCashEquivalents,"7,238,000,000","7,074,000,000","10,472,000,000","8,579,000,000","6,923,000,000","8,357,000,000","9,839,000,000","7,051,000,000","5,320,000,000","4,511,000,000","3,689,000,000","2,936,000,000","1,930,394,972.808","826,195,409.732","726,036,645.308","1,323,066,912.482","560,432,225.483","225,610,459.931"
				CashFinancial,"5,002,000,000","4,841,000,000","6,576,000,000","5,098,000,000","2,461,000,000","1,753,000,000","2,730,000,000","3,310,000,000",,,,,,,,,,
				CashEquivalents,"2,236,000,000","2,233,000,000","3,896,000,000","3,481,000,000","4,462,000,000","6,604,000,000","7,109,000,000","3,741,000,000",,,,,,,,,,
			OtherShortTermInvestments,"92,000,000","87,000,000","1,304,000,000","5,659,000,000","55,000,000","301,000,000","123,000,000","6,827,000,000","103,000,000","641,000,000","55,000,000","270,000,000","260,982,401.913","294,315,617.205","207,269,841.646","2,711,202.69","0","32,529,880.269"
		Receivables,"6,250,000,000","6,503,000,000","7,046,000,000","7,187,000,000","4,673,000,000","4,517,000,000","4,471,000,000","3,367,000,000","4,433,000,000","5,004,000,000","4,689,000,000","5,200,000,000","3,747,065,770.481","3,393,208,304.188","2,784,522,272.625","2,680,023,858.584","1,900,431,973.603","1,649,579,734.934"
			AccountsReceivable,"4,046,000,000","4,412,000,000","4,752,000,000","4,562,000,000","3,241,000,000","3,363,000,000","2,935,000,000","2,736,000,000","4,121,000,000","4,638,000,000","4,099,000,000","4,620,000,000","3,747,065,770.481","3,393,208,304.188","2,784,522,272.625","2,518,707,298.558","1,862,650,025.818","1,553,039,445.103"
			LoansReceivable,"119,000,000","143,000,000","166,000,000","85,000,000","57,000,000","52,000,000","50,000,000","9,000,000",,,,,,,,,,
