name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"6,513,084,051","12,733,750,346","8,727,158,089","8,162,910,019","9,729,244,242","1,840,151,882","3,180,650,835","3,810,474,021","4,710,179,093","13,138,088,108","18,613,370,160","23,900,286,409","10,115,887,010","14,636,807,300"
EnterpriseValue,"12,408,506,996","21,760,509,198","16,676,297,886","17,743,784,648","21,878,505,112","11,898,986,503","14,559,477,251","13,018,035,697","24,736,104,024","27,586,304,102","28,860,112,540","24,054,186,843","19,906,494,925","18,351,919,595"
PeRatio,"4.011","3.891",,,"12.621",,,,,"5.136","14.004","245.438","2.819","16.841"
ForwardPeRatio,"6.562",,,,,,,"2.281","1.108","6.545",,,,
PegRatio,,,,,,,,"2.535","1.232",,,,,
PsRatio,"1.079","1.899","0.851","0.649","0.537","0.212","0.292","0.258","0.254","0.864","1.148","1.514","0.969","1.118"
PbRatio,"0.489","0.805","0.769","0.549","0.583","0.139","0.132","0.127","0.129","0.316","0.446","0.548","0.334","0.327"
EnterprisesValueRevenueRatio,"0.448","0.785","0.668","0.468","0.36","0.365","0.483","0.546","0.726","0.934","1.079","0.969","0.658","0.787"
EnterprisesValueEBITDARatio,"1.055","1.85","0.858","2.326","1.057","-4.326","13.885","-12.851","-8.85","2.924","3.774","7.343","1.265","3.466"
