name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"64,785,709,000,000","64,785,709,000,000","65,154,636,000,000","60,186,867,000,000","52,939,771,000,000","58,522,268,000,000","64,758,625,000,000","61,864,650,000,000","63,604,151,000,000","68,938,725,000,000","60,637,860,000,000","36,855,001,000,000","41,742,636,000,000","31,625,629,280,529.48","24,649,558,161,633.57","26,023,157,798,473.26","23,158,000,000,000","18,656,250,000,000","14,354,187,420,979.6","13,126,695,170,136.75","13,746,013,872,082.5","12,661,947,890,815","13,264,277,302,627"
	OperatingRevenue,"64,348,898,000,000","64,348,898,000,000","64,641,978,000,000","59,721,775,000,000","52,457,426,000,000","58,054,367,000,000","64,397,314,000,000","61,421,324,000,000","63,273,147,000,000","68,938,725,000,000","60,637,860,000,000","36,855,001,000,000","41,742,636,000,000","31,625,629,280,529.48","24,649,558,161,633.57","26,023,157,798,473.26","23,158,000,000,000","18,656,250,000,000","14,354,187,420,979.6","13,126,695,170,136.75","13,746,013,872,082.5","12,661,947,890,815","13,264,277,302,627"
CostOfRevenue,"58,462,100,000,000","58,462,100,000,000","57,129,060,000,000","51,915,597,000,000","46,271,465,000,000","52,018,434,000,000","57,465,485,000,000","55,004,591,000,000","56,142,892,000,000","59,823,850,000,000","51,560,675,000,000","31,037,425,000,000","32,562,339,000,000","24,916,755,670,801.05","18,978,417,400,004.7","18,568,383,138,176.69","16,770,000,000,000","14,106,250,000,000","11,337,683,270,166.54","10,684,291,747,595.7","9,536,752,188,547.5","8,605,549,254,321","9,506,933,006,952"
GrossProfit,"6,323,609,000,000","6,323,609,000,000","8,025,576,000,000","8,271,270,000,000","6,668,306,000,000","6,503,834,000,000","7,293,140,000,000","6,860,059,000,000","7,461,259,000,000","9,114,875,000,000","9,077,185,000,000","5,817,576,000,000","9,180,297,000,000","6,708,873,609,728.43","5,671,140,761,628.87","7,454,774,660,296.57","6,388,000,000,000","4,550,000,000,000","3,016,504,150,813.06","2,442,403,422,541.05","4,209,261,683,535","4,056,398,636,494","3,757,344,295,675"
OperatingExpense,"2,396,156,000,000","2,396,156,000,000","2,489,632,000,000","3,591,604,000,000","3,720,476,000,000","3,942,532,000,000","4,175,265,000,000","3,927,534,000,000","3,788,916,000,000","3,660,392,000,000","3,338,876,000,000","1,949,414,000,000","2,006,368,000,000","1,774,678,842,713.63","1,484,577,304,104.84","1,435,942,840,504.52","1,250,000,000,000","1,127,500,000,000","966,741,399,434.06","854,432,327,980.35","1,660,874,837,820","2,047,904,867,489","1,910,340,772,941"
	SellingGeneralAndAdministration,"1,744,178,000,000","1,744,178,000,000","1,756,379,000,000","2,895,740,000,000","3,008,495,000,000","3,194,686,000,000","3,198,240,000,000","3,039,477,000,000","2,959,511,000,000","3,275,113,000,000","2,966,390,000,000","1,579,110,000,000","2,006,368,000,000","1,616,605,808,670.65","1,345,523,813,885.79","1,308,727,890,925.56","1,102,000,000,000","987,500,000,000","966,741,399,434.06","854,432,327,980.35","716,528,443,215","674,292,184,982","761,222,090,614"
		GeneralAndAdministrativeExpense,"1,293,286,000,000","1,293,286,000,000","1,280,259,000,000","1,218,739,000,000","1,368,668,000,000","1,375,032,000,000","1,333,637,000,000","1,301,694,000,000","1,225,046,000,000","1,662,985,000,000","2,857,858,000,000","1,396,069,000,000",,"1,512,626,407,701.15","1,240,594,336,691.82","1,211,325,072,864.77","1,054,000,000,000","945,000,000,000",,,,,
			SalariesAndWages,"1,107,387,000,000","1,107,387,000,000","1,062,997,000,000","1,013,474,000,000","1,147,339,000,000","1,092,111,000,000","1,022,308,000,000","988,052,000,000","926,677,000,000",,"532,712,000,000","422,958,000,000",,,,,,,,,,,
			RentAndLandingFees,"39,886,000,000","39,886,000,000","69,516,000,000","69,976,000,000","82,005,000,000","119,836,000,000","137,366,000,000","110,191,000,000","93,268,000,000",,"62,887,000,000","30,929,000,000",,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,"511,635,000,000",,,,,,,,,,,
