name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"76,589,000,000","76,589,000,000","95,584,000,000","88,827,000,000","81,405,000,000","97,314,000,000","143,657,000,000","141,462,000,000","144,103,000,000","145,915,000,000","120,052,000,000","91,869,000,000","118,257,000,000","87,735,000,000","72,347,000,000","56,324,000,000","37,452,000,000","30,797,000,000","22,612,000,000","24,549,000,000","26,955,000,000","16,358,000,000"
	OperatingRevenue,"76,589,000,000","76,589,000,000","95,584,000,000","88,827,000,000","102,895,000,000","121,490,000,000","174,031,000,000","172,016,000,000","176,714,000,000","145,915,000,000","120,052,000,000","91,869,000,000","118,257,000,000","87,735,000,000","72,347,000,000","56,324,000,000","37,452,000,000","30,797,000,000","22,612,000,000","24,549,000,000","26,955,000,000","16,358,000,000"
	ExciseTaxes,,,,,"21,490,000,000","24,176,000,000","30,374,000,000","30,554,000,000","32,611,000,000",,,,,,,,,,,,,
CostOfRevenue,"45,732,000,000","45,732,000,000","61,517,000,000","60,147,000,000","55,417,000,000","67,485,000,000","109,477,000,000","108,254,000,000","107,534,000,000","99,595,000,000","70,694,000,000","49,251,000,000","72,865,000,000","51,212,000,000","40,995,000,000","30,837,000,000","20,916,000,000","15,416,000,000","11,941,000,000","13,211,000,000","13,449,000,000","8,780,000,000"
GrossProfit,"30,857,000,000","30,857,000,000","34,067,000,000","28,680,000,000","25,988,000,000","29,829,000,000","34,180,000,000","33,208,000,000","36,569,000,000","46,320,000,000","49,358,000,000","42,618,000,000","45,392,000,000","36,523,000,000","31,352,000,000","25,487,000,000","16,536,000,000","15,381,000,000","10,671,000,000","11,338,000,000","13,506,000,000","7,578,000,000"
OperatingExpense,"12,355,000,000","12,355,000,000","12,541,000,000","16,618,000,000","12,259,000,000","16,311,000,000","21,830,000,000","17,885,000,000","18,598,000,000","15,051,000,000","24,798,000,000","20,430,000,000","19,579,000,000","14,811,000,000","11,064,000,000","8,172,000,000","6,070,000,000","4,410,000,000","4,178,000,000","3,907,000,000","4,346,000,000","3,504,000,000"
	SellingGeneralAndAdministration,"10,158,000,000","10,158,000,000","9,919,000,000","9,612,000,000","10,271,000,000","9,767,000,000","14,978,000,000","12,352,000,000","12,593,000,000","10,507,000,000","9,729,000,000","7,739,000,000","8,270,000,000","9,376,000,000","6,070,000,000","4,474,000,000","2,901,000,000","2,091,000,000","1,741,000,000","1,751,000,000","1,927,000,000","1,282,000,000"
		GeneralAndAdministrativeExpense,"5,682,000,000","5,682,000,000","5,288,000,000","5,074,000,000","6,308,000,000","5,140,000,000","8,151,000,000","7,448,000,000","7,666,000,000","5,161,000,000","9,729,000,000","7,739,000,000","8,270,000,000",,,,,,,,,
			SalariesAndWages,"3,443,000,000","3,443,000,000","2,610,000,000","1,898,000,000","2,736,000,000","1,361,000,000","2,652,000,000","1,645,000,000","1,855,000,000",,"752,000,000","719,000,000","841,000,000",,,,,,,,,
			OtherGandA,"2,239,000,000","2,239,000,000","2,678,000,000","3,176,000,000","3,572,000,000","3,779,000,000","5,499,000,000","5,803,000,000","5,811,000,000","5,161,000,000","8,977,000,000","7,020,000,000","7,429,000,000",,,,,,,,,
