name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
MarketCap,"33,003,195,738","36,329,624,274","55,409,771,986","55,294,078,429","59,804,245,767","63,693,414,977","56,632,762,848","68,857,028,617","66,835,109,299","63,877,405,150","59,871,186,021","59,939,039,817","54,709,918,576","59,612,715,743","59,434,405,950","52,268,672,210","58,696,350,181","54,779,096,973","54,830,918,474","57,453,046,969","64,891,580,989","63,480,147,766","64,123,193,922","87,017,471,712","99,063,166,911","90,731,359,135","87,495,695,526","82,861,888,890","74,739,760,466","81,638,934,168","88,145,854,429","79,610,836,452","75,625,765,994","84,834,970,765","75,122,402,261","65,042,444,222","85,534,289,175","88,637,342,239","78,722,454,037","78,146,988,262","67,047,192,270","84,470,463,111","92,382,117,720","90,288,435,552","85,869,101,896","69,405,272,825","86,611,694,846","95,903,162,738","134,445,548,065","123,360,989,878","132,432,238,602","135,733,115,488","133,138,434,186","119,300,133,909","123,808,622,696","110,907,147,499","109,490,756,437","106,192,056,201","103,963,103,950","118,611,052,979","102,673,443,564","104,243,177,959","100,783,355,211","89,905,632,072","80,330,642,227","80,818,998,733","76,039,509,655","61,251,765,481","60,859,587,707","53,440,224,503","62,820,476,580","54,921,287,567","64,020,151,616","57,658,149,049","49,583,607,426","48,893,661,666","49,373,795,823","51,773,864,252","51,461,780,681","42,363,274,377","46,564,392,444","40,600,829,518","44,104,901,110","50,401,020,600","48,000,972,000","50,505,022,706","54,201,097,550","49,000,992,250","52,001,053,000","54,201,097,550","45,643,503,672","50,243,050,572","45,499,517,856","40,500,010,356","41,299,931,556","40,596,000,900","39,996,060,000","28,901,152,956","27,397,301,100"
EnterpriseValue,"53,072,837,004","55,110,479,008","75,967,123,546","70,031,609,241","76,142,944,606","72,873,731,802","67,162,365,845","80,581,101,542","80,144,239,309","77,563,160,523","78,112,455,460","78,589,219,650","72,338,028,375","75,814,069,471","76,831,023,673","68,354,186,384","72,687,358,027","74,347,162,470","75,103,981,091","76,233,757,892","82,376,212,257","80,138,710,579","83,335,091,460","105,391,147,614","119,377,583,325","111,845,257,559","108,486,304,227","105,143,184,853","95,610,481,635","102,735,769,706","109,918,162,349","114,566,426,983","109,517,977,242","121,891,730,778","111,441,315,452","103,124,475,625","122,827,032,869","125,138,319,994","113,107,254,183","112,293,462,682","95,243,287,951","115,605,261,537","125,610,478,165","120,366,177,876","112,383,009,842","65,380,065,529","108,414,771,109","119,937,733,493","161,272,417,424","146,781,818,220","154,054,207,077","144,933,819,206","142,260,929,761","128,317,454,015","131,915,245,295","118,702,989,273","117,338,806,577","118,663,070,826","110,836,325,454","125,599,579,843","109,706,409,503","117,415,591,126","114,558,336,537","85,735,996,841","76,240,642,227","97,244,405,710","92,829,530,800","75,912,641,119","75,330,554,406","65,411,074,032","74,317,464,515","63,864,465,026","73,824,378,731","66,275,212,376","58,378,599,600","57,260,011,799","56,194,001,234","58,821,234,800","57,743,418,844","48,252,206,818","52,915,368,245","46,700,538,473","50,526,907,572","57,154,107,219","54,539,944,920","58,340,121,959","62,737,097,550","59,820,686,299","62,081,679,024","64,088,927,890","55,742,492,563","64,364,507,368","59,846,404,456","55,273,541,210","57,150,911,827","56,046,242,391","55,416,611,668","44,447,909,321","27,397,301,100"
PeRatio,"197.497","224.627","20.028","14.514","12.206","9.809","8.605","17.214","17.261","30.532","29.577","66.836","145.987",,,,,,,,"79.306","19.024","17.088","12.752","14.169","17.207","16.564","26.65","25.811","15.148","16.016","9.127","7.803","9.304","9.426","7.653","9.834","10.544","9.451","9.319","9.553","12.309","14.597","19.565","6.953","6.91","6.291","5.571","7.218","6.66","9.073","10.849","13.234","9.742","9.952","9.003","8.829","9.206","10.876","11.359","9.734","9.77","9.594","10.162","10.459","10.719","10.176","8.706","9.226","9.585","12.466","9.344","8.579","8.354","7.029","7.924","9.338","10.178","10.426","11.193","11.408","11.84","15.357","18.776","20.427","20.696","19.868","17.212","18.264","19.038","15.762","18.033","16.576","14.664","14.107","13.854","14.55","10.813",
ForwardPeRatio,"277.778","68.027","12.034","9.615","10.246","11.455",,"9.116","14.728","17.921","22.173","28.329","16.75","26.667","26.525","26.247","55.866","14.409","19.724","33.445","29.851","30.03","25.253","21.598","23.697","18.904","18.382","16.695","14.025","13.605","14.389","13.28","11.338","7.331","6.798","5.429","6.653","7.353","7.918","7.893",,,"8.921","8.85","8.446",,"11.161","12.361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"19.564","0.683",,,,"2.233",,"1.679","2.687",,,"1.196",,,,"1.3","2.769","0.464","0.686","1.163","0.915","2.808","2.365","1.78","1.907","0.645","0.626","0.437","0.35","0.334","1.224","1.373","0.794","0.842","2.698","2.3","2.64","2.918","3.023","3.012",,,"2.796","2.625","2.507",,"3.313","3.669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.461","0.462","0.675","0.655","0.685","0.776","0.681","0.837","0.87","0.789","0.765","0.806","0.78","0.989","1.287","0.871","0.871","0.709","0.539","0.511","0.548","0.531","0.477","0.602","0.636","0.547","0.526","0.501","0.455","0.5","0.529","0.507","0.536","0.576","0.532","0.432","0.566","0.66","0.6","0.618","0.606","0.713","0.756","0.71","0.565","0.502","0.722","0.642","0.845","0.825","1.031","1.132","1.166","1.033","1.053","1.034","1.014","1.071","1.494","1.56","1.473","1.334","1.173","1.081","0.937","1.061","1.089","0.94","1.012","0.964","1.169","1.065","1.225","1.299","1.093","1.012","1.152","1.202","1.174","1.205","1.228","1.192","1.409","1.65","1.705","1.713","1.632","1.424","1.52","1.595","1.329","1.489","1.338","1.157","1.088","1.066","1.111","0.823",
PbRatio,"0.662","0.671","0.96","0.985","0.992","1.108","0.976","1.166","1.211","1.086","1.086","1.044","0.9","1.049","1.106","0.895","1.006","0.937","0.837","0.819","0.876","1.433","0.85","1.157","1.256","1.135","1.066","1.048","0.923","1.079","1.141","1.051","1.065","1.148","1.09","0.885","1.168","1.231","1.163","1.151","1.018","1.374","1.389","1.36","1.262","1.069","1.4","1.651","2.073","1.929","2.243","2.369","2.521","2.285","2.478","2.308","2.263","2.378","2.545","2.855","2.456","2.653","2.452","2.342","2.133","2.462","2.266","2.087","2.101","1.861","2.278","2.239","2.344","2.406","2.024","2.17","2.587","2.625","2.76","2.424","2.47","2.307","2.381","2.861","2.814","2.909","2.866","2.727","3.106","3.3","2.721","3.382","3.014","2.606","2.476","2.867","2.83","2.029",
EnterprisesValueRevenueRatio,"0.814","3.972","4.685","4.197","4.129","3.931","3.349","4.091","4.418","4.325","4.452","5.011","4.624","4.201","4.861","5.211","5.418","6.017","5.407","4.053","3.712","3.369","3.122","3.962","4.364","3.83","4.173","3.574","3.4","3.297","3.38","3.612","3.582","3.58","3.667","3.941","5.019","4.988","3.994","4.9","4.953","3.985","5.617","6.181","3.546","2.713","4.288","4.259","5.898","5.153","6.67","6.306","6.753","6.093","6.29","5.684","5.247","5.034","5.064","6.297","6.699","7.229","13.677","6.234","3.988","5.087","7.888","5.065","5.728","4.978","6.003","5.203","6.089","4.796","4.281","4.719","4.291","4.553","4.684","3.948","4.679","4.143","5.229","7.294","7.805","8.681","8.744","8.5","8.218","8.322","6.98","8.317","7.857","7.472","7.422","7.371","7.275","5.882","3.71"
EnterprisesValueEBITDARatio,"4.037","54.836","27.655","14.046","17.278","12.584","14.703","13.477","13.258","15.014","12.023","17.971","18.048","14.211","15.613","26.753","20.851","21.506","31.398","17.051","16.344","8.74","33.63","13.395","16.878","14.711","18.589","10.025","16.907","12.716","21.323","14.127","10.601","9.689","12.036","12.274","21.104","14.839","15.324","14.325","15.251","10.17","10.293","22.415","8.287","10.396","8.48","14.648","14.401","16.965","-3.332","6.306","22.533","6.093","-2.831","5.684","17.274","5.034","-3.099","6.297","20.761","7.229","-2.956","6.234","9.55","5.087","-2.986","5.065","19.999","4.978","-2.642","5.203","17.156","4.796","-2.348","4.719","12.012","4.553","-2.234","3.948","15.747","4.143","-3.001","7.294","29.501","8.681","-3.478","8.5","8.218","8.322","-3.011","8.317","7.857","7.472","-3.177","7.371","7.275","5.882","-1.692"
