name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalRevenue,"2,413,804,000","2,423,518,000","2,359,392,000","1,921,131,000","1,699,195,000","1,905,670,000","1,309,999,000","2,222,337,000","1,819,232,000","1,983,946,000","1,899,701,000","1,997,754,000","2,109,178,000","2,143,706,000","2,237,395,000","2,209,482,000","1,984,282,000","1,910,698,000","1,704,007,000","1,542,501,000","1,447,859,000","1,326,400,000","1,164,200,000","1,031,600,000","886,800,000","757,500,000","676,700,000","617,300,000","564,700,000","539,600,000","355,200,000"
	NetInterestIncome,"1,893,826,000","1,891,694,000","1,734,877,000","1,501,964,000","1,422,055,000","1,408,983,000","945,072,000","1,432,580,000","1,372,619,000","1,431,992,000","1,294,865,000","1,101,253,000","1,279,204,000","1,449,390,000","1,427,910,000","1,424,207,000","1,375,511,000","1,284,688,000","1,180,329,000","1,076,985,000","982,761,000","953,700,000","873,000,000","784,000,000","681,300,000","584,200,000","533,500,000","492,100,000","440,200,000","407,800,000","284,200,000"
		InterestIncome,"2,253,182,000","2,260,793,000","2,021,848,000","1,725,944,000","1,634,573,000","1,603,014,000","1,633,543,000","1,748,456,000","1,751,705,000","1,937,501,000","1,948,246,000","1,854,997,000","2,274,123,000","3,128,171,000","3,064,441,000","2,665,859,000","2,216,265,000","2,034,238,000","2,023,797,000","2,095,862,000","2,150,157,000","1,851,700,000","1,651,700,000","1,491,300,000","1,272,900,000","1,105,800,000","885,100,000","772,100,000","740,400,000","794,900,000","565,800,000"
			InterestIncomeFromLoansAndLease,"1,805,701,000","1,802,968,000","1,645,736,000","1,478,765,000","1,459,720,000","1,458,706,000","1,478,750,000","1,581,612,000","1,558,397,000","1,694,357,000","1,676,734,000","1,519,249,000","1,868,462,000","2,615,314,000","2,486,453,000","2,116,299,000","1,751,150,000","1,550,036,000","1,528,903,000","1,559,890,000","1,586,832,000","1,373,200,000","1,211,900,000","1,080,400,000","924,100,000","813,100,000","665,000,000","549,400,000","518,100,000","579,500,000","395,800,000"
				InterestIncomeFromLoans,"1,805,701,000","1,802,968,000","1,645,736,000","1,478,765,000","1,459,720,000","1,458,706,000","1,478,750,000","1,581,612,000","1,558,397,000","1,694,357,000","1,676,734,000","1,519,249,000","1,868,462,000","2,615,314,000","2,486,453,000","2,116,299,000","1,751,150,000","1,550,036,000","1,528,903,000","1,559,890,000","1,586,832,000","1,373,200,000","1,211,900,000","1,080,400,000","924,100,000","813,100,000","665,000,000","549,400,000","518,100,000","579,500,000","395,800,000"
			InterestIncomeFromSecurities,"447,481,000","457,825,000","376,112,000","247,179,000","174,853,000","144,308,000","154,793,000","166,844,000","193,308,000","243,144,000","271,512,000","335,748,000","405,661,000","512,857,000","577,988,000","549,560,000","465,115,000","484,202,000","494,894,000","535,972,000","563,325,000","478,500,000","439,900,000","410,800,000","348,800,000","269,600,000","214,900,000","216,300,000","207,800,000","181,900,000","132,400,000"
			InterestIncomeFromDeposits,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","2,300,000","9,100,000","28,900,000","26,100,000"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,,,,,,,,,,"23,100,000","4,900,000","4,100,000","5,200,000","4,400,000","11,500,000"
			OtherInterestIncome,,,,,,,,,,,,,,,,,,,,,,,"-100,000","100,000",,,,,"200,000","200,000",
		InterestExpense,"359,356,000","369,099,000","286,971,000","223,980,000","212,518,000","194,031,000","688,471,000","315,876,000","379,086,000","505,509,000","653,381,000","753,744,000","994,919,000","1,678,781,000","1,636,531,000","1,241,652,000","840,754,000","749,550,000","843,468,000","1,018,877,000","1,167,396,000","898,000,000","778,700,000","707,300,000","591,600,000","521,600,000","351,600,000","280,000,000","300,200,000","387,100,000","281,600,000"
			InterestExpenseForDeposit,"296,133,000","304,858,000","204,265,000","141,864,000","127,577,000","107,533,000","105,087,000","137,364,000","184,089,000","269,487,000","350,881,000","501,262,000","700,122,000","765,793,000","580,094,000","430,813,000","330,351,000","342,891,000","431,128,000","518,168,000","529,373,000","452,200,000","411,500,000","366,500,000","350,200,000","329,800,000","247,700,000","219,400,000","253,400,000","323,700,000","257,100,000"
