name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
MarketCap,"2,169,446,461","2,733,215,966","2,725,776,230","2,999,814,463","4,109,368,613","3,720,907,029","4,965,768,116","6,052,833,934","7,445,892,442","7,173,635,544","8,199,155,769","6,030,657,975","5,118,642,500","4,308,866,202","5,233,156,633","3,623,667,091","3,309,294,585","3,450,133,099","2,340,229,208","3,124,485,980","1,875,916,534","2,245,887,951","2,718,647,626","3,288,942,449","3,992,063,760","5,562,385,430","5,418,374,614","3,720,167,762","3,237,991,779","3,346,613,442","4,297,568,490","3,442,440,066","4,299,323,210","3,425,068,036","4,716,713,885","6,856,722,741","6,612,364,530","4,251,335,266","3,082,433,259","2,148,805,787","2,296,031,154","2,752,313,281","2,130,344,998","1,654,440,741","1,304,808,251","1,299,196,172","1,959,654,400","2,368,843,600","1,958,031,750","2,460,137,238","2,646,296,400","2,295,248,880","1,831,341,680","1,559,672,800","1,356,138,300","1,337,154,420","1,493,403,300","1,286,882,400","1,461,102,500","1,480,653,000","1,600,552,860","1,646,569,540","1,285,001,880","1,661,211,450","1,899,671,280","1,641,161,250","1,724,328,770","961,152,962","374,531,580","99,185,040","80,307,500","68,845,155","72,498,388","50,463,373","66,545,022","63,286,173","128,953,771","582,414,924","1,044,577,500"
EnterpriseValue,"1,250,827,461","1,834,382,966","1,867,141,230","2,037,272,463","2,726,386,613","2,279,949,029","3,390,991,116","3,741,879,934","5,195,733,442","5,123,225,544","6,268,016,769","4,379,382,975","3,507,821,500","2,981,072,202","3,913,717,633","2,229,407,091","1,758,789,585","2,369,666,099","1,223,499,208","1,867,291,980","509,378,534","724,334,951","1,217,670,626","2,283,032,449","2,923,824,760","4,344,457,430","4,181,378,614","3,038,236,762","2,524,393,779","2,633,015,442","3,583,471,490","2,796,746,066","3,628,048,210","2,685,623,036","3,977,268,885","6,033,285,741","5,807,592,530","3,467,500,266","2,324,420,259","1,419,615,787","1,567,017,154","2,029,795,281","1,629,684,998","1,171,483,741","839,541,251","794,372,172","1,496,165,400","1,926,924,600","1,545,472,750","2,081,138,238","2,331,119,400","2,012,581,880","1,568,590,680","1,314,329,800","1,143,657,300","1,124,673,420","1,288,992,300","1,098,246,400","1,272,466,500","1,296,521,000","1,417,122,860","1,470,934,540","1,141,438,880","1,518,197,450","1,761,529,280","1,513,997,250","1,616,100,770","864,221,962","284,829,580","3,419,040","-9,251,500","-23,126,845","-19,473,612","-59,325,627","-49,218,978","-58,867,827","3,071,771","452,781,924","914,944,500"
PeRatio,,"23.351","19.117","24.23","34.847","25.665","32.929","43.431","49.89","57.32","37.964","25.671","23.96","20.537","61.525","64.838","118.425","46.168","13.74","18.035","12.228","15.653","54.132","146.382","91.53","1,685",,"116.104","103.383","106.851",,,,,,,,,"6.744","4.824","29.217","6.501","39.134","28.076","18.307","17.406","26.466","33.77","32.339","45.68","61.346","58.083","48.71","39.315","35.929","35.686","40.435","30.2","34.375","30.659","29.581","27.878","24.99","34.01","47.886","58.19",,,,,,,,,"2.554",,,,
ForwardPeRatio,"11.723","15.361","14.184","17.825","19.802","13.387","13.405","34.602","29.586","30.488","32.787","38.168","51.814","32.68","43.103","70.922","32.895","37.594","42.735","48.077","18.657","46.296","36.9","37.313","28.09","49.261","59.524","40.161","42.194","57.804","84.746","56.497","36.9","38.023","44.053","54.054","59.524","34.014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,"1.151","1.379","0.831","0.694","1.793","0.872","0.899","1","1.126","1.721","0.465","0.719","1.808",,,,,"1.177","2.585","1.529","1.489","0.794","1.112","1.481","1.34","1.407",,,,"1.696","5.595","2.135","2.018","2.23","1.999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.068","1.306","1.29","1.435","2.034","1.926","2.671","3.592","4.867","5.387","7.098","5.991","5.422","4.659","5.564","3.683","3.262","3.638","3.378","4.781","2.996","3.529","3.706","4.687","6.093","9.274","9.434","6.798","6.136","6.342","8.527","6.988","8.767","7.246","9.979","14.961","15.812","11.266","8.378","5.851","6.57","7.467","6.171","4.719","3.751","3.788","6.297","8.65","7.981","10.805","12.633","11.293","9.245","8.076","7.314","7.264","8.441","7.265","8.269","8.105","8.888","9.331","8.02","11.913","15.512","16.181","50.917","28.875","11.421","3.025","3.122","2.782","2.931","1.654","2.495","2.613","6.804","28.217","51.19"
PbRatio,"0.822","0.974","0.961","1.073","1.516","1.377","1.813","2.06","2.618","2.564","3.06","2.184","1.91","1.643","2.149","1.404","1.29","1.708","1.132","1.552","0.874","0.995","1.339","2.871","3.351","4.581","4.757","3.304","2.854","2.944","3.794","3.151","4.073","3.309","4.538","4.985","4.903","3.43","2.32","1.675","1.836","2.253","3.401","2.729","2.222","2.094","3.308","4.197","3.72","4.97","6.072","5.653","4.722","4.266","3.938","3.883","4.516","4.237","4.811","5.133","6.046","6.499","5.635","7.928","9.762","10.289","11.952","7.302","2.929","0.887","0.71","0.591","0.623","0.421","0.525","0.474","0.918","3.967","7.115"
EnterprisesValueRevenueRatio,"0.578","3.092","3.326","3.822","5.738","3.979","6.086","6.963","11.788","10.17","14.144","12.201","12.615","9.511","14.238","9.138","8.853","9.25","5.407","8.742","2.76","3.431","6.131","12.208","17.051","22.051","22.647","19.292","20.039","18.925","23.517","21.251","34.156","20.137","30.527","50.716","57.954","31.536","21.473","14.28","18.435","20.673","16.913","12.979","11.381","7.823","14.193","21.101","21.671","29.441","36.226","33.65","30.589","23.302","20.401","20.952","27.594","21.14","25.642","28.106","30.909","25.852","21.74","30.861","42.561","39.561","50.639","33.256","15.724","0.33","-1.08","-3.25","-2.877","-9.788","-8.517","-9.605","0.403","63.3","158.955"
EnterprisesValueEBITDARatio,"3.62","-29.665","13.465","16.166","31.363","9.969","24.575","27.478","70.894","39.823","52.111","46.256","78.009","45.957","107.721","107.08","-205.73","80.091","83.299","-273.596","-20.191","187.506","-112.207","-213.867","-335.147","158.407","178.09","-167.092","-256.596","471.107","942.771","15,117.546","-201.794","442.369","432.547","677.06","492.879","127.094","80.76","53.929","91.164","-3,964.444","87.172","83.528","91.934","36.298","73.009","97.04","112.948","132.785","151.254","153.468","194.253","114.759","84.049","105.683","134.705","76.421","101.797","87.056","107.513","71.879","58.35","71.6","97.354","87.101","120.479","102.957","56.357","9.577","10.442","9.837","7.388","16.388","7.114","0.544","-0.383","-48.571","-81.874"
