name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
	ResearchAndDevelopment,"1,763,000,000","459,000,000","440,000,000","435,000,000","429,000,000","417,000,000","404,000,000","400,000,000","396,000,000","372,156,000","350,061,000","342,530,000","322,040,000","324,098,000","301,446,000","317,921,000","293,283,000","250,570,000","202,703,000","186,516,000","190,455,000","181,350,000","172,754,000","169,075,000","162,975,000","155,039,000","143,816,000","140,682,000","138,283,000","134,344,000","125,617,000","116,026,000","108,911,000","50,777,000","116,877,000","110,161,000","103,184,000","94,939,000","93,297,000","87,420,000","86,791,000","85,518,000","78,637,000","77,881,000","77,672,000","52,426,000","51,480,000","52,744,000","52,302,000","51,268,000","47,452,000","41,511,000",,"35,505,000","36,034,000","33,288,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"198,000,000","44,000,000","50,000,000","52,000,000","52,000,000","68,000,000","71,000,000","72,000,000","72,000,000","71,479,000","71,011,000","66,279,000","66,676,000","65,881,000","77,080,000","84,181,000","89,999,000","80,343,000","31,400,000","26,880,000","25,042,000","24,340,000","18,519,000","18,264,000","18,492,000","21,810,000","18,514,000","18,837,000","12,570,000","10,178,000","9,474,000","8,631,000","3,422,000","-1,031,000","7,959,000","7,046,000","7,951,000","11,625,000","8,126,000","8,344,000","9,028,000","9,722,000","9,588,000","9,302,000","9,069,000","16,898,000","15,827,000","18,660,000","18,051,000","18,257,000","18,613,000","19,503,000","21,196,000","23,966,000","27,280,000","30,747,000","38,411,000","-44,494,000","34,885,000","35,268,000","32,097,000","104,841,000","79,349,000"
		DepreciationAndAmortizationInIncomeStatement,"198,000,000","44,000,000","50,000,000","52,000,000","52,000,000","68,000,000","71,000,000","72,000,000","72,000,000","71,479,000","71,011,000","66,279,000","66,676,000","65,881,000","77,080,000","84,181,000","89,999,000","80,343,000","31,400,000","26,880,000","25,042,000","24,340,000","18,519,000","18,264,000","18,492,000","21,810,000","18,514,000","18,837,000","12,570,000","10,178,000","9,474,000","8,631,000","3,422,000","-1,031,000","7,959,000","7,046,000","7,951,000","11,625,000","8,126,000","8,344,000","9,028,000","9,722,000","9,588,000","9,302,000","9,069,000","16,898,000","15,827,000","18,660,000","18,051,000","18,257,000","18,613,000","19,503,000","21,196,000","23,966,000","27,280,000","30,747,000","38,411,000","-44,494,000","34,885,000","35,268,000","32,097,000","104,841,000","79,349,000"
			Amortization,"198,000,000","44,000,000","50,000,000","52,000,000","52,000,000","68,000,000","71,000,000","72,000,000","72,000,000","71,479,000","71,011,000","66,279,000","66,676,000","65,881,000","77,080,000","84,181,000","89,999,000","80,343,000","31,400,000","26,880,000","25,042,000","24,340,000","18,519,000","18,264,000","18,492,000","21,810,000","18,514,000","18,837,000","12,570,000","10,178,000","9,474,000","8,631,000","3,422,000","-1,031,000","7,959,000","7,046,000","7,951,000","11,625,000","8,126,000","8,344,000","9,028,000","9,722,000","9,588,000","9,302,000","9,069,000","16,898,000","15,827,000","18,660,000","18,051,000","18,257,000","18,613,000","19,503,000","21,196,000","23,966,000","27,280,000","30,747,000","38,411,000","-44,494,000","34,885,000","35,268,000","32,097,000","73,278,000","79,349,000"
				AmortizationOfIntangiblesIncomeStatement,"198,000,000","44,000,000","50,000,000","52,000,000","52,000,000","68,000,000","71,000,000","72,000,000","72,000,000","71,479,000","71,011,000","66,279,000","66,676,000","65,881,000","77,080,000","84,181,000","89,999,000","80,343,000","31,400,000","26,880,000","25,042,000","24,340,000","18,519,000","18,264,000","18,492,000","21,810,000","18,514,000","18,837,000","12,570,000","10,178,000","9,474,000","8,631,000","3,422,000","-1,031,000","7,959,000","7,046,000","7,951,000","11,625,000","8,126,000","8,344,000","9,028,000","9,722,000","9,588,000","9,302,000","9,069,000","16,898,000","15,827,000","18,660,000","18,051,000","18,257,000","18,613,000","19,503,000","21,196,000","23,966,000","27,280,000","30,747,000","38,411,000","-44,494,000","34,885,000","35,268,000","32,097,000","73,278,000","79,349,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"-6,553,000","0","74,211,000",,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-276,000",,,,,,,,,,,,,,,,,,,,,"0","47,000,000",,,,,,,,
OperatingIncome,"927,000,000","168,000,000","611,000,000","269,000,000","-121,000,000","163,000,000","672,000,000","172,000,000","-165,000,000","114,623,000","485,711,000","112,476,000","-70,934,000","191,709,000","392,790,000","35,495,000","-72,552,000","52,347,000","416,677,000","95,738,000","-46,325,000","120,336,000","296,836,000","129,220,000","-2,998,000","138,711,000","238,691,000","94,286,000","-39,156,000","1,510,000","227,090,000","154,441,000","48,683,000","-146,746,000","290,045,000","226,969,000","109,341,000","154,789,000","276,804,000","193,690,000","112,174,000","146,422,000","236,755,000","120,740,000","101,665,000","106,922,000","199,586,000","170,541,000","89,998,000","128,338,000","179,772,000","153,625,000","67,334,000","99,540,000","89,292,000","136,255,000","26,242,000","85,709,000","148,639,000","96,379,000","66,325,000","70,013,000","80,261,000"
NetNonOperatingInterestIncomeExpense,"-114,000,000","-39,000,000","-23,000,000","-22,000,000","-30,000,000","-31,000,000","-13,000,000","-35,000,000","-40,000,000","-42,786,000","-34,672,000","-33,399,000","-36,718,000","-37,498,000","-37,547,000","-37,984,000","-40,393,000","-34,135,000","-29,094,000","-23,822,000","-22,449,000","-21,874,000","-17,483,000","-15,438,000","-16,006,000","-17,073,000","-15,324,000","-14,351,000","-15,831,000","-16,484,000","-14,342,000","-14,917,000","-15,649,000","9,177,000","-26,156,000","-25,682,000","-27,839,000","-29,996,000","-24,539,000","-18,988,000","-20,608,000","-19,638,000","-20,027,000","-19,388,000","-18,974,000",,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"59,000,000","14,000,000","17,000,000","17,000,000","11,000,000","10,000,000","34,000,000","16,000,000","11,000,000","9,287,000","9,329,000","9,262,000","6,259,000","5,377,000","5,827,000","4,955,000","3,567,000","2,292,000","4,165,000","4,693,000","5,545,000","6,532,000","8,075,000","6,883,000","5,798,000","4,942,000","6,642,000","7,278,000","5,917,000","5,822,000","7,759,000","7,072,000","5,743,000","5,363,000","5,893,000","5,536,000","3,426,000","2,890,000","2,454,000","1,221,000","595,000","965,000","1,153,000","1,417,000","2,671,000",,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"173,000,000","53,000,000","40,000,000","39,000,000","41,000,000","41,000,000","47,000,000","51,000,000","51,000,000","52,073,000","44,001,000","42,661,000","42,977,000","42,875,000","43,374,000","42,939,000","43,960,000","36,427,000","33,259,000","28,515,000","27,994,000","28,406,000","25,558,000","22,321,000","21,804,000","22,015,000","21,966,000","21,629,000","21,748,000","22,306,000","22,101,000","21,989,000","21,392,000","-3,814,000","32,049,000","31,218,000","31,265,000","32,886,000","26,993,000","20,209,000","21,203,000","20,603,000","21,180,000","20,805,000","21,645,000",,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-38,000,000","-9,000,000","-27,000,000","-12,000,000","10,000,000","-76,000,000","-47,000,000","-151,000,000","36,000,000","4,053,000","-35,983,000","-22,708,000","-23,899,000","-39,085,000","-15,688,000","-9,706,000","-57,998,000","-24,145,000","-45,396,000","486,141,000","100,425,000","-10,466,000","10,172,000","-7,177,000","-481,000","-1,177,000","-11,287,000","7,488,000","-64,284,000","-998,000","-8,410,000","-4,660,000","-6,207,000","-2,069,000","7,296,000","-4,947,000","-7,317,000","-10,486,000","-13,657,000","817,000","568,000","-10,166,000","-18,530,000","-25,171,000","-15,665,000","-3,008,164,000","-23,243,000","-5,098,000","-3,673,000","6,904,000","-13,894,000","-6,122,000","-5,495,000","1,721,000","-44,074,000","10,466,000",,"-224,322,000","-16,047,000","869,000","1,034,000","-12,158,000","5,398,000"
	GainOnSaleOfSecurity,"-26,000,000","1,000,000","-27,000,000","-8,000,000","8,000,000","-9,000,000","-45,000,000","-89,000,000","35,000,000","1,068,000","-30,000,000","-6,000,000","-20,000,000","8,200,000","-5,725,000","1,116,000","-18,835,000","-442,000","26,158,000","-15,084,000","14,155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,358,000","-1,093,000",,"1,234,000","-294,000","-2,259,000",,,,,,,,,,,
	SpecialIncomeCharges,"-24,000,000","-8,000,000","-2,000,000","-4,000,000","-10,000,000","-67,000,000","0","-61,000,000","0","530,000","-3,983,000","-14,708,000","-1,899,000","-56,640,000","-6,638,000","-9,833,000","-29,803,000","-22,870,000","-71,679,000","501,088,000","74,800,000","-22,847,000","0","0","0","0","0","0","-66,472,000",,"-8,410,000","-4,660,000","-6,207,000","-2,069,000","7,296,000","-4,947,000","-7,317,000","-10,486,000","-13,657,000","817,000","568,000","-10,166,000","-18,530,000","-25,171,000","-15,665,000","-3,008,722,000","-24,601,000","-4,005,000","-3,673,000","5,670,000","-13,600,000","-3,863,000","-5,495,000","1,721,000","-44,074,000","10,466,000",,"-224,322,000","-16,047,000","869,000","1,034,000","-12,158,000","5,398,000"
		RestructuringAndMergernAcquisition,"24,000,000","8,000,000","2,000,000","4,000,000","10,000,000","0","0","0","0","1,148,000","3,983,000","9,708,000","1,899,000","9,633,000","6,638,000","9,833,000","29,803,000","22,870,000","71,679,000","5,646,000","4,676,000","25,630,000","0","0","0","0","0","0","66,472,000",,,,,,,,,"0","0","0",,,"13,781,000","6,098,000","8,718,000",,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0","0","0","0",,"67,000,000","0","61,000,000",,"0","0",,,"32,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,"5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,486,000","13,657,000","-817,000",,"38,763,000","4,749,000","19,073,000","6,947,000",,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,"0","0","0","0","0","0","506,734,000","79,476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"12,000,000","-2,000,000","2,000,000",,"12,000,000","0","-2,000,000","-1,000,000","1,000,000","2,223,000","-2,000,000","-2,000,000","-2,000,000","10,845,000","-3,325,000","-989,000","-9,360,000","-820,000","125,000","137,000","11,470,000","3,569,000","10,172,000","-7,177,000","-481,000","-1,177,000","-11,287,000","7,488,000","2,188,000","-998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"775,000,000","120,000,000","561,000,000","235,000,000","-141,000,000","56,000,000","612,000,000","-14,000,000","-169,000,000","75,906,000","415,431,000","56,682,000","-131,255,000","115,126,000","339,555,000","-12,195,000","-170,943,000","-5,933,000","342,187,000","558,057,000","31,651,000","87,996,000","289,525,000","106,605,000","-19,485,000","120,461,000","212,080,000","87,423,000","-119,271,000","-15,972,000","204,338,000","134,864,000","26,827,000","-139,638,000","271,185,000","196,340,000","74,185,000","114,307,000","238,608,000","175,519,000","92,134,000","116,618,000","198,198,000","76,181,000","67,026,000","-2,918,328,000","163,710,000","161,174,000","78,740,000","114,015,000","164,826,000","160,211,000","57,932,000","102,958,000","97,058,000","153,280,000","31,602,000","66,586,000","150,560,000","119,567,000","77,158,000","72,566,000","94,962,000"
TaxProvision,"203,000,000","42,000,000","154,000,000","48,000,000","-41,000,000","31,000,000","81,000,000","-5,000,000","-20,000,000","23,031,000","66,078,000","3,012,000","-46,716,000","30,244,000","60,627,000","-18,202,000","-49,139,000","6,953,000","65,950,000","131,221,000","-910,000","31,717,000","38,904,000","20,751,000","319,000","26,474,000","45,356,000","24,408,000","-11,903,000","-23,067,000","36,150,000","28,755,000","5,240,000","-62,474,000","60,779,000","55,450,000","21,976,000","42,723,000","60,584,000","60,166,000","31,535,000","12,405,000","80,385,000","34,338,000","27,272,000","-158,173,000","69,223,000","65,944,000","28,972,000","49,884,000","65,542,000","64,076,000","23,612,000","35,928,000","37,707,000","56,158,000","9,658,000","42,082,000","69,026,000","45,484,000","29,385,000","28,634,000","37,455,000"
NetIncomeCommonStockholders,"565,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
	NetIncome,"565,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
		NetIncomeIncludingNoncontrollingInterests,"572,000,000","78,000,000","407,000,000","187,000,000","-100,000,000","25,000,000","531,000,000","-9,000,000","-149,000,000","52,875,000","349,353,000","53,670,000","-84,539,000","84,882,000","278,928,000","6,007,000","-121,804,000","-12,886,000","276,237,000","426,836,000","32,561,000","56,279,000","250,621,000","85,854,000","-19,804,000","93,987,000","166,724,000","63,015,000","-107,368,000","6,902,000","169,731,000","106,109,000","-2,302,000","71,098,000","210,406,000","140,890,000","52,209,000","71,584,000","178,024,000","115,353,000","60,599,000","104,213,000","117,813,000","41,843,000","39,754,000","-2,760,155,000","94,487,000","95,230,000","49,768,000","64,131,000","99,284,000","96,135,000","34,320,000","67,030,000","59,351,000","97,122,000","21,944,000","24,504,000","81,534,000","74,083,000","47,773,000","43,932,000","57,507,000"
			NetIncomeContinuousOperations,"572,000,000","78,000,000","407,000,000","187,000,000","-100,000,000","25,000,000","531,000,000","-9,000,000","-149,000,000","52,875,000","349,353,000","53,670,000","-84,539,000","84,882,000","278,928,000","6,007,000","-121,804,000","-12,886,000","276,237,000","426,836,000","32,561,000","56,279,000","250,621,000","85,854,000","-19,804,000","93,987,000","166,724,000","63,015,000","-107,368,000","7,095,000","168,188,000","106,109,000","21,587,000","-77,164,000","210,406,000","140,890,000","52,209,000","71,584,000","178,024,000","115,353,000","60,599,000","104,213,000","117,813,000","41,843,000","39,754,000","-2,762,889,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","74,083,000","47,773,000","43,932,000","57,507,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-193,000","1,543,000","0","-23,889,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-7,000,000","-2,000,000","2,000,000","-4,000,000","-3,000,000","-8,000,000","-6,000,000","10,000,000","12,000,000","2,284,000","2,885,000","3,019,000","-1,583,000","-5,425,000","403,000","25,642,000","-57,000","348,000","6,979,000","22,808,000","11,582,000","9,690,000","6,438,000","3,519,000","5,500,000","730,000","4,135,000","8,485,000","3,142,000","-168,000","1,746,000","-868,000","-979,000","-770,000","-872,000","-497,000","-170,000","-291,000","-1,474,000","-1,091,000","-1,204,000","-1,987,000","-799,000","-941,000","-370,000","173,000","337,000","859,000","1,538,000","1,226,000","311,000","1,000","456,000","110,000","-374,000","-1,640,000","1,391,000","730,000","501,000","-651,000","256,000","188,000","585,000"
DilutedNIAvailtoComStockholders,"565,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
BasicEPS,,"0.52","2.77","1.23","-0.69","0.11","3.51","0.01","-0.91","0.36","2.32","0.37","-0.57","0.53","1.86","0.21","-0.81","-0.09","2.18","3.49","0.35","0.52","2.01","0.69","-0.11","0.72","1.25","0.52","-0.77","0.05","1.26","0.79","-0.02",,"1.54","1.02","0.38",,"1.26","0.8","0.42",,"0.82","0.28","0.28",,"0.66","0.68","0.36",,"0.68","0.64","0.22",,"0.36","0.56","0.14",,"0.48","0.44","0.28",,"0.34"
DilutedEPS,,"0.52","2.71","1.21","-0.69","0.11","3.43","0.01","-0.91","0.35","2.23","0.36","-0.57","0.51","1.81","0.21","-0.81","-0.09","2.12","3.38","0.34","0.5","1.94","0.67","-0.11","0.7","1.22","0.51","-0.77","0.05","1.21","0.76","-0.02",,"1.5","1","0.38",,"1.24","0.8","0.4",,"0.8","0.28","0.28",,"0.66","0.66","0.34",,"0.64","0.6","0.22",,"0.34","0.54","0.12",,"0.46","0.44","0.28",,"0.34"
