name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016
MarketCap,"3,917,676,230","2,999,169,360","2,935,196,289","2,274,048,288","1,626,065,291"
EnterpriseValue,"3,732,202,230","2,728,680,360","2,617,392,289","2,064,205,288","1,571,883,291"
PeRatio,"22.988","19.935","17.559","23.596","22.716"
ForwardPeRatio,"18.692","15.748","15.504","19.121","13.947"
PsRatio,"3.42","2.914","3.038","2.86","2.335"
PbRatio,"4.138","3.525","3.67","3.163","2.561"
EnterprisesValueRevenueRatio,"3.251","2.516","2.717","2.367","2.266"
EnterprisesValueEBITDARatio,,,"11.771","10.816","11.739"
