name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1991
TotalAssets,"98,044,000,000","96,873,000,000","96,299,000,000","104,343,000,000","105,040,000,000","100,510,000,000","86,774,000,000","82,119,000,000","80,031,000,000","73,442,000,000","67,235,000,000","61,772,000,000","60,136,000,000","58,303,000,000","62,454,000,000","57,243,000,000","62,711,000,000","92,521,000,000","100,749,000,000","95,755,000,000","79,932,517,280","64,913,687,928","62,864,028,045","56,762,745,090","50,136,046,404","48,175,338,150","48,544,558,965","52,273,418,925"
	CurrentAssets,"34,932,000,000","38,292,000,000","36,274,000,000","39,722,000,000","47,089,000,000","45,574,000,000","39,163,000,000","36,642,000,000","36,554,000,000","56,140,000,000","41,669,000,000","36,929,000,000","37,824,000,000","36,925,000,000","39,788,000,000","38,859,000,000","43,536,000,000","58,652,000,000","61,357,000,000","55,960,000,000","44,473,096,290","40,991,203,170","39,980,141,838","34,321,827,990","30,272,986,560","28,562,138,868","29,111,051,704","30,312,792,874"
		CashCashEquivalentsAndShortTermInvestments,"15,591,000,000","12,782,000,000","12,860,000,000","17,608,000,000","21,192,000,000","23,086,000,000","19,721,000,000","18,464,000,000","18,315,000,000","12,702,000,000","12,272,000,000","4,650,000,000","7,655,000,000","8,373,000,000","7,458,000,000","5,381,000,000","7,088,000,000","11,068,000,000","10,536,000,000","8,013,000,000","1,907,083,010","8,945,000,262","2,093,725,179","1,884,940,620","1,736,235,642","1,220,662,074","1,523,557,000","6,631,497,782"
			CashAndCashEquivalents,"15,014,000,000","12,450,000,000","12,638,000,000","17,318,000,000","20,662,000,000","22,840,000,000","19,439,000,000","17,657,000,000","17,526,000,000","11,967,000,000","12,226,000,000","3,683,000,000","6,639,000,000","7,736,000,000","6,417,000,000","3,164,000,000","3,211,000,000","3,489,000,000","2,133,000,000","1,997,000,000","1,907,083,010","1,670,872,536","2,093,725,179","1,884,940,620","1,736,235,642","1,220,662,074","1,523,557,000","6,631,497,782"
				CashFinancial,"5,166,000,000","4,774,000,000","6,396,000,000","8,118,000,000","9,274,000,000","10,645,000,000",,"7,568,000,000",,,,,,,,"3,164,000,000","3,211,000,000","3,489,000,000","2,133,000,000",,,,,,,,,
				CashEquivalents,"9,848,000,000","7,676,000,000","6,242,000,000","9,200,000,000","11,388,000,000","12,195,000,000",,"10,089,000,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"577,000,000","332,000,000","222,000,000","290,000,000","530,000,000","246,000,000","282,000,000","807,000,000","789,000,000","735,000,000","46,000,000","967,000,000","1,016,000,000","637,000,000","1,041,000,000","2,217,000,000","3,877,000,000","7,579,000,000","8,403,000,000","6,016,000,000",,"7,274,127,726",,,,,,
		Receivables,"7,000,000,000","7,607,000,000","8,479,000,000","7,868,000,000","8,157,000,000","9,496,000,000","6,368,000,000","6,665,000,000","6,962,000,000","5,478,000,000","17,018,000,000","18,296,000,000","20,096,000,000","19,773,000,000","24,298,000,000","17,835,000,000","21,056,000,000","32,285,000,000","35,274,000,000","33,541,000,000","10,653,428,800","22,402,703,574","9,048,809,133","8,728,898,080","8,178,604,206","7,680,491,556","8,252,749,785","8,019,628,162"
			AccountsReceivable,"2,064,000,000","2,048,000,000","2,460,000,000","2,479,000,000","2,668,000,000","2,564,000,000","2,406,000,000","2,702,000,000","2,625,000,000","2,259,000,000","3,649,000,000","4,390,000,000","4,384,000,000","4,944,000,000","4,969,000,000","4,777,000,000","4,553,000,000","5,784,000,000","6,466,000,000","6,532,000,000",,,,,,,,
			TaxesReceivable,"372,000,000","419,000,000","215,000,000","206,000,000","405,000,000","328,000,000","291,000,000","236,000,000","369,000,000","353,000,000","674,000,000","770,000,000",,,,,,,,,,,,,,,,
			OtherReceivables,"4,564,000,000","5,140,000,000","5,804,000,000","5,183,000,000","5,084,000,000","6,604,000,000","3,671,000,000","3,727,000,000","3,968,000,000","2,866,000,000","12,695,000,000","13,136,000,000","15,712,000,000","14,829,000,000","19,329,000,000","13,058,000,000","16,503,000,000","26,501,000,000","28,808,000,000","27,009,000,000",,,,,,,,
		Inventory,"9,722,000,000","10,694,000,000","12,922,000,000","12,121,000,000","11,351,000,000","12,467,000,000","10,230,000,000","9,295,000,000","9,123,000,000","4,443,000,000","8,748,000,000","11,346,000,000","9,990,000,000","8,447,000,000","7,881,000,000","15,617,000,000","15,360,000,000","15,277,000,000","15,510,000,000","14,379,000,000","12,212,685,310","9,643,499,334","10,700,443,845","9,800,727,060","8,550,621,276","7,302,770,484","8,952,869,037","6,167,243,628"
			RawMaterials,,,,"12,056,000,000","11,190,000,000","10,294,000,000","8,859,000,000","8,160,000,000","7,555,000,000","4,308,000,000","8,669,000,000",,"9,489,000,000","8,240,000,000","7,499,000,000","1,155,000,000","1,099,000,000","1,248,000,000","1,485,000,000","1,477,000,000",,,,,,,,
			WorkInProcess,"3,928,000,000","3,783,000,000","4,476,000,000",,,,,,,,,,,"2,493,000,000","2,550,000,000","3,675,000,000","5,021,000,000","6,375,000,000","6,446,000,000","6,093,000,000",,,,,,,,
			FinishedGoods,"5,600,000,000","6,776,000,000","8,261,000,000",,,,,,,,,,,,,"3,711,000,000","4,052,000,000","3,830,000,000","5,055,000,000","4,921,000,000",,,,,,,,
			OtherInventories,"194,000,000","135,000,000","185,000,000","65,000,000","161,000,000","2,173,000,000","1,371,000,000","1,135,000,000","1,568,000,000","135,000,000","79,000,000",,"501,000,000",,,"7,076,000,000","5,188,000,000","3,824,000,000","2,524,000,000","1,888,000,000",,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,"-2,286,000,000","-2,168,000,000",,,,,,,,,,,,,
		PrepaidAssets,"524,000,000","418,000,000","0","24,000,000","40,000,000","38,000,000","20,000,000",,,,,"2,600,000,000","0","0","0","0","0","0","0","0",,,,,,,,
		AssetsHeldForSaleCurrent,"376,000,000","4,801,000,000","0","120,000,000","3,655,000,000","10,000,000","9,000,000","55,000,000","66,000,000","31,989,000,000",,,"83,000,000","332,000,000","151,000,000",,,,,,,,,,,,,
		HedgingAssetsCurrent,"93,000,000","283,000,000","265,000,000","448,000,000","813,000,000","477,000,000","513,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"1,626,000,000","1,707,000,000","1,748,000,000","1,533,000,000","1,881,000,000",,"2,302,000,000","2,163,000,000","2,088,000,000","1,528,000,000","3,631,000,000","37,000,000",,,,"26,000,000","32,000,000","22,000,000","37,000,000","27,000,000","19,699,899,170",,"18,137,163,681","13,907,262,230","11,807,525,436","12,358,214,754","10,381,875,882","9,494,423,302"
	TotalNonCurrentAssets,"63,112,000,000","58,581,000,000","60,025,000,000","64,621,000,000","57,951,000,000","54,936,000,000","47,611,000,000","45,477,000,000","43,477,000,000","17,302,000,000","25,566,000,000","24,843,000,000","22,312,000,000","21,378,000,000","22,666,000,000","18,384,000,000","19,175,000,000","33,868,000,000","39,391,000,000","39,794,000,000","35,459,420,990","23,922,484,758","22,883,886,207","22,440,917,100","19,863,059,844","19,613,199,282","19,433,507,261","21,960,626,051"
		NetPPE,"28,608,000,000","26,307,000,000","29,014,000,000","30,431,000,000","27,454,000,000","26,408,000,000","22,843,000,000","22,061,000,000","20,830,000,000","9,601,000,000","12,945,000,000","12,607,000,000","11,642,000,000","10,787,000,000","12,260,000,000","11,264,000,000","11,472,000,000","15,053,000,000","17,254,000,000","20,827,000,000","15,931,447,490","15,038,364,420","15,906,165,912","16,455,869,070","16,714,953,129","16,261,250,952","15,826,262,011","12,752,495,301"
			GrossPPE,"68,786,000,000","63,601,000,000","66,247,000,000","67,138,000,000","59,736,000,000","56,890,000,000","49,552,000,000","46,773,000,000","43,418,000,000","30,653,000,000","38,133,000,000",,"34,782,000,000","33,219,000,000","34,641,000,000",,,,,,"34,866,128,360","33,505,615,764","33,992,966,007","33,420,656,038","33,429,906,258","30,768,365,898","30,095,986,494","25,404,130,752"
				Properties,"0","0","0","0","0","0","0","0","0","0","5,307,000,000",,"0","0","0",,,,,,,,,,,,,
				LandAndImprovements,"899,000,000","851,000,000","885,000,000","948,000,000","900,000,000","945,000,000","879,000,000","716,000,000","726,000,000","372,000,000","612,000,000",,"481,000,000","453,000,000","533,000,000",,,,,,,,,,,,,
				BuildingsAndImprovements,"9,427,000,000","8,339,000,000","8,494,000,000","8,930,000,000","8,108,000,000","8,025,000,000","6,959,000,000","6,416,000,000","5,995,000,000","3,863,000,000",,,"4,625,000,000","4,407,000,000","4,425,000,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,"51,471,000,000","50,017,000,000","51,053,000,000","50,389,000,000","43,908,000,000","42,487,000,000","37,408,000,000","30,296,000,000","28,570,000,000","24,170,000,000","27,323,000,000",,"25,322,000,000","24,068,000,000","24,266,000,000",,,,,,,,,,,,,
				OtherProperties,"3,066,000,000","2,866,000,000","3,003,000,000","3,223,000,000","2,734,000,000","2,522,000,000","2,029,000,000","6,072,000,000","5,448,000,000","1,287,000,000","4,445,000,000",,"3,595,000,000","3,642,000,000","4,802,000,000",,,,,,,,,,,,,
				ConstructionInProgress,"3,923,000,000","1,528,000,000","2,812,000,000","3,648,000,000","4,086,000,000","2,911,000,000","2,277,000,000","3,273,000,000","2,679,000,000","961,000,000",,,"759,000,000","649,000,000","615,000,000",,,,,,,,,,,,,
				Leases,,,,,,,,,,,"446,000,000",,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-40,178,000,000","-37,294,000,000","-37,233,000,000","-36,707,000,000","-32,282,000,000","-30,482,000,000","-26,709,000,000","-24,712,000,000","-22,588,000,000","-21,052,000,000","-25,188,000,000",,"-23,140,000,000","-22,432,000,000","-22,381,000,000",,,,,,"-18,934,680,870","-18,467,251,344","-18,086,800,095","-16,964,786,968","-16,714,953,129","-14,507,114,946","-14,269,724,483","-12,651,635,451"
		GoodwillAndOtherIntangibleAssets,"26,704,000,000","25,719,000,000","24,932,000,000","26,644,000,000","24,736,000,000","22,847,000,000","19,509,000,000","19,284,000,000","18,200,000,000","4,350,000,000","7,199,000,000","7,048,000,000","6,523,000,000","6,421,000,000","5,943,000,000","3,322,000,000","3,724,000,000","5,200,000,000","6,535,000,000","6,457,000,000","1,810,685,380","859,396,014","710,544,744","649,203,760","430,120,365","465,627,660","569,541,455","517,597,808"
			Goodwill,"11,065,000,000","10,834,000,000","10,396,000,000","11,817,000,000","11,497,000,000","11,059,000,000","9,839,000,000","10,230,000,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"15,639,000,000","14,885,000,000","14,536,000,000","14,827,000,000","13,239,000,000","11,788,000,000","9,670,000,000","9,054,000,000",,,,,,,,,,,,,"1,810,685,380","859,396,014","710,544,744","649,203,760","430,120,365","465,627,660","569,541,455","517,597,808"
		InvestmentProperties,,,,,,,,,,,,,"10,000,000","19,000,000","26,000,000",,,,,,,,,,,,,
		InvestmentsAndAdvances,"2,060,000,000","2,037,000,000","2,135,000,000","2,047,000,000","2,242,000,000","2,020,000,000","2,260,000,000","2,290,000,000","2,660,000,000","1,653,000,000",,"2,177,000,000","2,214,000,000","2,280,000,000","2,333,000,000","3,779,000,000","3,950,000,000","13,337,000,000","15,302,000,000","12,373,000,000",,,,,,,,
			LongTermEquityInvestment,"2,009,000,000","2,002,000,000","2,008,000,000","1,793,000,000","1,658,000,000","1,471,000,000","1,561,000,000","1,510,000,000","1,579,000,000",,,,,"1,719,000,000","1,762,000,000",,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,"1,579,000,000",,,,,"1,719,000,000","1,762,000,000",,,,,,,,,,,,,
			InvestmentinFinancialAssets,"51,000,000","35,000,000","127,000,000","254,000,000","584,000,000","549,000,000","699,000,000","780,000,000","1,081,000,000","1,653,000,000",,,"2,214,000,000","561,000,000","571,000,000","3,724,000,000",,,"9,384,000,000",,,,,,,,,
				TradingSecurities,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"49,000,000","33,000,000","66,000,000","252,000,000",,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"2,000,000","2,000,000","61,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,"55,000,000","3,950,000,000","13,337,000,000","5,918,000,000","12,373,000,000",,,,,,,,
		FinancialAssets,"5,000,000","14,000,000","19,000,000","31,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"2,712,000,000","1,807,000,000","1,352,000,000","1,366,000,000",,,,,,,,,,,,"19,000,000","29,000,000","47,000,000","55,000,000","114,000,000",,,,,,,,
		NonCurrentDeferredAssets,"1,689,000,000","1,814,000,000","2,004,000,000","3,699,000,000","3,343,000,000","3,547,000,000","2,893,000,000","1,736,000,000","1,690,000,000","1,678,000,000","2,580,000,000","2,386,000,000","1,892,000,000","1,860,000,000","2,104,000,000",,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,689,000,000","1,814,000,000","2,004,000,000","3,699,000,000","3,343,000,000","3,547,000,000","2,893,000,000","1,736,000,000","1,690,000,000","1,678,000,000","2,580,000,000","2,386,000,000","1,892,000,000","1,860,000,000","2,104,000,000",,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"577,000,000","327,000,000","61,000,000","44,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,,,,,,"114,000,000","105,000,000","105,000,000","97,000,000","20,000,000",,"120,000,000",,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"757,000,000","556,000,000","508,000,000","359,000,000","176,000,000",,"1,000,000","1,000,000",,,"2,842,000,000","505,000,000","31,000,000","11,000,000",,,,"231,000,000","245,000,000","23,000,000","17,717,288,120","8,024,724,324","6,267,175,551","5,335,844,270","2,717,986,350","2,886,320,670","3,037,703,795","8,690,532,942"
TotalLiabilitiesNetMinorityInterest,"69,369,000,000","71,970,000,000","75,312,000,000","84,990,000,000","88,785,000,000","86,772,000,000","74,190,000,000","68,946,000,000","67,771,000,000","60,981,000,000","56,120,000,000","50,671,000,000","48,857,000,000","48,267,000,000","53,041,000,000","51,486,000,000","55,217,000,000","83,842,000,000","87,142,000,000","80,546,000,000","65,154,859,980","49,810,947,678","47,459,043,450","42,397,504,960","37,523,887,821","36,132,624,870","37,540,892,585","38,995,481,161"
	CurrentLiabilities,"34,376,000,000","35,991,000,000","38,260,000,000","40,152,000,000","43,619,000,000","39,405,000,000","33,651,000,000","30,381,000,000","30,688,000,000","45,812,000,000","29,620,000,000","30,547,000,000","29,169,000,000","26,822,000,000","32,938,000,000","28,413,000,000","26,738,000,000","31,836,000,000","39,793,000,000","39,601,000,000","11,077,777,130","22,966,056,036","25,615,610,748","23,839,115,594","20,400,417,834","19,118,948,976","27,178,374,839","26,921,212,318"
		PayablesAndAccruedExpenses,"26,484,000,000","24,390,000,000","28,345,000,000","28,439,000,000","30,244,000,000","28,780,000,000","24,131,000,000","22,367,000,000","16,648,000,000","9,526,000,000","12,672,000,000","13,589,000,000","21,928,000,000","18,791,000,000","17,878,000,000","16,833,000,000","18,141,000,000","20,925,000,000","22,698,000,000","20,821,000,000","11,077,777,130","8,322,899,526","9,306,081,603","7,672,254,683","7,343,008,632","6,733,171,674","6,770,418,445","9,795,209,788"
			Payables,"25,715,000,000","23,607,000,000","26,772,000,000","27,119,000,000","27,066,000,000","25,788,000,000","21,767,000,000","20,447,000,000","16,648,000,000","9,526,000,000","12,672,000,000","13,589,000,000","20,845,000,000","17,622,000,000","16,598,000,000","14,923,000,000","15,856,000,000","17,506,000,000","18,345,000,000","16,986,000,000","11,077,777,130","8,322,899,526","9,306,081,603","7,672,254,683","7,343,008,632","6,733,171,674","6,770,418,445","9,795,209,788"
