name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalRevenue,"27,083,000,000","28,079,000,000","29,706,000,000","27,361,000,000","24,872,000,000","25,912,000,000","32,555,000,000","33,836,000,000","32,801,000,000","33,480,000,000"
	OperatingRevenue,"27,083,000,000","28,079,000,000","29,706,000,000","27,361,000,000","24,872,000,000","25,912,000,000","32,555,000,000","33,836,000,000","32,801,000,000","33,480,000,000"
CostOfRevenue,"21,280,000,000","21,832,000,000","22,958,000,000","21,621,000,000","19,539,000,000","20,357,000,000","25,534,000,000","26,551,000,000","25,569,000,000","26,270,000,000"
GrossProfit,"5,803,000,000","6,247,000,000","6,748,000,000","5,740,000,000","5,333,000,000","5,555,000,000","7,021,000,000","7,285,000,000","7,232,000,000","7,210,000,000"
OperatingExpense,"3,203,000,000","3,246,000,000","3,412,000,000","3,287,000,000","3,122,000,000","3,173,000,000","4,031,000,000","4,316,000,000","4,165,000,000","4,240,000,000"
	SellingGeneralAndAdministration,"2,203,000,000","2,216,000,000","2,351,000,000","2,330,000,000","2,262,000,000","2,317,000,000","2,925,000,000","3,094,000,000","3,036,000,000","3,214,000,000"
	ResearchAndDevelopment,"1,000,000,000","1,030,000,000","1,061,000,000","957,000,000","860,000,000","856,000,000","1,106,000,000","1,222,000,000","1,129,000,000","1,026,000,000"
	OtherOperatingExpenses,,,,,,,,"91,137,562.484",,
OperatingIncome,"2,600,000,000","3,001,000,000","3,336,000,000","2,453,000,000","2,211,000,000","2,382,000,000","2,990,000,000","2,969,000,000","3,067,000,000","2,970,000,000"
NetNonOperatingInterestIncomeExpense,"-796,000,000","-798,000,000","-812,000,000","-942,000,000","-1,028,000,000","-1,106,000,000","-1,318,000,000","-1,196,000,000","-1,209,000,000","-1,324,000,000"
	InterestIncomeNonOperating,,,,,,,,"56,615,758.513",,
