name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012
MarketCap,"2,095,596,519","6,894,914,469","9,447,620,588","6,190,779,407","10,220,387,823","13,127,436,769","19,054,253,748","11,373,565,571","8,901,017,077"
EnterpriseValue,"6,131,596,519","9,164,514,469","10,123,020,588","5,969,779,407","9,527,541,823","12,177,590,769","18,225,912,748","10,967,789,571","8,897,935,077"
PeRatio,"6.181","12.2","18.152","8.681","13.094","15.805","31.833","33.406","103.39"
ForwardPeRatio,"3.414","9.234","12.674","9.862","12.755","13.967","24.331","25.445",
PegRatio,"1.057","1.847","2.534","0.11",,"0.155",,,
PsRatio,"0.375","1.373","2.115","1.422","2.416","3.231","6.388","5.776","8.791"
PbRatio,"0.803","3.05","4.475","3.343","5.173","6.102","11.733","12.379","29.704"
EnterprisesValueRevenueRatio,"1.075","1.75","2.145","1.328","2.022","2.786","5.505","5.027","6.833"
EnterprisesValueEBITDARatio,"6.302","8.294","9.266","5.384","6.958","8.722","16.734","16.011","30.839"
