name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalRevenue,"1,943,655,000","1,943,655,000","2,265,803,000","2,157,323,000","1,939,322,000","1,728,332,000","2,014,214,000","2,203,140,000","2,429,160,000","2,145,286,000","1,830,413,000","1,436,891,000","1,774,119,000","1,187,527,000","1,042,886,000","895,970,000","788,516,000","691,806,000","553,809,000","526,439,000","501,791,000","493,706,000","505,700,000","513,300,000","473,700,000","409,600,000","313,900,000"
	OperatingRevenue,"1,943,655,000","1,943,655,000","2,265,803,000","2,157,323,000","1,939,322,000","1,728,332,000","2,014,214,000","2,203,140,000","2,429,160,000","2,145,286,000","1,830,413,000","1,436,891,000","1,774,119,000","1,187,527,000","1,042,886,000","895,970,000","788,516,000","691,806,000","553,809,000","526,439,000","501,791,000","493,706,000","505,700,000","513,300,000","473,700,000","409,600,000","313,900,000"
CostOfRevenue,"1,383,603,000","1,383,603,000","1,483,524,000","1,394,822,000","1,328,285,000","1,185,583,000","1,431,242,000","1,481,690,000","1,400,567,000","1,290,494,000","1,204,410,000","916,088,000","1,056,254,000","857,765,000","753,336,000","652,901,000","608,744,000","553,964,000","424,783,000","408,171,000","388,612,000","313,956,000","329,300,000","356,100,000","326,600,000","308,900,000","236,100,000"
GrossProfit,"560,052,000","560,052,000","782,279,000","762,501,000","611,037,000","542,749,000","582,972,000","721,450,000","1,028,593,000","854,792,000","626,003,000","520,803,000","717,865,000","329,762,000","289,550,000","243,069,000","179,772,000","137,842,000","129,026,000","118,268,000","113,179,000","179,750,000","176,400,000","157,200,000","147,100,000","100,700,000","77,800,000"
OperatingExpense,"124,872,000","124,872,000","124,850,000","126,505,000","137,377,000","173,351,000","150,038,000","143,833,000","134,531,000","91,760,000","78,819,000","78,895,000","85,709,000","70,273,000","69,662,000","61,878,000","55,705,000","50,590,000","46,343,000","43,648,000","45,757,000","100,053,000","102,400,000","84,300,000","70,500,000","54,700,000","47,800,000"
	SellingGeneralAndAdministration,"123,459,000","123,459,000","133,250,000","106,018,000","94,226,000","104,044,000","101,999,000","108,994,000","106,442,000","91,760,000","78,819,000","78,895,000","85,709,000","70,273,000","69,662,000","61,878,000","55,705,000","50,590,000","46,343,000","43,648,000","45,757,000","41,084,000","48,600,000","45,100,000","39,800,000","32,500,000","29,200,000"
		GeneralAndAdministrativeExpense,"119,548,000","119,548,000","130,172,000","104,383,000","92,715,000","104,044,000","101,999,000","108,994,000","106,442,000",,,,,,,,,,,,,,,,,,
			SalariesAndWages,"60,255,000","60,255,000","63,880,000","50,684,000","49,056,000","44,672,000","46,928,000","51,215,000","47,297,000",,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,"878,000","3,111,000",,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,"2,061,000","2,061,000","1,758,000",,"1,271,000",,,,,,,,,,,,,,,,,,,,,,
