name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
		GainsLossesNotAffectingRetainedEarnings,"166,170,000","54,277,000","56,228,000","37,334,000","5,481,000","-33,138,000","-65,259,000","-52,811,000","-46,851,000","-18,517,000","-13,809,000","-17,503,000","-30,695,000","-33,725,000","6,895,000","11,763,000","-1,927,000","-15,346,000","-11,267,000","-16,370,000","-9,806,000","-10,910,000","-16,216,000","-14,915,000","-20,556,000","-27,213,000","-17,598,000","-18,333,000","3,536,000","12,443,000","18,067,000","15,703,000","3,273,000","56,826,000","49,038,000","-23,823,000","-44,172,000","-31,514,000","22,458,000","25,046,000","-11,836,000","-18,545,000","805,000","-15,296,000","4,391,000","-3,692,000","-21,555,000","-36,986,000","-3,000,000","-18,055,000","-41,395,000","-62,631,000","-32,238,000","-34,926,000","-25,857,000","-55,515,000","-38,121,000","-21,215,000","-13,596,000","1,601,000","-14,756,000","-1,415,000","1,471,000","-14,663,000","12,827,000","5,652,000","13,385,000","33,359,000","31,462,000","46,102,000","40,207,000","23,183,000","-1,871,000","6,229,000","23,068,000","-11,080,000","567,000","-9,868,000","-31,119,000","-46,891,000","-153,231,000","-113,100,000","-101,600,000","-26,100,000","-1,900,000","7,600,000","14,300,000","6,900,000","8,100,000","8,600,000","9,500,000","3,400,000","-4,500,000","2,400,000","-5,000,000","-6,100,000","900,000","11,700,000","-1,400,000","-1,500,000",,"-100,000",,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"177,600,000","192,600,000","227,700,000","270,300,000","336,900,000","402,700,000","436,100,000","429,800,000","243,600,000","179,700,000","202,900,000","204,200,000","205,300,000","235,600,000","232,200,000","228,000,000","252,100,000","243,300,000","135,700,000","137,800,000","138,600,000","143,200,000","149,100,000","148,800,000","147,500,000","124,200,000","122,800,000","118,500,000","116,700,000","115,000,000","81,400,000","80,500,000","79,500,000","78,600,000","78,000,000","77,400,000","77,400,000","77,200,000"
	MinorityInterest,"30,149,000","20,226,000","23,313,000","24,858,000","29,452,000","18,459,000","21,154,000","23,646,000","28,437,000","17,827,000","19,906,000","22,766,000","26,551,000","17,162,000","18,926,000","21,660,000","25,928,000","16,001,000","18,500,000","19,511,000","21,890,000","13,715,000","14,845,000","16,805,000","21,284,000","11,791,000","13,278,000","16,662,000","20,933,000","13,270,000","13,205,000","14,937,000","18,306,000","10,494,000","12,273,000","13,380,000","16,540,000","8,500,000","10,007,000","11,603,000","11,797,000","4,393,000","3,604,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"8,226,278,000","8,058,425,000","6,527,527,000","4,300,111,000","4,024,718,000","3,984,168,000","3,675,258,000","4,035,501,000","3,980,489,000","3,912,206,000","3,959,196,000","3,793,813,000","3,705,267,000","3,500,664,000","3,147,450,000","3,141,831,000","3,346,081,000","3,327,568,000","3,438,813,000","3,413,247,000","3,396,428,000","3,353,714,000","3,296,884,000","3,276,443,000","3,270,239,000","3,436,293,000","3,451,200,000","3,677,247,000","3,806,020,000","3,794,569,000","3,688,452,000","3,816,894,000","3,493,072,000","6,249,797,000","6,257,560,000","6,171,627,000","6,241,120,000","6,330,484,000","6,077,466,000","6,063,753,000","5,878,394,000","5,686,257,000","5,701,190,000","5,449,633,000","5,811,524,000","5,927,689,000","5,741,805,000","5,604,298,000","5,544,514,000","5,516,390,000","5,309,469,000","4,570,029,000","4,633,938,000","4,407,802,000","4,007,322,000","3,755,662,000","3,656,431,000","3,509,482,000","2,514,759,000","2,853,604,000","3,025,221,000","3,006,910,000","3,022,874,000","3,005,022,000","3,003,374,000","2,457,271,000","2,274,858,000","2,911,990,000","2,964,700,000","3,245,264,000","3,225,996,000","3,204,090,000","3,207,984,000","3,220,199,000","3,094,273,000","3,083,643,000","1,023,434,000","2,429,704,000","1,089,812,000","971,399,000","892,533,000","1,232,400,000","1,070,700,000","2,158,100,000","2,363,300,000","2,295,100,000","2,871,200,000","2,445,800,000","1,920,200,000","2,568,400,000","2,337,600,000","1,709,000,000","1,254,300,000","1,749,500,000","1,509,700,000","1,413,200,000","1,451,600,000","1,530,700,000","1,392,400,000","1,413,100,000","1,452,300,000","1,025,300,000","721,200,000","879,800,000","909,400,000","741,200,000","731,700,000","788,100,000","609,500,000","708,600,000","774,300,000","281,500,000","274,500,000","656,800,000","196,300,000","191,200,000","186,500,000","182,300,000","179,800,000","177,400,000","212,700,000"
PreferredStockEquity,"169,302,000","169,302,000","169,302,000","169,302,000","169,302,000","169,302,000","169,302,000","169,302,000","169,302,000","265,821,000","265,967,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","263,240,000","166,721,000","166,721,000",,,,,,,,,,,,,"349,007,000","348,437,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"5,456,382,000","5,537,713,000","5,500,802,000","2,516,358,000","2,447,091,000","2,368,499,000","2,337,556,000","2,311,630,000","2,353,211,000","2,396,936,000","2,310,641,000","2,263,825,000","2,200,872,000","2,164,243,000","2,170,214,000","2,134,858,000","2,079,673,000","2,027,676,000","1,991,407,000","1,939,271,000","1,896,552,000","1,858,409,000","1,835,347,000","1,791,666,000","1,737,301,000","1,689,728,000","1,664,725,000","1,626,279,000","1,615,986,000","1,600,133,000","1,584,743,000","1,574,250,000","1,531,019,000","1,868,133,000","1,859,810,000","1,756,265,000","1,707,944,000","1,471,663,000","1,495,955,000","1,462,933,000","1,381,820,000","1,175,362,000","1,176,235,000","1,142,535,000","1,150,949,000","1,145,339,000","1,111,029,000","1,088,301,000","1,129,870,000","1,099,012,000","1,043,447,000","1,001,032,000","1,062,008,000","1,033,374,000","1,031,189,000","977,385,000","968,300,000","998,472,000","967,069,000","954,557,000","926,343,000","958,418,000","965,266,000","939,152,000","965,950,000","920,858,000","931,968,000","952,069,000","971,413,000","977,020,000","950,290,000","920,088,000","921,847,000","917,033,000","898,486,000","890,369,000","895,066,000","910,220,000","859,444,000","807,382,000","780,311,000","809,000,000","815,300,000","810,400,000","824,400,000","845,500,000","869,400,000","906,500,000","948,100,000","953,700,000","920,000,000","701,100,000","541,900,000","549,500,000","522,500,000","523,800,000","541,000,000","527,700,000","490,500,000","495,600,000","470,500,000","327,200,000","316,700,000","305,100,000","298,800,000","295,600,000","285,500,000","274,400,000","219,700,000","210,100,000","225,800,000","218,200,000","211,200,000","172,900,000","167,500,000","162,400,000","157,700,000","153,500,000","149,300,000","145,900,000","178,800,000"
CapitalLeaseObligations,,"3,038,000","3,059,000","3,080,000","3,101,000","3,105,000","3,141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"4,102,468,000","4,182,456,000","4,133,782,000","2,530,903,000","2,461,636,000","2,383,044,000","2,352,101,000","2,326,175,000","2,367,756,000","2,508,000,000","2,348,810,000","2,299,993,000","2,238,472,000","2,201,843,000","2,207,814,000","2,172,458,000","2,117,273,000","2,065,276,000","2,029,007,000","1,976,871,000","1,934,152,000","1,896,009,000","1,872,947,000","1,829,266,000","1,774,901,000","1,727,328,000","1,702,325,000","1,663,879,000","1,653,586,000","1,637,733,000","1,525,824,000","1,515,331,000","1,305,379,000","1,642,493,000","1,707,211,000","1,603,666,000","1,555,345,000","1,319,064,000","1,343,356,000","1,310,334,000","1,229,221,000","1,022,763,000","1,023,636,000","989,936,000","1,347,357,000","1,341,177,000","958,430,000","935,702,000","977,271,000","946,413,000","890,848,000","848,433,000","909,409,000","880,775,000","878,590,000","824,786,000","815,701,000","808,539,000","814,470,000","762,022,000","730,243,000","801,574,000","808,007,000","781,477,000","807,860,000","769,489,000","780,183,000","758,488,000","818,795,000","823,985,000","796,838,000","766,218,000","767,559,000","762,327,000","741,351,000","730,805,000","733,073,000","745,798,000","693,187,000","638,610,000","623,757,000","637,200,000","640,400,000","632,800,000","644,200,000","662,700,000","683,700,000","718,000,000","755,800,000","756,200,000","740,300,000","658,200,000","503,300,000","528,800,000","500,400,000","500,900,000","517,400,000","503,300,000","465,600,000","469,600,000","443,300,000","299,400,000","288,000,000","275,600,000","268,500,000","264,500,000","270,500,000","258,900,000","203,700,000","193,700,000","170,400,000","161,000,000","152,200,000","112,100,000","104,900,000","98,000,000","91,500,000","85,500,000","79,400,000","74,200,000","91,600,000"
InvestedCapital,"11,539,511,000","10,558,268,000","8,965,525,000","4,481,573,000","4,211,408,000","3,814,866,000","3,508,280,000","3,866,960,000","3,811,962,000","3,646,385,000","3,693,229,000","3,539,107,000","3,447,459,000","3,239,656,000","2,884,210,000","2,880,138,000","3,082,841,000","3,064,328,000","3,180,831,000","3,154,009,000","3,138,707,000","3,090,474,000","3,034,537,000","3,018,827,000","3,184,714,000","3,173,053,000","3,196,209,000","3,417,037,000","3,546,497,000","3,531,329,000","3,637,260,000","3,657,660,000","4,650,261,000","6,256,213,000","6,264,764,000","6,181,141,000","6,254,018,000","6,457,274,000","6,422,147,000","6,078,558,000","5,895,984,000","5,930,861,000","5,722,587,000","5,475,462,000","5,488,816,000","5,806,113,000","6,345,038,000","6,016,100,000","5,682,956,000","6,072,460,000","5,476,788,000","4,855,857,000","4,681,314,000","4,621,914,000","4,383,719,000","4,317,036,000","4,002,959,000","3,981,608,000","3,599,692,000","3,899,186,000","3,903,611,000","4,063,021,000","3,868,373,000","3,874,598,000","3,473,037,000","3,335,683,000","3,175,693,000","3,458,108,000","3,739,303,000","4,087,315,000","3,905,585,000","3,622,221,000","3,532,559,000","3,940,058,000","3,094,273,000","3,083,643,000","3,223,193,000","3,009,145,000","2,953,683,000","2,920,351,000","2,826,219,000","2,882,900,000","2,837,900,000","3,174,900,000","2,907,700,000","2,939,300,000","2,871,200,000","2,445,800,000","2,511,200,000","2,568,400,000","2,337,600,000","1,709,000,000","1,254,300,000","1,749,500,000","1,509,700,000","1,413,200,000","1,451,600,000","1,530,700,000","1,392,400,000","1,413,100,000","1,452,300,000","1,025,300,000","721,200,000","879,800,000","909,400,000","741,200,000","731,700,000","788,100,000","609,500,000","708,600,000","774,300,000","686,800,000","639,700,000","656,800,000","611,500,000","681,400,000","676,500,000","672,300,000","719,800,000","817,400,000","852,700,000"
TangibleBookValue,"3,933,166,000","4,013,154,000","3,964,480,000","2,361,601,000","2,292,334,000","2,213,742,000","2,182,799,000","2,156,873,000","2,198,454,000","2,242,179,000","2,082,843,000","2,036,753,000","1,975,232,000","1,938,603,000","1,944,574,000","1,909,218,000","1,854,033,000","1,802,036,000","1,765,767,000","1,713,631,000","1,670,912,000","1,632,769,000","1,609,707,000","1,566,026,000","1,511,661,000","1,464,088,000","1,439,085,000","1,400,639,000","1,390,346,000","1,374,493,000","1,359,103,000","1,348,610,000","1,305,379,000","1,642,493,000","1,707,211,000","1,603,666,000","1,555,345,000","1,319,064,000","1,343,356,000","1,310,334,000","1,229,221,000","1,022,763,000","1,023,636,000","989,936,000","998,350,000","992,740,000","958,430,000","935,702,000","977,271,000","946,413,000","890,848,000","848,433,000","909,409,000","880,775,000","878,590,000","824,786,000","815,701,000","808,539,000","814,470,000","762,022,000","730,243,000","801,574,000","808,007,000","781,477,000","807,860,000","769,489,000","780,183,000","758,488,000","818,795,000","823,985,000","796,838,000","766,218,000","767,559,000","762,327,000","741,351,000","730,805,000","733,073,000","745,798,000","693,187,000","638,610,000","623,757,000","637,200,000","640,400,000","632,800,000","644,200,000","662,700,000","683,700,000","718,000,000","755,800,000","756,200,000","740,300,000","658,200,000","503,300,000","528,800,000","500,400,000","500,900,000","517,400,000","503,300,000","465,600,000","469,600,000","443,300,000","299,400,000","288,000,000","275,600,000","268,500,000","264,500,000","270,500,000","258,900,000","203,700,000","193,700,000","170,400,000","161,000,000","152,200,000","112,100,000","104,900,000","98,000,000","91,500,000","85,500,000","79,400,000","74,200,000","91,600,000"
TotalDebt,"6,083,129,000","5,023,593,000","3,467,782,000","1,968,295,000","1,767,418,000","1,449,472,000","1,173,865,000","1,555,330,000","1,458,751,000","1,249,449,000","1,382,588,000","1,275,282,000","1,246,587,000","1,075,413,000","713,996,000","745,280,000","1,003,168,000","1,036,652,000","1,189,424,000","1,214,738,000","1,242,155,000","1,232,065,000","1,199,190,000","1,227,161,000","1,447,413,000","1,483,325,000","1,531,484,000","1,790,758,000","1,930,511,000","1,931,196,000","2,052,517,000","2,083,410,000","3,119,242,000","4,388,080,000","4,404,954,000","4,424,876,000","4,546,074,000","4,985,611,000","4,926,192,000","4,615,625,000","4,514,164,000","4,755,499,000","4,546,352,000","4,332,927,000","4,337,867,000","4,660,774,000","5,234,009,000","4,927,799,000","4,553,086,000","4,973,448,000","4,433,341,000","3,854,825,000","3,619,306,000","3,588,540,000","3,352,530,000","3,339,651,000","3,034,659,000","2,983,136,000","2,632,623,000","2,944,629,000","2,977,268,000","3,104,603,000","2,903,107,000","2,935,446,000","2,507,087,000","2,414,825,000","2,243,725,000","2,506,039,000","2,767,890,000","3,110,295,000","2,955,295,000","2,702,133,000","2,610,712,000","3,023,025,000","2,195,787,000","2,193,274,000","2,328,127,000","2,098,925,000","2,094,239,000","2,112,969,000","2,045,908,000","2,073,900,000","2,022,600,000","2,364,500,000","2,083,300,000","2,093,800,000","2,001,800,000","1,539,300,000","1,563,100,000","1,614,700,000","1,417,600,000","1,007,900,000","712,400,000","1,200,000,000","987,200,000","889,400,000","910,600,000","1,003,000,000","901,900,000","917,500,000","981,800,000","698,100,000","404,500,000","574,700,000","610,600,000","445,600,000","446,200,000","513,700,000","389,800,000","498,500,000","548,500,000","468,600,000","428,500,000","483,900,000","444,000,000","519,000,000","518,800,000","518,800,000","570,500,000","671,500,000","673,900,000"
NetDebt,"4,804,258,000","3,792,184,000","2,141,709,000","1,409,944,000","1,300,495,000","859,310,000","600,756,000","973,454,000","869,858,000","627,667,000","670,854,000","723,819,000","778,003,000","465,810,000","57,515,000","77,286,000","133,015,000","147,315,000","403,360,000","302,277,000","317,009,000","116,815,000","358,343,000","345,765,000","580,482,000","568,249,000","547,638,000","658,322,000","716,764,000","830,849,000","1,130,390,000","1,218,153,000","2,413,600,000","2,998,376,000","3,239,218,000","3,672,372,000","3,843,263,000","4,321,710,000","4,539,521,000","4,227,950,000","3,981,144,000","4,456,372,000","4,216,689,000","3,901,599,000","3,313,126,000","4,318,394,000","4,936,308,000","4,577,982,000","4,221,915,000","4,615,274,000","4,116,730,000","3,530,419,000","3,336,804,000","3,239,560,000","3,029,025,000","2,967,709,000","2,703,768,000","2,608,435,000","2,271,028,000","2,583,471,000","2,653,272,000","2,744,805,000","2,548,456,000","2,578,219,000","2,138,678,000","2,044,771,000","1,854,488,000","2,086,811,000","2,396,401,000","2,693,898,000","2,592,455,000","2,334,323,000","2,269,090,000","2,636,325,000","1,814,495,000","1,823,552,000","1,972,025,000","1,706,918,000","1,730,223,000","1,730,505,000","1,675,019,000","1,644,600,000","1,677,200,000","1,996,900,000","1,727,500,000","1,673,300,000","1,640,100,000","1,168,800,000","1,197,800,000","1,297,100,000","1,150,000,000","742,100,000","523,500,000","589,200,000","448,400,000","571,900,000","691,900,000","768,900,000","672,800,000","684,100,000","774,200,000","336,700,000","215,800,000","401,800,000","443,300,000","269,200,000","274,300,000","380,600,000","292,600,000","376,300,000","428,700,000","366,500,000","336,700,000","373,000,000","338,200,000","364,000,000","393,100,000","373,900,000","404,700,000","557,700,000","519,100,000"
ShareIssued,"153,058,984","164,315,473","153,571,381","87,943,848","44,744,736","44,813,538","88,200,870","88,166,358","87,632,867","87,473,535","87,330,272","87,155,484","86,876,711","86,902,460","86,881,778","86,909,580","86,705,698","86,319,429","86,109,133","85,942,029","85,432,633","85,108,394","84,934,194","84,813,929","84,430,929","83,920,099","83,745,342","83,558,744","83,282,569","83,059,618","82,985,025","82,713,768","82,400,723","81,481,996","81,299,608","81,125,425","80,831,939","72,640,379","72,498,245","72,428,274","72,434,684","66,225,369","66,242,495","66,255,576","66,560,486","66,617,824","68,441,570","64,264,881","64,179,608","64,326,460","64,368,709","64,505,342","65,708,457","66,265,426","66,515,395","66,758,628","66,979,208","67,971,566","67,958,278","68,408,980","68,730,075","69,704,150","70,505,924","70,918,074","71,650,100","71,617,905","72,411,699","72,753,562","74,303,802","75,052,203","75,566,868","76,205,017","77,712,316","78,177,969","78,157,916","79,436,520","80,149,670","81,589,554","81,748,864","81,579,359","82,035,632","83,268,280","84,177,777","84,788,512","85,434,814","86,955,046","91,167,187","91,167,187","93,281,895","94,325,530","94,160,906","86,275,210","70,314,804","70,639,987","70,869,648","71,052,564","72,830,910","72,361,427","72,257,774","70,776,158","69,662,405","49,139,270","49,460,389","49,480,713","50,094,496","50,248,958","50,232,699","50,009,135","40,973,103","40,639,790","39,757,730","39,339,056","39,005,744","31,229,796","30,929,002","30,717,633","30,319,283","29,644,528","29,364,057","29,364,057","29,364,057"
OrdinarySharesNumber,"152,185,984","152,965,571","153,571,381","82,703,468","42,326,466","42,319,251","84,757,276","85,200,566","86,080,015","87,225,060","87,308,645","87,133,857","86,855,084","86,880,833","86,860,151","86,887,953","86,684,071","86,297,802","86,087,506","85,920,402","85,411,006","85,086,767","84,912,567","84,792,302","84,409,302","83,898,472","83,723,715","83,537,117","83,260,942","83,037,991","82,963,398","82,692,141","82,379,096","81,460,369","81,276,488","81,102,305","80,808,819","72,614,385","72,470,598","72,333,512","72,118,333","65,647,819","65,417,493","65,252,735","65,252,735","64,883,248","66,530,140","64,264,881","64,179,608","64,326,460","64,368,709","64,505,342","65,708,457","66,265,426","66,515,395","66,758,628","66,979,208","67,971,566","67,958,278","68,408,980","68,730,075","69,704,150","70,505,924","70,918,074","71,650,100","71,617,905","72,411,699","72,753,562","74,303,802","75,052,203","75,566,868","76,205,017","77,712,316","78,177,969","78,157,916","79,436,520","80,149,670","81,589,554","81,748,864","81,579,359","82,035,632","83,268,280","84,177,777","84,788,512","85,434,814","86,955,046","91,167,187","91,167,187","93,281,895","94,325,530","94,160,906","86,275,210","70,314,804","70,639,987","70,869,648","71,052,564","72,830,910","72,361,427","72,257,774","70,776,158","69,662,405","49,139,270","49,460,389","49,480,713","50,094,496","50,248,958","50,232,699","50,009,135","40,973,103","40,639,790","39,757,730","39,339,056","39,005,744","31,229,796","30,929,002","30,717,633","30,319,283","29,644,528","29,364,057","29,364,057","29,364,057"
PreferredSharesNumber,"7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000,000","4,007,000","4,007,000","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","4,006,900","6,900","6,900",,,,,,,,,,,,,"361,172","361,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"873,000","11,349,902",,"5,240,380","2,418,270","2,494,287","3,443,594","2,965,792","1,552,852","248,475","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","21,627","23,120","23,120","23,120","25,994","27,647","94,762","316,351","577,550","825,002","1,002,841","1,307,751","1,734,576","1,911,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
