name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
TotalRevenue,"5,039,200,000","5,039,200,000","3,725,100,000","2,722,300,000","2,521,900,000","2,340,800,000","2,196,600,000","2,426,500,000","2,462,300,000","2,495,000,000","2,743,400,000","2,933,400,000","2,742,200,000","2,919,800,000","3,075,500,000","3,048,100,000","3,040,800,000","2,943,800,000","2,298,200,000","2,533,800,000","1,953,200,000","1,813,600,000","2,085,900,000","1,530,100,000","1,523,100,000","1,492,500,000","1,399,300,000","1,347,100,000","1,405,000,000","1,275,700,000","1,269,500,000","1,149,200,000","1,220,400,000"
InterestExpense,"42,500,000","42,500,000","43,400,000","34,900,000","44,400,000","46,500,000","46,900,000","38,100,000","37,600,000","83,900,000","144,600,000","241,600,000","321,300,000","66,900,000","62,500,000","64,000,000","57,400,000","45,300,000","26,900,000","22,200,000","151,900,000","113,900,000","109,300,000","13,100,000","115,100,000","110,700,000","64,200,000","59,100,000","59,900,000","63,000,000","61,500,000",,
OtherIncomeExpense,"35,500,000","35,500,000","42,200,000","4,000,000","3,200,000","3,700,000","1,400,000","800,000","800,000","1,000,000","100,300,000","181,000,000","246,400,000","-303,200,000","265,200,000","230,800,000","215,900,000","220,800,000","211,600,000","159,100,000","141,700,000","123,600,000","113,800,000","125,000,000","120,400,000","393,400,000","350,500,000","290,900,000","379,400,000","344,500,000","335,100,000",,
PretaxIncome,"661,600,000","661,600,000","199,100,000","161,100,000","3,500,000","100,300,000","160,200,000","314,400,000","122,400,000","82,600,000","261,300,000","229,600,000","-90,000,000","243,600,000","391,300,000","332,900,000","335,500,000","158,900,000","-24,600,000","542,500,000","152,200,000","237,000,000","687,100,000","139,800,000","122,100,000","0","0","0","0","0","0","0","0"
TaxProvision,"130,500,000","130,500,000","10,700,000","41,200,000","-9,200,000","20,100,000","47,600,000","99,900,000","30,600,000","11,700,000","77,400,000","66,400,000","-46,200,000","55,800,000","117,400,000","82,700,000","98,900,000","34,100,000","-18,300,000","190,300,000","54,400,000","77,900,000","238,600,000","47,100,000","40,200,000","55,300,000","62,900,000","61,800,000","62,600,000","56,200,000","48,600,000","24,000,000","73,500,000"
NetIncomeContinuousOperations,"531,100,000","531,100,000","188,400,000","119,900,000","12,700,000","80,200,000","112,600,000","214,500,000","91,800,000","70,900,000","183,800,000","162,200,000","-38,000,000","189,000,000","283,100,000","255,500,000","240,200,000","123,600,000","-8,200,000","380,900,000","91,000,000","201,000,000","510,800,000","117,900,000","132,500,000","150,600,000","148,400,000","95,000,000","163,300,000","137,200,000","132,200,000","106,300,000","201,300,000"
NetIncome,"531,100,000","531,100,000","190,100,000","120,900,000","16,800,000","85,700,000","114,500,000","217,700,000","103,400,000","83,700,000","184,600,000","164,700,000","-29,600,000","217,800,000","283,100,000","255,500,000","240,200,000","123,600,000","-8,200,000","380,900,000","91,000,000","201,000,000","510,800,000","117,900,000","132,500,000","150,600,000","148,400,000","95,000,000","123,400,000","137,200,000","132,200,000","106,300,000","201,300,000"
NetIncomeCommonStockholders,"529,400,000","529,400,000","189,100,000","120,100,000","17,000,000","85,300,000","114,000,000","216,600,000","102,900,000","83,700,000","184,600,000","164,700,000","-29,600,000","217,800,000","283,100,000","255,500,000","240,200,000","123,600,000","-8,200,000","380,900,000","91,000,000","201,000,000","510,800,000","117,900,000","132,500,000","150,600,000","148,400,000","95,000,000","123,400,000","137,200,000","132,200,000","106,300,000","201,300,000"
BasicEPS,,,"3.25","2.34","0.33","1.65","2.12","3.81","1.75","1.38","2.98","2.64","-0.47","3.32","4.17","3.7","3.51","1.83","-0.12","5.64","1.32","2.76","6.555","1.575","1.755","1.87","1.48","0.92","1.19","1.29","1.2","0.96","1.82"
DilutedEPS,,,"3.22","2.33","0.33","1.65","2.12","3.8","1.74","1.38","2.98","2.64","-0.47","3.3","4.15","3.67","3.48","1.82","-0.12","5.6","1.32","2.74","6.51","1.555","1.755","1.85","1.47","0.92","1.19","1.29","1.2","0.96","1.82"
BasicAverageShares,,,"58,149,000","51,345,600","51,156,100","51,607,000","53,762,500","56,856,900","58,857,000","60,263,000","61,681,200","62,132,600","62,700,000","65,602,410","67,889,688","69,054,054","68,433,048","67,540,984","68,333,333","67,535,461","68,939,394","72,826,087","77,925,248","74,857,143","75,498,575","80,534,759","100,270,270","103,260,870","103,697,479","106,356,589","110,166,667","110,729,167","110,604,396"
DilutedAverageShares,,,"59,037,267","51,577,900","51,214,700","51,607,000","53,867,900","56,983,600","59,425,287","60,263,000","62,132,600","62,156,100","62,700,000","66,000,000","68,216,867","69,618,529","69,022,989","67,912,088","68,333,333","68,017,857","68,939,394","73,357,664","78,463,902","75,819,936","75,609,756","81,405,405","100,952,381","103,260,870","103,697,479","106,356,589","110,166,667","110,729,167","110,604,396"
