name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"9,821,000,000","9,821,000,000","9,478,000,000","10,629,000,000","12,351,000,000","14,674,000,000","15,868,000,000","11,295,000,000","8,422,000,000","9,079,000,000","8,849,000,000","8,952,000,000","6,885,000,000","5,989,000,000","5,623,000,000","2,708,000,000","2,361,424,000","2,120,687,000","2,281,149,000","3,008,640,000","2,157,986,000","500,018,000","182,130,000","118,252,000"
	OperatingRevenue,"9,821,000,000","9,821,000,000","9,478,000,000","10,629,000,000","12,351,000,000","14,674,000,000","15,868,000,000","11,295,000,000","8,422,000,000","9,079,000,000","8,849,000,000","8,952,000,000","6,885,000,000","5,989,000,000","5,623,000,000","2,708,000,000","2,361,424,000","2,120,687,000","2,281,149,000","3,008,640,000","2,157,986,000","500,018,000","182,130,000","118,252,000"
CostOfRevenue,"7,303,000,000","7,303,000,000","7,108,000,000","7,536,000,000","8,555,000,000","10,755,000,000","11,779,000,000","8,121,000,000","6,087,000,000","6,675,000,000","6,073,000,000","5,323,000,000","3,598,000,000","3,378,000,000",,,,"1,553,450,000","1,510,550,000","1,855,631,000","1,289,471,000","269,900,000","52,413,000","46,717,000"
GrossProfit,"2,518,000,000","2,518,000,000","2,370,000,000","3,093,000,000","3,796,000,000","3,919,000,000","4,089,000,000","3,174,000,000","2,335,000,000","2,404,000,000","2,776,000,000","3,629,000,000","3,287,000,000","2,611,000,000",,,,"567,237,000","770,599,000","1,153,009,000","868,515,000","230,118,000","129,717,000","71,535,000"
OperatingExpense,"1,207,000,000","1,207,000,000","1,231,000,000","2,030,000,000","2,558,000,000","2,940,000,000","2,656,000,000","2,244,000,000","1,878,000,000","1,609,000,000","1,491,000,000","1,470,000,000","1,014,000,000","1,068,000,000","4,177,000,000","2,458,000,000","2,050,148,000","325,241,000","3,358,615,000","438,187,000","295,442,000","120,598,000","72,705,000","53,426,000"
	SellingGeneralAndAdministration,"827,000,000","827,000,000","799,000,000","907,000,000","1,101,000,000","1,220,000,000","1,042,000,000","904,000,000","892,000,000","668,000,000","598,000,000","604,000,000","319,000,000","309,000,000","316,000,000","197,000,000","211,240,000","192,037,000","250,131,000","225,694,000","172,489,000","83,572,000","56,385,000","43,116,000"
	ResearchAndDevelopment,"7,000,000","7,000,000","11,000,000","67,000,000","90,000,000","154,000,000","91,000,000","84,000,000","36,000,000","45,000,000","55,000,000","48,000,000","46,000,000","101,000,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"373,000,000","373,000,000","421,000,000","1,056,000,000","1,367,000,000","1,566,000,000","1,523,000,000","1,256,000,000","950,000,000","896,000,000","838,000,000","818,000,000","649,000,000","658,000,000","593,000,000","194,000,000","209,295,000","258,928,000","256,199,000","212,493,000","122,953,000","37,026,000","16,320,000","10,310,000"
		DepreciationAndAmortizationInIncomeStatement,"373,000,000","373,000,000","421,000,000","1,056,000,000","1,367,000,000","1,566,000,000","1,523,000,000","1,256,000,000","950,000,000","896,000,000","838,000,000","818,000,000","649,000,000","658,000,000",,,,"258,928,000","256,199,000","212,493,000","122,953,000","37,026,000","16,320,000","10,310,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,"3,268,000,000","2,067,000,000","1,629,613,000","-125,724,000","2,852,285,000",,,,,
OperatingIncome,"1,311,000,000","1,311,000,000","1,139,000,000","1,063,000,000","1,238,000,000","979,000,000","1,433,000,000","930,000,000","457,000,000","795,000,000","1,285,000,000","2,159,000,000","2,273,000,000","1,543,000,000","1,446,000,000","250,000,000","311,276,000","241,996,000","-2,588,016,000","714,822,000","573,073,000","109,520,000","57,012,000","18,109,000"
NetNonOperatingInterestIncomeExpense,"-413,000,000","-413,000,000","-483,000,000","-890,000,000","-1,061,000,000","-1,128,000,000","-1,119,000,000","-848,000,000","-661,000,000","-665,000,000","-632,000,000","-634,000,000","-620,000,000","-724,000,000",,,,,,,,,,
	InterestExpenseNonOperating,"413,000,000","413,000,000","483,000,000","890,000,000","1,061,000,000","1,128,000,000","1,119,000,000","848,000,000","661,000,000","665,000,000","632,000,000","634,000,000","620,000,000","689,000,000",,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,"35,000,000",,,,,,,,,,
OtherIncomeExpense,"-112,000,000","-112,000,000","-189,000,000","-1,713,000,000","-1,052,000,000","-4,945,000,000","-179,000,000","-716,000,000","456,000,000","-776,000,000","77,000,000","144,000,000","76,000,000","127,000,000","33,000,000","67,000,000","186,390,000","-189,648,000","8,929,000","27,520,000","-3,478,000","14,970,000","9,379,000","11,371,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,"128,000,000",,,,,,,,,,,,
	EarningsFromEquityInterest,"2,000,000","2,000,000","9,000,000","118,000,000","27,000,000","36,000,000","38,000,000","7,000,000","37,000,000","35,000,000","44,000,000","41,000,000","59,000,000","54,000,000",,,,,,,,,,
	SpecialIncomeCharges,"-180,000,000","-180,000,000","-216,000,000","-1,869,000,000","-1,121,000,000","-5,014,000,000","-239,000,000","-736,000,000","400,000,000","-811,000,000","33,000,000","-25,000,000","17,000,000","73,000,000","33,000,000","67,000,000","186,390,000","-189,648,000","8,929,000","27,520,000","-3,478,000","14,970,000","9,379,000","11,371,000"
		RestructuringAndMergernAcquisition,"23,000,000","23,000,000","90,000,000","44,000,000","8,000,000","10,000,000","84,000,000","128,000,000","107,000,000",,,,,,,,,"237,575,000",,,,,,
		ImpairmentOfCapitalAssets,"5,000,000","5,000,000","99,000,000","1,709,000,000","918,000,000","5,030,000,000","97,000,000","459,000,000","560,000,000","655,000,000",,,,,,,,,,,,,,
		WriteOff,"108,000,000","108,000,000","15,000,000","79,000,000","268,000,000","56,000,000","0","99,000,000","2,000,000",,,,,"1,000,000",,,,,,,,,,
		OtherSpecialCharges,"51,000,000","51,000,000","44,000,000","53,000,000","142,000,000","-75,000,000","95,000,000","50,000,000","51,000,000","156,000,000",,,"-17,000,000","-72,000,000",,,,"-47,927,000",,,,,,
		GainOnSaleOfBusiness,,,,"0","0","-14,000,000","18,000,000",,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"7,000,000","7,000,000","32,000,000","16,000,000","215,000,000","21,000,000","19,000,000",,"0",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"66,000,000","66,000,000","18,000,000","38,000,000","42,000,000","33,000,000","22,000,000","13,000,000","19,000,000",,,,,,,,,,,,,,,
PretaxIncome,"786,000,000","786,000,000","467,000,000","-1,540,000,000","-875,000,000","-5,094,000,000","135,000,000","-634,000,000","252,000,000","-646,000,000","753,000,000","1,669,000,000","1,729,000,000","946,000,000","880,000,000","120,000,000","227,257,000","2,777,218,000","-3,073,043,000","298,608,000","275,673,000","31,114,000","16,078,000","-1,509,000"
TaxProvision,"-3,334,000,000","-3,334,000,000","7,000,000","8,000,000","16,000,000","1,342,000,000","3,000,000","-282,000,000","-327,000,000","-843,000,000","277,000,000","728,000,000","713,000,000","377,000,000","325,000,000","43,000,000","65,112,000","15,970,000","-165,382,000","33,404,000","92,738,000","-26,081,000","-25,654,000","-23,491,000"
NetIncomeCommonStockholders,"4,438,000,000","4,438,000,000","268,000,000","-2,153,000,000","-701,000,000","-6,402,000,000","78,000,000","-395,000,000","550,000,000","188,000,000","468,000,000","909,000,000","1,133,000,000","531,000,000","571,000,000","64,000,000","185,617,000","2,777,470,000","-3,464,282,000","265,204,000","182,935,000","57,195,000","41,732,000","21,982,000"
	NetIncome,"4,438,000,000","4,438,000,000","268,000,000","-2,153,000,000","-774,000,000","-6,382,000,000","134,000,000","-386,000,000","559,000,000","197,000,000","477,000,000","942,000,000","1,188,000,000","586,000,000","621,000,000","84,000,000","185,617,000","2,777,470,000","-3,464,282,000","265,204,000","182,935,000","57,195,000","41,732,000","21,982,000"
		NetIncomeIncludingNoncontrollingInterests,"4,441,000,000","4,441,000,000","268,000,000","-2,337,000,000","-891,000,000","-6,436,000,000","132,000,000","-352,000,000","579,000,000","197,000,000","476,000,000","941,000,000","1,188,000,000","586,000,000","621,000,000","84,000,000","186,662,000","2,779,906,000","-3,469,041,000","271,768,000","194,270,000","59,651,000","43,983,000","22,113,000"
			NetIncomeContinuousOperations,"4,120,000,000","4,120,000,000","460,000,000","-1,548,000,000","-891,000,000","-6,436,000,000","132,000,000","-352,000,000","579,000,000","197,000,000","476,000,000","941,000,000","1,016,000,000","569,000,000","555,000,000","77,000,000","162,145,000","2,761,248,000","-2,907,661,000","271,768,000","194,270,000","59,651,000","43,983,000","22,113,000"
			NetIncomeDiscontinuousOperations,"321,000,000","321,000,000","-192,000,000","-789,000,000",,,,,,,"0","0","172,000,000","17,000,000","66,000,000","7,000,000","23,472,000","16,222,000","-556,621,000",,,,,
		MinorityInterests,"-3,000,000","-3,000,000","0","184,000,000","117,000,000","54,000,000","2,000,000","-34,000,000","-20,000,000","0","1,000,000","1,000,000",,,,,"-1,045,000","-2,436,000","4,759,000","-6,564,000","-11,335,000","-2,456,000","-2,251,000","-131,000"
