name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003
TotalRevenue,"11,584,000,000","11,459,000,000","10,709,000,000","9,897,000,000","9,099,000,000","8,739,000,000","8,477,000,000","8,224,000,000","7,690,000,000","7,653,000,000","7,065,761,000","6,658,229,000","6,734,391,000","4,805,383,000","5,051,873,000","5,057,425,000","4,335,369,000","4,460,268,000","1,259,028,000"
	NetInterestIncome,"9,556,000,000","9,463,000,000","8,754,000,000","8,000,000,000","7,218,000,000","6,682,000,000","6,462,000,000","5,918,000,000","5,421,000,000","5,372,000,000","4,860,587,000","4,563,230,000","1,893,796,000","1,404,559,000","1,505,754,000","1,518,486,000","1,398,332,000","1,211,882,000","1,259,028,000"
		InterestIncome,"12,038,000,000","11,993,000,000","10,893,000,000","9,648,000,000","8,616,000,000","7,945,000,000","7,596,000,000","7,064,000,000","6,735,000,000","6,703,000,000","6,345,139,000","6,146,218,000","3,145,080,000","2,692,563,000","2,888,169,000","2,458,526,000","2,174,811,000","1,859,504,000","2,048,695,000"
			InterestIncomeFromLoansAndLease,"11,642,000,000","11,561,000,000","10,561,000,000","9,467,000,000","8,516,000,000","7,869,000,000","7,510,000,000","6,975,000,000",,"6,607,000,000","6,272,894,000","6,089,823,000","3,004,284,000","2,325,414,000","2,421,142,000","2,262,483,000","2,045,437,000","1,804,610,000",
				InterestIncomeFromLoans,"11,642,000,000","11,561,000,000","10,561,000,000","9,467,000,000","8,516,000,000","7,869,000,000","7,510,000,000","6,975,000,000",,"6,607,000,000","6,272,894,000","6,089,823,000","3,004,284,000","2,325,414,000","2,421,142,000","2,262,483,000","2,045,437,000","1,804,610,000",
			InterestIncomeFromSecurities,"209,000,000","179,000,000","40,000,000","27,000,000","38,000,000","49,000,000","67,000,000","74,000,000",,"80,000,000","59,365,000","26,222,000","68,694,000","51,345,000","10,502,000","3,721,000","1,108,000","931,000",
			InterestIncomeFromDeposits,,,,,,,,,,,,,,"123,445,000","25,114,000","42,000","30,000","2,000",
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,"97,222,000","241,727,000","16,055,000","17,771,000","3,902,000",
			OtherInterestIncome,"187,000,000","253,000,000","292,000,000","154,000,000","62,000,000","27,000,000","19,000,000","15,000,000",,"16,000,000","12,880,000","30,173,000","72,102,000","95,137,000","189,684,000","176,225,000","110,465,000","50,059,000",
		InterestExpense,"2,482,000,000","2,530,000,000","2,139,000,000","1,648,000,000","1,398,000,000","1,263,000,000","1,134,000,000","1,146,000,000","1,314,000,000","1,331,000,000","1,484,552,000","1,582,988,000","1,251,284,000","1,288,004,000","1,382,415,000","940,040,000","776,479,000","647,622,000","789,667,000"
			InterestExpenseForDeposit,"1,574,000,000","1,587,000,000","1,238,000,000","846,000,000","687,000,000","623,000,000","614,000,000","698,000,000",,"845,000,000","986,776,000","1,150,504,000","1,187,084,000","1,199,436,000","1,044,574,000","670,326,000","611,283,000","514,943,000",
			InterestExpenseForShortTermDebt,,,,"0","0","1,000,000","2,000,000","3,000,000",,"1,000,000","133,000","1,000","2,538,000","343,000","232,197,000","193,720,000","107,485,000","76,631,000",
			InterestExpenseForLongTermDebtAndCapitalSecurities,"908,000,000","943,000,000","901,000,000","802,000,000","711,000,000","639,000,000","518,000,000","445,000,000",,"485,000,000","497,643,000","432,483,000","61,662,000","88,225,000","105,644,000","75,994,000","57,711,000","56,048,000",
			OtherInterestExpense,,,,,,,,,,,,,"2,379,244,000",,,,,,
	NonInterestIncome,"2,028,000,000","1,996,000,000","1,955,000,000","1,897,000,000","1,881,000,000","2,057,000,000","2,015,000,000","2,306,000,000","2,269,000,000","2,281,000,000","2,205,174,000","2,094,999,000","4,840,595,000","3,400,824,000","3,546,119,000","3,538,939,000","2,937,037,000","3,248,386,000","0"
		TotalPremiumsEarned,,,,,,,,,,,,,,,,"188,160,000","168,791,000","145,728,000",
		FeesAndCommissions,"1,902,000,000","1,906,000,000","1,858,000,000","1,805,000,000","1,792,000,000","1,872,000,000","1,809,000,000","2,106,000,000","1,956,000,000","2,088,000,000","782,524,000","1,836,114,000","2,465,885,000","579,408,000","681,885,000","478,679,000","411,040,000","364,037,000",
			FeesandCommissionIncome,"1,902,000,000","1,906,000,000","1,858,000,000","1,805,000,000","1,792,000,000","1,872,000,000","1,809,000,000","2,106,000,000","1,956,000,000","2,088,000,000","782,524,000","1,836,114,000","2,465,885,000","579,408,000","681,885,000","478,679,000","411,040,000","364,037,000",
				ServiceChargeOnDepositorAccounts,"1,902,000,000","1,906,000,000","1,858,000,000","1,805,000,000","1,792,000,000","1,872,000,000","1,809,000,000","2,038,000,000","1,956,000,000","2,016,000,000",,,,,,,,,
				OtherCustomerServices,,,,,,,,"68,000,000",,"72,000,000",,,,,,"478,679,000","411,040,000","364,037,000",
		TradingGainLoss,,,,,,,,,,,"179,989,000","149,946,000","348,036,000",,,"460,458,000","705,061,000","764,926,000",
		GainLossonSaleofAssets,,,,"3,000,000","0","77,000,000","85,000,000","149,000,000",,"133,000,000","-3,622,000","19,131,000","-3,826,000",,,"2,338,405,000","1,608,928,000","1,921,151,000",
			GainOnSaleOfSecurity,,,,"3,000,000","0","9,000,000","4,000,000","5,000,000",,"26,000,000","-3,622,000","19,131,000","-3,826,000",,,"2,338,405,000","1,608,928,000","1,921,151,000",
			GainonSaleofLoans,,,,"0","0","68,000,000","81,000,000","144,000,000",,"104,000,000",,,,,,,,,
			GainonSaleofInvestmentProperty,,,,,,,,"0",,"3,000,000",,,,,,,,,
		OtherNonInterestIncome,"90,000,000","90,000,000","97,000,000","89,000,000","89,000,000","108,000,000","121,000,000","51,000,000","313,000,000","60,000,000","1,246,283,000","89,808,000","2,030,500,000","2,821,416,000","2,864,234,000","73,237,000","43,217,000","52,544,000",
CreditLossesProvision,"-4,229,000,000","-3,231,000,000","-3,035,000,000","-2,579,000,000","-1,859,000,000","-1,512,000,000","-1,443,000,000","-1,086,000,000","-852,000,000","-848,000,000","-1,013,350,000","-3,206,705,000","-2,362,405,000","-1,595,615,000","-950,165,000","-755,637,000","-878,486,000","-925,549,000",
NonInterestExpense,"4,418,000,000","4,297,000,000","3,994,000,000","3,692,000,000","3,477,000,000","3,485,000,000","3,206,000,000","3,096,000,000","2,468,000,000","2,741,000,000","2,541,167,000","2,182,665,000","2,251,088,000","2,415,797,000","2,765,393,000","2,384,394,000","2,193,488,000","2,021,429,000",
	OccupancyAndEquipment,"109,000,000","107,000,000","102,000,000","99,000,000","95,000,000","95,000,000","92,000,000","82,000,000","78,000,000","76,000,000","71,128,000","70,274,000","73,014,000","80,394,000","91,531,000","92,278,000","91,032,000","83,513,000",
		Equipment,"109,000,000","107,000,000","102,000,000","99,000,000","95,000,000","95,000,000","92,000,000","82,000,000","78,000,000","76,000,000","71,128,000","70,274,000","73,014,000",,,"92,278,000","91,032,000","83,513,000",
	ProfessionalExpenseAndContractServicesExpense,"779,000,000","753,000,000","672,000,000","655,000,000","605,000,000","610,000,000","450,000,000","410,000,000","435,000,000","432,000,000","415,275,000","342,648,000","321,329,000",,,"367,769,000","292,966,000","261,818,000",
	SellingGeneralAndAdministration,"3,334,000,000","3,241,000,000","3,052,000,000","2,774,000,000","2,613,000,000","2,589,000,000","2,499,000,000","2,406,000,000","1,955,000,000","2,126,000,000","1,451,830,000","1,523,846,000","1,522,912,000","1,376,293,000","1,532,294,000","1,924,347,000","1,809,490,000","1,676,098,000",
		GeneralAndAdministrativeExpense,"2,415,000,000","2,358,000,000","2,195,000,000","1,998,000,000","1,882,000,000","1,844,000,000","1,764,000,000","1,689,000,000","1,345,000,000","1,523,000,000","914,344,000","1,060,760,000","1,116,892,000","845,392,000","922,089,000","1,320,791,000","1,222,689,000","1,101,066,000",
			SalariesAndWages,"1,780,000,000","1,738,000,000","1,627,000,000","1,512,000,000","1,379,000,000","1,327,000,000","1,242,000,000","1,164,000,000","1,054,000,000","1,048,000,000","914,344,000","802,649,000","827,683,000","845,392,000","922,089,000","933,196,000","869,635,000","758,912,000",
			OtherGandA,"635,000,000","620,000,000","568,000,000","486,000,000","503,000,000","517,000,000","522,000,000","525,000,000","291,000,000","475,000,000",,"258,111,000","289,209,000",,,"387,595,000","353,054,000","342,154,000",
		SellingAndMarketingExpense,"919,000,000","883,000,000","857,000,000","776,000,000","731,000,000","745,000,000","735,000,000","717,000,000","610,000,000","603,000,000","537,486,000","463,086,000","406,020,000","530,901,000","610,205,000","603,556,000","586,801,000","575,032,000",
	OtherNonInterestExpense,,"196,000,000","168,000,000","164,000,000","164,000,000","191,000,000","165,000,000","198,000,000",,"107,000,000","602,934,000","245,897,000","333,833,000","959,110,000","1,141,568,000",,,,
SpecialIncomeCharges,,"-96,000,000","-83,000,000","-89,000,000","-107,000,000","-130,000,000","-134,000,000","-98,000,000",,"-311,000,000",,,,"863,634,000","-391,119,000","-335,089,000","-339,139,000","-294,383,000",
	OtherSpecialCharges,,"96,000,000","83,000,000","89,000,000","107,000,000","130,000,000","134,000,000","98,000,000",,"311,000,000",,,,,,"335,089,000","339,139,000","294,383,000",
OtherNonOperatingIncomeExpenses,,"-503,000,000","-469,000,000","-424,000,000","-435,000,000","-489,000,000","-475,000,000","-488,000,000","-606,000,000","-604,000,000",,,,,,,,,
PretaxIncome,"2,827,000,000","3,835,000,000","3,597,000,000","3,537,000,000","3,656,000,000","3,612,000,000","3,694,000,000","3,944,000,000","3,764,000,000","3,753,000,000","3,511,244,000","1,268,859,000","2,120,898,000","1,657,605,000","945,196,000","1,582,305,000","924,256,000","1,218,907,000","1,026,908,000"
TaxProvision,"657,000,000","878,000,000","855,000,000","1,438,000,000","1,263,000,000","1,315,000,000","1,371,000,000","1,474,000,000","1,413,000,000","1,408,000,000","1,284,536,000","504,071,000","844,713,000","594,692,000","356,566,000","505,689,000","346,341,000","442,654,000","378,277,000"
NetIncomeCommonStockholders,"2,125,000,000","2,908,000,000","2,689,000,000","2,031,000,000","2,339,000,000","2,246,000,000","2,270,000,000","2,414,000,000","2,325,000,000","2,318,000,000","2,201,759,000","667,938,000","1,222,930,000","927,750,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
	NetIncome,"2,170,000,000","2,957,000,000","2,742,000,000","2,099,000,000","2,393,000,000","2,297,000,000","2,323,000,000","2,470,000,000","2,351,000,000","2,345,000,000","2,226,708,000","764,788,000","1,276,185,000","927,750,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
		NetIncomeIncludingNoncontrollingInterests,"2,170,000,000","2,957,000,000","2,742,000,000","2,099,000,000","2,393,000,000","2,297,000,000","2,323,000,000","2,470,000,000","2,351,000,000","2,345,000,000","2,226,708,000","764,788,000","1,276,185,000","927,750,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
			NetIncomeContinuousOperations,"2,170,000,000","2,957,000,000","2,742,000,000","2,099,000,000","2,393,000,000","2,297,000,000","2,323,000,000","2,470,000,000","2,351,000,000","2,345,000,000","2,226,708,000","764,788,000","1,276,185,000","1,062,913,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,"0","0","-135,163,000",,,,,
	PreferredStockDividends,"31,000,000","31,000,000","31,000,000","37,000,000","37,000,000","37,000,000","37,000,000","37,000,000",,"5,000,000",,"90,303,000","53,255,000",,,,,,
DilutedNIAvailtoComStockholders,"2,125,000,000","2,908,000,000","2,689,000,000","2,031,000,000","2,339,000,000","2,246,000,000","2,270,000,000","2,414,000,000","2,325,000,000","2,318,000,000","2,201,759,000","667,938,000","1,222,930,000","927,750,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
BasicEPS,,"9.09","7.81","5.43","5.77","5.14","4.91","4.97","4.51","4.47","4.06","1.23","2.42","1.94","1.23","2.26","1.21","1.63","1.36"
DilutedEPS,,"9.08","7.79","5.42","5.77","5.13","4.9","4.96","4.5","4.46","4.06","1.22","2.39","1.92","1.23","2.26","1.21","1.63","1.36"
BasicAverageShares,,"320,000,000","344,000,000","374,000,000","405,000,000","437,000,000","462,000,000","485,000,000","516,000,000","519,000,000","542,000,000","544,058,000","504,550,000","479,335,000","477,328,000","477,235,927","477,235,927","476,208,602","477,236,000"
DilutedAverageShares,,"320,000,000","345,000,000","374,000,000","406,000,000","438,000,000","463,000,000","487,000,000","517,000,000","520,000,000","543,000,000","548,760,000","511,803,000","483,470,000","478,879,000","477,235,927","477,235,927","476,208,602","477,236,000"
InterestIncomeAfterProvisionForLoanLoss,"5,327,000,000","6,232,000,000","5,719,000,000","5,421,000,000","5,359,000,000","5,170,000,000","5,019,000,000","4,832,000,000","4,569,000,000","4,524,000,000","3,847,237,000","1,356,525,000","-468,609,000","-191,056,000","555,589,000","762,849,000","519,846,000","286,333,000","1,259,028,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,170,000,000","2,957,000,000","2,742,000,000","2,099,000,000","2,393,000,000","2,297,000,000","2,323,000,000","2,470,000,000","2,351,000,000","2,345,000,000","2,226,708,000","764,788,000","1,276,185,000","927,750,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
NormalizedIncome,"2,170,000,000","3,031,016,000","2,805,246,000","2,152,400,000","2,463,085,000","2,379,680,000","2,407,286,000","2,531,348,000","2,351,000,000","2,537,448,707.701","2,226,708,000","764,788,000","1,276,185,000","509,121,351.301","832,203,160.456","1,304,613,875.772","789,970,442.632","963,728,900.047","648,631,000"
TotalMoneyMarketInvestments,,,,,,,,,,,,,,"220,667,000","266,841,000","16,097,000","17,801,000","3,904,000",
ReconciledDepreciation,"460,000,000","436,000,000","435,000,000","393,000,000","351,000,000","391,000,000","369,000,000","334,000,000",,"267,000,000","20,073,000","172,005,000","203,492,000","147,224,000","234,647,000","222,798,000","214,311,000","193,130,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"2,170,000,000","2,957,000,000","2,742,000,000","2,099,000,000","2,393,000,000","2,297,000,000","2,323,000,000","2,470,000,000","2,351,000,000","2,345,000,000","2,226,708,000","764,788,000","1,276,185,000","1,062,913,000","588,630,000","1,076,616,000","577,915,000","776,253,000","648,631,000"
TotalUnusualItemsExcludingGoodwill,,"-96,000,000","-83,000,000","-89,000,000","-107,000,000","-130,000,000","-134,000,000","-98,000,000",,"-308,000,000",,,,"863,634,000","-391,119,000","-335,089,000","-339,139,000","-294,383,000",
TotalUnusualItems,,"-96,000,000","-83,000,000","-89,000,000","-107,000,000","-130,000,000","-134,000,000","-98,000,000",,"-308,000,000",,,,"863,634,000","-391,119,000","-335,089,000","-339,139,000","-294,383,000",
TaxRateForCalcs,"0.232","0.229","0.238","0.4","0.345","0.364","0.371","0.374","0.375","0.375","0.366","0.397","0.398","0.359","0.377","0.32","0.375","0.363","0.368"
TaxEffectOfUnusualItems,"0","-21,984,000","-19,754,000","-35,600,000","-36,915,000","-47,320,000","-49,714,000","-36,652,000","0","-115,551,292.299","0","0","0","309,842,351.301","-147,545,839.544","-107,091,124.228","-127,083,557.368","-106,907,099.953","0"
