name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
MarketCap,"7,187,434,833","11,485,525,609","9,085,829,589","9,173,807,217","9,376,769,513","7,428,980,720","7,441,178,710","6,705,806,152","5,665,452,766","2,443,871,738","2,793,507,791","2,516,669,284","2,332,904,476","3,280,040,931","2,893,998,734","2,244,985,217","2,189,635,902","1,667,491,194","1,289,366,115","1,390,737,062","1,452,972,201","1,329,386,803","1,356,988,346","2,269,967,907","1,694,280,590","1,566,579,194","1,187,437,948","908,799,452","835,750,445","679,035,203","510,030,909","563,850,504","428,888,543","433,103,529","279,948,425"
EnterpriseValue,"7,759,449,833","12,283,351,609","10,020,597,589","9,958,341,217","10,191,542,513","8,625,281,720","8,912,743,710","8,089,833,152","6,827,411,766","2,652,399,738","3,015,689,791","2,484,143,284","2,314,779,476","3,519,405,931","3,202,430,734","2,250,197,217","2,039,457,902","1,602,958,194","1,414,450,115","1,556,876,062","1,695,905,201","1,710,550,803","1,771,342,346","2,613,836,907","2,081,851,590","1,951,779,194","1,709,737,948","1,315,699,452","1,189,450,445","1,070,735,203","873,830,909","752,050,504","590,688,543","594,903,529","380,548,425"
PeRatio,"8.436","78.159","10.479","1,453.878","17.42","14.073","10.305","22.868","7.375","17.861","13.745","9.503","99.915","12.036","12.631","37.177","18.595","10.244","23.826","3.27","14.071","13.782","22.291","45.041","19.796","28.779","539.403","38.995","13.105","31.258","7.651","10.737","9.467","6.719","3.551"
ForwardPeRatio,"13.532","17.668",,,,,,"15.773","8.688","21.93","17.606",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,"1.793",,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.8","1.458","1.295","1.48","1.562","1.547","1.442","1.388","1.216","2.724","2.768","2.151","2.374","2.421","2.67","1.66","1.767","1.634","2.264","1.522","1.223","1.003","1.538","2.906","0.836","0.937","0.625","0.501","0.467","0.482","0.373","0.551","0.435","0.408","0.413"
PbRatio,"0.819","1.301","1.057","1.119","1.156","0.997","1.005","0.998","0.885","0.857","0.96","0.926","0.881","1.315","1.415","1.242","1.247","1.067","0.935","1","1.262","1.2","1.088","1.445","1.19","1.242","1.271","0.992","1.05","0.938","0.787","0.935","0.852","0.86","0.563"
EnterprisesValueRevenueRatio,"0.946","1.359","1.455","1.55","1.662","1.725","1.704","1.627","1.603","2.701","3.061","2.097","2.34","2.458","2.648","2.053","1.643","1.574","2.452","1.683","1.794","1.243","1.927","3.281","1.01","1.094","0.936","0.689","0.665","0.761","0.621","0.645","0.586","0.545","0.557"
