name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
OperatingIncome,"761,094,000","149,662,000","175,989,000","228,606,000","206,837,000","194,342,000","193,642,000","180,770,000","165,197,000","138,738,000","139,388,000","140,832,000","116,634,000","73,418,000","77,495,000","63,021,000","53,158,000","49,735,000","49,397,000","31,297,000","32,859,000","35,755,000","39,002,000","33,874,000","30,655,000","21,982,000","22,505,000","18,636,000","16,264,000","8,743,000"
NetNonOperatingInterestIncomeExpense,"50,908,000","11,662,000","12,693,000","13,446,000","13,107,000","11,898,000","9,072,000","7,912,000","7,284,000","-687,000","-741,000","-701,000","-623,000","-715,000","-918,000","-735,000","-732,000","-751,000","-746,000","-753,000","-832,000","-821,000","-768,000","-764,000","-1,435,000","-1,771,000","-1,799,000","-1,797,000","-1,772,000","-1,751,000"
	InterestIncomeNonOperating,"50,908,000","11,662,000","12,693,000","13,446,000","13,107,000","11,898,000","9,733,000","8,585,000","7,964,000",,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,"0","0","661,000","673,000","680,000","687,000","741,000","701,000","623,000","715,000","918,000","735,000","732,000","751,000","746,000","753,000","832,000","821,000","768,000","764,000","1,435,000","1,771,000","1,799,000","1,797,000","1,772,000","1,751,000"
OtherIncomeExpense,"5,412,000","495,000","-1,510,000","5,723,000","704,000","435,000","-4,224,000","707,000","-414,453,000","4,843,000","2,988,000","2,136,000","1,119,000","1,025,000","560,000","639,000","416,000","337,000","-109,000","13,000","417,000","-468,000","-151,000","-824,000","2,472,000","-764,000","-631,000","-23,000","-1,000","-99,000"
	GainOnSaleOfSecurity,,,"0","4,277,000",,"1,150,000","-4,700,000",,"-9,100,000",,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,"0","0","0",,"0","0","-405,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,"0",,"405,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,135,000","495,000","-1,510,000","1,446,000","704,000","-715,000","476,000","707,000","-353,000","4,843,000","2,988,000","2,136,000","1,119,000","1,025,000","560,000","639,000","416,000","337,000","-109,000","13,000","417,000","-468,000","-151,000","-824,000","2,472,000","-764,000","-631,000","-23,000","-1,000","-99,000"
PretaxIncome,"817,414,000","161,819,000","187,172,000","247,775,000","220,648,000","206,675,000","198,490,000","189,389,000","-241,972,000","142,894,000","141,635,000","142,267,000","117,130,000","73,728,000","77,137,000","62,925,000","52,842,000","49,321,000","48,542,000","30,557,000","32,444,000","34,466,000","38,083,000","32,286,000","31,692,000","19,447,000","20,075,000","16,816,000","14,491,000","6,893,000"
TaxProvision,"20,145,000","23,388,000","-73,520,000","38,880,000","31,397,000","5,646,000","28,168,000","20,865,000","-86,703,000","-1,644,000","37,802,000","8,545,000","14,445,000","-9,233,000","18,354,000","11,668,000","13,938,000","14,076,000","4,618,000","1,867,000","8,448,000","9,974,000","7,046,000","10,420,000","10,074,000","7,118,000","6,333,000","4,960,000","4,240,000","282,000"
NetIncomeCommonStockholders,"796,964,000","138,431,000","260,583,000","208,799,000","189,152,000","200,911,000","170,220,000","168,439,000","-155,187,000","144,449,000","103,757,000","133,540,000","102,454,000","82,694,000","58,490,000","50,962,000","38,617,000","34,921,000","43,251,000","28,301,000","23,607,000","24,032,000","28,333,000","21,185,000","14,212,000","11,689,000","25,489,000","5,838,000","4,948,000","6,611,000"
	NetIncome,"797,269,000","138,431,000","260,692,000","208,895,000","189,251,000","201,029,000","170,322,000","168,524,000","-155,269,000","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
		NetIncomeIncludingNoncontrollingInterests,"797,269,000","138,431,000","260,692,000","208,895,000","189,251,000","201,029,000","170,322,000","168,524,000","-155,269,000","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
			NetIncomeContinuousOperations,"797,269,000","138,431,000","260,692,000","208,895,000","189,251,000","201,029,000","170,322,000","168,524,000","-155,269,000","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
	OtherunderPreferredStockDividend,,,"109,000","96,000","99,000","118,000","102,000","85,000","-82,000","89,000","76,000","182,000","231,000","267,000","293,000","295,000","287,000","324,000","673,000","389,000","389,000","460,000","2,704,000","681,000","7,406,000","640,000","-11,747,000","6,018,000","5,303,000",
AverageDilutionEarnings,"17,000","0","5,000","5,000","6,000","7,000","8,000","6,000","6,000","7,000","7,000","15,000","20,000","22,000","18,000","18,000","18,000","20,000","46,000","28,000","31,000","39,000","282,000","70,000","639,000","50,000","-441,000","290,000","211,000",
DilutedNIAvailtoComStockholders,"796,981,000","138,431,000","260,588,000","208,804,000","189,158,000","200,918,000","170,228,000","168,445,000","-155,187,000","144,456,000","103,764,000","133,555,000","102,474,000","82,716,000","58,508,000","50,980,000","38,635,000","34,941,000","43,297,000","28,329,000","23,638,000","24,071,000","28,615,000","21,255,000","14,851,000","11,739,000","25,048,000","6,128,000","5,159,000","6,611,000"
BasicEPS,,"1.82","3.41","2.73","2.47","2.65","2.26","2.25","2.02","1.95","1.42","1.84","1.42","1.16","0.84","0.74","0.57","0.52","0.65","0.42","0.36","0.37","0.48","0.34","0.37","0.22",,"0.11","0.093","0.124"
DilutedEPS,,"1.73","3.25","2.59","2.33","2.47","2.1","2.08","1.86","1.79","1.29","1.68","1.3","1.07","0.79","0.69","0.53","0.48","0.6","0.39","0.33","0.34","0.43","0.3","0.34","0.2",,"0.106","0.089","0.114"
BasicAverageShares,,"76,264,000","76,345,000","76,426,000","76,552,000","75,920,000","75,473,000","75,011,000","74,503,000","73,994,000","73,310,000","72,588,000","71,992,000","71,114,000","69,980,000","69,076,000","68,275,000","67,737,000","67,111,000","66,629,000","65,524,000","64,635,000","63,186,000","62,402,000","38,491,000","53,124,310",,"53,124,310","53,124,310","53,124,310"
DilutedAverageShares,,"79,939,000","80,261,000","80,753,000","81,335,000","81,201,000","80,928,000","81,018,000","80,826,000","80,721,000","80,243,000","79,322,000","78,756,000","77,516,000","74,384,000","73,453,000","72,817,000","72,214,000","72,062,000","71,887,000","71,215,000","70,722,000","70,219,000","69,737,000","44,057,000","57,815,705",,"57,815,705","57,815,705","57,815,705"
TotalOperatingIncomeAsReported,"761,094,000","149,662,000","175,989,000","228,606,000","206,837,000","194,342,000","193,642,000","180,770,000","-239,803,000","138,738,000","139,388,000","140,832,000","116,634,000","73,418,000","77,495,000","63,021,000","53,158,000","49,735,000","49,397,000","31,297,000","32,859,000","35,755,000","39,002,000","33,874,000","30,655,000","21,982,000","22,505,000","18,636,000","16,264,000","8,743,000"
TotalExpenses,"1,577,217,000","373,367,000","376,557,000","425,809,000","401,484,000","401,082,000","402,084,000","382,539,000","354,648,000","333,751,000","328,479,000","296,801,000","288,577,000","262,057,000","250,474,000","227,240,000","215,583,000","192,461,000","196,049,000","186,251,000","162,693,000","143,290,000","134,487,000","121,589,000","107,292,000","95,225,000","92,261,000","82,989,000","67,221,000","52,605,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"797,269,000","138,431,000","260,692,000","208,895,000","189,251,000","201,029,000","170,322,000","168,524,000","-155,269,000","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
NormalizedIncome,"797,269,000","138,431,000","260,692,000","205,289,489","189,251,000","199,910,050","174,355,016.273","168,524,000","110,583,200","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
InterestIncome,"50,908,000","11,662,000","12,693,000","13,446,000","13,107,000","11,898,000","9,733,000","8,585,000","7,964,000",,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,"0","0","661,000","673,000","680,000","687,000","741,000","701,000","623,000","715,000","918,000","735,000","732,000","751,000","746,000","753,000","832,000","821,000","768,000","764,000","1,435,000","1,771,000","1,799,000","1,797,000","1,772,000","1,751,000"
NetInterestIncome,"50,908,000","11,662,000","12,693,000","13,446,000","13,107,000","11,898,000","9,072,000","7,912,000","7,284,000","-687,000","-741,000","-701,000","-623,000","-715,000","-918,000","-735,000","-732,000","-751,000","-746,000","-753,000","-832,000","-821,000","-768,000","-764,000","-1,435,000","-1,771,000","-1,799,000","-1,797,000","-1,772,000","-1,751,000"
EBIT,"761,094,000","149,662,000","175,989,000","228,606,000","220,648,000","206,675,000","199,151,000","190,062,000","-241,292,000","143,581,000","142,376,000","142,968,000","117,753,000","74,443,000","78,055,000","63,660,000","53,574,000","50,072,000","49,288,000","31,310,000","33,276,000","35,287,000","38,851,000","33,050,000","33,127,000","21,218,000","21,874,000","18,613,000","16,263,000","8,644,000"
EBITDA,"795,789,000"
ReconciledCostOfRevenue,"836,292,000","184,778,000","196,243,000","237,141,000","218,130,000","214,854,000","220,734,000","201,726,000","185,962,000","169,570,000","160,702,000","157,016,000","145,434,000","121,265,000","117,814,000","103,841,000","97,290,000","87,106,000","89,278,000","75,800,000","67,662,000","61,291,000","57,049,000","54,506,000","44,567,000","35,893,000","37,293,000","36,589,000","29,584,000","19,220,000"
ReconciledDepreciation,"34,695,000","10,208,000","7,901,000","8,191,000","8,395,000","8,362,000","9,231,000","7,112,000","5,631,000","5,697,000","5,285,000","5,322,000","5,094,000","4,939,000","4,942,000","5,145,000","4,883,000","4,779,000","3,947,000","3,478,000","3,353,000","2,893,000","2,655,000","2,653,000","2,428,000","2,285,000","2,539,000","1,021,000","767,000","717,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"797,269,000","138,431,000","260,692,000","208,895,000","189,251,000","201,029,000","170,322,000","168,524,000","-155,269,000","144,538,000","103,833,000","133,722,000","102,685,000","82,961,000","58,783,000","51,257,000","38,904,000","35,245,000","43,924,000","28,690,000","23,996,000","24,492,000","31,037,000","21,866,000","21,618,000","12,329,000","13,742,000","11,856,000","10,251,000","6,611,000"
TotalUnusualItemsExcludingGoodwill,,,"0","4,277,000","0","1,150,000","-4,700,000","0","-414,100,000",,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,"0","4,277,000","0","1,150,000","-4,700,000","0","-414,100,000",,,,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"795,789,000","159,870,000","183,890,000","232,520,000","229,043,000","213,887,000","213,082,000","197,174,000","178,439,000","149,278,000","147,661,000","148,290,000","122,847,000","79,382,000","82,997,000","68,805,000","58,457,000","54,851,000","53,235,000","34,788,000","36,629,000","38,180,000","41,506,000","35,703,000","35,555,000","23,503,000","24,413,000","19,634,000","17,030,000","9,361,000"
TaxRateForCalcs,"0.025","0.145","0.27","0.157","0.142","0.027","0.142","0.11","0.358","0.012","0.267","0.06","0.123","0.125","0.238","0.185","0.264","0.285","0.095","0.061","0.26","0.289","0.185","0.323","0.318","0.366","0.315","0.295","0.293","0.041"
TaxEffectOfUnusualItems,"0","0","0","671,489","0","31,050","-666,983.727","0","-148,247,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
