name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"8,769,982,782","11,212,179,571","11,289,698,423","7,844,809,893","6,626,250,000"
EnterpriseValue,"19,473,982,782","22,206,179,571","22,069,698,423","11,374,809,893","8,188,250,000"
PeRatio,"11.732","21.895",,"0.331",
ForwardPeRatio,"8.985","10.299","12.048","20.576",
PegRatio,"1.047"
PsRatio,"0.757","0.987","1.484","1.38",
PbRatio,"1.105","1.439","1.344","1.132",
EnterprisesValueRevenueRatio,"1.658","1.88","2.414","2.095","1.586"
EnterprisesValueEBITDARatio,"5.689","6.074","11.277","8.811","0.352"
