name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998
		NonCurrentDeferredAssets,"9,984,000","11,461,000","10,001,000","9,731,000","6,970,000","6,409,000","7,248,000","6,456,000","5,519,000","5,138,000","7,898,000","7,542,000","7,795,000","8,410,000","8,987,000","10,604,000","7,290,000","6,960,000","5,472,000","5,488,000","4,524,000","5,070,000","4,239,000","2,929,000","3,124,000","2,591,000","8,264,000","7,841,000","7,822,000","8,077,000","10,241,000","11,308,000","9,833,000","9,633,000","5,496,000","4,509,000","6,019,000","5,858,000","4,758,000","4,440,000","4,304,000","73,337,000","8,000","355,000","915,000","57,155,000","6,166,000",,,"8,540,000","5,204,000","5,082,000","5,345,000","5,315,000","7,403,000","7,653,000","7,643,000","7,343,000","8,341,000",,,,,,,"0","343,000","343,000","343,000","118,000","474,000","796,000","2,831,000","2,635,000",,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"9,984,000","11,461,000","10,001,000","9,731,000","6,970,000","6,409,000","7,248,000","6,456,000","5,519,000","5,138,000","7,898,000","7,542,000","7,795,000","8,410,000","8,987,000","10,604,000","7,290,000","6,960,000","5,472,000","5,488,000","4,524,000","5,070,000","4,239,000","2,929,000","3,124,000","2,591,000","8,264,000","7,841,000","7,822,000","8,077,000","10,241,000","11,308,000","9,833,000","9,633,000","5,496,000","4,509,000","6,019,000","5,858,000","4,758,000","4,440,000","4,304,000","73,337,000","8,000","355,000","915,000","57,155,000","6,166,000",,,"8,540,000","5,204,000","5,082,000","5,345,000","5,315,000","7,403,000","7,653,000","7,643,000","7,343,000","8,341,000",,,,,,,"0","343,000","343,000","343,000","118,000","474,000","796,000","2,831,000","2,635,000",,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"4,168,000",,,,,"3,445,000","3,661,000","4,281,000","4,159,000","3,748,000","3,701,000","3,869,000","4,693,000","3,645,000","3,619,000","3,360,000","3,641,000","3,820,000",,,,"6,001,000",,,,"5,238,000",,,,"3,451,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"5,851,000","11,241,000","11,426,000","9,970,000","11,698,000","6,047,000","5,109,000","5,077,000","5,073,000","5,077,000","5,058,000","5,050,000","4,318,000","4,318,000","4,319,000","4,321,000","4,321,000","4,323,000","15,314,000","18,165,000","14,766,000","8,463,000","15,254,000","14,343,000","14,001,000","8,353,000","21,463,000","24,942,000","22,301,000","8,079,000","11,383,000","10,544,000","12,266,000","12,202,000","12,566,000","11,282,000","12,330,000","13,369,000","12,498,000","8,092,000","7,291,000","-62,459,000","6,573,000","6,196,000","6,154,000","-49,051,000","6,096,000","15,040,000","14,855,000","6,238,000","8,112,000","8,110,000","8,083,000","8,688,000","9,030,000","9,623,000","10,495,000","11,061,000","18,882,000","16,310,000","8,943,000","944,000","933,000","1,114,000","1,229,000","4,059,000","2,192,000","2,199,000","2,233,000","1,918,000","1,427,000","1,414,000","1,801,000","1,677,000","4,928,000","4,534,000","73,212,000","74,262,000","75,400,000","2,700,000","16,600,000","16,700,000","16,100,000","13,600,000","14,500,000","14,000,000","11,600,000","2,600,000"
TotalLiabilitiesNetMinorityInterest,"2,865,228,000","3,051,566,000","3,114,562,000","3,104,186,000","3,032,766,000","2,473,106,000","2,345,981,000","2,410,990,000","2,315,182,000","2,312,504,000","2,406,340,000","2,602,053,000","2,609,282,000","2,612,637,000","1,590,868,000","1,603,625,000","1,620,143,000","2,350,498,000","2,481,820,000","2,427,355,000","2,452,098,000","2,409,176,000","1,849,901,000","1,433,822,000","1,481,984,000","1,273,785,000","1,361,743,000","1,351,261,000","1,414,392,000","1,386,758,000","1,443,655,000","1,466,781,000","1,485,528,000","1,415,808,000","1,324,787,000","1,326,848,000","1,287,087,000","1,012,074,000","1,064,173,000","1,007,664,000","1,013,321,000","992,241,000","957,244,000","1,040,678,000","1,073,368,000","1,112,057,000","1,096,452,000","1,102,505,000","1,080,731,000","947,472,000","852,183,000","842,367,000","750,412,000","634,467,000","631,373,000","602,677,000","583,805,000","520,874,000","436,674,000","456,527,000","404,036,000","337,919,000","332,841,000","322,338,000","309,987,000","215,723,000","227,098,000","224,451,000","221,392,000","190,125,000","215,567,000","207,843,000","233,620,000","233,913,000","245,388,000","247,812,000","238,687,000","258,098,000","260,300,000","259,500,000","132,600,000","134,100,000","128,300,000","105,700,000","105,600,000","107,900,000","76,700,000","73,100,000"
	CurrentLiabilities,"633,710,000","633,317,000","656,733,000","662,494,000","647,894,000","656,245,000","653,859,000","568,622,000","527,364,000","535,750,000","533,411,000","541,043,000","537,074,000","577,136,000","517,276,000","532,093,000","512,813,000","1,068,325,000","760,636,000","776,228,000","772,572,000","763,109,000","543,391,000","407,189,000","396,860,000","339,686,000","346,972,000","328,603,000","349,106,000","367,982,000","384,727,000","383,650,000","366,810,000","341,545,000","351,470,000","314,324,000","290,692,000","247,614,000","257,524,000","239,772,000","608,643,000","608,048,000","237,304,000","275,678,000","295,534,000","309,558,000","322,902,000","308,726,000","288,926,000","266,578,000","253,430,000","260,574,000","278,712,000","250,036,000","485,002,000","443,847,000","405,974,000","354,695,000","244,865,000","257,458,000","223,199,000","186,585,000","197,019,000","226,333,000","205,467,000","139,131,000","143,943,000","141,495,000","152,403,000","108,516,000","125,144,000","114,591,000","97,634,000","93,361,000","97,022,000","92,464,000","86,764,000","99,632,000","95,700,000","102,100,000","56,800,000","66,400,000","59,000,000","47,600,000","54,600,000","57,700,000","39,700,000","39,300,000"
		PayablesAndAccruedExpenses,"467,027,000","449,518,000","474,317,000","486,896,000","484,275,000","494,536,000","483,954,000","464,043,000","434,622,000","439,728,000","456,357,000","460,013,000","454,450,000","512,892,000","460,503,000","455,032,000","431,476,000","441,361,000","424,737,000","434,320,000","432,188,000","442,594,000","417,991,000","355,921,000","340,944,000","308,578,000","320,696,000","291,701,000","301,918,000","318,652,000","335,816,000","322,559,000","313,109,000","296,359,000","306,233,000","256,291,000","245,998,000","210,454,000","229,175,000","205,195,000","204,426,000","197,459,000","204,670,000","210,497,000","218,453,000","228,013,000","247,716,000","232,808,000","223,241,000","204,907,000","200,967,000","200,564,000","204,942,000","177,846,000","192,154,000","204,452,000","210,376,000","208,675,000","174,069,000","177,449,000","169,891,000","158,094,000","142,413,000","140,966,000","142,267,000","82,325,000","85,198,000","87,271,000","90,254,000","95,632,000","66,045,000","62,535,000","61,814,000","61,519,000","63,827,000","63,155,000",,,,"59,800,000",,,,"29,200,000",,,,"25,900,000"
			Payables,"467,027,000","449,518,000","474,317,000","486,896,000","484,275,000","494,536,000","483,954,000","464,043,000","434,622,000","439,728,000","456,357,000","460,013,000","454,450,000","371,408,000","460,503,000","455,032,000","431,476,000","346,654,000","424,737,000","434,320,000","432,188,000","347,017,000","417,991,000","355,921,000","340,944,000","233,644,000","320,696,000","291,701,000","301,918,000","236,868,000","335,816,000","322,559,000","313,109,000","212,408,000","306,233,000","256,291,000","245,998,000","210,454,000","229,175,000","205,195,000","204,426,000","197,459,000","204,670,000","210,497,000","218,453,000","228,013,000","247,716,000","232,808,000","223,241,000","204,907,000","200,967,000","200,564,000","204,942,000","177,846,000","192,154,000","204,452,000","210,376,000","208,675,000","174,069,000","177,449,000","169,891,000","158,094,000","142,413,000","140,966,000","142,267,000","82,325,000","85,198,000","87,271,000","90,254,000","95,632,000","66,045,000","62,535,000","61,814,000","61,519,000","63,827,000","63,155,000",,,,"59,800,000",,,,"29,200,000",,,,"25,900,000"
				AccountsPayable,"467,027,000","309,641,000","474,317,000","486,896,000","484,275,000","337,470,000","474,277,000","461,832,000","434,622,000","305,781,000","456,357,000","460,013,000","454,450,000","296,292,000","411,112,000","406,120,000","383,316,000","316,426,000","417,836,000","434,320,000","432,188,000","327,705,000","417,991,000","355,921,000","340,944,000","220,100,000","318,506,000","291,701,000","301,918,000","199,101,000","315,526,000","308,610,000","307,399,000","190,883,000","294,109,000","249,172,000","245,998,000","196,804,000","217,027,000","194,863,000","194,901,000","187,934,000","195,145,000","201,818,000","209,203,000","218,763,000","232,760,000","227,640,000","220,699,000","204,907,000","200,967,000","200,564,000","204,942,000","177,846,000","192,154,000","204,452,000","210,376,000","191,646,000","174,069,000","177,449,000","169,891,000","146,152,000","142,413,000","140,966,000","142,267,000","82,325,000","85,198,000","87,271,000","90,254,000","95,632,000","66,045,000","62,535,000","61,814,000","61,519,000","63,827,000","63,155,000",,,,"59,800,000",,,,"29,200,000",,,,"25,900,000"
				TotalTaxPayable,"0","6,050,000","0","0","0","18,951,000","9,677,000","2,211,000","0","13,913,000","0","0","0","57,717,000","49,391,000","48,912,000","48,160,000","13,630,000","6,901,000","0","0","1,917,000",,,,"0","2,190,000","0","0","22,943,000","20,290,000","13,949,000","5,710,000","10,535,000","12,124,000","7,119,000","0","4,117,000","2,617,000","807,000",,,,,,"0","5,706,000","5,168,000","2,542,000","5,721,000",,,,"4,765,000",,,,"1,736,000",,,,"231,000",,,,"1,206,000",,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"6,050,000","0",,,,,"2,211,000","0","13,913,000","0","0","0","57,717,000","49,391,000","48,912,000","48,160,000","13,630,000","6,901,000","0","0","1,917,000",,,,,,,,,,,,,"12,124,000","7,119,000",,"4,117,000","2,617,000","807,000",,,,,,"0","5,706,000","5,168,000","2,542,000","5,721,000",,,,"4,765,000",,,,"1,736,000",,,,"231,000",,,,"1,206,000",,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,"21,177,000",,,,"20,735,000",,,,"18,717,000",,,,"17,399,000",,,,"16,598,000",,,,"17,395,000",,,,"13,544,000",,,,"12,060,000",,,,"10,990,000",,,,"9,533,000","9,531,000","9,525,000","9,525,000","9,525,000","9,525,000","8,679,000","9,250,000","9,250,000","9,250,000",,,"11,866,000",,,,"11,444,000",,,,"15,293,000",,,,"11,711,000",,,,"6,645,000",,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"112,650,000",,,,"117,380,000",,,,"101,317,000",,,,,,,,,,,,,,,,,,,,"2,764,000",,,,,,,,,,,,,,,,,,,,"-17,587,000",,,,"-16,209,000",,,,,,,,,,,,"-7,851,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,"141,484,000",,,,"94,707,000",,,,"95,577,000",,,,"74,934,000",,,,"81,784,000",,,,"83,951,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"19,339,000","23,721,000","34,079,000","24,473,000","26,088,000","25,063,000","26,244,000","24,422,000","23,135,000","32,344,000","20,508,000","22,386,000","22,818,000","21,370,000",,,,,,,,,,,,,,"99,000","757,000","1,371,000","3,335,000","3,899,000","4,538,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"143,412,000","156,581,000","144,738,000","150,366,000","135,549,000","134,674,000","140,422,000","77,473,000","66,467,000","61,819,000","55,328,000","56,987,000","58,054,000","40,498,000","51,594,000","71,136,000","76,398,000","623,901,000","330,396,000","337,606,000","334,186,000","317,175,000","123,861,000","48,554,000","51,121,000","30,286,000","25,795,000","34,300,000","45,883,000","47,037,000","44,645,000","55,785,000","47,285,000","36,580,000","36,580,000","54,254,000","41,536,000","37,160,000","28,349,000","34,577,000","404,217,000","410,589,000","32,634,000","65,181,000","77,081,000","81,545,000","75,186,000","75,347,000","54,501,000","44,084,000","37,742,000","46,143,000","60,435,000","55,981,000","280,837,000","227,330,000","181,827,000","146,020,000","54,558,000","72,101,000","44,449,000","28,491,000","47,779,000","78,526,000","55,301,000","48,955,000","50,220,000","45,129,000","53,141,000","8,495,000","55,548,000","49,435,000","34,740,000","31,450,000","27,193,000","28,058,000",,,,"41,300,000",,,,"18,400,000",,,,"13,000,000"
			CurrentDebt,"40,891,000","57,448,000","45,892,000","52,238,000","39,934,000","129,185,000","134,914,000","69,228,000","57,682,000","51,860,000","45,715,000","47,906,000","48,177,000","30,629,000","40,523,000","57,770,000","62,117,000","608,574,000","315,533,000","323,726,000","319,707,000","301,230,000","120,607,000","45,201,000","48,078,000","28,173,000","23,685,000","32,307,000","42,732,000","43,045,000","44,645,000","55,785,000","47,285,000","36,580,000","36,580,000","54,254,000","41,536,000","37,160,000","28,349,000","34,577,000","404,217,000","410,589,000","32,634,000","65,181,000","77,081,000","81,545,000","75,186,000","75,347,000","54,501,000","44,084,000","37,742,000","46,143,000","60,435,000","55,981,000","280,837,000","227,330,000","181,827,000","146,020,000","54,558,000","72,101,000","44,449,000","28,491,000","47,779,000","78,526,000","55,301,000","48,955,000","50,220,000","45,129,000","53,141,000","8,495,000","55,548,000","49,435,000","34,740,000","31,450,000","27,193,000","28,058,000",,,,"41,300,000",,,,"18,400,000",,,,"13,000,000"
				LineOfCredit,"0","3,801,000","3,686,000","13,469,000","0","12,334,000","12,612,000","21,786,000","14,317,000","9,392,000","14,393,000","16,431,000","17,598,000","0","6,873,000","24,128,000","30,041,000","19,112,000","36,451,000","42,049,000","33,742,000","22,288,000","15,671,000","22,803,000","25,065,000","9,437,000","6,344,000","14,981,000","25,018,000","26,528,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,039,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"40,891,000","53,647,000","42,206,000","38,769,000","39,934,000","116,851,000","122,302,000","47,442,000","43,365,000","42,468,000","31,322,000","31,475,000","30,579,000","30,629,000","33,650,000","33,642,000","32,076,000","589,462,000","279,082,000","281,677,000","285,965,000","278,942,000","104,936,000","22,398,000","23,013,000","18,736,000","17,341,000","17,326,000","17,714,000","16,517,000","44,645,000","55,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,"97,981,000",,,,"28,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"102,521,000","99,133,000","98,846,000","98,128,000","95,615,000","5,489,000","5,508,000","8,245,000","8,785,000","9,959,000","9,613,000","9,081,000","9,877,000","9,869,000","11,071,000","13,366,000","14,281,000","15,327,000","14,863,000","13,880,000","14,479,000","15,945,000","3,254,000","3,353,000","3,043,000","2,113,000","2,110,000","1,993,000","3,151,000","3,992,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"3,932,000","3,497,000","3,599,000","759,000","1,982,000","1,972,000","3,239,000","2,684,000","3,140,000","1,859,000","1,218,000","1,657,000","1,752,000","2,376,000","5,179,000","5,925,000","4,939,000","3,063,000","5,503,000","4,302,000","6,198,000","3,340,000","1,539,000","2,714,000","4,795,000","822,000","481,000","2,503,000","548,000","922,000","931,000","1,407,000","1,878,000","8,606,000","8,657,000","3,779,000","3,158,000",,,,,,,,,,,"571,000","11,184,000","17,587,000","14,721,000","13,867,000","13,335,000","16,209,000","12,011,000","12,065,000","13,771,000",,"16,238,000","7,908,000","8,859,000",,"6,827,000","6,841,000","7,899,000","7,851,000","8,525,000","9,095,000","9,008,000","4,389,000","3,551,000","2,621,000","1,080,000","392,000","6,002,000","1,251,000",,,,"1,000,000",,,,,,,,"400,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,231,518,000","2,418,249,000","2,457,829,000","2,441,692,000","2,384,872,000","1,816,861,000","1,692,122,000","1,842,368,000","1,787,818,000","1,776,754,000","1,872,929,000","2,061,010,000","2,072,208,000","2,035,501,000","1,073,592,000","1,071,532,000","1,107,330,000","1,282,173,000","1,721,184,000","1,651,127,000","1,679,526,000","1,646,067,000","1,306,510,000","1,026,633,000","1,085,124,000","934,099,000","1,014,771,000","1,022,658,000","1,065,286,000","1,018,776,000","1,058,928,000","1,083,131,000","1,118,718,000","1,074,263,000","973,317,000","1,012,524,000","996,395,000","764,460,000","806,649,000","767,892,000","404,678,000","384,193,000","719,940,000","765,000,000","777,834,000","802,499,000","773,550,000","793,779,000","791,805,000","680,894,000","598,753,000","581,793,000","471,700,000","384,431,000","146,371,000","158,830,000","177,831,000","166,179,000","191,809,000","199,069,000","180,837,000","151,334,000","135,822,000","96,005,000","104,520,000","76,592,000","83,155,000","82,956,000","68,989,000","81,609,000","90,423,000","93,252,000","135,986,000","140,552,000","148,366,000","155,348,000","151,923,000","158,466,000","164,600,000","157,400,000","75,800,000","67,700,000","69,300,000","58,100,000","51,000,000","50,200,000","37,000,000","33,800,000"
		LongTermProvisions,"38,432,000","29,251,000","29,833,000","31,469,000","37,421,000","42,801,000","38,802,000","41,558,000","42,133,000","39,380,000","41,712,000","44,704,000","46,962,000","44,406,000","11,344,000","10,718,000","10,605,000","10,758,000","37,964,000","36,452,000","35,979,000","35,296,000","31,722,000","32,519,000","32,037,000","29,940,000","30,293,000","30,363,000","29,852,000","28,846,000","23,205,000","22,309,000",,"18,237,000","11,318,000","11,187,000","11,029,000",,,,,,,,,,,,,,,,,,,,,"3,691,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,844,029,000","2,053,749,000","2,098,133,000","2,090,794,000","2,035,029,000","1,462,083,000","1,345,262,000","1,490,379,000","1,455,315,000","1,445,969,000","1,452,617,000","1,626,073,000","1,604,500,000","1,544,317,000","809,142,000","806,488,000","836,272,000","1,010,311,000","1,396,098,000","1,338,166,000","1,348,624,000","1,322,855,000","1,033,897,000","834,729,000","884,756,000","752,707,000","802,550,000","803,785,000","839,409,000","787,626,000","828,049,000","847,109,000","881,024,000","847,313,000",,,,"621,681,000","687,477,000","658,178,000","296,282,000","304,166,000","644,883,000","694,353,000","713,723,000","738,986,000","723,707,000","752,883,000","755,210,000","651,636,000","573,110,000","555,087,000","445,481,000","358,624,000","116,167,000","128,294,000","145,145,000","146,557,000","177,939,000","187,859,000","174,189,000","146,638,000","130,025,000","91,806,000","101,124,000","73,430,000","78,135,000","77,156,000","63,015,000","76,991,000","77,451,000","78,705,000","120,319,000","124,466,000","92,964,000","100,113,000","151,923,000","158,466,000","164,500,000","153,600,000","75,800,000","67,800,000","69,200,000","54,200,000","51,000,000","50,200,000","37,100,000","32,700,000"
			LongTermDebt,"1,491,008,000","2,053,749,000","2,098,133,000","1,722,847,000","1,651,894,000","1,458,408,000","1,339,790,000","1,484,158,000","1,451,808,000","1,440,972,000","1,445,874,000","1,617,887,000","1,594,591,000","1,531,916,000","794,422,000","788,893,000","816,040,000","987,200,000","1,371,916,000","1,309,085,000","1,316,071,000","1,287,603,000","1,026,604,000","826,833,000","875,773,000","748,328,000","797,661,000","799,213,000","834,414,000","781,092,000","828,049,000","847,109,000","881,024,000","847,313,000",,,,"621,681,000","687,477,000","658,178,000","296,282,000","304,166,000","644,883,000","694,353,000","713,723,000","738,986,000","723,707,000","752,883,000","755,210,000","651,636,000","573,110,000","555,087,000","445,481,000","358,624,000","116,167,000","128,294,000","145,145,000","146,557,000","177,939,000","187,859,000","174,189,000","146,638,000","130,025,000","91,806,000","101,124,000","73,430,000","78,135,000","77,156,000","63,015,000","76,991,000","77,451,000","78,705,000","120,319,000","124,466,000","92,964,000","100,113,000","151,923,000","158,466,000","164,500,000","153,600,000","75,800,000","67,800,000","69,200,000","54,200,000","51,000,000","50,200,000","37,100,000","32,700,000"
			LongTermCapitalLeaseObligation,"353,021,000","0",,"367,947,000","383,135,000","3,675,000","5,472,000","6,221,000","3,507,000","4,997,000","6,743,000","8,186,000","9,909,000","12,401,000","14,720,000","17,595,000","20,232,000","23,111,000","24,182,000","29,081,000","32,553,000","35,252,000","7,293,000","7,896,000","8,983,000","4,379,000","4,889,000","4,572,000","4,995,000","6,534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"321,472,000","312,127,000","309,450,000","295,983,000","290,538,000","289,940,000","290,013,000","292,650,000","272,684,000","273,473,000","362,803,000","373,806,000","404,414,000","428,789,000","224,650,000","222,910,000","230,963,000","237,764,000","258,578,000","257,433,000","274,170,000","271,015,000","226,741,000","144,481,000","153,946,000","138,042,000","163,659,000","172,090,000","179,503,000","185,456,000","191,944,000","194,633,000","197,065,000","188,157,000","158,027,000","154,947,000","155,113,000","108,156,000","101,541,000","95,038,000","93,882,000",,"64,301,000","60,022,000","53,621,000",,"42,968,000",,,"23,737,000","22,007,000","22,971,000","22,540,000","22,147,000","26,404,000","26,688,000","28,873,000",,"10,218,000","7,603,000","3,697,000",,"5,797,000","4,199,000","3,396,000","3,162,000","5,020,000","5,800,000","5,974,000","4,618,000","12,972,000","14,547,000","15,667,000","16,086,000","16,579,000","16,565,000",,,,"3,900,000",,,,"3,800,000",,,,"1,200,000"
			NonCurrentDeferredTaxesLiabilities,"321,472,000","312,127,000","309,450,000","295,983,000","290,538,000","289,940,000","274,117,000","274,872,000","261,150,000","260,192,000","357,349,000","368,311,000","398,966,000","423,342,000","221,734,000","220,082,000","228,161,000","234,823,000","258,578,000","257,433,000","274,170,000","271,015,000","226,741,000","144,481,000","153,946,000","138,042,000","163,659,000","172,090,000","179,503,000","185,456,000","191,944,000","194,633,000","197,065,000","188,157,000","158,027,000","154,947,000","155,113,000","108,156,000","92,688,000","86,105,000","84,869,000",,"64,301,000","60,022,000","53,621,000",,"42,968,000",,,"23,737,000","22,007,000","22,971,000","22,540,000","22,147,000","26,404,000","26,688,000","28,873,000",,"10,218,000","7,603,000","3,697,000",,"5,797,000","4,199,000","3,396,000","3,162,000","5,020,000","5,800,000","5,974,000","4,618,000","12,972,000","14,547,000","15,667,000","16,086,000","16,579,000","16,565,000",,,,"3,900,000",,,,"3,800,000",,,,"1,200,000"
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,853,000","8,933,000","9,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,456,000",,,,"4,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"18,504,000","18,585,000","16,455,000","16,130,000","15,969,000","16,130,000","18,045,000","17,781,000","17,686,000","17,559,000","14,267,000","14,257,000","14,345,000","14,282,000","13,738,000","13,636,000","13,710,000","13,761,000","14,320,000","14,040,000","13,785,000","13,647,000","12,230,000","12,225,000","12,398,000","12,553,000","16,169,000","16,420,000","16,459,000","16,760,000","12,805,000","13,163,000","13,202,000","13,271,000","4,833,000","4,207,000","4,672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,805,000","13,163,000","13,202,000","13,271,000","4,833,000","4,207,000","4,672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"3,307,000","888,000","1,270,000","993,000",,"0","0","0","0","373,000","1,530,000","2,170,000","1,987,000","3,707,000","14,718,000","17,780,000","15,780,000","9,579,000","14,224,000","5,036,000","6,968,000","3,254,000","1,920,000","2,679,000","1,987,000","857,000","2,100,000","0","63,000","88,000","496,000","1,275,000","1,267,000","2,785,000","8,428,000","4,029,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"5,774,000","3,649,000","2,688,000","6,323,000","5,915,000","5,907,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,429,000","4,642,000","26,160,000","4,500,000","790,711,000","838,154,000","825,581,000","34,623,000","17,631,000","14,676,000","14,514,000","80,027,000","10,756,000","10,625,000","10,490,000","63,513,000","6,875,000","40,896,000","36,595,000","5,521,000","3,636,000","3,735,000","3,679,000","3,660,000","3,800,000","3,848,000","3,813,000",,"3,652,000","3,607,000","2,951,000",,,,,,,,,,,,,,"38,823,000","38,670,000",,,"100,000","-100,000",,"-100,000","100,000","100,000",,,"-100,000","-100,000"
TotalEquityGrossMinorityInterest,"1,867,348,000","1,505,689,000","1,486,898,000","1,473,726,000","1,483,811,000","1,576,854,000","1,544,740,000","1,483,265,000","1,437,389,000","1,415,124,000","1,344,564,000","1,292,657,000","1,451,904,000","1,458,650,000","1,420,816,000","1,420,549,000","1,442,311,000","1,027,372,000","992,970,000","1,027,716,000","1,030,422,000","1,029,413,000","944,328,000","896,869,000","886,780,000","790,817,000","786,221,000","766,585,000","751,922,000","727,365,000","717,727,000","728,555,000","699,536,000","684,599,000","667,201,000","636,843,000","622,173,000","611,532,000","575,851,000","558,894,000","550,894,000","533,415,000","569,399,000","513,583,000","504,282,000","509,850,000","503,729,000","490,248,000","480,300,000","495,069,000","558,219,000","565,248,000","572,134,000","581,252,000","559,673,000","553,552,000","551,788,000","395,977,000","388,052,000","348,577,000","343,339,000","289,638,000","234,847,000","231,629,000","230,915,000","206,255,000","207,896,000","211,452,000","216,818,000","228,993,000","120,458,000","112,272,000","71,994,000","67,491,000","63,526,000","60,023,000","57,330,000","54,294,000","51,000,000","46,500,000","42,300,000","39,900,000","36,600,000","33,900,000","33,100,000","31,900,000","29,400,000","27,300,000"
