name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
			TaxesReceivable,"1,210,000,000","1,146,000,000","1,177,000,000","1,088,000,000","1,056,000,000","1,022,000,000","1,034,000,000","1,302,000,000",,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"1,209,000,000","1,166,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,209,000,000","1,166,000,000",,,,,,,,,,"1,479,780,400",,"1,307,772,940","1,318,812,220",,,,"2,694,012,270",,,,
		Inventory,"906,000,000","965,000,000","827,000,000","819,000,000","763,000,000","709,000,000","637,000,000","586,000,000","631,000,000","708,000,000","632,000,000","978,379,080","1,069,957,200","844,066,660","853,597,410","578,341,120","515,325,470","695,668,100","901,375,820","1,219,127,300","621,118,750","420,361,380","374,545,080"
			RawMaterials,"270,000,000","242,000,000","198,000,000","205,000,000","185,000,000",,,"71,000,000",,,"75,000,000",,,,,,,,,,,,
			FinishedGoods,"612,000,000","719,000,000","615,000,000","623,000,000","580,000,000",,,"533,000,000",,,"600,000,000",,,,,,,,,,,,
			OtherInventories,"87,000,000","73,000,000","68,000,000","45,000,000","50,000,000",,,"43,000,000",,,"36,000,000",,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-63,000,000","-69,000,000","-54,000,000","-54,000,000","-52,000,000",,,"-61,000,000",,,"-79,000,000",,,,,,,,,,,,
		PrepaidAssets,"730,000,000","571,000,000","594,000,000","540,000,000","495,000,000","392,000,000","377,000,000","388,000,000","368,000,000","323,000,000","428,000,000","582,573,740","674,210,210","579,632,850","571,597,870","3,830,034,560","3,463,558,860","4,393,191,700","6,664,786,300","4,795,588,960",,,
		RestrictedCash,"0","0",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,"124,000,000","124,000,000","142,000,000",,,,,"1,429,623,840","1,426,871,910","415,494,920","1,103,679,620","1,613,081,100",,,
			CurrentDeferredTaxesAssets,,,,,,,,,"124,000,000","124,000,000","142,000,000",,,,,"1,429,623,840","1,426,871,910","415,494,920","1,103,679,620","1,613,081,100",,,
		AssetsHeldForSaleCurrent,"0","0","0","0","5,788,000,000","5,725,000,000","637,000,000","0","2,017,000,000",,,,,,,,,,,,,,
		HedgingAssetsCurrent,"12,000,000","139,000,000","34,000,000","57,000,000","387,000,000","48,000,000","101,000,000","3,000,000","66,000,000",,,,,,,,,,,,,,
		OtherCurrentAssets,"1,258,000,000","1,152,000,000","1,101,000,000","1,073,000,000","983,000,000","677,000,000","769,000,000","670,000,000","2,284,000,000","2,418,000,000","1,867,000,000","887,149,900","2,160,490,500","726,624,710","908,477,560","737,680",,,"1,123,910","1,064,740","3,356,028,830","2,338,846,380","2,885,451,660"
	TotalNonCurrentAssets,"81,316,000,000","74,701,000,000","74,035,000,000","75,844,000,000","71,330,000,000","68,216,000,000","71,751,000,000","73,853,000,000","77,548,000,000","79,146,000,000","78,352,000,000","79,818,349,100","86,224,147,050","88,386,811,570","94,199,666,700","80,371,711,360","85,225,621,990","92,664,896,860","104,518,010,450","111,246,164,680","40,593,340,130","35,674,441,740","33,273,603,090"
		NetPPE,"34,686,000,000","27,693,000,000","26,665,000,000","25,912,000,000","25,123,000,000","23,314,000,000","23,157,000,000","23,662,000,000","23,634,000,000","24,756,000,000","24,321,000,000","26,597,256,840","27,892,961,160","28,221,679,430","28,548,654,030","29,012,216,720","30,581,271,420","36,238,590,190","31,783,050,890","34,719,041,920","28,985,872,930","26,606,402,640","25,799,974,200"
			GrossPPE,"109,738,000,000","99,899,000,000","97,092,000,000","94,186,000,000","93,188,000,000","88,599,000,000","87,375,000,000","87,296,000,000","85,468,000,000","85,596,000,000","81,460,000,000","85,542,800,560","85,596,576,000","83,260,281,030","82,045,824,250","85,713,252,240","82,437,782,660","86,404,836,930","75,658,249,470","78,020,952,980","71,915,613,350","66,555,228,960","62,293,119,525"
				Properties,"13,254,000,000","7,841,000,000","7,777,000,000","7,770,000,000","7,703,000,000","7,479,000,000","7,409,000,000","7,443,000,000","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,"6,071,000,000","7,841,000,000","7,777,000,000","7,770,000,000","7,703,000,000","7,479,000,000","7,409,000,000","7,443,000,000","7,270,000,000","7,085,000,000","6,851,000,000","6,827,821,700","6,433,460,600","5,893,312,820","6,246,205,380","11,240,030,160","10,817,864,720","11,529,031,060","11,517,829,680","13,550,945,980",,,
				MachineryFurnitureEquipment,"4,049,000,000","3,943,000,000","3,949,000,000","4,007,000,000","4,017,000,000","4,122,000,000","4,081,000,000","4,110,000,000","78,198,000,000","76,753,000,000","73,714,000,000","77,398,979,980","78,170,661,510","75,362,878,160","73,716,706,100","71,782,903,120","69,005,971,180","71,064,878,840","64,140,419,790","64,470,007,000",,,
				OtherProperties,"92,435,000,000","88,115,000,000","85,366,000,000","82,409,000,000","81,468,000,000","76,998,000,000","75,885,000,000","75,743,000,000",,"1,758,000,000","895,000,000","1,315,998,880","992,453,890","2,004,090,050","2,082,912,770","2,690,318,960","2,613,946,760","3,810,927,030",,,,,
			AccumulatedDepreciation,"-75,052,000,000","-72,206,000,000","-70,427,000,000","-68,274,000,000","-68,065,000,000","-65,285,000,000","-64,218,000,000","-63,634,000,000","-61,834,000,000","-60,840,000,000","-57,139,000,000","-58,945,543,720","-57,703,614,840","-55,038,601,600","-53,497,170,220","-56,701,035,520","-51,856,511,240","-50,166,246,740","-43,875,198,580","-43,301,911,060","-42,929,740,420","-39,948,826,320","-36,493,145,325"
		GoodwillAndOtherIntangibleAssets,"42,380,000,000","41,247,000,000","41,434,000,000","41,758,000,000","41,398,000,000","36,595,000,000","36,732,000,000","37,591,000,000","38,683,000,000","40,335,000,000","38,549,000,000","45,369,636,060","48,122,696,810","50,229,543,170","52,551,543,020","41,678,920,000","42,317,828,850","46,048,463,370","53,244,112,340","52,483,164,080","2,132,673,340","1,519,440,120","680,908,410"
			Goodwill,"27,644,000,000","27,174,000,000","27,095,000,000","27,156,000,000","27,071,000,000","24,784,000,000","24,988,000,000","25,773,000,000","27,340,000,000","29,033,000,000","28,173,000,000","30,884,309,960","31,438,223,190","31,516,873,240","33,700,633,650",,,,,,,,
			OtherIntangibleAssets,"14,736,000,000","14,073,000,000","14,339,000,000","14,602,000,000","14,327,000,000","11,811,000,000","11,744,000,000","11,818,000,000","11,343,000,000","11,302,000,000","10,376,000,000","14,485,326,100","16,684,473,620","18,712,669,930","18,850,909,370","41,678,920,000","42,317,828,850","46,048,463,370","53,244,112,340","52,483,164,080","2,132,673,340","1,519,440,120","680,908,410"
		InvestmentsAndAdvances,"2,495,000,000","3,946,000,000","3,788,000,000","4,012,000,000","997,000,000","4,835,000,000","6,620,000,000","7,590,000,000","8,058,000,000","8,272,000,000","491,000,000",,,,,,,,,,,,
			LongTermEquityInvestment,"103,000,000","104,000,000","77,000,000","130,000,000","162,000,000","603,000,000","6,525,000,000","7,431,000,000",,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"103,000,000","104,000,000","77,000,000","130,000,000","162,000,000","603,000,000","6,525,000,000","7,431,000,000",,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"2,392,000,000","3,842,000,000","3,711,000,000","3,882,000,000","835,000,000","4,232,000,000","95,000,000","159,000,000",,,,,,,,,,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,"25,000,000","23,000,000",,,,,"95,000,000","159,000,000",,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"2,367,000,000","3,819,000,000","3,711,000,000","3,882,000,000","835,000,000","4,232,000,000",,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,"1,536,000,000",,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"562,000,000","263,000,000",,"915,000,000","1,297,000,000","579,000,000","36,000,000","204,000,000","428,000,000","328,000,000","180,000,000",,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,"994,000,000",,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"0","0","213,000,000","1,025,000,000",,,"1,837,000,000","1,003,000,000",,"891,000,000","2,555,000,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"992,000,000","1,366,000,000","1,825,000,000","2,116,000,000","2,430,000,000","2,817,000,000","3,251,000,000","3,594,000,000","3,551,000,000","4,424,000,000","3,739,000,000","5,154,089,500","7,284,625,270","8,249,728,720","11,011,491,020","7,112,710,560","7,913,302,980","3,899,553,240","5,377,909,350","2,539,404,900",,,
			NonCurrentDeferredTaxesAssets,"992,000,000","1,366,000,000","1,825,000,000","2,116,000,000","2,430,000,000","2,817,000,000","3,251,000,000","3,594,000,000","3,551,000,000","4,424,000,000","3,739,000,000","5,154,089,500","7,284,625,270","8,249,728,720","11,011,491,020","7,112,710,560","7,913,302,980","3,899,553,240","5,377,909,350","2,539,404,900",,,
		OtherNonCurrentAssets,"201,000,000","186,000,000","110,000,000","106,000,000","85,000,000","76,000,000","118,000,000","209,000,000","2,200,000,000","140,000,000","8,517,000,000","2,697,366,700","2,923,863,810","1,685,860,250","2,087,978,630","2,567,864,080","4,413,218,740","6,478,290,060","14,112,937,870","21,504,553,780","9,474,793,860","7,548,598,980","6,792,720,480"
TotalLiabilitiesNetMinorityInterest,"71,888,000,000","63,343,000,000","61,772,000,000","61,494,000,000","58,163,000,000","56,703,000,000","59,499,000,000","63,596,000,000","66,491,000,000","62,727,000,000","63,296,000,000","64,249,047,940","66,963,545,710","71,532,755,210","80,850,281,290","76,535,775,360","81,698,540,730","106,671,649,920","98,341,001,090","94,653,256,520","33,808,735,800","28,420,010,460","27,979,972,020"
	CurrentLiabilities,"27,693,000,000","30,296,000,000","29,036,000,000","25,386,000,000","21,626,000,000","20,015,000,000","22,156,000,000","24,917,000,000","26,172,000,000","23,591,000,000","23,744,000,000","26,915,481,460","28,324,373,390","27,486,720,130","29,978,070,860","30,936,086,160","31,756,435,820","44,845,815,230","35,024,407,330","58,787,489,620","17,381,387,100","12,293,651,880","15,289,984,710"
		PayablesAndAccruedExpenses,"11,565,000,000","11,648,000,000","11,426,000,000","10,590,000,000","10,707,000,000","9,538,000,000","9,332,000,000","11,966,000,000","10,776,000,000","12,443,000,000","9,800,000,000","9,541,710,220","9,595,321,300","10,255,334,150","10,905,952,270","14,917,364,960","16,379,250,840","15,885,056,930","15,917,937,330","15,389,751,960","5,333,670,930","4,089,357,360","4,065,450,480"
			Payables,"11,565,000,000","11,648,000,000","11,426,000,000","10,590,000,000","10,707,000,000","9,538,000,000","9,332,000,000","11,966,000,000","10,776,000,000","10,627,000,000","8,100,000,000","9,541,710,220","9,595,321,300","9,014,995,620","9,511,152,150","7,780,310,960","7,355,099,890","8,495,727,550","8,646,239,630","7,639,509,500","5,333,670,930","4,089,357,360","4,065,450,480"
				AccountsPayable,"6,682,000,000","6,736,000,000","6,522,000,000","6,211,000,000","6,227,000,000","5,775,000,000","7,540,000,000","7,697,000,000","8,151,000,000","8,274,000,000","7,795,000,000","9,541,710,220","9,595,321,300","9,014,995,620","9,511,152,150","7,780,310,960","7,355,099,890","8,495,727,550","8,646,239,630","7,639,509,500","5,333,670,930","4,089,357,360","4,065,450,480"
				TotalTaxPayable,"2,035,000,000","2,077,000,000","1,858,000,000","1,579,000,000","1,752,000,000","1,972,000,000","1,792,000,000","4,269,000,000","2,625,000,000","2,353,000,000","305,000,000",,,,,,,,,,,,
					IncomeTaxPayable,"748,000,000","755,000,000","596,000,000","338,000,000","434,000,000","684,000,000","592,000,000","2,794,000,000",,,,,,,,,,,,,,,
				OtherPayable,"2,848,000,000","2,835,000,000","3,046,000,000","2,800,000,000","2,728,000,000","1,791,000,000",,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,"1,816,000,000","1,700,000,000",,,"1,240,338,530","1,394,800,120","7,137,054,000","9,024,150,950","7,389,329,380","7,271,697,700","7,750,242,460",,,
		CurrentProvisions,"135,000,000","170,000,000","141,000,000","211,000,000","207,000,000","183,000,000","180,000,000","78,000,000","1,506,000,000","1,546,000,000","1,245,000,000",,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,261,000,000","2,392,000,000","2,448,000,000","2,266,000,000","2,214,000,000","1,984,000,000","2,009,000,000","1,948,000,000","1,829,000,000",,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,267,000,000","12,105,000,000","6,311,000,000","4,759,000,000","4,536,000,000","4,891,000,000","7,100,000,000","7,331,000,000","7,459,000,000","4,891,000,000","7,488,000,000","9,172,483,460","9,792,165,990","8,057,275,460","9,186,092,800","11,355,845,920","10,608,240,800","23,966,242,530","12,983,408,320","32,797,186,220","5,033,546,350","3,068,723,340","6,916,356,720"
			CurrentDebt,"8,204,000,000","12,105,000,000","6,311,000,000","4,759,000,000","4,536,000,000","4,891,000,000","7,100,000,000","7,331,000,000","7,459,000,000","4,891,000,000","7,488,000,000","9,172,483,460","9,792,165,990","8,057,275,460","9,186,092,800","11,355,845,920","10,608,240,800","23,966,242,530","12,983,408,320","32,797,186,220","5,033,546,350","3,068,723,340","6,916,356,720"
				OtherCurrentBorrowings,"8,204,000,000","12,105,000,000","6,311,000,000","4,759,000,000","4,536,000,000","4,891,000,000","7,100,000,000","7,331,000,000","7,459,000,000",,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,267,000,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"2,144,000,000","2,060,000,000","6,741,000,000","5,980,000,000","2,136,000,000","1,956,000,000","1,974,000,000","2,198,000,000","2,322,000,000","2,588,000,000","2,486,000,000","2,769,200,700","3,279,830,340","3,176,994,170","3,752,113,640","3,874,295,360","3,392,890,190","3,283,934,620","3,638,096,670","2,464,873,100",,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,"284,744,480","233,444,820","86,720,270","374,262,030","513,204,680",,,
			CurrentDeferredRevenue,"2,144,000,000","2,060,000,000","6,741,000,000","5,980,000,000","2,136,000,000","1,956,000,000","1,974,000,000","2,198,000,000","2,322,000,000","2,588,000,000","2,486,000,000","2,769,200,700","3,279,830,340","3,176,994,170","3,752,113,640","3,589,550,880","3,159,445,370","3,197,214,350","3,263,834,640","1,951,668,420",,,
		OtherCurrentLiabilities,"10,321,000,000","14,026,000,000","8,280,000,000","6,339,000,000","6,362,000,000","6,354,000,000","8,661,000,000","8,727,000,000","2,280,000,000","2,123,000,000","2,725,000,000","5,432,087,080","5,657,055,760","5,997,116,350","6,133,912,150","788,579,920","1,376,053,990","1,710,581,150","2,484,965,010","8,135,678,340","7,014,169,820","5,135,571,180","4,308,177,510"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"44,195,000,000","33,047,000,000","32,736,000,000","36,108,000,000","36,537,000,000","36,688,000,000","37,343,000,000","38,679,000,000","40,319,000,000","39,136,000,000","39,552,000,000","37,333,566,480","38,639,172,320","44,046,035,080","50,872,210,430","45,599,689,200","49,942,104,910","61,825,834,690","63,316,593,760","35,865,766,900","16,427,348,700","16,126,358,580","12,689,987,310"
		LongTermProvisions,"906,000,000","995,000,000","1,025,000,000","901,000,000","940,000,000","1,048,000,000","842,000,000","784,000,000","991,000,000","1,009,000,000","1,010,000,000",,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"5,225,000,000","26,749,000,000","26,293,000,000","28,909,000,000","29,528,000,000","29,482,000,000","30,295,000,000","31,883,000,000","34,192,000,000","33,792,000,000","31,483,000,000","33,504,095,940","34,129,577,070","38,063,314,840","42,603,882,600","35,998,784,000","38,696,258,020","46,859,440,840","54,638,884,650","30,631,505,060","12,242,499,010","12,093,276,780","8,943,627,420"
			LongTermDebt,"33,148,000,000","26,749,000,000","26,293,000,000","28,909,000,000","29,528,000,000","29,482,000,000","30,295,000,000","31,883,000,000","34,192,000,000","33,792,000,000","31,483,000,000","33,504,095,940","34,129,577,070","38,063,314,840","42,603,882,600","35,998,784,000","38,696,258,020","46,859,440,840","54,638,884,650","30,631,505,060","12,242,499,010","12,093,276,780","8,943,627,420"
			LongTermCapitalLeaseObligation,"5,225,000,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"703,000,000","631,000,000","611,000,000","1,176,000,000","879,000,000","957,000,000","954,000,000","1,102,000,000","1,264,000,000","1,265,000,000","1,090,000,000","1,290,856,980","1,442,384,610","1,748,748,520","3,717,496,930",,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"703,000,000","631,000,000","611,000,000","658,000,000","879,000,000","957,000,000","954,000,000","1,102,000,000","1,264,000,000","1,265,000,000","1,090,000,000","1,290,856,980","1,442,384,610","1,748,748,520","3,717,496,930",,,,,,,,
			NonCurrentDeferredRevenue,,,,"518,000,000",,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"817,000,000","612,000,000","610,000,000","907,000,000","1,004,000,000","564,000,000","349,000,000","337,000,000",,,,,,,,,,,,,,,
		EmployeeBenefits,"2,554,000,000","2,823,000,000","2,674,000,000","3,029,000,000","3,142,000,000","3,239,000,000","2,924,000,000","2,989,000,000","1,688,000,000","1,826,000,000","1,077,000,000",,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,"1,688,000,000","1,826,000,000","1,077,000,000",,,,,,,,,,,,
		DerivativeProductLiabilities,"487,000,000","775,000,000","1,002,000,000","578,000,000","252,000,000","721,000,000","1,133,000,000","542,000,000","277,000,000","250,000,000","693,000,000",,,,,,,,,,,,
		OtherNonCurrentLiabilities,"33,503,000,000","27,211,000,000","26,814,000,000","29,517,000,000","30,320,000,000","30,159,000,000","31,141,000,000","32,925,000,000","1,907,000,000","994,000,000","4,199,000,000","2,538,613,560","3,067,210,640","4,233,971,720","4,550,830,900","9,600,905,200","11,245,846,890","14,966,393,850","8,677,709,110","5,234,261,840","4,184,849,690","4,033,081,800","3,746,359,890"
TotalEquityGrossMinorityInterest,"34,415,000,000","33,249,000,000","32,942,000,000","33,174,000,000","33,267,000,000","31,701,000,000","26,334,000,000","26,384,000,000","29,592,000,000","31,549,000,000","28,748,000,000","31,272,213,560","34,379,233,750","31,638,103,640","28,416,941,670","19,718,186,400","17,960,164,570","-171,534,600","29,238,518,650","35,290,807,300","20,287,229,060","17,789,045,580","14,332,712,940"
	StockholdersEquity,"31,727,000,000","30,669,000,000","30,488,000,000","30,688,000,000","30,907,000,000","29,559,000,000","24,349,000,000","24,306,000,000","27,573,000,000","29,101,000,000","26,021,000,000","27,665,428,420","29,901,874,390","26,794,191,470","24,841,288,820","15,669,060,880","12,004,939,570","-9,943,288,980","21,123,888,450","33,248,635,980","18,917,786,440","17,009,714,340","14,153,622,210"
		CapitalStock,"10,640,000,000","10,640,000,000","10,640,000,000","10,640,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,595,000,000","10,595,000,000","10,484,890,640","10,473,234,900","10,427,329,780","10,404,432,130","9,862,043,920","9,591,882,400","4,757,226,240","4,622,641,830","4,627,360,040","4,101,371,330","3,909,446,100",
			CommonStock,"10,640,000,000","10,640,000,000","10,640,000,000","10,640,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,596,000,000","10,595,000,000","10,595,000,000","10,484,890,640","10,473,234,900","10,427,329,780","10,404,432,130","9,862,043,920","9,591,882,400","4,757,226,240","4,622,641,830","4,627,360,040","4,101,371,330","3,909,446,100",
		AdditionalPaidInCapital,"16,859,000,000","16,859,000,000","16,859,000,000","16,859,000,000","16,790,000,000","16,790,000,000","16,790,000,000","16,790,000,000","15,731,000,000","15,731,000,000","15,730,000,000","15,361,700,900","15,340,854,290","15,178,803,770","15,119,903,480","12,665,965,600","15,306,516,310","24,729,571,500","24,269,712,540","24,295,237,320","6,634,542,040","6,636,252,780",
		RetainedEarnings,"-1,575,000,000","-2,633,000,000","-2,814,000,000","-2,614,000,000","3,521,000,000","2,173,000,000","-3,037,000,000","-3,080,000,000","1,246,000,000","2,775,000,000","-304,000,000","1,962,504,880","2,337,444,960","-1,031,973,780","-2,613,983,760","-3,134,402,320","-9,222,658,450","-26,149,496,800","-3,604,379,370","2,755,547,120","8,028,829,410","4,177,181,340","2,870,906,220"
		TreasuryStock,,,,,,,,,,,,,,,,,,"9,969,019,170",,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,"-143,668,000","1,749,654,370","2,220,031,700","1,931,781,280","-3,723,070,960","-3,670,006,660","-3,311,570,750","-4,164,086,550","1,570,491,500","153,043,660","2,286,834,120",
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,"-143,668,000","1,749,654,370","2,220,031,700","1,931,781,280","-6,504,862,240","-6,870,741,590","-3,311,570,750","846,304,230","59,625,440","153,043,660","-15,347,880",
			OtherEquityAdjustments,,,,,,,,,,,,,,,,"2,781,791,280","3,200,734,930",,"-5,010,390,780","1,510,866,060",,"2,302,182,000",
		OtherEquityInterest,"5,803,000,000","5,803,000,000","5,803,000,000","5,803,000,000",,,,,,,,,"685,870",,"-844,310","-1,475,360","-794,030",,,,,,"11,282,715,990"
	MinorityInterest,"2,688,000,000","2,580,000,000","2,454,000,000","2,486,000,000","2,360,000,000","2,142,000,000","1,985,000,000","2,078,000,000","2,019,000,000","2,448,000,000","2,727,000,000","3,606,785,140","4,477,359,360","4,843,912,170","3,575,652,850","4,049,125,520","5,955,225,000","9,771,754,380","8,114,630,200","2,042,171,320","1,369,442,620","779,331,240","179,090,730"
TotalCapitalization,"31,727,000,000","30,669,000,000","30,488,000,000","30,688,000,000","30,907,000,000","29,559,000,000","24,349,000,000","24,306,000,000","61,765,000,000","62,893,000,000","57,504,000,000","61,169,524,360","64,031,451,460","64,857,506,310","67,445,171,420","51,667,844,880","50,701,197,590","36,916,151,860","75,762,773,100","63,880,141,040","31,160,285,450","29,102,991,120","23,097,249,630"
CommonStockEquity,"31,727,000,000","30,669,000,000","30,488,000,000","30,688,000,000","30,907,000,000","29,559,000,000","24,349,000,000","24,306,000,000","27,573,000,000","29,101,000,000","26,021,000,000","27,665,428,420","29,901,874,390","26,794,191,470","24,841,288,820","15,669,060,880","12,004,939,570","-9,943,288,980","21,123,888,450","33,248,635,980","18,917,786,440","17,009,714,340","14,153,622,210"
CapitalLeaseObligations,"6,492,000,000",,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-10,653,000,000","-10,578,000,000","-10,946,000,000","-11,070,000,000","-10,491,000,000","-7,036,000,000","-12,383,000,000","-13,285,000,000","-11,110,000,000","-11,234,000,000","-12,528,000,000","-17,704,207,640","-18,220,822,420","-23,435,351,700","-27,710,254,200","-26,009,859,120","-30,312,889,280","-55,991,752,350","-32,120,223,890","-19,234,528,100","16,785,113,100","15,490,274,220","13,472,713,800"
WorkingCapital,"-2,706,000,000","-8,405,000,000","-8,357,000,000","-6,562,000,000","-1,526,000,000","173,000,000","-8,074,000,000","-8,790,000,000","-7,637,000,000","-8,461,000,000","-10,052,000,000","-11,212,569,060","-13,205,740,980","-12,702,672,850","-14,910,514,600","-15,053,835,760","-17,323,352,510","-31,010,596,770","-11,962,898,040","-40,089,590,480","-3,878,762,370","-1,759,037,580","-6,250,902,840"
InvestedCapital,"31,727,000,000","30,669,000,000","30,488,000,000","30,688,000,000","30,907,000,000","29,559,000,000","24,349,000,000","24,306,000,000","69,224,000,000","67,784,000,000","64,992,000,000","70,342,007,820","73,823,617,450","72,914,781,770","76,631,264,220","63,023,690,800","61,309,438,390","60,882,394,390","88,746,181,420","96,677,327,260","36,193,831,800","32,171,714,460","30,013,606,350"
TangibleBookValue,"-10,653,000,000","-10,578,000,000","-10,946,000,000","-11,070,000,000","-10,491,000,000","-7,036,000,000","-12,383,000,000","-13,285,000,000","-11,110,000,000","-11,234,000,000","-12,528,000,000","-17,704,207,640","-18,220,822,420","-23,435,351,700","-27,710,254,200","-26,009,859,120","-30,312,889,280","-55,991,752,350","-32,120,223,890","-19,234,528,100","16,785,113,100","15,490,274,220","13,472,713,800"
