name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalRevenue,"169,702,000,000","176,249,000,000","184,106,000,000","149,099,000,000","127,925,000,000","143,421,000,000","212,018,000,000","237,033,610,428.347","241,091,596,794.244","215,864,169,528.87","186,828,035,643.038","160,686,858,845.779","223,196,536,459.058","199,804,000,000","175,123,000,000","169,439,000,000","166,209,000,000","131,568,000,000","107,698,000,000","93,870,000,000","107,890,000,000","42,566,000,000","28,507,100,000","31,720,100,000","34,061,700,000","27,695,500,000","25,612,000,000","23,036,700,000","24,731,500,000"
	OperatingRevenue,"192,981,000,000","200,316,000,000","209,363,000,000","171,493,000,000","149,743,000,000","165,357,000,000","236,122,000,000","261,733,270,733.795","264,581,955,722.485","239,379,171,797.032","211,822,050,804.628","188,158,347,183.22","250,544,310,493.638","199,804,000,000","175,123,000,000","169,439,000,000","166,209,000,000","131,568,000,000","107,698,000,000","93,870,000,000","107,890,000,000","42,566,000,000","28,507,100,000","31,720,100,000","34,061,700,000","27,695,500,000","25,612,000,000","23,036,700,000","24,731,500,000"
	ExciseTaxes,"23,279,000,000","24,067,000,000","25,257,000,000","22,394,000,000","21,818,000,000","21,936,000,000","24,104,000,000","24,699,660,305.449","23,490,358,928.241","23,515,002,268.161","24,994,015,161.591","27,471,488,337.441","27,347,774,034.58",,,,,,,,,,,,,,,,
CostOfRevenue,"130,468,000,000","131,952,000,000","139,808,000,000","115,514,000,000","96,900,000,000","114,391,000,000","172,631,000,000","179,712,226,242.095","180,288,041,897.003","147,614,542,155.401","123,914,084,319.723","101,808,126,540.203","154,556,338,224.239","129,505,000,000","110,821,000,000","110,255,000,000","137,006,000,000","109,257,000,000","90,979,000,000","78,220,000,000","89,928,000,000","37,349,000,000","25,257,300,000","28,044,100,000","30,769,000,000","24,713,700,000","23,170,900,000","20,988,400,000","22,501,100,000"
GrossProfit,"39,234,000,000","44,297,000,000","44,298,000,000","33,585,000,000","31,025,000,000","29,030,000,000","39,387,000,000","57,321,384,186.252","60,803,554,897.241","68,249,627,373.469","62,913,951,323.314","58,878,732,305.576","68,640,198,234.819","70,299,000,000","64,302,000,000","59,184,000,000","29,203,000,000","22,311,000,000","16,719,000,000","15,650,000,000","17,962,000,000","5,217,000,000","3,249,800,000","3,676,000,000","3,292,700,000","2,981,800,000","2,441,100,000","2,048,300,000","2,230,400,000"
OperatingExpense,"29,016,000,000","28,945,000,000","29,036,000,000","26,566,000,000","26,433,000,000","27,181,000,000","31,110,000,000","33,110,552,625.038","32,757,161,372.233","38,598,924,243.406","38,623,487,165.847","37,860,335,835.865","36,436,784,809.422","33,612,000,000","32,455,000,000","30,724,000,000","7,447,000,000","6,257,000,000","6,084,000,000","15,875,000,000","4,576,000,000","2,499,000,000","1,627,400,000","1,506,100,000","1,536,400,000","1,681,000,000","1,243,500,000","986,700,000","986,500,000"
	SellingGeneralAndAdministration,,,,,,,,,,,,,"26,590,472,478.214","25,430,000,000","25,784,000,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,"266,000,000","225,000,000","192,000,000","344,000,000","332,000,000","254,000,000","302,411,002.789","330,626,603.539","10,495,755,297.777","11,554,728,022.343","9,777,064,588.229","8,237,046,523.93","8,182,000,000","6,912,000,000","6,404,000,000","7,865,000,000","6,432,000,000","6,306,000,000","4,545,000,000","5,101,000,000","2,499,000,000","1,627,400,000","1,506,100,000","1,536,400,000","1,681,000,000","1,243,500,000","986,700,000","986,500,000"
		DepreciationAndAmortizationInIncomeStatement,,"266,000,000","225,000,000","192,000,000","344,000,000","332,000,000","254,000,000","302,411,002.789","330,626,603.539","10,495,755,297.777","11,554,728,022.343","9,777,064,588.229","8,237,046,523.93","8,182,000,000","6,912,000,000","6,404,000,000","7,865,000,000","6,432,000,000","6,306,000,000","4,545,000,000","5,101,000,000","2,499,000,000","1,627,400,000","1,506,100,000","1,536,400,000","1,681,000,000","1,243,500,000","986,700,000","986,500,000"
			DepreciationIncomeStatement,,,,,,,,,,"9,728,468,666.969","11,199,627,610.055","9,573,614,533.784","8,011,526,575.159","7,922,000,000","6,672,000,000",,"7,448,000,000","6,257,000,000","6,083,000,000","4,261,000,000","4,576,000,000",,,,,,,,
