name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"14,887,579,000","20,645,797,599","14,228,840,064","25,069,698,964","17,533,817,274","18,201,359,529","24,216,232,565","22,103,211,220","12,772,949,714","11,231,299,689","14,197,463,684","9,902,806,960","5,059,734,442","12,551,183,627","13,155,832,989","10,245,900,000"
EnterpriseValue,"15,986,579,000","20,225,797,599","16,191,840,064","27,935,698,964","20,048,817,274","25,776,359,529","30,714,232,565","27,327,211,220","17,707,949,714","16,575,299,689","19,113,463,684","9,054,806,960","858,734,442","10,733,183,627","12,100,832,989","9,336,900,000"
PeRatio,"8.745","11.772","8.982","15.868","15.053","12.232","17.447","17.044","13.527","10.63","13.446","13.141",,"16.257","23.827","14.346"
ForwardPeRatio,"8.17","9.294",,"14.749","13.038","10.071","13.967","14.948","9.96","8.361","10.811",,,,,
PegRatio,"2.095","1.549",,"2.049","2.965","0.977","0.602","1.15","0.727","0.769","0.901",,,,,
PsRatio,"1.284","1.781","1.226","2.248","1.623","1.603","2.152","2.207","1.36","1.167","1.502","1.194","2.756","1.528","1.733","1.314"
PbRatio,"2.599","3.443","2.533","3.941","2.526","2.386","2.932","2.655","1.405","1.073","1.321","1.068","0.819","1.607","1.697","1.324"
EnterprisesValueRevenueRatio,"1.24","1.569","1.253","2.314","1.708","2.113","2.498","2.433","1.726","1.619","1.903","1.16","0.12","1.24","1.487","1.248"
