name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,686,000","3,899,000",,"3,560,000",,"3,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"3,814,000","3,676,000","3,541,000","3,410,000","3,283,000","3,384,000","3,594,000","3,799,000","4,000,000","3,962,000","3,810,000","3,662,000","3,518,000","3,378,000","3,241,000","3,108,000","2,978,000","2,852,000","2,729,000","2,609,000","2,492,000","2,379,000","2,268,000","2,161,000","2,056,000","1,954,000","1,855,000","1,758,000","1,664,000","1,573,000","1,483,000","1,397,000","1,313,000","1,231,000","1,151,000","1,073,000","998,000","925,000","853,000","783,000","717,000","651,000","587,000","525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,"0","800,000","800,000","800,000","1,110,000","27,991,000","30,975,000","33,170,000","35,288,000","22,522,000","20,021,000","22,243,000","21,425,000","23,215,000","26,917,000","26,291,000","15,238,000","19,869,000","32,459,000","35,393,000","37,861,000","29,162,000","7,801,000","15,449,000","15,453,000","3,495,000","3,848,000","3,510,000","3,473,000","3,855,000","3,867,000","3,880,000","3,846,000","3,854,000","4,070,000","4,049,000","4,086,000","4,049,000",,,,,,,,"6,142,000","9,554,000","12,144,000","13,054,000","15,068,000","15,068,000","15,068,000","15,151,507","15,151,507","11,500,666","10,072,209","11,497,209","2,039,996","2,861,736","2,861,736","2,861,736",,"3,829,279",,,"1,543,376","1,565,012","1,602,310","2,386,029",,"640,863","1,030,866",,,,
			CurrentDeferredRevenue,,,,,"0","800,000","800,000","800,000","1,110,000","27,991,000","30,975,000","33,170,000","35,288,000","22,522,000","20,021,000","22,243,000","21,425,000","23,215,000","26,917,000","26,291,000","15,238,000","19,869,000","32,459,000","35,393,000","37,861,000","29,162,000","7,801,000","15,449,000","15,453,000","3,495,000","3,848,000","3,510,000","3,473,000","3,855,000","3,867,000","3,880,000","3,846,000","3,854,000","4,070,000","4,049,000","4,086,000","4,049,000",,,,,,,,"6,142,000","9,554,000","12,144,000","13,054,000","15,068,000","15,068,000","15,068,000","15,151,507","15,151,507","11,500,666","10,072,209","11,497,209","2,039,996","2,861,736","2,861,736","2,861,736",,"3,829,279",,,"1,543,376","1,565,012","1,602,310","2,386,029",,"640,863","1,030,866",,,,
		OtherCurrentLiabilities,,,,,,,,,"27,595,000",,,,,,,,,,"852,000","2,023,000","474,000","1,403,000",,,,,,"993,000","2,587,000","4,100,000","6,191,000",,,,,,,"280,000","2,195,000",,,,"4,245,000","1,753,000",,,,,,,,,,,,,,"37,571,594","37,194,714","36,825,649",,,,,,"4,074,371",,,,,,"693,202",,"4,165,014",,,"220,000","378,854","378,854",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"57,691,000","59,026,000","55,368,000","54,907,000","50,727,000","56,766,000","57,805,000","58,806,000","59,804,000","60,960,000","62,144,000","63,264,000","64,736,000","145,663,000","149,678,000","153,333,000","153,354,000","156,348,000","159,895,000","158,991,000","161,678,000","164,340,000","170,534,000","174,675,000","177,206,000","122,831,000","126,424,000","128,999,000","132,653,000","128,295,000","132,476,000","130,790,000","132,207,000","131,480,000","131,756,000","132,614,000","149,481,000","149,138,000","135,631,000","139,946,000","141,024,000","145,892,000","91,238,000","90,679,000","76,500,000","131,223,000","131,526,000","130,315,000","120,840,000","116,309,000","115,827,000","66,889,000","66,349,000","67,600,000","69,445,000","71,302,000","73,162,171","37,435,948","39,664,452","30,422,451","61,855,843","42,502,307","41,947,642","41,400,485","40,820,900","2,374,433","2,704,186","3,049,213","3,403,124","1,180,996","1,275,483","1,475,956","1,664,786","1,848,125","2,076,888","2,259,156","2,311,526","2,453,730","3,583,942","7,398,383"
		LongTermDebtAndCapitalLeaseObligation,"45,613,000","46,617,000","47,598,000","48,539,000","49,426,000","55,332,000","56,179,000","56,989,000","57,748,000","58,716,000","59,773,000","60,788,000","61,748,000","62,678,000","63,583,000","64,450,000","65,267,000","66,056,000","66,824,000","67,558,000","68,245,000","68,908,000","69,553,000","70,167,000","70,738,000","71,288,000","71,821,000","72,328,000","72,794,000","73,242,000","73,676,000","86,268,000","89,156,000","88,584,000","88,082,000","75,483,000","103,174,000","76,046,000","132,529,000","76,556,000","133,818,000","86,048,000","85,756,000","85,431,000","62,657,000","70,889,000","71,723,000","71,032,000",,"62,115,000","62,149,000",,,,"13,582,000",,,"13,428,944",,,,"13,194,494","13,129,663",,,"210","534","16,135","45,737","80,584","140,763","267,938","402,092","532,087","703,390","832,314","960,517","1,084,388","2,173,181","2,077,827"
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,182,000","14,698,000","13,769,000","12,923,000",,"27,403,000",,"56,218,000",,"57,049,000","9,078,000","8,592,000","8,091,000",,"8,113,000","71,723,000","71,032,000",,,,,,,,,,"13,428,944",,,,"13,194,494","13,129,663",,,,,,,,,,,"532,087",,,"960,517","1,084,388","2,173,181","2,077,827"
			LongTermCapitalLeaseObligation,"45,613,000","46,617,000","47,598,000","48,539,000","49,426,000","55,332,000","56,179,000","56,989,000","57,748,000","58,716,000","59,773,000","60,788,000","61,748,000","62,678,000","63,583,000","64,450,000","65,267,000","66,056,000","66,824,000","67,558,000","68,245,000","68,908,000","69,553,000","70,167,000","70,738,000","71,288,000","71,821,000","72,328,000","72,794,000","73,242,000","73,676,000","74,086,000","74,458,000","74,815,000","75,159,000","75,483,000","75,771,000","76,046,000","76,311,000","76,556,000","76,769,000","76,970,000","77,164,000","77,340,000","62,657,000","62,776,000",,,,"62,115,000","62,149,000",,,,"13,582,000",,,,,,,,,,,"210","534","16,135","45,737","80,584","140,763","267,938","402,092",,"703,390","832,314",,,,
		NonCurrentDeferredLiabilities,,,,,"0","415,000","615,000","815,000","1,067,000","1,267,000","1,467,000","1,667,000","2,167,000","82,132,000","85,260,000","88,883,000","88,087,000","90,292,000","93,071,000","91,433,000","93,433,000","95,432,000","96,985,000","99,506,000","101,576,000","46,602,000","45,562,000","46,481,000","47,404,000","43,650,000","44,229,000","40,530,000","41,434,000","41,619,000","42,630,000","43,639,000","44,643,000","45,640,000","489,000","530,000","564,000","1,533,000","5,482,000","5,248,000","534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","935,000","801,000","534,000","534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,"0","415,000","615,000","815,000","1,067,000","1,267,000","1,467,000","1,667,000","2,167,000","82,132,000","85,260,000","88,389,000","87,617,000","89,845,000","92,648,000","91,035,000","93,064,000","95,092,000","96,673,000","99,225,000","101,329,000","46,389,000","45,382,000","46,332,000","47,282,000","43,650,000","44,229,000","40,530,000","41,434,000","41,619,000","42,630,000","43,269,000","44,643,000","45,192,000","489,000",,"564,000","598,000","4,681,000","4,714,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuetoRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,151,000",,"25,947,000",,"57,637,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,"0","0","3,996,000","5,002,000","4,892,000","4,941,000","9,041,000","10,190,000","12,455,000","11,403,000","14,571,000","3,992,000","1,617,000","1,277,000","1,044,000","1,225,000","1,664,000","1,505,000","2,613,000","5,223,000","6,642,000","11,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,566,000","55,009,000","54,462,000","53,922,000","53,382,000","52,846,000","52,322,000","51,808,000","51,288,000","50,774,000","50,270,000","49,776,871","11,705,976","11,588,554",,"29,092,228","28,263,485","27,438,411","26,620,846","25,776,104",,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"12,078,000","12,409,000","7,770,000","6,368,000","1,301,000","1,019,000","1,011,000","1,002,000","989,000","977,000","904,000","809,000","821,000","853,000","835,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"46,596,000",,,"13,309,000","4,768,000","4,794,000","4,821,000","66,918,000","812,000","832,000","14,567,000","14,541,000","16,312,000","5,089,000","21,032,000","23,385,300","12,301,028","28,075,898",,"32,763,615","1,044,328","1,379,568","14,779,639","15,044,796","2,374,223","2,703,652","3,033,078","3,357,387","1,100,412","1,134,720","1,208,018","1,262,694","1,316,038","1,373,498","1,426,842","1,351,009","1,369,342","1,410,761","5,320,556"
TotalEquityGrossMinorityInterest,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","218,121,000","82,523,000","26,656,000","40,395,000","4,077,000","13,559,000","37,558,000","53,542,000","82,201,000","107,358,000","128,934,000","47,345,000","76,286,000","102,842,000","126,055,000","91,857,000","112,072,000","124,942,000","80,422,000","98,639,000","117,266,000","107,775,000","44,826,000","10,562,000","35,139,000","60,158,000","77,849,000","80,015,000","105,706,000","77,666,000","68,735,000","74,567,000","99,860,000","44,938,000","64,992,000","117,632,000","176,563,000","231,184,000","295,610,000","336,377,000","271,628,000","300,724,000","336,886,000","366,115,000","235,285,000","253,421,000","266,023,000","99,540,340","118,503,001","134,222,677","150,210,817","126,722,986","140,996,302","153,780,451","171,519,939","183,148,132","211,021,758","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","271,321,276","272,181,910","151,177,620","148,784,325","146,357,357","30,659,505","22,402,900"
	StockholdersEquity,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","218,671,000","82,775,000","26,609,000","39,904,000","3,328,000","13,559,000","37,558,000","53,542,000","82,201,000","107,358,000","128,934,000","47,345,000","76,286,000","102,842,000","126,055,000","91,857,000","112,072,000","124,942,000","80,422,000","98,639,000","117,266,000","107,775,000","44,826,000","10,562,000","35,139,000","60,158,000","77,849,000","80,015,000","105,706,000","77,666,000","68,735,000","74,567,000","99,860,000","44,938,000","64,992,000","117,632,000","176,563,000","231,184,000","295,610,000","336,377,000","271,628,000","300,724,000","336,886,000","366,115,000","235,285,000","253,421,000","266,023,000","99,540,340","118,503,001","134,222,677","150,210,817","126,722,986","140,996,302","153,780,451","171,519,939","183,148,132","211,021,758","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","271,321,276","272,181,910","151,177,620","148,784,325","146,357,357","30,659,505","22,402,900"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","3,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","21,000","18,000","15,000","15,000","15,000","14,000","12,000","12,000","12,000","10,000","10,000","10,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","6,000","6,000","6,000","6,000","5,000","5,000","5,000","3,862","3,851","3,845","3,839","2,972","2,880","2,874","2,871","2,867","2,859","2,855","2,851","2,775","2,772","2,769","2,761","2,759","2,757","2,680","2,274","2,268","2,268","48,317,203","38,797,569"
			PreferredStock,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,317,013","38,797,410"
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","3,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","24,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","22,000","21,000","18,000","15,000","15,000","15,000","14,000","12,000","12,000","12,000","10,000","10,000","10,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","6,000","6,000","6,000","6,000","5,000","5,000","5,000","3,862","3,851","3,845","3,839","2,972","2,880","2,874","2,871","2,867","2,859","2,855","2,851","2,775","2,772","2,769","2,761","2,759","2,757","2,680","2,274","2,268","2,268","190","159"
		AdditionalPaidInCapital,"2,173,154,000","2,159,445,000","2,141,498,000","2,123,348,000","2,106,960,000","2,100,594,000","2,093,958,000","2,087,487,000","1,698,543,000","1,695,997,000","1,527,306,000","1,449,712,000","1,441,715,000","1,439,745,000","1,438,313,000","1,433,890,000","1,430,917,000","1,427,529,000","1,423,387,000","1,418,683,000","1,312,656,000","1,308,735,000","1,304,680,000","1,299,968,000","1,293,840,000","1,290,731,000","1,287,704,000","1,283,672,000","1,281,426,000","1,279,478,000","1,255,055,000","1,167,775,000","1,108,625,000","1,107,746,000","1,106,882,000","1,105,981,000","1,087,228,000","1,085,918,000","1,024,609,000","987,549,000","961,269,000","959,239,000","868,594,000","852,889,000","859,374,000","856,614,000","852,174,000","849,882,000","838,913,000","733,198,000","729,500,000","726,537,000","723,363,000","556,172,000","554,282,000","547,851,000","368,932,934","368,391,848","368,105,375","367,851,391","319,539,956","315,843,330","315,778,717","316,022,676","315,861,773","306,166,625","305,991,857","305,777,404","300,887,917","301,060,856","300,945,199","300,785,395","300,649,789","300,578,412","281,240,425","177,697,979","177,373,030","174,894,956","10,609,533","7,107,750"
		RetainedEarnings,"-1,102,997,000","-1,014,686,000","-941,821,000","-880,418,000","-1,500,552,000","-1,569,263,000","-1,534,948,000","-1,503,116,000","-1,490,187,000","-1,476,502,000","-1,444,149,000","-1,420,832,000","-1,398,736,000","-1,437,308,000","-1,424,951,000","-1,397,768,000","-1,376,220,000","-1,345,761,000","-1,319,343,000","-1,292,536,000","-1,268,241,000","-1,236,180,000","-1,225,508,000","-1,232,988,000","-1,207,733,000","-1,184,274,000","-1,167,074,000","-1,207,174,000","-1,188,298,000","-1,167,018,000","-1,151,497,000","-1,106,328,000","-1,079,751,000","-1,056,069,000","-1,033,333,000","-1,010,425,000","-989,121,000","-960,880,000","-924,614,000","-895,857,000","-864,587,000","-834,815,000","-799,980,000","-761,997,000","-718,936,000","-656,455,000","-600,271,000","-534,456,000","-479,451,000","-438,525,000","-405,712,000","-366,580,000","-334,171,000","-297,762,000","-277,624,000","-258,611,000","-245,892,203","-226,322,574","-210,190,854","-193,841,472","-168,806,515","-150,613,338","-136,988,884","-120,032,955","-107,525,478","-92,853,050","-80,977,415","-69,215,100","-60,403,665","-51,625,122","-41,357,099","-34,043,461","-27,573,727","-24,771,243","-22,751,689","-19,606,009","-20,691,003","-21,755,909","-20,337,315","-17,451,233"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000","23,070,000",,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"1,303,000","1,442,000","1,307,000","502,000","-155,000","-20,000","-177,000","-241,000","-1,216,000","-828,000","-385,000","-2,295,000","-3,099,000","867,000","173,000","1,412,000","-1,179,000","409,000","3,290,000","2,763,000","2,908,000","3,709,000","23,648,000","59,053,000","5,728,000","5,593,000","4,290,000","3,902,000","5,489,000","4,784,000","4,196,000","6,431,000","4,743,000","6,517,000","9,664,000","5,349,000","4,966,000","3,726,000","729,000","103,000","945,000","1,196,000","-614,000","-1,938,000","256,000","-534,000","2,343,000","3,246,000","-23,000","19,000",,"-7,000","-13,000","-60,000","-172,000","-152,000","-434,253","-500,124","-625,689","-732,941","-943,427","-1,166,570","-1,942,256","-1,402,653","-2,121,030","-2,294,676","-1,624,724","-2,190,252","1,564,674","362,090","-1,685,888","-3,363,697","-3,605,143","-4,488,650","13,690,494","-6,916,624","-7,899,970","-6,783,958","-7,929,916","-6,051,186"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,700,000",,"-900,000",,,,,,,,,,,,,,,,,,,,,,,"-1",,,,,,,,,,,,,
	MinorityInterest,,,,,,,,,,"-550,000","-252,000","47,000","491,000","749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","218,671,000","82,775,000","26,609,000","39,904,000","3,328,000","13,559,000","37,558,000","53,542,000","82,201,000","107,358,000","128,934,000","47,345,000","76,286,000","102,842,000","126,055,000","91,857,000","112,072,000","124,942,000","80,422,000","98,639,000","117,266,000","107,775,000","57,008,000","25,260,000","48,908,000","73,081,000","77,849,000","107,418,000","105,706,000","133,884,000","68,735,000","131,616,000","108,938,000","53,530,000","73,083,000","117,632,000","184,676,000","302,907,000","366,642,000","336,377,000","271,628,000","300,724,000","336,886,000","366,115,000","235,285,000","253,421,000","266,023,000","99,540,340","131,931,945","134,222,677","150,210,817","126,722,986","154,190,796","166,910,114","171,519,939","183,148,132","211,021,758","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","271,853,363","272,181,910","151,177,620","149,744,842","147,441,745","32,832,686","24,480,727"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,317,013","38,797,410"
CommonStockEquity,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","218,671,000","82,775,000","26,609,000","39,904,000","3,328,000","13,559,000","37,558,000","53,542,000","82,201,000","107,358,000","128,934,000","47,345,000","76,286,000","102,842,000","126,055,000","91,857,000","112,072,000","124,942,000","80,422,000","98,639,000","117,266,000","107,775,000","44,826,000","10,562,000","35,139,000","60,158,000","77,849,000","80,015,000","105,706,000","77,666,000","68,735,000","74,567,000","99,860,000","44,938,000","64,992,000","117,632,000","176,563,000","231,184,000","295,610,000","336,377,000","271,628,000","300,724,000","336,886,000","366,115,000","235,285,000","253,421,000","266,023,000","99,540,340","118,503,001","134,222,677","150,210,817","126,722,986","140,996,302","153,780,451","171,519,939","183,148,132","211,021,758","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","271,321,276","272,181,910","151,177,620","148,784,325","146,357,357","-17,657,508","-16,394,510"
CapitalLeaseObligations,"49,427,000","50,293,000","51,139,000","51,949,000","52,709,000","58,716,000","59,773,000","60,788,000","61,748,000","62,678,000","63,583,000","64,450,000","65,266,000","66,056,000","66,824,000","67,558,000","68,245,000","68,908,000","69,553,000","70,167,000","70,737,000","71,287,000","71,821,000","72,328,000","72,794,000","73,242,000","73,676,000","74,086,000","74,458,000","74,815,000","75,159,000","75,483,000","75,771,000","76,046,000","76,310,000","76,556,000","76,769,000","76,971,000","77,164,000","77,339,000","77,486,000","77,621,000","77,751,000","77,865,000","62,657,000","62,776,000",,,,"62,115,000","62,149,000",,,,"13,582,000",,,,,,,,,,,"210","534","16,135","45,737","80,584","140,763","267,938","402,092",,"703,390","832,314",,,,
NetTangibleAssets,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","217,120,000","80,895,000","24,506,000","37,547,000","-4,190,000","5,935,000","29,613,000","45,767,000","74,080,000","98,698,000","120,434,000","38,863,000","67,309,000","92,983,000","115,984,000","81,675,000","101,860,000","115,003,000","70,354,000","88,028,000","106,751,000","97,268,000","33,514,000","-470,000","23,460,000","47,361,000","65,997,000","67,984,000","93,580,000","66,161,000","56,462,000","61,444,000","84,890,000","29,985,000","50,107,000","101,370,000","160,325,000","213,145,000","276,581,000","331,502,000","266,369,000","295,080,000","330,858,000","359,703,000","228,489,000","246,240,000","258,458,000","99,540,340","110,169,532","125,504,959","141,108,850","126,722,986","131,125,837","153,780,451","160,880,976","183,148,132","199,614,297","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","256,839,823","257,316,208","135,927,669","148,784,325","146,357,357","30,659,505","22,402,900"
WorkingCapital,"714,967,000","769,565,000","1,000,576,000","1,094,209,000","430,807,000","550,525,000","580,363,000","607,334,000","208,953,000","234,961,000","98,900,000","42,497,000","56,010,000","74,359,000","85,162,000","109,642,000","124,942,000","152,638,000","174,100,000","194,260,000","114,534,000","153,031,000","182,438,000","209,402,000","178,066,000","146,762,000","163,832,000","121,433,000","141,245,000","155,094,000","148,500,000","79,792,000","45,900,000","64,004,000","83,619,000","103,182,000","119,940,000","143,586,000","103,065,000","95,476,000","100,586,000","127,553,000","18,579,000","36,110,000","69,784,000","186,943,000","238,745,000","306,364,000","378,959,000","315,218,000","346,197,000","335,020,000","363,685,000","233,769,000","254,208,000","273,581,000","109,081,281","91,258,777","111,434,587","116,853,924","123,449,795","116,263,524","127,423,700","142,858,294","152,846,479","144,232,907","157,116,938","173,250,086","183,874,430","198,872,398","211,859,812","218,498,721","227,473,578","239,036,423","244,035,781","125,796,525","146,598,366","144,029,439","30,444,624","26,806,616"
InvestedCapital,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","218,671,000","82,775,000","26,609,000","39,904,000","3,328,000","13,559,000","37,558,000","53,542,000","82,201,000","107,358,000","128,934,000","47,345,000","76,286,000","102,842,000","126,055,000","91,857,000","112,072,000","124,942,000","80,422,000","98,639,000","117,266,000","107,775,000","57,008,000","25,260,000","52,594,000","76,980,000","77,849,000","128,760,000","105,706,000","136,963,000","68,735,000","131,616,000","108,938,000","53,530,000","73,083,000","118,042,000","185,037,000","303,221,000","366,905,000","336,608,000","271,845,000","300,926,000","336,886,000","366,115,000","235,285,000","253,421,000","266,023,000","99,540,340","131,931,945","134,222,677","150,210,817","126,722,986","154,190,796","166,910,461","171,533,076","183,192,006","211,104,727","223,535,314","238,715,811","246,563,504","250,257,202","258,427,505","263,893,584","269,973,065","272,340,427","272,688,614","151,671,452","150,225,380","147,907,234","-15,030,760","-13,928,930"
TangibleBookValue,"1,071,465,000","1,146,206,000","1,200,989,000","1,243,437,000","606,258,000","531,316,000","558,838,000","584,135,000","207,144,000","217,120,000","80,895,000","24,506,000","37,547,000","-4,190,000","5,935,000","29,613,000","45,767,000","74,080,000","98,698,000","120,434,000","38,863,000","67,309,000","92,983,000","115,984,000","81,675,000","101,860,000","115,003,000","70,354,000","88,028,000","106,751,000","97,268,000","33,514,000","-470,000","23,460,000","47,361,000","65,997,000","67,984,000","93,580,000","66,161,000","56,462,000","61,444,000","84,890,000","29,985,000","50,107,000","101,370,000","160,325,000","213,145,000","276,581,000","331,502,000","266,369,000","295,080,000","330,858,000","359,703,000","228,489,000","246,240,000","258,458,000","99,540,340","110,169,532","125,504,959","141,108,850","126,722,986","131,125,837","153,780,451","160,880,976","183,148,132","199,614,297","223,392,572","234,374,903","242,051,701","249,800,596","257,904,981","263,380,998","269,473,678","256,839,823","257,316,208","135,927,669","148,784,325","146,357,357","-17,657,508","-16,394,510"
TotalDebt,"49,427,000","50,293,000","51,139,000","51,949,000","52,709,000","58,716,000","59,773,000","60,788,000","61,748,000","62,678,000","63,583,000","64,450,000","65,266,000","66,056,000","66,824,000","67,558,000","68,245,000","68,908,000","69,553,000","70,167,000","70,737,000","71,287,000","71,821,000","72,328,000","72,794,000","73,242,000","73,676,000","74,086,000","74,458,000","74,815,000","75,159,000","87,665,000","90,469,000","93,501,000","93,132,000","76,556,000","125,514,000","76,971,000","136,461,000","77,339,000","134,535,000","86,699,000","86,343,000","85,956,000","63,067,000","71,250,000","72,037,000","71,295,000","231,000","62,332,000","62,351,000",,,,"13,582,000",,,"13,428,944",,,,"13,194,494","13,130,010","13,137","43,874","83,179","143,276","4,357,043","4,557,540","537,190","663,287","780,524","901,479","1,019,151","1,210,094","1,326,146","1,441,055","1,549,877","2,626,748","2,465,580"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"50,170,953","49,825,162","49,802,573","49,548,646","49,422,991","49,400,000","49,300,000","49,196,685","39,280,687","39,220,245","31,775,010","24,772,875","24,340,080","24,300,000","24,295,492","24,295,492","24,287,117","24,200,334","24,200,334","24,200,334","22,032,164","21,948,473","21,948,473","21,948,473","21,881,624","21,766,869","21,766,869","21,766,869","21,747,645","21,747,645","21,681,795","18,049,187","14,909,281","14,609,281","14,609,281","13,374,428","12,451,580","12,151,580","12,151,580","10,112,708","9,581,389","9,281,389","7,410,010","7,410,010","7,710,010","7,404,408","7,395,428","7,384,400","7,384,400","7,217,238","6,105,248","6,095,449","5,777,140","4,746,517","4,735,597","4,725,161","3,549,057","3,538,780","3,532,080","3,520,586","2,656,641","2,653,149","2,531,876","2,559,282","2,555,902","2,856,853","2,856,853","2,844,286","2,758,504","2,771,675","2,768,845","2,766,225","2,758,504","2,757,167","2,755,878","2,274,743","2,268,831","2,268,356","2,268,381","2,268,381"
