name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"8,068,000,000","7,792,000,000","7,316,000,000","6,554,000,000","6,232,000,000","6,712,000,000","6,620,000,000","6,133,000,000","5,695,000,000","5,177,000,000","4,981,500,000","4,303,200,000","4,931,600,000","4,707,600,000","4,583,200,000","4,391,600,000","3,902,900,000","3,660,700,000","3,665,600,000","3,698,600,000","3,655,100,000","3,496,400,000","3,516,500,000","3,716,800,000"
	OperatingRevenue,"8,068,000,000","7,792,000,000","7,316,000,000","6,554,000,000","6,232,000,000","6,712,000,000","6,464,000,000","5,982,000,000","5,550,000,000","5,177,000,000","4,981,500,000","4,303,200,000","4,931,600,000","4,678,223,929.9","4,578,250,650.3","4,285,464,576.65","3,897,194,947.55","3,490,342,697.25","3,679,546,935.6","3,708,940,794.3","3,655,100,000","3,496,400,000","3,516,500,000","3,716,800,000"
CostOfRevenue,"3,505,000,000","3,475,000,000","3,413,000,000","2,705,000,000","2,749,000,000","3,032,000,000","3,300,000,000","3,409,000,000","3,488,000,000","2,294,000,000","1,944,800,000","1,639,000,000","2,077,400,000","2,232,481,886.95","2,188,633,429.8","1,630,190,705.8","1,445,583,550.95","1,151,442,563.25","1,334,659,274.4","2,530,253,626.2",,,,
	Fuel,"885,000,000","882,000,000","918,000,000","677,000,000","567,000,000","708,000,000","1,048,000,000","1,004,000,000","999,000,000","968,000,000","728,100,000","580,200,000","1,005,800,000",,,,,,,,,,,
	RentandLandingFeesCostofRevenue,"138,000,000","137,000,000","130,000,000","142,000,000","173,000,000","174,000,000","155,000,000","173,000,000","206,000,000","209,000,000","206,000,000","184,800,000","182,200,000",,,,,,,,,,,
	DDACostofRevenue,"738,000,000","706,000,000","696,000,000","661,000,000","640,000,000","595,000,000","552,000,000","565,000,000","539,000,000",,,,,,,,,,,,,,,
	OtherCostofRevenue,"1,744,000,000","1,750,000,000","1,669,000,000","1,225,000,000","1,369,000,000","1,555,000,000","1,545,000,000","1,667,000,000","1,744,000,000","1,117,000,000","1,010,700,000","874,000,000","889,400,000",,,,,,,,,,,
GrossProfit,"4,563,000,000","4,317,000,000","3,903,000,000","3,849,000,000","3,483,000,000","3,680,000,000","3,320,000,000","2,724,000,000","2,207,000,000","2,883,000,000","3,036,700,000","2,664,200,000","2,854,200,000","2,475,118,113.05","2,394,566,570.2","2,761,409,294.2","2,457,316,449.05","2,509,257,436.75","2,330,940,725.6","1,168,346,373.8",,,,
OperatingExpense,"1,054,000,000","1,065,000,000","1,040,000,000","999,000,000","943,000,000","1,060,000,000","982,000,000","851,000,000","910,000,000","1,916,000,000","1,920,600,000","1,764,100,000","1,796,800,000","3,543,400,000","3,454,600,000","3,390,153,695.45","3,114,505,653.85","2,919,282,605","2,809,100,000","2,840,283,325.2","2,809,900,000","3,234,700,000","2,780,500,000","2,914,700,000"
	SellingGeneralAndAdministration,"504,000,000","500,000,000","485,000,000","463,000,000","451,000,000","482,000,000","550,000,000","559,000,000","600,000,000","1,426,000,000","1,431,000,000","1,275,200,000","1,305,500,000","819,752,774.4","798,636,836.7","1,328,139,824","1,257,759,160.65","1,395,213,895.5","1,135,403,839.8",,,,"591,600,000","616,600,000"
