name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
		AllowanceForLoansAndLeaseLosses,"249,989,000","230,005,000","195,959,000","213,495,000","195,023,000","164,392,000","135,071,000","107,433,000","86,162,000",,"58,184,000","36,987,000",,"13,829,000","10,050,000","7,660,000",,
		UnearnedIncome,"27,252,000","28,547,000","29,494,000","23,706,000","19,529,000","19,492,000","11,515,000","3,037,000","-2,965,000",,,,,"-1,524,000","-1,285,000","-498,000",,
	Receivables,"147,527,000","141,829,000","117,070,000","102,963,000","94,006,000","79,687,000","71,668,000","64,367,000","60,533,000","53,211,000","43,193,000","36,326,000","32,796,000","29,338,000","20,817,000","12,802,000",,
		AccountsReceivable,"147,527,000","141,829,000","117,070,000","102,963,000","94,006,000","79,687,000","71,668,000","64,367,000","60,533,000","53,211,000","43,193,000","36,326,000",,"29,338,000","20,817,000","12,802,000",,
			GrossAccountsReceivable,,,,,,,,,"60,533,000","53,211,000","43,193,000","36,326,000",,"29,338,000","20,817,000","12,802,000",,
	NetPPE,"283,997,000","59,051,000","61,571,000","50,698,000","44,161,000","40,996,000","36,331,000","32,192,000","30,574,000","29,385,000","31,802,000","33,221,000","27,107,000","22,221,000","17,785,000","14,186,000",,
		GrossPPE,"399,241,000","154,147,000","142,660,000","120,330,000","106,501,000","98,303,000","83,422,000","71,063,000","62,514,000","55,214,000","52,402,000","51,541,000",,,,,,
			MachineryFurnitureEquipment,"91,227,000","79,025,000","68,513,000","56,347,000","49,727,000","42,179,000","32,804,000","25,656,000","21,360,000","18,597,000","16,009,000","16,328,000",,,,,,
			Leases,"90,436,000","75,122,000","74,147,000","63,983,000","56,774,000","56,124,000","50,618,000","45,407,000","41,154,000","36,617,000","36,393,000","35,213,000",,,,,,
			OtherProperties,"217,578,000",,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-115,244,000","-95,096,000","-81,089,000","-69,632,000","-62,340,000","-57,307,000","-47,091,000","-38,871,000","-31,940,000","-25,829,000","-20,600,000","-18,320,000",,,,,,
	OtherAssets,"767,678,000","718,240,000","576,741,000","459,700,000","388,623,000","288,918,000","380,666,000","311,525,000","261,219,000","248,842,000","191,110,000","194,159,000","393,746,000","133,984,000","141,861,000","40,257,000","235,871,000","210,523,000"
TotalLiabilitiesNetMinorityInterest,"45,846,611,000","42,957,676,000","39,086,029,000","35,435,347,000","30,558,711,000","24,822,402,000","20,576,724,000","15,805,730,000","13,258,004,000","10,728,542,000","8,342,453,000","6,494,064,000","5,419,416,000","5,006,827,000","4,033,956,000","3,017,437,000","1,782,211,000","992,839,000"
	TotalDeposits,"40,383,207,000","36,378,773,000","33,439,827,000","31,861,260,000","26,773,923,000","22,620,275,000","17,057,097,000","14,082,652,000","11,754,138,000","9,441,227,000","7,222,546,000","5,387,886,000","4,511,890,000","4,211,159,000","3,487,733,000","2,580,707,000","1,572,867,000",
		InterestBearingDepositsLiabilities,"27,366,276,000","24,362,576,000","22,086,789,000","21,340,731,000","18,206,623,000","15,555,316,000","11,665,614,000","9,637,688,000","8,605,702,000","6,991,259,000","5,252,812,000","3,824,479,000","3,213,322,000","2,624,719,000","2,210,526,000","1,821,426,000",,
			CustomerAccounts,"27,366,276,000","24,362,576,000","22,086,789,000","21,340,731,000","18,206,623,000","15,555,316,000","11,665,614,000","9,637,688,000","8,605,702,000","6,991,259,000","5,252,812,000","3,824,479,000","3,213,322,000","2,624,719,000","2,210,526,000","1,821,426,000",,
		NonInterestBearingDeposits,"13,016,931,000","12,016,197,000","11,353,038,000","10,520,529,000","8,567,300,000","7,064,959,000","5,391,483,000","4,444,964,000","3,148,436,000","2,449,968,000","1,969,734,000","1,563,407,000","1,298,568,000","1,586,440,000","1,277,207,000","759,281,000",,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"150,000,000","820,000,000","790,000,000","893,000,000","817,000,000","715,000,000","1,065,000,000","995,000,000","750,800,000","658,000,000","697,000,000","785,000,000",,"467,000,000","260,000,000","115,000,000",,
	PayablesAndAccruedExpenses,"472,554,000","530,729,000","403,821,000","373,599,000","247,625,000","151,964,000","149,314,000","138,078,000","78,066,000","65,115,000","111,007,000","56,278,000","90,594,000",,,,,
		CurrentAccruedExpenses,"472,554,000","530,729,000","403,821,000","373,599,000","247,625,000","151,964,000","149,314,000","138,078,000","78,066,000","65,115,000","111,007,000","56,278,000","90,594,000",,,,,
	CurrentDebtAndCapitalLeaseObligation,,,,,,,,,"0","6,200,000","6,900,000","4,900,000","9,932,000","6,687,000","20,000,000","265,000,000",,
		CurrentDebt,,,,,,,,,"0","6,200,000","6,900,000","4,900,000","9,932,000","6,687,000","20,000,000","265,000,000",,
			OtherCurrentBorrowings,,,,,,,,,"0","6,200,000","6,900,000","4,900,000","9,932,000","6,687,000","20,000,000","265,000,000",,
	LongTermDebtAndCapitalLeaseObligation,"4,840,850,000","5,228,174,000","4,452,381,000","2,307,488,000","2,720,163,000","1,335,163,000","2,305,313,000","590,000,000","675,000,000","558,000,000","305,000,000","260,000,000","195,000,000","260,000,000","220,000,000","20,000,000",,
		LongTermDebt,"4,598,263,000","5,228,174,000","4,452,381,000","2,307,488,000","2,720,163,000","1,335,163,000","2,305,313,000","590,000,000","675,000,000","558,000,000","305,000,000","260,000,000","195,000,000","260,000,000","220,000,000","20,000,000",,
			AdvanceFromFederalHomeLoanBanks,"4,142,144,000","4,970,000,000","4,195,000,000","2,050,900,000","2,720,163,000","1,335,163,000","2,305,313,000","590,000,000","675,000,000","558,000,000","305,000,000","260,000,000",,,,,,
		LongTermCapitalLeaseObligation,"242,587,000",,,,,,,,,,,,,,,,,
	OtherLiabilities,,,,,,,,,,,,,"612,000,000","61,981,000","46,223,000","36,730,000","209,344,000","992,839,000"
TotalEquityGrossMinorityInterest,"4,769,823,000","4,407,140,000","4,031,691,000","3,612,264,000","2,891,834,000","2,496,238,000","1,799,939,000","1,650,327,000","1,408,116,000","944,547,000","803,659,000","698,135,000","425,756,000","392,598,000","350,982,000","338,919,000","153,773,000","95,973,000"
	StockholdersEquity,"4,769,823,000","4,407,140,000","4,031,691,000","3,612,264,000","2,891,834,000","2,496,238,000","1,799,939,000","1,650,327,000","1,408,116,000","944,547,000","803,659,000","698,135,000","425,756,000","392,598,000","350,982,000","338,919,000","153,773,000","95,973,000"
		CapitalStock,"554,000","554,000","550,000","546,000","509,000","503,000","473,000","472,000","462,000","413,000","406,000","109,666,000","297,000","296,000","294,000","293,000",,
			PreferredStock,"0","0","0","0",,"0","0","0","0","0","0","109,314,000","0",,,,,
			CommonStock,"554,000","554,000","550,000","546,000","509,000","503,000","473,000","472,000","462,000","413,000","406,000","352,000","297,000","296,000","294,000","293,000",,
		RetainedEarnings,"3,196,898,000","2,730,899,000","2,290,537,000","1,903,332,000","1,507,011,000","1,133,950,000","837,250,000","608,511,000","423,032,000","273,511,000","171,464,000","116,707,000","73,442,000","46,163,000","12,803,000","-3,066,000",,
		AdditionalPaidInCapital,"1,871,571,000","1,862,896,000","1,809,642,000","1,763,100,000","1,399,501,000","1,348,661,000","1,013,900,000","997,517,000","954,833,000","689,035,000","668,441,000","534,458,000","370,139,000","366,715,000","361,617,000","348,553,000",,
		TreasuryStock,"233,570,000","42,680,000","171,000","0","5,684,000",,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-65,630,000","-144,529,000","-68,867,000","-54,714,000","-9,503,000","13,124,000","-51,684,000","43,827,000","29,789,000","-18,412,000","-36,652,000","-62,696,000","-18,122,000","-20,576,000","-23,732,000","-6,861,000",,
			UnrealizedGainLoss,,,,,,,,,"29,789,000","-18,412,000","-36,652,000","-62,696,000",,,,,,
TotalCapitalization,"9,368,086,000","9,635,314,000","8,484,072,000","5,919,752,000","5,611,997,000","3,831,401,000","4,105,252,000","2,240,327,000","2,083,116,000","1,502,547,000","1,108,659,000","958,135,000","620,756,000","652,598,000","570,982,000","358,919,000",,
PreferredStockEquity,,,,,,,,,,,,"109,314,000",,,,,,
CommonStockEquity,"4,769,823,000","4,407,140,000","4,031,691,000","3,612,264,000","2,891,834,000","2,496,238,000","1,799,939,000","1,650,327,000","1,408,116,000","944,547,000","803,659,000","588,821,000","425,756,000","392,598,000","350,982,000","338,919,000","153,773,000","95,973,000"
CapitalLeaseObligations,"242,587,000",,,,,,,,,,,,,,,,,
NetTangibleAssets,"4,769,823,000","4,407,140,000","4,031,691,000","3,612,264,000","2,891,834,000","2,496,238,000","1,799,939,000","1,650,327,000","1,408,116,000","944,547,000","803,659,000","698,135,000","425,756,000","392,598,000","350,982,000","338,919,000","153,773,000","95,973,000"
InvestedCapital,"9,368,086,000","9,635,314,000","8,484,072,000","5,919,752,000","5,611,997,000","3,831,401,000","4,105,252,000","2,240,327,000","2,083,116,000","1,508,747,000","1,115,559,000","853,721,000","630,688,000","659,285,000","590,982,000","623,919,000",,
TangibleBookValue,"4,769,823,000","4,407,140,000","4,031,691,000","3,612,264,000","2,891,834,000","2,496,238,000","1,799,939,000","1,650,327,000","1,408,116,000","944,547,000","803,659,000","588,821,000","425,756,000","392,598,000","350,982,000","338,919,000","153,773,000","95,973,000"
TotalDebt,"4,840,850,000","5,228,174,000","4,452,381,000","2,307,488,000","2,720,163,000","1,335,163,000","2,305,313,000","590,000,000","675,000,000","564,200,000","311,900,000","264,900,000","204,932,000","266,687,000","240,000,000","285,000,000",,
NetDebt,"3,808,431,000","4,910,919,000","4,116,915,000","1,768,537,000","2,378,617,000","1,036,085,000","2,161,336,000","496,035,000","634,846,000","517,901,000","216,154,000","152,973,000",,"116,460,000","159,442,000","215,170,000",,
ShareIssued,"55,427,631","55,405,531","54,979,213","54,610,593","50,942,495","51,398,685","47,293,162","47,230,266","46,181,890","41,347,540","40,619,557","35,244,946","29,698,712","29,631,774","29,378,397","29,315,000","26,210,000","26,210,000"
OrdinarySharesNumber,"53,519,644","55,039,433","54,977,971","54,610,593","50,901,408","50,317,609","47,293,162","47,230,266","46,181,890","41,347,540","40,619,557","35,244,946","29,698,712","29,631,774","29,378,397","29,315,000","26,210,000","26,210,000"
PreferredSharesNumber,,,,,,,,,,,,"12,000",,,,,,
TreasurySharesNumber,"1,907,987","366,098","1,242",,"41,087","1,081,076",,,,,,,,,,,,
