name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
MarketCap,"8,769,982,782","7,795,630,542","11,212,179,571","13,038,451,137","10,926,403,328","12,647,831,440","11,289,698,423","12,903,194,866","12,394,578,019","8,925,289,433","7,844,809,893","7,991,651,530","7,179,192,462","6,969,674,636","6,626,250,000"
EnterpriseValue,"19,473,982,782","18,807,630,542","22,206,179,571","23,985,451,137","21,855,403,328","23,415,831,440","22,069,698,423","24,109,194,866","15,425,578,019","11,861,289,433","11,374,809,893","11,580,651,530","10,849,192,462","10,749,674,636","8,188,250,000"
PeRatio,"11.732","8.581","21.895","18.434","21.769",,,,,,"0.331","0.339","0.311","0.307",
ForwardPeRatio,"8.985","7.794","10.299","14.045","15.291","12.821","12.048","13.569","20.408","29.586","20.576","20.08","20.964",,
PegRatio,"1.047"
PsRatio,"0.757","0.676","0.987","1.202","1.052","1.437","1.484","1.842","2.093","1.641","1.38","1.444","1.312","1.35",
PbRatio,"1.105","0.979","1.439","1.65","1.381","1.603","1.344","1.501","2.035","1.407","1.132","1.2","1.075","1.056",
EnterprisesValueRevenueRatio,"1.658","6.581","7.764","7.51","7.717","8.011","8.611","7.434","5.993","15.505","12.062","6.318","8.371","7.922","6.875"
EnterprisesValueEBITDARatio,"5.689","27.822","25.702","29.796","20.274","25.76","61.994","21.204","24.408","-70.603","-124.998","15.258","47.584","27.146","81.883"
