name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"5,781,359,000","6,282,878,000","6,445,504,000","6,769,009,000","6,668,427,000","47,705,000","42,258,000","39,408,000","43,090,000","29,759,000","21,535,000","27,077,000","28,592,000","17,369,000"
	CurrentAssets,"151,372,000","108,558,000","109,224,000","115,367,000","116,719,000","2,909,000","4,442,000","6,271,000","14,637,000","5,987,000","2,468,000","11,749,000","17,039,000","9,826,000"
		CashCashEquivalentsAndShortTermInvestments,"0","1,235,000","0","7,791,000","1,968,000","2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
			CashAndCashEquivalents,"0","1,235,000","0","7,791,000","1,968,000","2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
				CashFinancial,,,,,,"2,822,000","4,246,000","5,300,000","14,482,000","5,987,000","2,419,000","11,391,000","16,755,000","9,609,000"
		Receivables,"150,121,000","105,603,000","106,122,000","104,484,000","111,236,000",,,,,"0",,"358,000","284,000","217,000"
			AccountsReceivable,"93,664,000","105,603,000","106,122,000","104,484,000","111,236,000",,,,,"0",,"358,000","284,000","217,000"
			TaxesReceivable,"56,457,000",,,,,,,,,,,,,
		PrepaidAssets,,,,,,"87,000","56,000","867,000","155,000",,"49,000",,,
		CurrentDeferredAssets,,,,,,,"140,000","104,000",,,,,,
		OtherCurrentAssets,"1,251,000","1,720,000","3,102,000","3,092,000","3,515,000",,,,,,,,,
	TotalNonCurrentAssets,"5,629,987,000","6,174,320,000","6,336,280,000","6,653,642,000","6,551,708,000","44,796,000","37,816,000","33,137,000","28,453,000","23,772,000","19,067,000","15,328,000","11,553,000","7,543,000"
		NetPPE,"3,228,265,000","3,273,410,000","3,215,978,000","3,744,336,000","3,659,677,000",,,,,,,,,
			GrossPPE,"3,304,904,000","3,361,058,000","3,276,657,000","3,788,134,000","3,667,327,000",,,,,,,,,
				LandAndImprovements,"23,549,000","23,549,000","22,660,000","23,665,000","21,496,000",,,,,,,,,
				MachineryFurnitureEquipment,"2,970,959,000","3,032,682,000","2,961,471,000","3,430,428,000","3,391,384,000",,,,,,,,,
				OtherProperties,"3,112,000","4,662,000","4,662,000","82,101,000","69,331,000",,,,,,,,,
				ConstructionInProgress,"307,284,000","300,165,000","287,864,000","251,940,000","185,116,000",,,,,,,,,
