name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
			AccumulatedDepreciation,"-76,639,000","-87,648,000","-60,679,000","-43,798,000","-7,650,000",,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,480,514,000","2,073,580,000","2,399,728,000","1,682,951,000","1,691,484,000",,,,,,,,,
			Goodwill,"0","575,461,000","902,777,000","1,135,266,000","1,135,266,000",,,,,,,,,
			OtherIntangibleAssets,"1,480,514,000","1,498,119,000","1,496,951,000","547,685,000","556,218,000",,,,,,,,,
		InvestmentsAndAdvances,"716,778,000","709,639,000","672,310,000","1,186,161,000","1,153,943,000","43,492,000","37,816,000","33,137,000","28,453,000","23,772,000","19,067,000","15,328,000","11,553,000","7,543,000"
			LongTermEquityInvestment,"716,778,000","709,639,000","672,310,000","1,186,161,000","1,153,943,000",,,,,,,,,
				InvestmentsinAssociatesatCost,"716,778,000","709,639,000","672,310,000","1,186,161,000","1,153,943,000",,,,,,,,,
			OtherInvestments,,,,,,"43,492,000","37,816,000","33,137,000","28,453,000","23,772,000","19,067,000","15,328,000","11,553,000","7,543,000"
		NonCurrentDeferredAssets,"192,499,000","103,231,000","35,530,000","0","3,681,000","1,304,000",,,,,,,,
			NonCurrentDeferredTaxesAssets,"192,499,000","103,231,000","35,530,000","0","3,681,000","1,304,000",,,,,,,,
		OtherNonCurrentAssets,"11,931,000","14,460,000","12,734,000","40,194,000","42,923,000",,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"3,192,404,000","3,139,464,000","2,922,474,000","2,796,650,000","2,632,877,000","16,844,000","17,132,000","16,324,000","21,647,000","14,151,000","12,855,000","8,137,000","13,944,000","7,100,000"
	CurrentLiabilities,"83,560,000","242,084,000","259,628,000","237,504,000","118,062,000","16,844,000","14,162,000","14,133,000","20,789,000","14,151,000","9,511,000","5,414,000","13,299,000","7,100,000"
		PayablesAndAccruedExpenses,"80,476,000","113,979,000","134,258,000","114,101,000","115,600,000","16,844,000","14,162,000","14,133,000","20,789,000","14,151,000","9,511,000","5,414,000","13,299,000","7,100,000"
			Payables,"23,337,000","9,791,000","37,314,000","32,024,000","42,152,000","16,844,000","14,162,000","14,133,000","20,789,000","14,151,000","8,900,000","3,931,000","11,699,000","6,674,000"
				AccountsPayable,"23,337,000","9,791,000","37,314,000","32,024,000","26,474,000","1,166,000","939,000","823,000","843,000","293,000",,"347,000","600,000",
				TotalTaxPayable,,"0","0","0","15,678,000","15,678,000","13,223,000","13,310,000","19,946,000","13,858,000","8,900,000","3,584,000","11,099,000","6,674,000"
					IncomeTaxPayable,,,,,,,"13,223,000","13,310,000","19,946,000","13,858,000","8,900,000","3,584,000","11,099,000",
			CurrentAccruedExpenses,"57,139,000","104,188,000","96,944,000","82,077,000","73,448,000",,,,,,"611,000","1,483,000","1,600,000","426,000"
				InterestPayable,"13,370,000","44,440,000","16,915,000","25,735,000","6,961,000",,,,,,,,,
		OtherCurrentLiabilities,"3,084,000","128,105,000","125,370,000","123,403,000","2,462,000",,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,108,844,000","2,897,380,000","2,662,846,000","2,559,146,000","2,514,815,000","0","2,970,000","2,191,000","858,000","0","3,344,000","2,723,000","645,000","0"
		LongTermProvisions,,,"3,441,000","3,402,000","4,041,000",,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"3,103,762,000","2,892,249,000","2,657,750,000","2,526,334,000","2,389,992,000",,,,,,,,,
			LongTermDebt,"3,103,762,000","2,892,249,000","2,657,750,000","2,526,334,000","2,389,992,000",,,,,,,,,
		NonCurrentDeferredLiabilities,,,,"26,738,000",,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,"26,738,000",,,,,,,,,,
		EmployeeBenefits,,,,,,,"2,970,000","2,191,000","858,000",,"3,344,000","2,723,000","645,000",
		OtherNonCurrentLiabilities,"5,082,000","5,131,000","1,655,000","2,672,000","120,782,000",,,,,,,,,
TotalEquityGrossMinorityInterest,"2,588,955,000","3,143,414,000","3,523,030,000","3,972,359,000","4,035,550,000","30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
	TotalPartnershipCapital,,,,,,"30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
		LimitedPartnershipCapital,,,,,,"-41,969,000","-10,163,000","-12,112,000","-13,661,000","-19,866,000",,,,
		GeneralPartnershipCapital,,,,,,"72,830,000","35,289,000","35,196,000","35,104,000","35,474,000","8,680,000","18,940,000","14,648,000","10,269,000"
	StockholdersEquity,"2,588,955,000","3,143,414,000","3,523,030,000","3,972,359,000","4,035,550,000","0","0","0","0","0","0","0","0","0"
		CapitalStock,"4,794,000","4,840,000","5,034,000","5,068,000","5,066,000",,,,,,,,,
			PreferredStock,"0","0",,,"0",,,,,,,,,
			CommonStock,"4,794,000","4,840,000","5,034,000","5,068,000","5,066,000",,,,,,,,,
		AdditionalPaidInCapital,"3,318,659,000","3,480,139,000","3,715,002,000","3,874,820,000","4,007,287,000",,,,,,,,,
		RetainedEarnings,"-734,498,000","-341,565,000","-197,006,000","92,471,000","23,197,000",,,,,,,,,
		OtherEquityInterest,,,,,,"72,830,000","35,289,000","35,196,000","35,104,000","35,474,000","8,680,000","18,940,000","14,648,000","10,269,000"
TotalCapitalization,"5,692,717,000","6,035,663,000","6,180,780,000","6,498,693,000","6,425,542,000","30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
CommonStockEquity,"2,588,955,000","3,143,414,000","3,523,030,000","3,972,359,000","4,035,550,000","30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
NetTangibleAssets,"1,108,441,000","1,069,834,000","1,123,302,000","2,289,408,000","2,344,066,000","0","0","0","0","0","0","0","0","0"
WorkingCapital,"67,812,000","-133,526,000","-150,404,000","-122,137,000","-1,343,000","-13,935,000","-9,720,000","-7,862,000","-6,152,000","-8,164,000","-7,043,000","6,335,000","3,740,000","2,726,000"
InvestedCapital,"5,692,717,000","6,035,663,000","6,180,780,000","6,498,693,000","6,425,542,000","30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
TangibleBookValue,"1,108,441,000","1,069,834,000","1,123,302,000","2,289,408,000","2,344,066,000","30,861,000","25,126,000","23,084,000","21,443,000","15,608,000","8,680,000","18,940,000","14,648,000","10,269,000"
TotalDebt,"3,103,762,000","2,892,249,000","2,657,750,000","2,526,334,000","2,389,992,000",,,,,,,,,
NetDebt,"3,103,762,000","2,891,014,000","2,657,750,000","2,518,543,000","2,388,024,000",,,,,,,,,
ShareIssued,"479,385,000","484,042,327","503,378,000","506,847,000","506,640,947","186,219,438","186,209,369","186,199,995","186,189,699","186,181,975","186,174,000","186,174,063","186,170,213","186,170,213"
OrdinarySharesNumber,"479,385,000","484,042,327","503,378,000","506,847,000","506,640,947","186,219,438","186,209,369","186,199,995","186,189,699","186,181,975","186,174,000","186,174,063","186,170,213","186,170,213"
