name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"503,000,000","126,000,000","125,000,000","121,000,000","131,000,000","142,300,000","153,500,000","129,300,000","99,600,000","204,500,000","94,400,000","86,800,000","70,200,000","75,600,000","67,900,000","71,100,000","76,700,000","144,800,000","72,400,000","57,600,000","51,700,000","55,600,000","46,900,000","43,400,000","36,100,000","17,500,000","20,200,000","26,900,000","27,000,000"
	OperatingRevenue,"503,000,000","126,000,000","125,000,000","121,000,000","131,000,000","142,300,000","153,500,000","129,300,000","99,600,000","204,500,000","94,400,000","86,800,000","70,200,000","75,600,000","67,900,000","71,100,000","76,700,000","144,800,000","72,400,000","57,600,000","51,700,000","55,600,000","46,900,000","43,400,000","36,100,000","17,500,000","20,200,000","26,900,000","27,000,000"
CostOfRevenue,"209,000,000","55,000,000","55,000,000","51,000,000","48,000,000","54,700,000","59,400,000","52,000,000","74,400,000","75,800,000","43,100,000","39,600,000","27,600,000","24,600,000","22,700,000","23,300,000","20,700,000","41,300,000","16,300,000","14,600,000","14,200,000","20,300,000","11,600,000","11,700,000","15,000,000","10,000,000","14,900,000","11,300,000","22,900,000"
GrossProfit,"294,000,000","71,000,000","70,000,000","70,000,000","83,000,000","87,600,000","94,100,000","77,300,000","25,200,000","128,700,000","51,300,000","47,200,000","42,600,000","51,000,000","45,200,000","47,800,000","56,000,000","103,500,000","56,100,000","43,000,000","37,500,000","35,300,000","35,300,000","31,700,000","21,100,000","7,500,000","5,300,000","15,600,000","4,100,000"
OperatingExpense,"79,000,000","18,000,000","21,000,000","22,000,000","18,000,000","14,900,000","16,200,000","20,600,000","20,300,000","33,200,000","13,200,000","14,400,000","10,800,000","9,500,000","9,200,000","9,700,000","11,000,000","13,900,000","7,200,000","11,400,000","9,800,000","6,900,000","4,000,000","5,300,000","6,100,000","4,600,000","3,700,000","4,600,000","3,900,000"
	SellingGeneralAndAdministration,"60,000,000","15,000,000","16,000,000","17,000,000","12,000,000","14,900,000","13,700,000","16,100,000","14,800,000","27,000,000","9,600,000","11,000,000","8,000,000","7,700,000","7,900,000","7,800,000","7,800,000","13,500,000","6,500,000","8,200,000","6,600,000","5,700,000","2,800,000","5,500,000","2,800,000","3,500,000","2,700,000","3,400,000","2,600,000"
		GeneralAndAdministrativeExpense,"60,000,000","15,000,000","16,000,000","17,000,000","12,000,000","14,900,000","13,700,000","16,100,000","14,800,000","27,000,000","9,600,000","11,000,000","8,000,000","7,700,000","7,900,000","7,800,000","7,800,000","13,500,000","6,500,000","8,200,000","6,600,000","5,700,000","2,800,000","5,500,000","2,800,000","3,500,000","2,700,000","3,400,000","2,600,000"
			OtherGandA,"60,000,000","15,000,000","16,000,000","17,000,000","12,000,000","14,900,000","13,700,000","16,100,000","14,800,000","27,000,000","9,600,000","11,000,000","8,000,000","7,700,000","7,900,000","7,800,000","7,800,000","13,500,000","6,500,000","8,200,000","6,600,000","5,700,000","2,800,000","5,500,000","2,800,000","3,500,000","2,700,000","3,400,000","2,600,000"
	OtherTaxes,"17,000,000","3,000,000","5,000,000","5,000,000","4,000,000","3,400,000","2,500,000","4,500,000","5,500,000","6,200,000","3,600,000","3,400,000","2,800,000","1,800,000","1,300,000","1,900,000","3,200,000","400,000","700,000","3,200,000","3,200,000","1,200,000","1,200,000","-200,000","3,300,000","1,100,000","1,000,000","1,200,000","1,300,000"
	OtherOperatingExpenses,"2,000,000","0",,,"2,000,000",,,,,,,,,,,,,,,,,,,,,,,,
