name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,06/30/2001
				AllowanceForDoubtfulAccountsReceivable,,"-1,848,000,000",,"-600,000,000",,"-606,000,000",,"-592,000,000",,"-612,000,000",,"-598,000,000",,"-683,000,000",,"-513,000,000",,"-525,000,000",,"-526,000,000",,"-530,000,000",,"-556,000,000",,"-574,000,000",,"-695,000,000",,"-699,000,000",,,,"-1,012,000,000",,,,"-1,322,000,000",,,,"-1,921,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"0","12,220,000,000","6,986,000,000",,"7,886,000,000","15,570,000,000","8,916,000,000","14,466,000,000","16,207,000,000","12,663,000,000","9,819,000,000","13,425,000,000","13,197,000,000","12,419,000,000","11,962,000,000","12,085,000,000","10,949,000,000","13,688,000,000","11,529,000,000","15,060,000,000","13,963,000,000","24,455,000,000","20,456,000,000","25,510,000,000","28,771,000,000","27,989,000,000","19,008,000,000","19,027,000,000","20,045,000,000","24,558,000,000","15,658,000,000","19,436,000,000","27,961,000,000","27,691,000,000","25,113,000,000","20,801,000,000","15,950,000,000","11,822,000,000","9,717,000,000","6,596,000,000","2,110,000,000","5,166,000,000","3,383,000,000","2,520,000,000","3,659,000,000","7,933,000,000","8,938,000,000","9,384,000,000","12,851,000,000","8,431,000,000","9,067,000,000","7,729,000,000","8,757,000,000","8,175,000,000","7,825,000,000","7,441,000,000","7,143,000,000","7,704,000,000","8,356,000,000","9,480,000,000","7,812,000,000","7,224,000,000","8,009,000,000","7,739,000,000","5,953,000,000","6,220,000,000","5,159,000,000","5,444,000,000","4,684,000,000","4,337,000,000","4,316,000,000","3,539,000,000","3,542,000,000","4,012,000,000"
			AccruedInterestReceivable,,,,,,,"1,340,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","2,000,000","3,000,000","16,000,000","32,000,000"
			TaxesReceivable,,"25,313,000,000",,,,"21,331,000,000",,,,"17,926,000,000",,,,"18,055,000,000",,,,"20,299,000,000",,"15,137,000,000",,"22,684,000,000",,"15,671,000,000",,"19,756,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,679,000,000",,"2,902,000,000",,,,"1,805,000,000",,,,"3,390,000,000",,,,"810,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"25,586,000,000",,"6,986,000,000","19,682,000,000","26,455,000,000","15,570,000,000","8,916,000,000","14,466,000,000","17,704,000,000","12,663,000,000","9,819,000,000","13,425,000,000","26,056,000,000","12,419,000,000","11,962,000,000","12,085,000,000","20,182,000,000","13,688,000,000","19,565,000,000","15,060,000,000","17,941,000,000","11,536,000,000","14,182,000,000","25,510,000,000","10,130,000,000","27,989,000,000","637,000,000","19,027,000,000","963,000,000","8,952,000,000","15,126,000,000","8,354,000,000","963,000,000","8,001,000,000","8,177,000,000","8,549,000,000","858,000,000","8,322,000,000","9,405,000,000","21,269,000,000","1,130,000,000","15,834,000,000","16,893,000,000","19,147,000,000","20,520,000,000","10,101,000,000","20,224,000,000","7,356,000,000","11,822,000,000","7,105,000,000","11,300,000,000","8,426,000,000","10,597,000,000","13,740,000,000","12,491,000,000","11,608,000,000","11,487,000,000","12,854,000,000","11,682,000,000","12,689,000,000","12,462,000,000","13,147,000,000","12,166,000,000","14,879,000,000","15,457,000,000","17,073,000,000","15,254,000,000","16,613,000,000","16,817,000,000","19,887,000,000","21,072,000,000","21,025,000,000","19,802,000,000","26,161,000,000"
		Inventory,"183,277,000,000","192,442,000,000","208,740,000,000","222,891,000,000","219,830,000,000","184,584,000,000","213,398,000,000","225,573,000,000","191,323,000,000","186,693,000,000","160,871,000,000","167,058,000,000","159,934,000,000","156,511,000,000","141,790,000,000","149,443,000,000","138,540,000,000","145,498,000,000","155,084,000,000","174,829,000,000","160,332,000,000","188,223,000,000","232,087,000,000","244,275,000,000","244,094,000,000","221,906,000,000","225,104,000,000","216,028,000,000","231,400,000,000","218,262,000,000","197,799,000,000","207,230,000,000","238,502,000,000","203,417,000,000","188,807,000,000","207,962,000,000","189,463,000,000","156,546,000,000","155,148,000,000","162,542,000,000","156,485,000,000","141,611,000,000","135,940,000,000","120,305,000,000","100,164,000,000","95,255,000,000","164,975,000,000","163,488,000,000","140,686,000,000","116,049,000,000","108,992,000,000","104,198,000,000","93,460,000,000","93,041,000,000","109,414,000,000","105,496,000,000","96,946,000,000","88,936,000,000","75,283,000,000","78,467,000,000","64,416,000,000","63,918,000,000","58,287,000,000","58,990,000,000","47,671,000,000","44,915,000,000","41,275,000,000","44,803,000,000","46,165,000,000","44,932,000,000","42,450,000,000","46,874,000,000","42,826,000,000","45,448,000,000","54,444,000,000"
			RawMaterials,,"91,041,000,000",,"105,641,000,000",,"88,341,000,000",,"111,663,000,000",,"88,626,000,000",,"75,668,000,000",,"77,518,000,000",,,,"60,864,000,000",,"83,573,000,000",,"97,139,000,000",,"134,458,000,000",,"126,187,000,000",,"114,212,000,000",,"118,525,000,000",,"116,399,000,000",,"117,957,000,000",,"119,529,000,000",,"88,603,000,000",,"98,199,000,000",,"91,303,000,000",,"73,824,000,000",,"53,258,000,000",,"110,007,000,000",,"70,756,000,000",,"54,765,000,000",,"54,245,000,000",,"68,493,000,000",,"53,350,000,000",,"45,112,000,000",,"32,581,000,000",,,,,,,,,,,,,
			WorkInProcess,,"12,615,000,000",,"13,938,000,000",,"13,690,000,000",,"14,764,000,000",,"14,774,000,000",,"14,475,000,000",,"14,141,000,000",,,,"22,736,000,000",,"20,459,000,000",,"22,728,000,000",,"23,624,000,000",,"21,181,000,000",,"21,013,000,000",,"20,734,000,000",,"18,500,000,000",,"14,989,000,000",,"14,352,000,000",,"13,089,000,000",,"13,252,000,000",,"11,609,000,000",,"11,385,000,000",,"10,713,000,000",,"19,642,000,000",,"11,823,000,000",,"11,416,000,000",,"9,828,000,000",,"9,587,000,000",,"9,422,000,000",,"11,598,000,000",,"8,341,000,000",,,,,,,,,,,,,
			FinishedGoods,,"91,368,000,000",,"104,737,000,000",,"88,929,000,000",,"100,291,000,000",,"84,448,000,000",,"74,593,000,000",,"65,772,000,000",,,,"66,300,000,000",,"72,951,000,000",,"71,959,000,000",,"86,745,000,000",,"76,289,000,000",,"81,283,000,000",,"79,494,000,000",,"76,695,000,000",,"71,853,000,000",,"73,278,000,000",,"55,945,000,000",,"47,749,000,000",,"39,737,000,000",,"32,229,000,000",,"35,759,000,000",,"47,119,000,000",,"35,040,000,000",,"35,003,000,000",,"25,762,000,000",,"28,308,000,000",,"23,163,000,000",,"19,248,000,000",,"20,804,000,000",,,,,,,,,,,,,
			OtherInventories,,,,,,"2,872,000,000",,,,"2,651,000,000",,"3,385,000,000",,"1,838,000,000",,,,"-2,851,000,000",,,,"1,841,000,000",,,,"1,989,000,000",,,,"3,500,000,000",,"3,748,000,000",,"4,039,000,000",,"4,099,000,000",,"3,084,000,000",,"4,438,000,000",,"3,832,000,000",,"4,228,000,000",,"4,464,000,000",,"3,341,000,000",,"3,002,000,000",,"3,811,000,000",,"4,072,000,000",,"37,895,000,000",,"3,893,000,000",,"3,445,000,000",,"3,098,000,000",,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,"-2,582,000,000",,"-1,425,000,000",,"-6,376,000,000",,"-1,145,000,000",,"-1,155,000,000",,"-1,063,000,000",,"-920,000,000",,,,"-4,402,000,000",,"-2,154,000,000",,"-3,603,000,000",,"-552,000,000",,"-1,751,000,000",,"-480,000,000",,"-491,000,000",,"-8,112,000,000",,"-1,382,000,000",,"-3,296,000,000",,"-1,091,000,000",,"-1,096,000,000",,"-1,038,000,000",,"-1,361,000,000",,"-8,939,000,000",,"-16,621,000,000",,"-4,572,000,000",,"-797,000,000",,"-866,000,000",,"-892,000,000",,"-892,000,000",,"-936,000,000",,"-906,000,000",,,,,,,,,,,,,
		PrepaidAssets,"94,519,000,000","6,945,000,000","65,883,000,000","56,150,000,000","48,584,000,000","6,237,000,000","56,970,000,000","51,115,000,000","43,661,000,000","5,299,000,000","47,406,000,000","45,900,000,000","48,025,000,000","4,894,000,000","40,110,000,000","46,030,000,000","53,076,000,000","2,919,000,000","49,098,000,000","4,803,000,000","44,555,000,000","3,780,000,000","35,144,000,000","5,691,000,000","34,388,000,000","4,216,000,000","31,478,000,000","24,090,000,000","33,119,000,000","29,391,000,000","9,071,000,000","6,754,000,000","8,914,000,000","23,600,000,000","12,268,000,000","8,896,000,000","9,934,000,000","19,466,000,000","9,141,000,000","5,382,000,000","6,375,000,000","18,017,000,000","7,525,000,000","6,661,000,000","8,722,000,000","7,597,000,000","13,356,000,000","14,406,000,000","14,462,000,000","9,402,000,000","12,527,000,000","10,681,000,000","7,721,000,000","5,392,000,000","9,123,000,000","7,313,000,000","8,326,000,000","5,051,000,000","7,488,000,000","6,241,000,000","7,470,000,000","4,828,000,000","8,028,000,000","7,248,000,000","5,703,000,000","3,904,000,000","4,231,000,000","5,897,000,000","4,042,000,000","3,193,000,000","4,566,000,000","3,598,000,000","6,186,000,000","4,021,000,000","5,787,000,000"
		HedgingAssetsCurrent,"14,459,000,000","837,000,000","1,632,000,000","3,690,000,000","4,977,000,000","7,887,000,000",,,,"526,000,000",,,,"762,000,000",,,,"7,875,000,000",,"1,878,000,000",,"12,622,000,000",,"9,404,000,000",,"4,664,000,000",,"3,917,000,000",,"1,193,000,000",,,,"891,000,000",,,,"336,000,000",,,,"324,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,"22,162,000,000","20,671,000,000","22,774,000,000","20,854,000,000",,"20,249,000,000","20,087,000,000","19,125,000,000","18,595,000,000","19,702,000,000","20,422,000,000","24,370,000,000",,"32,297,000,000","26,904,000,000","20,197,000,000",,"18,157,000,000","23,996,000,000","17,573,000,000",,"18,039,000,000","21,385,000,000","13,875,000,000",,"1,477,000,000","1,008,000,000","1,262,000,000","1,134,000,000","962,000,000","836,000,000","1,621,000,000","1,783,000,000","1,771,000,000","594,000,000","866,000,000","370,000,000","701,000,000","856,000,000","194,000,000","68,000,000","635,000,000","287,000,000","867,000,000","127,000,000","184,000,000","100,000,000","585,000,000","769,000,000","806,000,000",,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"1,311,507,000,000","1,309,215,000,000","1,291,296,000,000","1,279,987,000,000","1,274,332,000,000","1,088,188,000,000","1,050,842,000,000","1,048,366,000,000","1,051,297,000,000","1,066,455,000,000","1,039,528,000,000","1,053,379,000,000","1,066,218,000,000","1,086,348,000,000","1,074,153,000,000","1,084,950,000,000","1,090,139,000,000","1,110,724,000,000","1,067,208,000,000","1,074,800,000,000","1,078,667,000,000","1,091,224,000,000","1,031,474,000,000","1,008,815,000,000","1,002,460,000,000","1,009,906,000,000","942,650,000,000","908,558,000,000","903,612,000,000","901,678,000,000","839,036,000,000","824,269,000,000","806,471,000,000","801,773,000,000","747,844,000,000","740,381,000,000","735,770,000,000","734,925,000,000","694,565,000,000","670,958,000,000","666,153,000,000","676,562,000,000","641,400,000,000","629,983,000,000","608,446,000,000","604,228,000,000","568,713,000,000","560,515,000,000","543,823,000,000","537,037,000,000","490,293,000,000","474,832,000,000","465,236,000,000","452,450,000,000","412,750,000,000","407,537,000,000","385,885,000,000","378,676,000,000","365,249,000,000","357,671,000,000","352,756,000,000","343,025,000,000","314,478,000,000","305,863,000,000","298,827,000,000","293,295,000,000","276,752,000,000","275,429,000,000","272,128,000,000","269,367,000,000","263,714,000,000","261,328,000,000","258,764,000,000","253,529,000,000","218,213,000,000"
		NetPPE,"1,055,521,000,000","1,063,751,000,000","1,027,269,000,000","1,018,756,000,000","950,707,000,000","754,725,000,000","731,080,000,000","738,948,000,000","749,897,000,000","769,419,000,000","753,182,000,000","771,842,000,000","794,951,000,000","820,175,000,000","837,869,000,000","850,255,000,000","862,797,000,000","884,853,000,000","851,047,000,000","860,797,000,000","866,008,000,000","881,152,000,000","835,831,000,000","814,059,000,000","817,649,000,000","830,225,000,000","776,228,000,000","764,701,000,000","755,480,000,000","757,946,000,000","700,451,000,000","687,626,000,000","674,275,000,000","677,247,000,000","638,976,000,000","633,252,000,000","628,516,000,000","630,299,000,000","594,697,000,000","573,503,000,000","570,303,000,000","584,968,000,000","556,879,000,000","548,123,000,000","529,151,000,000","525,151,000,000","480,727,000,000","471,288,000,000","459,718,000,000","456,556,000,000","422,740,000,000","408,505,000,000","401,057,000,000","406,683,000,000","369,673,000,000","364,426,000,000","355,618,000,000","349,248,000,000","337,904,000,000","332,496,000,000","327,315,000,000","316,542,000,000","292,351,000,000","285,543,000,000","280,472,000,000","275,732,000,000","260,749,000,000","259,901,000,000","256,292,000,000","253,923,000,000","248,886,000,000","246,675,000,000","244,295,000,000","239,882,000,000","208,791,000,000"
			GrossPPE,"1,055,521,000,000","2,305,610,000,000","1,027,269,000,000","2,224,842,000,000","950,707,000,000","1,920,223,000,000","731,080,000,000","1,861,374,000,000","749,897,000,000","1,846,627,000,000","753,182,000,000","771,842,000,000","794,951,000,000","1,788,122,000,000","837,869,000,000","850,255,000,000","862,797,000,000","1,751,418,000,000","851,047,000,000","1,680,666,000,000","866,008,000,000","1,661,107,000,000","835,831,000,000","1,561,803,000,000","817,649,000,000","1,541,220,000,000","776,228,000,000","1,440,899,000,000","755,480,000,000","1,400,063,000,000","700,451,000,000","687,626,000,000","674,275,000,000","1,259,970,000,000","638,976,000,000","633,252,000,000","628,516,000,000","1,157,410,000,000","594,697,000,000","573,503,000,000","570,303,000,000","1,047,173,000,000","556,879,000,000","548,123,000,000","529,151,000,000","525,151,000,000","480,727,000,000","471,288,000,000","459,718,000,000","456,556,000,000","422,740,000,000","408,505,000,000","401,057,000,000","406,683,000,000","369,673,000,000","364,426,000,000","355,618,000,000","349,248,000,000","337,904,000,000","332,496,000,000","327,315,000,000","316,542,000,000","292,351,000,000","285,543,000,000","280,472,000,000","275,732,000,000","260,749,000,000","259,901,000,000","256,292,000,000","253,923,000,000","248,886,000,000","246,675,000,000","244,295,000,000","239,882,000,000","208,791,000,000"
				Properties,,"727,552,000,000",,"706,931,000,000",,"695,724,000,000",,"675,001,000,000",,"667,657,000,000",,,,"650,685,000,000",,,,"613,134,000,000",,"583,515,000,000",,"569,172,000,000","223,398,000,000","527,417,000,000",,"515,701,000,000",,"472,624,000,000",,"451,288,000,000",,,,"635,209,000,000",,,,"575,457,000,000",,,,"470,362,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,"122,041,000,000",,"121,816,000,000",,"120,013,000,000",,,,"114,920,000,000",,,,"107,315,000,000",,"101,620,000,000",,"101,090,000,000",,"98,523,000,000",,"96,787,000,000",,"87,545,000,000",,"86,215,000,000",,,,"68,476,000,000",,,,"66,253,000,000",,,,"61,142,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"1,136,716,000,000",,"1,100,433,000,000",,"965,495,000,000",,"945,600,000,000",,"940,312,000,000",,,,"892,936,000,000",,,,"878,693,000,000",,"830,358,000,000",,"813,178,000,000",,"775,039,000,000",,"768,102,000,000",,"713,774,000,000",,"693,583,000,000",,,,"444,974,000,000",,,,"426,101,000,000",,,,"395,883,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
