name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
TotalAssets,"2,566,561,000","979,743,000","728,513,000","155,667,000","144,256,000"
	CurrentAssets,"502,172,000","47,563,000","173,967,000","11,905,000","6,695,000"
		CashCashEquivalentsAndShortTermInvestments,"22,704,000","16,418,000","168,214,000","0","22,000"
			CashAndCashEquivalents,"22,704,000","16,418,000","168,214,000","0","22,000"
		Receivables,"455,390,000","23,138,000","4,097,000","11,905,000","6,673,000"
			AccountsReceivable,"58,303,000","23,138,000","4,097,000","11,905,000","6,673,000"
			OtherReceivables,"397,087,000",,,,
		RestrictedCash,"24,078,000","8,007,000","1,656,000",,
	TotalNonCurrentAssets,"2,064,389,000","932,180,000","554,546,000","143,762,000","137,561,000"
		NetPPE,"29,659,000",,,,
			GrossPPE,"29,659,000",,,,
				OtherProperties,"29,659,000",,,,
		GoodwillAndOtherIntangibleAssets,"242,837,000","262,531,000","138,725,000","135,000","150,000"
			OtherIntangibleAssets,"242,837,000","262,531,000","138,725,000","135,000","150,000"
		InvestmentProperties,"671,616,000","659,666,000","408,892,000","104,478,000","103,680,000"
		InvestmentsAndAdvances,"1,112,122,000",,,,
			LongTermEquityInvestment,"127,524,000",,,,
			OtherInvestments,"984,598,000",,,,
		FinancialAssets,"7,000","2,991,000","1,042,000",,
		NonCurrentDeferredAssets,"5,141,000","2,776,000","2,582,000","33,308,000","33,731,000"
		NonCurrentPrepaidAssets,"1,575,000","1,800,000","2,855,000",,
		OtherNonCurrentAssets,"1,432,000","2,416,000","450,000","5,841,000",
TotalLiabilitiesNetMinorityInterest,"1,473,263,000","622,385,000","372,578,000","1,576,000","227,000"
	CurrentLiabilities,"18,509,000","8,920,000","6,020,000","1,576,000","227,000"
		PayablesAndAccruedExpenses,"18,509,000","8,920,000","6,020,000","1,576,000","227,000"
			Payables,"9,962,000","3,661,000","4,075,000",,
				AccountsPayable,,"0","1,347,000",,
				DividendsPayable,"7,472,000","2,741,000","2,728,000",,
				OtherPayable,"2,490,000","920,000",,,
			CurrentAccruedExpenses,"8,547,000","5,259,000","1,945,000",,
				InterestPayable,"5,801,000","1,663,000","660,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,454,754,000","613,465,000","366,558,000","0","0"
		LongTermDebtAndCapitalLeaseObligation,"1,378,774,000","543,965,000","307,074,000",,
			LongTermDebt,"1,372,922,000","543,965,000","307,074,000",,
			LongTermCapitalLeaseObligation,"5,852,000",,,,
		DerivativeProductLiabilities,"13,672,000","10,092,000","904,000",,
		OtherNonCurrentLiabilities,"62,308,000","59,408,000","58,580,000",,
TotalEquityGrossMinorityInterest,"1,093,298,000","357,358,000","355,935,000","154,091,000","144,029,000"
	StockholdersEquity,"1,091,812,000","355,351,000","355,935,000","154,091,000","144,029,000"
		CapitalStock,"478,000","183,000","182,000",,
			CommonStock,"478,000","183,000","182,000",,
		AdditionalPaidInCapital,"1,132,603,000","370,530,000","364,919,000",,
		RetainedEarnings,"-2,146,000","-8,486,000","-9,246,000",,
		GainsLossesNotAffectingRetainedEarnings,"-39,123,000","-6,876,000","80,000",,
		OtherEquityInterest,,,,"154,091,000","144,029,000"
	MinorityInterest,"1,486,000","2,007,000",,,
TotalCapitalization,"2,464,734,000","899,316,000","663,009,000","154,091,000","144,029,000"
CommonStockEquity,"1,091,812,000","355,351,000","355,935,000","154,091,000","144,029,000"
CapitalLeaseObligations,"5,852,000",,,,
NetTangibleAssets,"848,975,000","92,820,000","217,210,000","153,956,000","143,879,000"
WorkingCapital,"483,663,000","38,643,000","167,947,000","10,329,000","6,468,000"
InvestedCapital,"2,464,734,000","899,316,000","663,009,000","154,091,000","144,029,000"
TangibleBookValue,"848,975,000","92,820,000","217,210,000","153,956,000","143,879,000"
TotalDebt,"1,378,774,000","543,965,000","307,074,000",,
NetDebt,"1,350,218,000","527,547,000","138,860,000",,
ShareIssued,"47,782,000","18,276,000","18,190,000","18,190,000","18,190,000"
OrdinarySharesNumber,"47,782,000","18,276,000","18,190,000","18,190,000","18,190,000"
