name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994
TotalRevenue,"25,565,000,000","6,721,000,000","6,048,000,000","6,635,000,000","6,161,000,000","6,488,000,000","5,855,000,000","5,776,000,000","5,576,000,000","5,634,000,000","5,608,000,000","5,401,000,000","5,703,000,000","5,162,000,000","5,184,000,000","5,583,000,000","5,164,000,000","5,016,000,000","4,982,000,000","4,826,000,000","4,526,000,000","5,055,000,000","4,340,000,000","4,215,000,000","4,041,000,000","4,122,000,000","4,138,000,000","4,050,000,000","3,944,000,000","4,081,000,000","4,176,000,000","3,878,000,000","3,959,000,000","4,117,000,000","4,078,000,000","3,234,000,000","3,217,000,000","3,346,000,000","3,229,000,000","2,907,000,000","3,049,000,000","3,025,000,000","2,989,000,000","2,978,000,000","2,655,000,000","2,442,232,055","2,813,432,370","2,745,138,178","2,620,052,241","2,026,104,418","2,199,764,443","2,554,573,529","2,528,008,874","2,574,955,909","2,460,817,101","2,570,426,519","2,472,926,203","2,481,793,355","2,621,341,604","2,410,922,003","2,397,984,886","2,411,312,330","2,282,347,765","2,389,886,893","2,436,583,025","2,363,684,489","2,369,856,151","2,306,501,548","2,163,826,435","2,279,501,217","2,264,608,815","2,117,181,315","2,193,821,545","2,178,045,303","1,918,085,668","2,189,602,446","2,452,395,578","2,158,596,912","2,125,693,090","2,061,533,889","2,248,222,749","2,092,013,890","1,974,981,041","1,990,972,013","1,926,039,387","1,898,020,850","1,579,941,288","1,881,027,967","1,879,026,485","1,802,096,986","1,833,898,701","1,837,077,878","1,706,087,686","1,680,819,517","1,578,730,991","1,514,360,314","1,508,509,191","1,517,317,207","1,447,775,661","1,473,281,399",,,,,,
	OperatingRevenue,"25,565,000,000","6,721,000,000","6,048,000,000","6,635,000,000","6,161,000,000","6,488,000,000","5,855,000,000","5,776,000,000","5,576,000,000","5,634,000,000","5,608,000,000","5,401,000,000","5,703,000,000","5,162,000,000","5,184,000,000","5,583,000,000","5,164,000,000","5,016,000,000","4,982,000,000","4,826,000,000","4,526,000,000","5,055,000,000","4,340,000,000","4,215,000,000","4,041,000,000","4,122,000,000","4,138,000,000","4,050,000,000","3,944,000,000","4,081,000,000","4,176,000,000","3,878,000,000","3,959,000,000","4,117,000,000","4,078,000,000","3,234,000,000","3,217,000,000","3,346,000,000","3,229,000,000","2,907,000,000","3,049,000,000","3,025,000,000","2,989,000,000","2,978,000,000","2,655,000,000","2,442,232,055","2,813,432,370","2,745,138,178","2,620,052,241","2,026,104,418","2,199,764,443","2,554,573,529","2,528,008,874","2,574,955,909","2,460,817,101","2,570,426,519","2,472,926,203","2,481,793,355","2,621,341,604","2,410,922,003","2,397,984,886","2,411,312,330","2,282,347,765","2,389,886,893","2,436,583,025","2,363,684,489","2,369,856,151","2,306,501,548","2,163,826,435","2,279,501,217","2,264,608,815","2,117,181,315","2,193,821,545","2,178,045,303","1,918,085,668","2,189,602,446","2,452,395,578","2,158,596,912","2,125,693,090","2,061,533,889","2,248,222,749","2,092,013,890","1,974,981,041","1,990,972,013","1,926,039,387","1,898,020,850","1,579,941,288","1,881,027,967","1,879,026,485","1,802,096,986","1,833,898,701","1,837,077,878","1,706,087,686","1,680,819,517","1,578,730,991","1,514,360,314","1,508,509,191","1,517,317,207","1,447,775,661","1,473,281,399",,,,,,
PretaxIncome,"7,388,000,000","2,013,000,000","1,512,000,000","1,982,000,000","1,881,000,000","1,897,000,000","2,135,000,000","1,979,000,000","1,563,000,000","1,735,000,000","1,505,000,000","1,794,000,000","1,498,000,000","1,849,000,000","1,702,000,000","1,593,000,000","1,181,000,000","1,256,000,000","1,496,000,000","1,477,000,000","1,229,000,000","1,139,000,000","1,283,000,000","1,329,000,000","1,285,000,000","1,339,000,000","1,369,000,000","1,431,000,000","1,231,000,000","1,313,000,000","1,283,000,000","1,157,000,000","1,265,000,000","1,422,000,000","1,166,000,000","989,000,000","1,049,000,000","1,052,000,000","953,000,000","795,000,000","970,000,000","853,000,000","824,000,000","688,000,000","395,000,000","153,638,152","511,056,365","461,617,196","769,539,884","163,654,618","375,019,764","786,923,651","836,383,805","744,268,078","813,423,044","909,605,159","817,237,915","865,953,573","911,081,973","745,683,850","797,229,219","821,136,194","785,417,217","948,769,129","851,501,440","771,572,261","713,629,659","716,296,088","544,178,720","539,841,849","485,618,723","454,473,476","382,625,058","519,562,807","-103,749,854","626,911,315","807,739,558","643,081,997","719,512,981","619,797,860","784,952,607","721,932,870","382,964,644","609,990,972","557,986,871","567,004,079","351,012,685","604,988,662","618,897,637","579,001,019","489,088,587","615,988,973","513,962,581","525,677,315","453,323,271","489,212,587","471,068,754","509,895,547","461,693,630","441,437,747",,,,,,
TaxProvision,"1,548,000,000","421,000,000","318,000,000","425,000,000","384,000,000","387,000,000","438,000,000","443,000,000","317,000,000","762,000,000","278,000,000","407,000,000","250,000,000","361,000,000","357,000,000","348,000,000","208,000,000","188,000,000","282,000,000","285,000,000","230,000,000","139,000,000","213,000,000","203,000,000","209,000,000","278,000,000","295,000,000","294,000,000","256,000,000","265,000,000","201,000,000","187,000,000","237,000,000","313,000,000","250,000,000","178,000,000","231,000,000","258,000,000","196,000,000","107,000,000","207,000,000","177,000,000","158,000,000","112,000,000","18,000,000","-71,288,102","-49,453,200","-59,365,404","127,586,900","-91,365,462","-77,015,472","126,717,070","165,280,089","158,730,159","117,314,985","199,117,547","173,049,012","235,548,475","254,164,733","204,481,450","197,732,997","219,548,499","223,194,187","295,409,182","249,554,367","239,544,733","200,062,177","212,496,482","134,612,631","141,423,358","86,383,850","109,263,658","81,543,045","147,315,064","-108,584,046","183,486,239","201,167,076","226,352,871","234,858,039","218,489,893","287,322,275","247,974,537","125,015,789","212,007,222","194,018,964","205,015,863","116,907,266","227,059,713","241,947,029","217,999,126","192,055,613","243,969,676","199,944,150","203,531,473","162,165,212","189,638,587","190,605,854","214,403,518","193,255,148","177,668,443",,,,,,
NetIncomeCommonStockholders,"5,611,000,000","1,522,000,000","1,194,000,000","1,498,000,000","1,449,000,000","1,510,000,000","1,697,000,000","1,486,000,000","1,200,000,000","928,000,000","1,179,000,000","1,338,000,000","1,205,000,000","1,442,000,000","1,310,000,000","1,205,000,000","938,000,000","1,019,000,000","1,176,000,000","1,162,000,000","962,000,000","953,000,000","1,020,000,000","1,082,000,000","1,035,000,000","1,020,000,000","1,061,000,000","1,091,000,000","929,000,000","997,000,000","1,167,000,000","919,000,000","976,000,000","1,053,000,000","860,000,000","754,000,000","766,000,000","742,000,000","705,000,000","636,000,000","711,000,000","622,000,000","609,000,000","524,000,000","332,000,000","201,573,255","535,263,440","501,535,312","627,888,286","239,959,839","440,346,574","651,687,786","657,792,568","576,131,687","687,310,873","704,830,863","636,373,786","622,439,690","649,437,733","535,080,201","591,939,547","594,145,373","545,181,279","633,399,867","581,379,405","513,499,206","493,725,150","482,690,684","389,517,399","377,128,954","378,386,279","324,623,911","280,696,252","354,823,380","-8,769,056","423,547,401","586,609,337","391,245,690","459,939,739","376,040,428","470,971,564","448,929,398","230,964,423","368,040,927","333,916,849","331,923,251","203,079,056","346,938,776","349,892,627","337,993,301","274,045,560","349,000,689","294,051,941","304,623,265","273,812,162","283,083,688","262,763,785","278,999,450","251,439,126","247,369,140","224,949,153","228,008,445","121,625,991","211,453,134","210,839,209","202,927,478"
	NetIncome,"5,840,000,000","1,592,000,000","1,194,000,000","1,557,000,000","1,497,000,000","1,510,000,000","1,697,000,000","1,536,000,000","1,246,000,000","973,000,000","1,227,000,000","1,387,000,000","1,247,000,000","1,487,000,000","1,344,000,000","1,245,000,000","973,000,000","1,060,000,000","1,206,000,000","1,185,000,000","993,000,000","986,000,000","1,057,000,000","1,110,000,000","1,062,000,000","1,048,000,000","1,061,000,000","1,121,000,000","957,000,000","1,030,000,000","1,064,000,000","951,000,000","1,010,000,000","1,090,000,000","897,000,000","793,000,000","800,000,000","776,000,000","739,000,000","669,000,000","745,000,000","657,000,000","647,000,000","557,000,000","358,000,000","224,926,254","560,509,565","520,982,600","641,952,984","255,020,080","452,035,236","660,206,581","671,103,716","585,537,919","696,108,059","710,487,612","644,188,903","630,405,098","656,917,240","541,202,400","599,496,222","601,587,695","562,223,030","653,359,947","601,947,073","532,027,528","513,567,482","503,799,606","409,566,089","398,418,491","399,234,873","345,209,818","301,082,013","372,247,743","4,834,192","443,425,076","606,572,482","416,729,126","484,654,942","401,307,967","497,630,332","473,958,333","257,948,855","397,983,750","363,967,907","361,988,216","234,105,419","377,928,949","376,950,608","361,001,893","297,032,974","372,019,297","314,018,431","322,145,842","291,158,059","299,574,000","280,462,900","295,492,029","268,438,482","263,769,304","224,949,153","228,008,445","190,610,165","211,453,134","210,839,209","202,927,478"
		NetIncomeIncludingNoncontrollingInterests,"5,840,000,000","1,592,000,000","1,194,000,000","1,557,000,000","1,497,000,000","1,510,000,000","1,697,000,000","1,536,000,000","1,246,000,000","973,000,000","1,227,000,000","1,387,000,000","1,248,000,000","1,488,000,000","1,345,000,000","1,245,000,000","973,000,000","1,068,000,000","1,214,000,000","1,192,000,000","999,000,000","1,000,000,000","1,070,000,000","1,126,000,000","1,076,000,000","1,061,000,000","1,074,000,000","1,137,000,000","975,000,000","1,048,000,000","1,082,000,000","970,000,000","1,028,000,000","1,109,000,000","916,000,000","811,000,000","818,000,000","794,000,000","757,000,000","688,000,000","763,000,000","676,000,000","666,000,000","576,000,000","377,000,000","243,362,832","579,793,402","539,406,346","661,040,788","273,092,369","470,330,981","678,309,020","689,961,176","604,350,382","715,833,629","729,720,557","663,168,472","649,749,659","673,144,357","554,671,238","613,350,126","615,231,952","578,052,380","667,997,339","617,030,029","546,585,495","530,338,817","519,279,482","425,318,631","415,145,985","417,201,293","359,461,599","316,763,368","388,088,072","18,574,548","454,128,440","617,321,868","424,224,254","489,553,977","405,766,944","502,073,460","478,009,259","261,984,841","402,949,143","368,927,790","368,937,906","238,096,428","386,999,244","384,967,788","364,933,741","304,043,353","378,084,080","320,022,341","327,537,404","296,108,830","305,070,771","285,908,782","299,615,174","273,221,936","266,502,665","224,949,153","228,008,445","201,566,475","211,453,134","210,839,209","202,927,478"
			NetIncomeContinuousOperations,"5,840,000,000","1,592,000,000","1,194,000,000","1,557,000,000","1,497,000,000","1,510,000,000","1,697,000,000","1,536,000,000","1,246,000,000","973,000,000","1,227,000,000","1,387,000,000","1,248,000,000","1,488,000,000","1,345,000,000","1,245,000,000","973,000,000","1,068,000,000","1,214,000,000","1,192,000,000","999,000,000","1,000,000,000","1,070,000,000","1,126,000,000","1,076,000,000","1,061,000,000","1,074,000,000","1,137,000,000","975,000,000","1,048,000,000","1,082,000,000","970,000,000","1,028,000,000","1,109,000,000","916,000,000","811,000,000","818,000,000","794,000,000","757,000,000","688,000,000","763,000,000","676,000,000","666,000,000","576,000,000","377,000,000","224,926,254","560,509,565","520,982,600","641,952,984","255,020,080","452,035,236","660,206,581","671,103,716","585,537,919","696,108,059","710,487,612","644,188,903","630,405,098","656,917,240","541,202,400","599,496,222","601,587,695","562,223,030","653,359,947","601,947,073","532,027,528","513,567,482","503,799,606","409,566,089","398,418,491","399,234,873","345,209,818","301,082,013","372,247,743","4,834,192","443,425,076","606,572,482","416,729,126","484,654,942","401,307,967","497,630,332","473,958,333","257,948,855","397,983,750","363,967,907","361,988,216","234,105,419","377,928,949","376,950,608","361,001,893","297,032,974","372,019,297","314,018,431","322,145,842","291,158,059","299,574,000","280,462,900","295,492,029","268,438,482","263,769,304","224,949,153","228,008,445","190,610,165","211,453,134","210,839,209","202,927,478"
		MinorityInterests,,,"0","0",,,"0","0","0","0","0","0","-1,000,000","-1,000,000","-1,000,000","0","0","-8,000,000","-8,000,000","-7,000,000","-6,000,000","-14,000,000","-13,000,000","-16,000,000","-14,000,000","-13,000,000","-13,000,000","-16,000,000","-18,000,000","-18,000,000","-18,000,000","-19,000,000","-18,000,000","-19,000,000","-19,000,000","-18,000,000","-18,000,000","-18,000,000","-18,000,000","-19,000,000","-18,000,000","-19,000,000","-19,000,000","-19,000,000","-19,000,000","-18,436,578","-19,283,837","-18,423,746","-19,087,804","-18,072,289","-18,295,745","-18,102,439","-18,857,460","-18,812,463","-19,725,570","-19,232,945","-18,979,569","-19,344,561","-16,227,117","-13,468,838","-13,853,904","-13,644,257","-15,829,350","-14,637,392","-15,082,956","-14,557,967","-16,771,335","-15,479,876","-15,752,542","-16,727,494","-17,966,420","-14,251,781","-15,681,355","-15,840,329","-13,740,356","-10,703,364","-10,749,386","-7,495,128","-4,899,035","-4,458,977","-4,443,128","-4,050,926","-4,035,986","-4,965,393","-4,959,883","-6,949,690","-3,991,009","-9,070,295","-8,017,180","-3,931,848","-7,010,379","-6,064,783","-6,003,910","-5,391,562","-4,950,771","-5,496,771","-5,445,882","-4,123,145","-4,783,454","-2,733,361",,,,,,
	PreferredStockDividends,"229,000,000","70,000,000","52,000,000","59,000,000","48,000,000",,,"50,000,000","46,000,000","45,000,000","48,000,000","49,000,000","42,000,000","45,000,000","34,000,000","40,000,000","35,000,000","41,000,000","30,000,000","23,000,000","31,000,000","33,000,000","37,000,000","28,000,000","27,000,000","28,000,000",,"30,000,000","28,000,000","33,000,000",,"32,000,000","34,000,000","37,000,000","37,000,000","39,000,000","34,000,000","34,000,000","34,000,000","33,000,000","34,000,000","35,000,000","38,000,000","33,000,000","26,000,000","23,352,999","25,246,125","19,447,288","14,064,698","15,060,241","11,688,663","8,518,795","13,311,148","9,406,232","8,797,187","5,656,749","7,815,117","7,965,407","7,479,507","6,122,199","7,556,675","7,442,322","17,041,751","19,960,080","20,567,668","18,528,322","19,842,331","21,108,922","20,048,690","21,289,538","20,848,595","20,585,907","20,385,761","17,424,362","13,603,249","19,877,676","19,963,145","25,483,436","24,715,203","25,267,539","26,658,768","25,028,935","26,984,431","29,942,823","30,051,058","30,064,964","31,026,362","30,990,174","27,057,981","23,008,592","22,987,415","23,018,608","19,966,490","17,522,577","17,345,896","16,490,312","17,699,115","16,492,578","16,999,355","16,400,164",,,,,,
