name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,855,503,060","5,115,486,331","3,354,391,020","4,274,008,882","3,013,810,630","2,028,108,500","2,379,357,660","2,080,973,460"
EnterpriseValue,"3,008,390,060","5,289,998,331","3,548,081,020","4,389,756,882","3,047,474,630","2,009,385,500","2,361,783,660","2,058,658,460"
PeRatio,"5.117","9.505","6.65","14.57","14.516","14.032","85.753",
ForwardPeRatio,"6.817","8.554","6.39","10.537","11.862",,"16.921","19.881"
PsRatio,"3.279","6.134","4.878","7.511","6.942","6.046","10.64","18.988"
PbRatio,"0.957","1.792","1.514","2.4","2.3","1.884","2.993","9.497"
EnterprisesValueRevenueRatio,"3.468","6.098","4.932","7.614","6.65","5.688","9.863","15.667"
