name,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012,10/31/2011,10/31/2010,10/31/2009,10/31/2008,10/31/2007,10/31/2006,10/31/2005,10/31/2004,10/31/2003,10/31/2002,10/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996,10/31/1995,10/31/1994,10/31/1993,10/31/1992,10/31/1991,10/31/1990,10/31/1989,10/31/1988,10/31/1987,10/31/1986,10/31/1985
TotalAssets,"10,828,138,000","10,244,590,000","9,445,225,000","9,736,789,000","9,206,515,000","8,416,902,000","6,827,459,000","6,181,044,000","5,055,246,000","5,171,555,000","5,634,444,000","6,586,836,000","7,220,316,000","7,583,541,000","6,343,840,000","4,905,578,000","3,787,391,000","2,895,365,000","2,532,200,000","2,030,254,000","1,668,100,000","1,254,500,000","1,118,600,000","837,900,000","692,500,000","586,900,000","476,000,000","384,800,000","312,400,000","316,500,000","348,200,000","256,600,000","181,800,000","108,200,000","71,500,000"
	CurrentAssets,"9,632,801,000","9,222,191,000","8,400,160,000","8,570,550,000","8,396,714,000","7,490,567,000","5,845,120,000","5,174,670,000","4,681,971,000","4,636,597,000","5,188,234,000","5,942,900,000","6,782,983,000","7,238,785,000","6,043,321,000","4,705,249,000","3,676,733,000","2,812,412,000","2,484,923,000","1,987,268,000","1,627,300,000","1,238,700,000","1,101,000,000","822,200,000","676,600,000","571,600,000","461,900,000","356,300,000","299,300,000","302,900,000","332,300,000","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"1,286,014,000","1,182,195,000","712,829,000","633,715,000","918,993,000","586,315,000","772,972,000","1,217,892,000","1,139,912,000","1,236,927,000","1,908,894,000","1,633,495,000","900,337,000","632,524,000","689,219,000","580,863,000","425,251,000","102,337,000","182,840,000","161,860,000","96,500,000","80,100,000","147,600,000","22,900,000","27,800,000","38,000,000","32,300,000","33,400,000","31,500,000","10,400,000","9,200,000",,,,
			CashAndCashEquivalents,"1,286,014,000","1,182,195,000","712,829,000","633,715,000","918,993,000","586,315,000","772,972,000","778,824,000","906,340,000","1,039,060,000","1,807,718,000","1,633,495,000","900,337,000","632,524,000","689,219,000","580,863,000","425,251,000","102,337,000","182,840,000","161,860,000","96,500,000","80,100,000","147,600,000","22,900,000","27,800,000","38,000,000","32,300,000","33,400,000","31,500,000","10,400,000","9,200,000",,,,
			OtherShortTermInvestments,,,,"11,552,000","10,001,000","12,026,000","52,508,000","439,068,000","233,572,000","197,867,000","101,176,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"121,655,000","96,937,000","99,311,000","85,627,000","284,130,000","251,572,000","229,295,000","148,315,000","105,576,000","97,039,000","95,774,000","163,017,000","275,624,000","460,883,000","285,478,000","246,126,000","171,133,000","159,014,000","118,542,000","113,025,000","87,500,000","46,700,000","31,800,000","26,800,000","25,000,000","27,300,000","27,100,000","35,100,000","45,000,000","52,300,000","66,200,000",,,,
			AccountsReceivable,,,,,,,,,,,,"113,762,000","135,910,000","330,557,000","185,620,000","146,212,000","113,633,000","95,065,000","118,542,000",,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,"49,255,000","93,189,000","130,326,000","99,858,000","99,914,000","57,500,000","63,949,000",,,,,,,,,,,,,,,,,
			TaxesReceivable,"20,791,000",,,,,,,,,"141,590,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"100,864,000","96,937,000","99,311,000","85,627,000","284,130,000","251,572,000","229,295,000",,,,,,"46,525,000",,,,,,,,,,,,,,,,,,,,,,
		Inventory,"7,873,048,000","7,598,219,000","7,281,453,000","7,353,967,000","6,997,516,000","6,490,321,000","4,650,412,000","3,761,187,000","3,416,723,000","3,241,725,000","3,183,566,000","4,127,475,000","5,572,655,000","6,095,702,000","5,068,624,000","3,878,260,000","3,080,349,000","2,551,061,000","2,183,541,000","1,712,383,000","1,443,300,000","1,111,900,000","921,600,000","772,500,000","623,800,000","506,300,000","402,500,000","287,800,000","222,800,000","240,200,000","256,900,000",,,,
			RawMaterials,,,,,,,,"1,096,673,000","1,025,726,000","955,871,000","835,694,000","1,299,825,000","1,749,652,000","2,193,850,000",,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,,,,,,,,"2,664,514,000","2,390,997,000","2,285,854,000","2,347,872,000","2,214,829,000","3,171,920,000","3,327,935,000",,,,,"1,145,046,000",,,,,,,,,,,,,,,,
			FinishedGoods,"7,873,048,000","7,598,219,000","7,281,453,000","7,353,967,000","6,997,516,000","6,490,321,000","4,650,412,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
