name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"229,740,000,000","222,068,000,000","251,366,000,000","246,983,000,000","230,521,000,000","298,687,000,000","321,423,000,000","331,645,000,000","319,410,000,000","308,683,000,000","200,270,000,000","125,695,000,000","129,715,000,000","98,680,000,000","78,625,000,000","63,082,000,000","53,612,000,000","32,018,000,000","36,864,000,000","39,215,000,000","33,733,000,000"
	CurrentAssets,"27,812,000,000","37,062,000,000","47,131,000,000","44,769,000,000","43,428,000,000","50,832,000,000","52,655,000,000","57,794,000,000","64,592,000,000","63,863,000,000","42,644,000,000","26,758,000,000","29,140,000,000","30,955,000,000","25,778,000,000","19,426,000,000","17,900,000,000","10,197,000,000","14,326,000,000","12,526,000,000","8,167,000,000"
		CashCashEquivalentsAndShortTermInvestments,"8,260,000,000","14,982,000,000","24,404,000,000","21,989,000,000","25,838,000,000","25,978,000,000","19,753,000,000","23,951,000,000","28,018,000,000","33,245,000,000","16,241,000,000","6,623,000,000","7,254,000,000","13,034,000,000","10,327,000,000","7,244,000,000","9,610,000,000","3,301,000,000","7,360,000,000","5,826,000,000","3,247,000,000"
			CashAndCashEquivalents,"7,372,000,000","13,899,000,000","22,519,000,000","21,205,000,000","25,058,000,000","16,655,000,000","15,868,000,000","13,520,000,000","19,057,000,000","17,633,000,000","16,169,000,000","6,499,000,000","6,987,000,000","12,688,000,000","9,871,000,000","6,856,000,000","9,610,000,000","3,301,000,000","7,360,000,000","5,826,000,000","3,015,000,000"
				CashFinancial,"572,000,000","863,000,000","1,570,000,000","591,000,000","808,000,000","709,000,000","951,000,000","990,000,000",,,,,,,,,,,,,
				CashEquivalents,"6,800,000,000","13,036,000,000","20,949,000,000","20,614,000,000","24,250,000,000","15,946,000,000","14,917,000,000","12,530,000,000",,,,,,,,,,,,,
			OtherShortTermInvestments,"888,000,000","1,083,000,000","1,885,000,000","784,000,000","780,000,000","9,323,000,000","3,885,000,000","10,431,000,000","8,961,000,000","15,612,000,000","72,000,000","124,000,000","267,000,000","346,000,000","456,000,000","388,000,000",,,,,"232,000,000"
		Receivables,"7,306,000,000","7,781,000,000","7,409,000,000","7,271,000,000","8,551,000,000","11,780,000,000","14,641,000,000","16,671,000,000","18,604,000,000","15,832,000,000","12,055,000,000","9,894,000,000","10,026,000,000","8,904,000,000","8,271,000,000","4,285,000,000","2,905,000,000","2,267,000,000","2,759,000,000","2,211,000,000","1,575,000,000"
			AccountsReceivable,"3,762,000,000","5,746,000,000","4,972,000,000","4,769,000,000","5,803,000,000","7,969,000,000","9,670,000,000","11,099,000,000","11,756,000,000","10,572,000,000","8,115,000,000","6,613,000,000","6,538,000,000","6,311,000,000","6,184,000,000","4,285,000,000","2,905,000,000","2,267,000,000","2,759,000,000","2,211,000,000",
			TaxesReceivable,"3,544,000,000","2,035,000,000","2,437,000,000","2,502,000,000","2,748,000,000","3,811,000,000","4,971,000,000","5,572,000,000","6,848,000,000","5,260,000,000","3,940,000,000","3,281,000,000",,,,,,,,,
