name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,05/31/1995
TotalRevenue,"11,486,604,000","11,388,479,000","11,404,851,000","10,876,634,000","14,745,105,000","13,781,837,000","12,795,106,000","11,764,050,000","8,186,280,000","6,982,214,000","6,447,391,000","6,108,800,000","5,660,173,000","5,264,151,000","4,880,662,000","2,973,918,000","2,298,595,000","2,046,418,000","1,854,632,000","1,650,753,000","1,486,302,000","1,445,351,000","1,204,900,000","438,200,000","272,900,000","89,700,000","99,000,000"
	OperatingRevenue,"11,002,013,000","10,918,421,000","10,709,981,000","10,093,670,000","13,872,840,000","12,989,374,000","12,129,626,000","11,294,510,000","7,771,331,000","6,982,214,000","6,447,391,000","6,108,800,000","5,660,173,000","5,264,151,000","4,880,662,000","2,973,918,000","2,298,595,000","2,016,418,000","1,854,632,000","1,650,753,000","1,486,302,000","1,445,351,000","1,204,900,000","438,200,000","272,900,000","89,700,000","99,000,000"
CostOfRevenue,"7,924,999,000","7,914,485,000","8,195,513,000","7,640,005,000","10,646,736,000","9,824,834,000","9,119,305,000","8,198,377,000","5,578,853,000","4,680,772,000","4,474,735,000","4,248,668,000","3,920,487,000","3,590,344,000","3,390,351,000","2,035,243,000","1,555,070,000","1,360,556,000","1,217,685,000","1,100,652,000","1,032,153,000","993,239,000","772,700,000","292,500,000","184,000,000","57,400,000","65,600,000"
GrossProfit,"3,561,605,000","3,473,994,000","3,209,338,000","3,236,629,000","4,098,369,000","3,957,003,000","3,675,801,000","3,565,673,000","2,607,427,000","2,301,442,000","1,972,656,000","1,860,132,000","1,739,686,000","1,673,807,000","1,490,311,000","938,675,000","743,525,000","685,862,000","636,947,000","550,101,000","454,149,000","452,112,000","432,200,000","145,700,000","88,900,000","32,300,000","33,400,000"
OperatingExpense,"1,737,378,000","1,718,464,000","1,719,189,000","1,616,904,000","2,324,627,000","2,594,399,000","1,883,894,000","2,107,074,000","1,326,720,000","1,146,660,000","975,629,000","919,861,000","917,921,000","811,598,000","750,879,000","473,304,000","333,402,000","307,327,000","245,615,000","232,109,000","274,878,000","376,289,000","212,200,000","65,800,000","40,200,000","13,800,000","16,200,000"
	SellingGeneralAndAdministration,"1,116,075,000","1,103,312,000","1,135,454,000","1,064,026,000","1,592,698,000","1,452,135,000","1,261,506,000","1,176,485,000","894,575,000","691,243,000","579,000,000","531,531,000","654,469,000","627,918,000","579,719,000","334,379,000","233,042,000","195,328,000","181,330,000","126,900,000","163,273,000","263,808,000","120,200,000","38,700,000","24,800,000","9,400,000","11,500,000"
		GeneralAndAdministrativeExpense,"1,116,075,000","1,103,312,000","1,135,454,000","1,064,026,000","1,592,698,000","1,452,135,000","1,261,506,000","1,176,485,000","894,575,000",,,,,,,,,,,,,,,,,,
			OtherGandA,"1,116,075,000","1,103,312,000","1,135,454,000","1,064,026,000","1,592,698,000","1,452,135,000","1,261,506,000","1,176,485,000","894,575,000",,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"621,303,000","615,152,000","591,035,000","559,911,000","720,252,000","638,024,000","590,935,000","528,737,000","341,969,000","266,628,000","234,378,000","228,986,000","216,917,000","193,470,000","173,295,000","116,836,000","86,666,000","74,687,000","64,665,000","105,209,000","111,605,000","112,481,000","92,000,000","27,100,000","15,400,000","4,400,000","4,700,000"
		DepreciationAndAmortizationInIncomeStatement,"621,303,000","615,152,000","591,035,000","559,911,000","720,252,000","638,024,000","590,935,000","528,737,000","341,969,000","266,628,000","234,378,000","228,986,000","216,917,000","193,470,000","173,295,000","116,836,000","86,666,000","74,687,000","64,665,000","105,209,000","111,605,000","112,481,000","92,000,000","27,100,000","15,400,000","4,400,000","4,700,000"
	ProvisionForDoubtfulAccounts,,"0","-7,300,000","-7,033,000","11,677,000","9,240,000","14,453,000","4,852,000","4,339,000","197,565,000","171,250,000","161,786,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,"495,000,000","17,000,000","397,000,000","85,837,000","-8,776,000","-8,999,000","-2,442,000","46,535,000","-9,790,000","-2,135,000","22,089,000","13,694,000","37,312,000","-380,000",,,,,,,,
OperatingIncome,"1,824,227,000","1,755,530,000","1,490,149,000","1,619,725,000","1,773,742,000","1,362,604,000","1,791,907,000","1,458,599,000","1,280,707,000","1,154,782,000","997,027,000","940,271,000","821,765,000","862,209,000","739,432,000","465,371,000","410,123,000","378,535,000","391,332,000","317,992,000","179,271,000","75,823,000","220,000,000","79,900,000","48,700,000","18,500,000","17,200,000"
NetNonOperatingInterestIncomeExpense,"-437,258,000","-477,226,000","-487,435,000","-430,634,000","-414,382,000","-456,452,000","-507,842,000","-429,943,000","-299,517,000","-241,090,000","-181,607,000","-185,755,000",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"400,908,000","443,824,000","487,435,000","430,634,000","414,382,000","408,380,000","410,294,000","429,943,000","288,554,000","241,090,000","181,607,000","185,755,000",,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"33,402,000",,,,"48,072,000","97,548,000",,"10,963,000",,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-37,983,000","-82,865,000","45,764,000","210,695,000","129,535,000","-183,016,000","25,608,000","96,322,000","20,114,000","-21,018,000","-70,962,000","3,708,000","12,411,000","77,735,000","-225,705,000","5,312,000","4,173,000","-23,441,000","6,170,000","4,644,000","-11,757,000","-141,700,000","-73,300,000","2,400,000","1,900,000","700,000",
	EarningsFromEquityInterest,"27,814,000","12,679,000","-4,484,000","-8,640,000","13,044,000","18,325,000","23,234,000","34,558,000","16,377,000",,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-83,855,000","-124,892,000","40,159,000","201,670,000","107,757,000","-210,234,000","0","56,977,000",,"-21,018,000","-70,962,000","3,708,000","12,411,000","77,735,000","-225,705,000","5,312,000","4,173,000","-23,441,000","6,170,000","4,644,000","-11,757,000","-141,700,000","-73,300,000","2,400,000","1,900,000","700,000",
		RestructuringAndMergernAcquisition,,"0","-60,603,000","-6,273,000",,"0","0","-56,977,000",,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"83,855,000","124,892,000","3,106,000","36,196,000","296,408,000","210,234,000",,,,"24,000,000",,,,,,,,,,,,,,,,,
		WriteOff,,"0","17,338,000","295,234,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,"-526,827,000",,,,,,"-2,982,000",,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,"404,165,000",,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"18,058,000","29,348,000","10,089,000","17,665,000","8,734,000","8,893,000","2,374,000","4,787,000","3,737,000",,,,,,,,,,,,,,,,,,
PretaxIncome,"1,348,986,000","1,195,439,000","1,048,478,000","1,399,786,000","1,488,895,000","723,136,000","1,309,673,000","1,124,978,000","1,001,304,000","892,674,000","744,458,000","758,224,000","609,460,000","627,522,000","475,759,000","331,097,000","361,884,000","288,266,000","316,187,000","240,938,000","44,935,000","-181,826,000","56,900,000","62,100,000","40,100,000","11,100,000","8,400,000"
TaxProvision,"314,442,000","279,628,000","258,400,000","323,859,000","455,813,000","295,726,000","446,343,000","381,013,000","359,845,000","315,744,000","260,239,000","278,465,000","235,300,000","245,744,000","186,430,000","123,675,000","139,630,000","112,475,000","129,500,000","104,600,000","27,960,000","-34,570,000","41,600,000","25,100,000","16,400,000","4,600,000","3,500,000"
NetIncomeCommonStockholders,"901,285,000","810,981,000","159,394,000","663,618,000","879,874,000","269,732,000","723,114,000","633,446,000","536,017,000","478,001,000","405,683,000","422,684,000","374,160,000","381,778,000","289,691,000","228,643,000","222,254,000","175,791,000","157,329,000","137,315,000","13,485,000","-147,256,000","-4,300,000","37,000,000","16,000,000","9,100,000","4,900,000"
	NetIncome,"901,285,000","810,981,000","159,394,000","663,618,000","879,874,000","269,732,000","723,114,000","633,446,000","536,017,000","478,001,000","405,683,000","422,684,000","374,160,000","381,778,000","289,691,000","228,643,000","222,254,000","175,791,000","157,329,000","137,315,000","13,485,000","-147,256,000","-4,300,000","37,000,000","16,000,000","9,100,000","4,900,000"
		NetIncomeIncludingNoncontrollingInterests,"1,119,702,000","1,021,294,000","333,040,000","830,555,000","1,033,082,000","427,410,000","863,330,000","757,201,000","641,237,000","573,395,000","484,219,000","479,759,000","420,695,000","427,263,000","325,524,000","250,732,000","235,948,000","183,103,000","166,628,000","146,575,000","19,427,000","-142,104,000","2,900,000","41,500,000","19,600,000","10,900,000","6,500,000"
			NetIncomeContinuousOperations,"1,034,544,000","915,811,000","790,078,000","1,075,927,000","1,033,082,000","427,410,000","863,330,000","743,965,000","641,459,000","576,930,000","484,219,000","479,759,000","374,160,000","381,778,000","289,329,000","207,422,000","222,254,000","175,791,000","186,687,000","136,338,000","16,975,000","-147,256,000","15,300,000","37,000,000","23,700,000","6,500,000","4,900,000"
			NetIncomeDiscontinuousOperations,"85,158,000","105,483,000","-457,038,000","-245,372,000",,"0","0","13,236,000","-222,000","-3,535,000",,,,,"362,000","21,221,000",,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,"-6,900,000",,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,"-29,358,000","977,000","-3,490,000",,"-12,700,000",,"-7,700,000","2,600,000",
		MinorityInterests,"-218,417,000","-210,313,000","-173,646,000","-166,937,000","-153,208,000","-157,678,000","-140,216,000","-123,755,000","-105,220,000","-95,394,000","-78,536,000","-57,075,000","-46,535,000","-45,485,000","-35,833,000","-22,089,000","-13,694,000","-7,312,000","-9,299,000","-9,260,000","-5,942,000","-5,152,000","-7,200,000","-4,500,000","-3,600,000","-1,800,000","-1,600,000"
DilutedNIAvailtoComStockholders,"901,285,000","810,981,000","159,394,000","663,618,000","879,874,000","269,732,000","723,114,000","633,446,000","536,017,000","478,001,000","405,683,000","422,684,000","374,160,000","381,778,000","289,691,000","228,643,000","222,254,000","175,791,000","157,329,000","137,315,000","13,485,000","-147,256,000","-4,300,000","37,000,000","16,000,000","9,100,000","4,900,000"
BasicEPS,,,"0.93","3.52","4.36","1.27","3.41","3.02","2.79","2.525","2","2.04","1.78","1.805","1.4","1.135","1.125","0.93","0.73","0.547","0.057","-0.603","-0.017","0.277","0.124","0.083","0.09"
DilutedEPS,,,"0.92","3.47","4.29","1.25","3.33","2.95","2.735","2.48","1.97","2.03","1.765","1.775","1.37","1.1","1.08","0.83","0.653","0.507","0.053","-0.603","-0.017","0.273","0.124","0.077","0.08"
BasicAverageShares,,,"170,785,999","188,625,559","201,641,173","211,867,714","212,301,827","209,939,364","192,035,878","189,316,054","203,008,746","207,207,770","210,298,896","211,786,000","207,040,000","201,524,000","197,454,000","188,691,000","215,493,000","251,304,000","244,743,000","243,456,000","240,429,000","132,912,000","128,990,793","109,145,427","54,417,236"
DilutedAverageShares,,,"172,364,581","191,348,533","204,904,656","216,251,807","216,927,681","214,763,887","195,942,160","193,064,220","206,118,342","208,335,370","211,879,450","214,836,000","211,586,000","208,136,000","205,722,000","227,520,000","271,440,000","310,362,000","249,471,000","243,456,000","245,103,000","135,906,000","128,990,793","118,636,334","61,219,390"
TotalOperatingIncomeAsReported,"1,768,186,000","1,643,317,000","1,525,824,000","1,812,755,000","1,894,543,000","1,170,695,000","1,815,141,000","1,550,134,000","1,297,084,000","1,130,782,000","997,027,000","940,271,000","821,765,000","862,209,000","739,432,000","465,371,000","410,123,000","378,535,000","391,332,000","317,992,000","179,271,000","75,823,000","220,000,000","79,900,000","48,700,000","18,500,000","17,200,000"
TotalExpenses,"9,662,377,000","9,632,949,000","9,914,702,000","9,256,909,000","12,971,363,000","12,419,233,000","11,003,199,000","10,305,451,000","6,905,573,000","5,827,432,000","5,450,364,000","5,168,529,000","4,838,408,000","4,401,942,000","4,141,230,000","2,508,547,000","1,888,472,000","1,667,883,000","1,463,300,000","1,332,761,000","1,307,031,000","1,369,528,000","984,900,000","358,300,000","224,200,000","71,200,000","81,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"901,285,000","810,981,000","159,394,000","663,618,000","879,874,000","269,732,000","723,114,000","633,446,000","536,017,000","478,001,000","405,683,000","422,684,000","374,160,000","381,778,000","289,691,000","228,643,000","222,254,000","175,791,000","186,687,000","136,338,000","16,975,000","-147,256,000","15,300,000","37,000,000","23,700,000","6,500,000","4,900,000"
NormalizedIncome,"880,435,812.041","801,165,272","586,152,114","753,905,770","805,090,642","395,872,400","723,114,000","582,548,203","536,239,000","495,119,810.82","451,838,926.43","420,337,798.387","366,540,632.429","334,484,816.924","426,589,675.983","204,094,196.776","219,691,118.132","190,085,841.677","182,985,000","133,551,600","24,029,200","-32,496,971.038","59,280,000","35,560,000","22,560,000","6,080,000","4,900,000"
InterestExpense,"400,908,000","443,824,000","487,435,000","430,634,000","414,382,000","408,380,000","410,294,000","429,943,000","288,554,000","241,090,000","181,607,000","185,755,000",,,,,,,,,,,,,,,
NetInterestIncome,"-437,258,000","-477,226,000","-487,435,000","-430,634,000","-414,382,000","-456,452,000","-507,842,000","-429,943,000","-299,517,000","-241,090,000","-181,607,000","-185,755,000",,,,,,,,,,,,,,,
