name,ttm,12/31/2010,09/30/2010,12/31/2009,09/30/2009,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"237,631,000,000","52,788,985,000","47,108,679,000","35,987,877,000","28,558,859,000","34,510,981,451.61","34,507,211,018.96","18,208,081,435.76","24,215,363,248","21,074,324,413.5","21,073,483,514.4","20,080,654,857.5","20,348,657,018","24,174,601,123.86","24,153,292,504.32","18,795,600,902.12","18,649,342,317.33","16,416,043,304.55","16,416,043,304.55","15,450,719,954.9","15,450,719,954.9","12,160,329,171.05","12,160,320,892.9","18,408,486,393.6","20,656,856,768.05","9,500,476,794.55","9,500,468,516.4","7,900,042,955.64","7,850,757,661.32","5,313,099,828","5,313,292,632","4,174,318,224.96","5,419,573,544.4","5,612,684,231.7","5,622,036,000"
	OperatingRevenue,"232,472,000,000","52,788,985,000","47,108,679,000","35,459,140,000","28,558,859,000","34,510,981,451.61","34,507,211,018.96","18,208,081,435.76","24,215,363,248","21,074,324,413.5","21,073,483,514.4","20,080,654,857.5","20,348,657,018","24,174,601,123.86","24,153,292,504.32","18,658,803,518.12","18,649,342,317.33","16,384,503,553.05","16,384,503,553.05","15,413,244,769.85","15,413,253,048","12,125,453,325.1","12,125,453,325.1","17,973,701,399.3","20,656,856,768.05","9,427,579,405.65","9,427,579,405.65","7,900,042,955.64","7,850,757,661.32","5,313,099,828","5,313,292,632","4,174,318,224.96","5,419,573,544.4","5,612,684,231.7","5,622,036,000"
CostOfRevenue,"92,065,000,000","30,966,524,000","5,454,279,000","27,173,237,000","270,760,000","7,008,032,234.53",,,,"5,003,711,280",,,,"6,645,210,701.58",,,,"5,621,211,532.3",,,,"5,436,385,277.25",,,,"3,171,152,311.25",,,,"1,289,593,196.1",,,,"1,186,345,850.3",
GrossProfit,"145,566,000,000","21,822,461,000","41,654,400,000","8,814,640,000","28,288,099,000","27,502,949,217.08",,,,"16,070,613,133.5",,,,"17,529,390,422.28",,,,"10,794,831,772.25",,,,"6,723,943,893.8",,,,"6,329,324,483.3",,,,"4,023,506,631.9",,,,"4,426,338,381.4",
OperatingExpense,"59,277,000,000","2,233,877,000","23,684,423,000","-3,612,743,000","16,851,329,000","11,847,848,045.46",,,,"4,821,622,662",,,,"4,627,260,538.56",,,,"2,382,898,590.1",,,,"1,919,628,481.65",,,,"1,784,644,967.75",,,,"1,499,974,356.9",,,,"1,275,303,809",
	SellingGeneralAndAdministration,"8,062,000,000","-10,076,892,000","11,821,176,000","-7,493,443,000","8,810,940,000","8,377,598,053.13",,,,"2,268,025,204.5",,,,"400,684,482.44",,,,"272,640,870.25",,,,"232,375,948.65",,,,"320,621,027.65",,,,"495,819,322.5",,,,"383,244,212",
	DepreciationAmortizationDepletionIncomeStatement,,"6,419,995,000","8,625,445,000","4,923,802,000","4,480,286,000","2,173,782,984.04",,,,"1,765,046,076",,,,"1,683,556,039.44",,,,"1,393,295,426.5",,,,"1,323,916,251.35",,,,"1,137,864,830.1",,,,"793,980,551.1",,,,"646,712,207.7",
		DepreciationAndAmortizationInIncomeStatement,,,,,,"2,173,782,984.04",,,,"1,765,046,076",,,,"1,683,556,039.44",,,,"1,393,295,426.5",,,,"1,323,916,251.35",,,,"1,137,864,830.1",,,,"793,980,551.1",,,,"646,712,207.7",
	OtherTaxes,"9,156,000,000","2,598,443,000","2,235,894,000",,,"1,296,480,719.03",,,,"788,558,985",,,,"855,506,224.54",,,,"597,657,595.55",,,,"363,336,281.65",,,,"326,167,388.15",,,,"210,182,750.4",,,,"245,347,389.3",
	OtherOperatingExpenses,"42,059,000,000","3,292,331,000","1,001,908,000","1,597,198,000","919,803,000","-13,710.74",,,,"-7,603.5",,,,"1,687,513,792.14",,,,"119,304,697.8",,,,,,,,"-8,278.15",,,,"-8,267.1",,,,,
