name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"8,636,900,000","9,330,400,000","9,397,800,000","8,912,300,000","8,458,900,000","7,689,300,000","8,530,600,000","7,882,200,000","7,374,300,000","7,534,700,000","7,379,600,000","6,532,600,000","6,275,600,000","6,225,000,000","6,723,500,000","6,581,700,000","6,203,900,000","5,106,900,000","5,266,600,000","5,415,500,000","5,962,000,000","5,644,400,000","5,768,000,000","5,669,000,000","5,462,900,000","5,033,100,000","5,126,800,000","4,798,900,000","4,610,600,000","4,202,800,000","4,405,600,000","4,116,900,000","4,076,900,000","3,770,300,000","3,839,600,000","3,882,400,000","3,642,000,000","3,642,000,000","3,563,300,000","3,403,000,000","3,392,400,000","3,210,300,000","3,161,000,000","2,956,400,000","2,792,500,000","2,819,400,000","3,122,500,000","3,049,800,000","2,949,400,000","3,177,300,000","3,148,200,000","3,076,500,000","2,957,400,000","2,765,300,000","2,655,707,000","2,498,226,000","2,494,324,000","2,310,546,000","2,237,600,000","2,068,276,000","2,003,706,000","1,928,825,000","1,843,342,000","1,728,136,000","1,634,023,000","1,546,577,000","1,512,439,000","1,412,390,000","1,383,880,000","1,370,433,000","1,375,938,000","1,356,401,000","1,361,216,000","1,313,115,000","1,422,294,000","1,417,737,000","1,458,445,000","1,469,459,000","1,464,129,000","1,144,306,000","1,125,259,000","998,000,000","953,900,000","921,000,000","861,900,000","796,800,000","731,900,000","724,700,000","688,900,000","646,100,000","618,100,000","545,700,000","504,100,000","478,800,000","458,000,000","412,700,000","387,800,000","365,300,000","352,200,000","323,200,000","299,400,000","297,300,000","305,100,000","275,100,000","279,600,000","263,400,000","244,400,000","226,000,000","220,300,000","206,100,000","207,100,000","189,800,000","185,700,000","179,600,000","179,800,000","166,500,000","160,200,000","161,500,000","147,100,000","137,800,000","132,400,000","127,500,000","130,600,000","105,500,000","78,900,000","63,000,000","45,900,000"
	CurrentAssets,"2,147,700,000","2,428,400,000","2,833,800,000","2,422,200,000","2,262,000,000","1,974,800,000","2,673,700,000","2,048,800,000","2,275,000,000","2,459,400,000","2,377,300,000","2,030,900,000","2,063,300,000","1,660,000,000","1,847,900,000","1,702,600,000","1,751,000,000","1,618,300,000","1,595,800,000","1,718,600,000","2,257,700,000","1,948,900,000","2,068,100,000","2,130,300,000","2,159,000,000","1,796,800,000","2,058,900,000","1,822,400,000","1,650,500,000","1,233,000,000","1,567,200,000","2,257,700,000","2,262,800,000","1,202,400,000","1,297,200,000","1,538,500,000","1,121,000,000","1,121,000,000","1,085,600,000","992,200,000","1,023,100,000","989,500,000","962,400,000","865,400,000","789,300,000","796,400,000","1,087,200,000","943,300,000","869,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"1,562,400,000","1,781,800,000","2,213,200,000","1,802,400,000","1,657,400,000","1,425,200,000","2,090,600,000","1,484,400,000","1,681,400,000","1,902,700,000","1,869,400,000","1,542,200,000","1,580,800,000","1,204,900,000","1,401,000,000","1,275,200,000","1,322,900,000","1,172,300,000","1,164,400,000","1,269,200,000","1,810,400,000","1,506,100,000","1,644,500,000","1,704,300,000","1,739,300,000","1,398,000,000","1,693,300,000","1,455,900,000","1,285,900,000","879,100,000","1,235,000,000","1,933,500,000","1,940,300,000","897,900,000","1,001,400,000","1,214,500,000","813,100,000","813,100,000","810,400,000","735,100,000","764,100,000","743,300,000","739,300,000","667,400,000","621,800,000","619,100,000","852,700,000","681,200,000","610,200,000","1,787,300,000","1,848,400,000","1,793,500,000","1,716,100,000","1,535,400,000","1,403,152,000","1,318,865,000","1,350,600,000","1,182,664,000","1,140,532,000","981,167,000","913,309,000","828,984,000","779,992,000","678,772,000","584,235,000","509,778,000","470,401,000","376,495,000","353,498,000","327,498,000","240,507,000","301,755,000","247,899,000","202,988,000","297,027,000","255,556,000","295,002,000","270,932,000","180,768,000","185,689,000","250,260,000","233,900,000","237,600,000","241,300,000","194,700,000","192,900,000","164,200,000","197,500,000","200,600,000","173,700,000","200,400,000","166,600,000","144,200,000","168,600,000","137,500,000","163,100,000","157,200,000","149,600,000","107,300,000","131,300,000","105,500,000","121,700,000","116,900,000","128,200,000","122,000,000","97,000,000","59,700,000","39,200,000","36,900,000","31,600,000","27,400,000","27,300,000","24,200,000","23,900,000","22,700,000","21,600,000",,"17,700,000",,"18,900,000","18,600,000","16,400,000","15,300,000",,,,
			CashAndCashEquivalents,"1,562,400,000","1,781,800,000","2,213,200,000","1,802,400,000","1,657,400,000","1,425,200,000","2,090,600,000","1,484,400,000","1,681,400,000","1,902,700,000","1,869,400,000","1,542,200,000","1,580,800,000","1,204,900,000","1,401,000,000","1,275,200,000","1,322,900,000","1,172,300,000","1,164,400,000","1,269,200,000","1,810,400,000","1,506,100,000","1,644,500,000","1,704,300,000","1,739,300,000","1,398,000,000","1,693,300,000","1,455,900,000","1,285,900,000","879,100,000","1,235,000,000","972,300,000","1,103,500,000","897,900,000","1,001,400,000","1,022,700,000","813,100,000","813,100,000","810,400,000","735,100,000","764,100,000","743,300,000","739,300,000","667,400,000","621,800,000","619,100,000","852,700,000","681,200,000","610,200,000","785,100,000","847,700,000","895,200,000","911,100,000","773,000,000","876,208,000","814,445,000","933,291,000","803,589,000","772,374,000","624,034,000","582,491,000","499,750,000","490,061,000","395,242,000","306,919,000","236,533,000","226,506,000","144,143,000","132,872,000","111,418,000","123,416,000","97,576,000","113,446,000","79,741,000","181,126,000","125,537,000","150,278,000","80,526,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0","0",,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"961,200,000","836,800,000",,,"191,800,000",,,,,,,,,,,,,,"1,002,200,000","1,000,700,000","898,300,000","805,000,000","762,400,000","526,944,000","504,420,000","417,309,000","379,075,000","368,158,000","357,133,000","330,818,000","329,234,000","289,931,000","283,530,000","277,316,000","273,245,000","243,895,000","232,352,000","220,626,000","216,080,000","117,091,000","204,179,000","134,453,000","123,247,000","115,901,000","130,019,000","144,724,000","190,406,000","180,768,000","185,689,000","250,260,000","233,900,000","237,600,000","241,300,000","194,700,000","192,900,000","164,200,000","197,500,000","200,600,000","173,700,000","200,400,000","166,600,000","144,200,000","168,600,000","137,500,000","163,100,000","157,200,000","149,600,000","107,300,000","131,300,000","105,500,000","121,700,000","116,900,000","128,200,000","122,000,000","97,000,000","59,700,000","39,200,000","36,900,000","31,600,000","27,400,000","27,300,000","24,200,000","23,900,000","22,700,000","21,600,000",,"17,700,000",,"18,900,000","18,600,000","16,400,000","15,300,000",,,,
			CashCashEquivalentsAndShortTermInvestments,"1,562,400,000","1,781,800,000","2,213,200,000","1,802,400,000","1,657,400,000","1,425,200,000","2,090,600,000","1,484,400,000","1,681,400,000","1,902,700,000","1,869,400,000","1,542,200,000","1,580,800,000","1,204,900,000","1,401,000,000","1,275,200,000","1,322,900,000","1,172,300,000","1,164,400,000","1,269,200,000","1,810,400,000","1,506,100,000","1,644,500,000","1,704,300,000","1,739,300,000","1,398,000,000","1,693,300,000","1,455,900,000","1,285,900,000","879,100,000","1,235,000,000","1,933,500,000","1,940,300,000","897,900,000","1,001,400,000","1,214,500,000","813,100,000","813,100,000","810,400,000","735,100,000","764,100,000","743,300,000","739,300,000","667,400,000","621,800,000","619,100,000","852,700,000","681,200,000","610,200,000","1,787,300,000","1,848,400,000","1,793,500,000","1,716,100,000","1,535,400,000","1,403,152,000","1,318,865,000","1,350,600,000","1,182,664,000","1,140,532,000","981,167,000","913,309,000","828,984,000","779,992,000","678,772,000","584,235,000","509,778,000","470,401,000","376,495,000","353,498,000","327,498,000","240,507,000","301,755,000","247,899,000","202,988,000","297,027,000","255,556,000","295,002,000","270,932,000","180,768,000","185,689,000","250,260,000","233,900,000","237,600,000","241,300,000","194,700,000","192,900,000","164,200,000","197,500,000","200,600,000","173,700,000","200,400,000","166,600,000","144,200,000","168,600,000","137,500,000","163,100,000","157,200,000","149,600,000","107,300,000","131,300,000","105,500,000","121,700,000","116,900,000","128,200,000","122,000,000","97,000,000","59,700,000","39,200,000","36,900,000","31,600,000","27,400,000","27,300,000","24,200,000","23,900,000","22,700,000","21,600,000",,"17,700,000",,"18,900,000","18,600,000","16,400,000","15,300,000",,,,
		AccountsReceivable,"585,300,000","646,600,000","620,600,000","619,800,000","604,600,000","549,600,000","583,100,000","564,400,000","593,600,000","556,700,000","507,900,000","488,700,000","482,500,000","455,100,000","446,900,000","427,400,000","428,100,000","446,000,000","431,400,000","449,400,000","447,300,000","442,800,000","423,600,000","426,000,000","419,700,000","398,800,000","365,600,000","366,500,000","364,600,000","353,900,000","332,200,000","324,200,000","322,500,000","304,500,000","295,800,000","324,000,000","307,900,000","307,900,000","275,200,000","257,100,000","259,000,000","246,200,000","223,100,000","198,000,000","167,500,000","177,300,000","234,500,000","262,100,000","259,100,000","265,300,000","253,000,000","248,800,000","223,200,000","223,500,000","196,863,000","182,944,000","189,084,000","175,030,000","167,481,000","164,594,000","165,278,000","158,342,000","140,361,000","135,960,000","132,905,000","121,295,000","114,648,000","106,818,000","96,211,000","96,787,000","97,861,000","106,027,000","113,306,000","104,001,000","103,718,000","115,886,000","127,121,000","131,041,000",,,,,,,"105,500,000","100,700,000","91,900,000","96,400,000","94,300,000","86,800,000","87,900,000","83,400,000","75,200,000","73,200,000","68,100,000","65,300,000","63,600,000","55,800,000",,"50,900,000","47,000,000","46,700,000",,"46,800,000","44,300,000","43,100,000","38,200,000","34,700,000","34,700,000","30,100,000","30,700,000","30,000,000","28,700,000","29,600,000","28,300,000","25,400,000","22,900,000","22,200,000","22,200,000","22,300,000","22,200,000","24,400,000","21,900,000",,,,
		CurrentAssets,"2,147,700,000","2,428,400,000","2,833,800,000","2,422,200,000","2,262,000,000","1,974,800,000","2,673,700,000","2,048,800,000","2,275,000,000","2,459,400,000","2,377,300,000","2,030,900,000","2,063,300,000","1,660,000,000","1,847,900,000","1,702,600,000","1,751,000,000","1,618,300,000","1,595,800,000","1,718,600,000","2,257,700,000","1,948,900,000","2,068,100,000","2,130,300,000","2,159,000,000","1,796,800,000","2,058,900,000","1,822,400,000","1,650,500,000","1,233,000,000","1,567,200,000","2,257,700,000","2,262,800,000","1,202,400,000","1,297,200,000","1,538,500,000","1,121,000,000","1,121,000,000","1,085,600,000","992,200,000","1,023,100,000","989,500,000","962,400,000","865,400,000","789,300,000","796,400,000","1,087,200,000","943,300,000","869,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"6,489,200,000","6,902,000,000","6,564,000,000","6,490,100,000","6,196,900,000","5,714,500,000","5,856,900,000","5,833,400,000","5,099,300,000","5,075,300,000","5,002,300,000","4,501,700,000","4,212,300,000","4,565,000,000","4,875,600,000","4,879,100,000","4,452,900,000","3,488,600,000","3,670,800,000","3,696,900,000","3,704,300,000","3,695,500,000","3,699,900,000","3,538,700,000","3,303,900,000","3,236,300,000","3,067,900,000","2,976,500,000","2,960,100,000","2,969,800,000","2,838,400,000","1,859,200,000","1,814,100,000","2,567,900,000","2,542,400,000","2,343,900,000","2,521,000,000","2,521,000,000","2,477,700,000","2,410,800,000","2,369,300,000","2,220,800,000","2,198,600,000","2,091,000,000","2,003,200,000","2,023,000,000","2,035,300,000","2,106,500,000","2,080,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"812,800,000","785,200,000","790,100,000","792,100,000","794,400,000","661,300,000","657,000,000","655,200,000","650,200,000","652,000,000","635,000,000","624,300,000","625,200,000","615,100,000","615,600,000","620,800,000","612,700,000","607,100,000","603,000,000","607,300,000","599,000,000","586,400,000","572,300,000","576,200,000","571,800,000","572,900,000","567,500,000","558,700,000","563,000,000","561,000,000","561,000,000","564,400,000","564,700,000","567,400,000","555,100,000","555,700,000","560,300,000","560,300,000","557,400,000","543,900,000","518,900,000","512,800,000","501,900,000","474,300,000","454,500,000","440,100,000","415,000,000","382,700,000","371,200,000","358,300,000","331,400,000","298,600,000","278,600,000","264,900,000","250,969,000","238,843,000","226,170,000","214,790,000","210,791,000","208,283,000","207,677,000","203,807,000","205,682,000","202,475,000","199,423,000","201,094,000","202,057,000","205,294,000","208,735,000","215,590,000","221,093,000","226,936,000","233,328,000","241,825,000","249,685,000","258,258,000","262,044,000","255,660,000","245,408,000","234,265,000","217,867,000","210,300,000","196,800,000","186,700,000","174,100,000","166,600,000","157,600,000","149,700,000","142,700,000","142,500,000","132,700,000","122,500,000","108,700,000","101,200,000","83,200,000","72,600,000","63,000,000","60,200,000","49,800,000","48,600,000","48,900,000","49,300,000","47,000,000","43,200,000","42,600,000","39,800,000","40,200,000","38,100,000","37,200,000","35,200,000","35,500,000","34,800,000","33,600,000","33,300,000","33,600,000","34,700,000","35,900,000","35,900,000","14,200,000","10,900,000","10,400,000","10,700,000","11,600,000",,,,
