name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalAssets,"888,520,000,000","884,603,000,000","843,878,000,000","842,216,000,000","837,855,000,000","987,706,000,000","1,076,602,000,000","1,162,128,000,000","1,273,580,000,000","1,242,844,000,000","1,159,972,000,000","1,334,821,543,020","1,314,578,222,460","1,226,306,111,200","1,157,759,243,190","865,561,254,080","777,411,746,130","717,017,486,910","706,347,089,430","651,974,373,680","494,260,462,710","392,703,477,048","278,392,357,971"
	CashCashEquivalentsAndFederalFundsSold,"53,202,000,000","49,988,000,000","21,989,000,000","18,144,000,000","51,446,000,000","49,352,000,000","56,328,000,000","56,710,000,000","76,517,000,000","64,900,000,000","58,787,000,000","22,097,575,080","61,377,820,430","54,193,777,250","13,073,296,040","66,058,506,320","72,671,213,660","57,154,375,750","9,280,124,870","44,254,853,360","4,992,800,960","2,324,692,224","2,411,452,134"
		CashAndCashEquivalents,"53,202,000,000","49,988,000,000","21,989,000,000","18,144,000,000","51,446,000,000","49,352,000,000","56,328,000,000","56,710,000,000","76,517,000,000","64,900,000,000","58,787,000,000","22,097,575,080","61,377,820,430","54,193,777,250","13,073,296,040","66,058,506,320","72,671,213,660","57,154,375,750","9,280,124,870","44,254,853,360","4,992,800,960","2,324,692,224","2,411,452,134"
			CashFinancial,"2,024,000,000","2,333,000,000","2,302,000,000","1,736,000,000","1,705,000,000","1,684,000,000","2,471,000,000","3,671,000,000",,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,"31,194,000,000",,,,,,,,,,,,,,
			CashAndDueFromBanks,"51,178,000,000","47,655,000,000","19,687,000,000","16,408,000,000","49,741,000,000","47,668,000,000","53,857,000,000","53,039,000,000","45,323,000,000","64,900,000,000","58,787,000,000","22,097,575,080","61,377,820,430","54,193,777,250","13,073,296,040","66,058,506,320","72,671,213,660","57,154,375,750","9,280,124,870","44,254,853,360","4,992,800,960","2,324,692,224","2,411,452,134"
	ForeclosedAssets,"98,000,000","124,000,000","137,000,000","184,000,000","212,000,000","405,000,000","945,000,000","1,220,000,000",,,,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,"77,000,000","80,000,000","810,000,000","1,288,000,000",,"1,900,000,000","3,638,000,000",,,,,,,,,,,,
	SecuritiesAndInvestments,"174,506,000,000","193,942,000,000","200,063,000,000","211,266,000,000","229,527,000,000","237,356,000,000","297,621,000,000","418,549,000,000","480,129,000,000","486,412,000,000","433,670,000,000","419,662,848,080","486,628,880,220","459,038,909,600","481,230,526,390","346,497,885,840","373,261,592,550","332,456,926,080","340,711,068,680","304,979,866,640","219,513,304,150","158,605,162,452","125,054,329,491"
		TradingSecurities,"49,254,000,000","50,152,000,000","116,748,000,000","114,504,000,000","131,467,000,000","136,959,000,000","114,247,000,000","114,895,000,000","262,722,000,000","125,675,000,000","111,444,000,000","160,758,026,940","193,517,534,630","147,457,839,350","149,073,062,220","46,302,698,240","38,843,153,570","34,607,105,550","32,729,383,110","27,035,878,080","19,858,905,570",,
		AvailableForSaleSecurities,"90,784,000,000","143,790,000,000","4,242,000,000","5,099,000,000","3,234,000,000","2,756,000,000","42,379,000,000","103,525,000,000","208,539,000,000","349,044,000,000","307,817,000,000","258,904,821,140","293,111,345,590","311,581,070,250","332,157,464,170","300,195,187,600","334,418,438,980","297,849,820,530","307,981,685,570","277,943,988,560","199,654,398,580","158,605,162,452","125,054,329,491"
		HeldToMaturitySecurities,,,"9,343,000,000","8,751,000,000","7,826,000,000","1,015,000,000","3,098,000,000","6,545,000,000","8,868,000,000","11,693,000,000","14,409,000,000",,,,,,,,,,,,
		OtherShortTermInvestments,"34,468,000,000","31,223,000,000","69,730,000,000","82,912,000,000","87,000,000,000","96,626,000,000","137,897,000,000","193,584,000,000",,,,,,,,,,,,,,,
	LongTermEquityInvestment,"1,790,000,000","1,203,000,000","1,088,000,000","1,141,000,000","962,000,000","953,000,000","2,006,000,000","2,203,000,000","2,370,000,000","3,925,000,000","3,699,000,000",,,,,,,,,,,,
	DerivativeAssets,"2,257,000,000","2,664,000,000","2,231,000,000","2,490,000,000","3,347,000,000","4,384,000,000","8,546,000,000","13,951,000,000",,"11,722,000,000","11,632,000,000",,,,,,,,,,,,
	NetLoan,"643,165,000,000","622,454,000,000","600,720,000,000","589,012,000,000","533,429,000,000","512,433,000,000","526,965,000,000","556,900,000,000","596,877,000,000","608,938,000,000","575,275,000,000","621,260,659,040","553,835,223,910","474,436,685,780","438,847,008,700","317,231,169,520","292,045,028,030","284,704,552,350","308,833,609,350","247,491,359,820","244,423,644,290","203,561,405,154","136,047,227,589"
		GrossLoan,"648,115,000,000","622,454,000,000","600,720,000,000","589,012,000,000","533,429,000,000","512,433,000,000","526,965,000,000","556,900,000,000","596,877,000,000","608,938,000,000","575,275,000,000","628,806,820,740","556,992,283,520","477,980,401,910","442,640,493,530","321,472,091,840","296,680,575,170","289,532,298,370","313,315,762,430","251,704,536,000","248,959,301,850","206,608,129,866","137,953,862,046"
			ConsumerLoan,"612,979,000,000","589,653,000,000","571,909,000,000","560,154,000,000","533,429,000,000","512,433,000,000","526,965,000,000","556,900,000,000",,,,,,,,,,,,,,,
			OtherLoanAssets,"35,136,000,000","32,801,000,000","28,811,000,000","28,858,000,000",,,,,,,,"628,806,820,740","556,992,283,520","477,980,401,910","442,640,493,530","321,472,091,840","296,680,575,170","289,532,298,370","313,315,762,430","251,704,536,000","248,959,301,850","206,608,129,866","137,953,862,046"
		AllowanceForLoansAndLeaseLosses,"4,950,000,000",,,,,,,,,,,"7,546,161,700","3,157,059,610","3,543,716,130","3,793,484,830","4,240,922,320","4,635,547,140","4,827,746,020","4,482,153,080","4,213,176,180","4,535,657,560","3,046,724,712","1,906,634,457"
	Receivables,"1,034,000,000","985,000,000","5,605,000,000","6,786,000,000","7,267,000,000","7,692,000,000","12,181,000,000","16,219,000,000",,,,"33,027,118,180","32,897,068,680","25,434,137,920","21,226,797,710","16,883,282,160","18,279,364,630","20,275,389,720","21,041,843,020","23,639,357,480","11,264,609,650","9,096,773,742","8,887,536,567"
		AccountsReceivable,,"51,000,000","4,528,000,000","5,588,000,000","6,228,000,000","6,848,000,000","9,988,000,000","12,356,000,000",,,,"20,204,030,840","17,846,337,400","14,534,767,270","13,764,785,930","8,338,734,720","7,930,771,640","8,065,938,080","8,522,609,530","7,900,370,800","6,133,671,880",,"3,143,815,038"
			GrossAccountsReceivable,,,,,,,,,,,,"20,204,030,840","17,846,337,400","14,534,767,270","13,764,785,930","8,338,734,720","7,930,771,640","8,065,938,080","8,522,609,530","7,900,370,800","6,133,671,880",,"3,143,815,038"
		OtherReceivables,"1,034,000,000","934,000,000","1,077,000,000","1,198,000,000","1,039,000,000","844,000,000","2,193,000,000","3,863,000,000",,,,"12,823,087,340","15,050,731,280","10,899,370,650","7,462,011,780","8,544,547,440","10,348,592,990","12,209,451,640","12,519,233,490","15,738,986,680","5,130,937,770",,"5,743,721,529"
	NetPPE,"3,172,000,000","1,659,000,000","1,801,000,000","2,002,000,000","2,027,000,000","2,100,000,000","2,446,000,000","2,674,000,000","2,886,000,000","6,132,000,000","6,119,000,000","6,411,184,500","6,246,903,960","6,031,212,400","5,752,284,030","1,251,105,280","1,308,561,440","1,416,113,420","2,035,401,010","2,134,803,700","3,587,581,900","9,602,145,324","2,418,179,400"
		GrossPPE,"3,173,000,000","1,659,000,000","1,801,000,000","2,002,000,000","2,027,000,000","2,100,000,000","2,446,000,000","2,674,000,000",,,,,,,,,,,,,,,
			Properties,"757,000,000","780,000,000","774,000,000","881,000,000","982,000,000","1,020,000,000","1,243,000,000","1,423,000,000",,,,,,,,,,,,,,,
			MachineryFurnitureEquipment,"940,000,000","879,000,000","917,000,000","1,015,000,000","971,000,000","998,000,000","1,134,000,000","1,246,000,000",,,,,,,,,,,,,,,
			OtherProperties,"1,476,000,000",,"110,000,000","106,000,000","74,000,000","82,000,000","69,000,000","5,000,000",,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"1,917,000,000","1,839,000,000","1,469,000,000","1,484,000,000","1,567,000,000","1,655,000,000","1,841,000,000","2,639,000,000","3,558,000,000","5,372,000,000","6,021,000,000","6,931,262,660","5,748,962,340","3,521,743,120","3,657,550,920",,,,,,,,
		Goodwill,"907,000,000","918,000,000","816,000,000","903,000,000","985,000,000","1,061,000,000","1,137,000,000","1,966,000,000",,,,,,,,,,,,,,,
		OtherIntangibleAssets,"1,010,000,000","921,000,000","653,000,000","581,000,000","582,000,000","594,000,000","704,000,000","673,000,000","3,558,000,000","5,372,000,000","6,021,000,000",,,,,,,,,,,,
	DeferredAssets,"1,242,000,000","958,000,000","1,106,000,000","1,641,000,000","814,000,000","1,145,000,000","2,733,000,000","6,202,000,000","10,204,000,000","10,604,000,000","11,398,000,000","11,871,286,840","10,709,174,180","10,162,895,970","9,596,427,460","10,342,273,600","9,742,748,100","10,645,627,870","11,375,093,110","10,682,536,420","4,286,216,270",,"2,828,815,353"
		DeferredTaxAssets,"1,242,000,000","958,000,000","1,106,000,000","1,641,000,000","814,000,000","1,145,000,000","1,380,000,000","1,653,000,000",,,,,,,,,,,,,,,
	DefinedPensionBenefit,"709,000,000","527,000,000","542,000,000","609,000,000","643,000,000","589,000,000","1,006,000,000","4,622,000,000",,,,,,,,,,,,,,,
	AssetsHeldForSale,"0","1,262,000,000",,,"2,153,000,000","165,427,000,000","156,885,000,000","68,472,000,000","62,483,000,000",,,,,,,,,,,,,,
	OtherAssets,"5,428,000,000","6,998,000,000","7,127,000,000","7,457,000,000","4,384,000,000","4,135,000,000","6,289,000,000","10,479,000,000","38,556,000,000","42,939,000,000","49,733,000,000","213,559,608,640","157,134,188,740","193,486,749,160","184,375,351,940","107,297,031,360","10,103,237,720","10,364,501,720","13,069,949,390","18,791,596,260","6,192,305,490","9,513,298,152","744,817,437"
TotalLiabilitiesNetMinorityInterest,"836,631,000,000","834,752,000,000","794,734,000,000","794,353,000,000","792,245,000,000","933,025,000,000","1,026,749,000,000","1,109,286,000,000","1,227,351,000,000","1,198,745,000,000","1,122,936,000,000","1,305,825,030,580","1,274,963,743,000","1,184,876,379,690","1,119,362,557,320","836,222,245,120","752,611,013,110","694,637,939,430","680,786,004,300","622,913,360,120","458,129,239,680","363,171,939,012","257,513,106,123"
	TotalDeposits,"609,181,000,000","593,059,000,000","576,649,000,000","554,872,000,000","534,559,000,000","513,870,000,000","501,577,000,000","493,707,000,000","467,547,000,000","511,362,000,000","469,508,000,000","524,022,564,940","526,043,771,510","496,679,433,420","465,358,342,700","364,891,198,960","304,918,636,420","320,113,105,670","202,310,543,460","187,081,206,440","159,365,158,190","42,309,330,264","30,061,606,302"
		InterestBearingDepositsLiabilities,"609,181,000,000","593,059,000,000","576,649,000,000","554,872,000,000","508,832,000,000","513,870,000,000","479,711,000,000","471,881,000,000",,,,"504,426,249,740","523,305,778,470","493,469,100,890","454,167,857,960","349,872,034,160","288,477,451,240","304,764,570,850","191,367,031,790","167,436,753,440","148,418,561,340","42,309,330,264","30,061,606,302"
			DepositsbyBank,"34,826,000,000","37,330,000,000","36,821,000,000","31,964,000,000","33,813,000,000","29,999,000,000","27,257,000,000","38,704,000,000",,,,,,,,,,,,,,,
			CustomerAccounts,"574,355,000,000","555,729,000,000","539,828,000,000","522,908,000,000","475,019,000,000","483,871,000,000","452,454,000,000","433,177,000,000",,,,"504,426,249,740","523,305,778,470","493,469,100,890","454,167,857,960","349,872,034,160","288,477,451,240","304,764,570,850","191,367,031,790","167,436,753,440","148,418,561,340","42,309,330,264","30,061,606,302"
		NonInterestBearingDeposits,,,,,"25,727,000,000",,"21,866,000,000","21,826,000,000",,,,"19,596,315,200","2,737,993,040","3,210,332,530","11,190,484,740","15,019,164,800","16,441,185,180","15,348,534,820","10,943,511,670","19,644,453,000","10,946,596,850",,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,,,,,,,,,,,,,,,,,,,,"8,890,579,000","6,790,567,070",,
	PayablesAndAccruedExpenses,"2,553,000,000","2,736,000,000","6,684,000,000","7,131,000,000","8,185,000,000","8,421,000,000","11,366,000,000","16,792,000,000","72,233,000,000","72,852,000,000","84,235,000,000","25,060,009,240","17,316,159,890","13,832,388,640","14,314,431,740","8,738,557,280","8,823,261,360","10,800,961,980",,"11,733,434,800","8,842,743,420",,"7,681,355,955"
