name,ttm,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995,04/30/1994,04/30/1993,04/30/1992
	OtherNonOperatingIncomeExpenses,"3,753,000","4,144,000","1,502,000","537,000","-145,000","1,101,000","-666,000","-147,000",,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"156,739,000","183,877,000","205,489,000","162,825,000","92,705,000","74,713,000","63,109,000","70,451,000","66,896,000","62,650,000","51,385,000","38,797,000","35,078,000","38,506,000","34,892,000","26,422,000","30,099,000","28,461,000","26,822,000","24,216,000","21,885,000","21,100,000","20,900,000","17,000,000","14,500,000","14,100,000","6,200,000","-400,000","12,200,000"
TaxProvision,"36,844,000","43,024,000","55,715,000","55,780,000","31,507,000","25,402,000","19,474,000","23,531,000","22,903,000","21,896,000","18,532,000","14,055,000","12,598,000","13,824,000","12,666,000","9,536,000","11,408,000","10,872,000","10,270,000","9,236,000","8,302,000","7,900,000","7,800,000","6,300,000","5,500,000","5,500,000","2,700,000","5,600,000","6,600,000"
NetIncomeCommonStockholders,"119,895,000","140,853,000","149,774,000","107,045,000","60,960,000","49,036,000","42,909,000","46,767,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","7,200,000","7,500,000","12,400,000","-7,100,000","5,600,000"
	NetIncome,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,920,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","9,000,000","8,600,000","13,500,000","-6,000,000","5,600,000"
		NetIncomeIncludingNoncontrollingInterests,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,920,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","9,000,000","8,600,000","13,500,000","-6,000,000","6,700,000"
			NetIncomeContinuousOperations,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,920,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","9,000,000","8,600,000","3,500,000","-6,000,000","5,600,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000",,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,100,000"
	PreferredStockDividends,,,,,"238,000","275,000","726,000","153,000",,,,,,,,,,,,,,,,,"1,800,000","1,100,000","1,100,000","1,100,000",
DilutedNIAvailtoComStockholders,"119,895,000","140,853,000","149,774,000","107,045,000","60,960,000","49,036,000","42,909,000","46,767,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","7,200,000","7,500,000","12,400,000","-7,100,000","5,600,000"
BasicEPS,,"3.02","3.21","2.3","1.31","1.06","0.93","1.01","0.95","0.88","0.71","0.54","0.49","0.54","0.492","0.375","0.425","0.4","0.379","0.342","0.308","0.296","0.296","0.233","0.183","0.171","0.287","-0.15","0.112"
DilutedEPS,,"3","3.19","2.29","1.31","1.05","0.92","1.01","0.95","0.88","0.71","0.54","0.49","0.54","0.483","0.367","0.408","0.383","0.363","0.333","0.296","0.283","0.283","0.233","0.179","0.167","0.287","-0.15","0.112"
BasicAverageShares,,"46,633,000","46,598,000","46,564,000","46,452,000","46,353,000","46,331,000","46,310,000","46,267,000","46,188,000","46,065,000","45,999,000","45,894,000","45,763,000","45,367,200","45,094,800","44,324,400","44,160,000","43,708,800","43,584,000","43,970,400","44,337,600","44,344,800","45,861,600","39,288,443","43,920,007","43,147,694","47,352,274","49,797,697"
DilutedAverageShares,,"46,917,000","46,921,000","46,770,000","46,671,000","46,559,000","46,519,000","46,482,000","46,448,000","46,373,000","46,294,000","46,191,000","46,109,000","46,073,000","45,945,600","45,904,800","45,799,200","45,744,000","45,580,800","45,216,000","45,643,200","46,267,200","46,375,200","45,861,600","40,202,127","45,018,007","43,147,694","47,352,274","49,797,697"
TotalExpenses,"824,720,000","834,170,000","771,546,000","664,441,000","611,732,000","571,842,000","576,700,000","590,980,000","561,798,000","537,424,000","541,609,000","537,240,000","531,867,000","503,005,000","484,221,000","470,243,000","482,374,000","472,359,000","475,966,000","455,595,000","406,349,000","379,000,000","377,300,000","364,300,000","331,900,000","330,300,000","325,000,000","311,000,000","315,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,920,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","9,000,000","8,600,000","13,500,000","-6,000,000","5,600,000"
NormalizedIncome,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,961,958","44,094,275.442","40,767,010.056","33,077,411.852","24,125,315.359","21,805,177.034","23,023,756.246","20,687,022.125","16,119,732.723","18,353,184.657","17,152,689.47","16,016,969.652","14,048,389.495","10,632,413.662","12,386,729.858","12,097,129.187","10,133,529.412","8,379,310.345","8,051,063.83","8,840,000","2,160,000","5,060,000"
InterestIncome,,,,,,,,"37,000","69,000",,,,,,,,,,,,,,,,,,,,
InterestExpense,"202,000","202,000","201,000","189,000","203,000","371,000","660,000","403,000","107,000","99,000","120,000","107,000",,,,,,,,,,,,,,,,,
NetInterestIncome,"-202,000","-202,000","-201,000","-189,000","-203,000","-371,000","-660,000","-366,000","-38,000","-99,000","-120,000","-107,000",,,,,,,,,,,,,,,,,
EBIT,"156,941,000","184,079,000","205,690,000","163,014,000","92,908,000","75,084,000","63,769,000","70,854,000","67,003,000","62,749,000","51,505,000","38,904,000","34,134,000","36,025,000","32,581,000","25,329,000","29,687,000","28,071,000","26,812,000","24,820,000","19,920,000","23,100,000","23,400,000","21,100,000","18,500,000","18,400,000","22,700,000","21,600,000","20,100,000"
EBITDA,"174,270,000"
ReconciledCostOfRevenue,"621,847,000","629,755,000","584,599,000","500,841,000","463,348,000","426,685,000","423,480,000","444,757,000","415,629,000","381,539,000","396,450,000","405,322,000","393,420,000","365,793,000","349,131,000","340,206,000","343,316,000","335,457,000","339,041,000","312,004,000","276,082,000","258,900,000","265,800,000","267,600,000","254,800,000","254,300,000","251,000,000","240,400,000","241,000,000"
ReconciledDepreciation,"17,329,000","15,439,000","13,226,000","12,834,000","12,056,000","11,580,000","11,708,000","11,002,000","10,651,000","11,356,000","12,350,000","11,782,000","11,584,000","11,650,000","13,587,000","12,464,000","11,394,000","11,319,000","11,750,000","11,739,000","10,163,000","9,900,000","9,300,000","7,800,000","7,100,000","7,400,000","7,200,000","6,900,000","6,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"119,895,000","140,853,000","149,774,000","107,045,000","61,198,000","49,311,000","43,635,000","46,920,000","43,993,000","40,754,000","32,853,000","24,742,000","22,480,000","24,682,000","22,226,000","16,886,000","18,691,000","17,589,000","16,552,000","14,980,000","13,583,000","13,200,000","13,100,000","10,700,000","9,000,000","8,600,000","3,500,000","-6,000,000","5,600,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,"-63,000","-154,000","-20,000","-351,000","967,000","1,053,000","2,587,000","2,416,000","1,199,000","544,000","706,000","867,000","1,506,000","4,754,000","1,300,000","1,600,000","900,000","1,000,000","900,000","-8,900,000","-13,600,000","900,000"
TotalUnusualItems,,,,,,,,"-63,000","-154,000","-20,000","-351,000","967,000","1,053,000","2,587,000","2,416,000","1,199,000","544,000","706,000","867,000","1,506,000","4,754,000","1,300,000","1,600,000","900,000","1,000,000","900,000","-8,900,000","-13,600,000","900,000"
NormalizedEBITDA,"174,270,000","199,518,000","218,916,000","175,848,000","104,964,000","86,664,000","75,477,000","81,919,000","77,808,000","74,125,000","64,206,000","49,719,000","44,665,000","45,088,000","43,752,000","36,594,000","40,537,000","38,684,000","37,695,000","35,053,000","25,329,000","31,700,000","31,100,000","28,000,000","24,600,000","24,900,000","38,800,000","42,100,000","25,700,000"
TaxRateForCalcs,"0.235","0.234","0.271","0.343","0.34","0.34","0.309","0.334","0.342","0.349","0.361","0.362","0.359","0.359","0.363","0.361","0.379","0.382","0.383","0.381","0.379","0.374","0.373","0.371","0.379","0.39","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","-21,042","-52,724.558","-6,989.944","-126,588.148","350,315.359","378,177.034","928,756.246","877,022.125","432,732.723","206,184.657","269,689.47","331,969.652","574,389.495","1,803,413.662","486,729.858","597,129.187","333,529.412","379,310.345","351,063.83","-3,560,000","-5,440,000","360,000"
