name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
TotalRevenue,"7,094,000,000","7,160,000,000","7,057,000,000","6,384,000,000","5,677,000,000","5,350,000,000","5,276,000,000","5,295,000,000","5,172,000,000","5,335,000,000","4,997,000,000","4,803,000,000","5,847,000,000","4,978,000,000","909,000,000","6,323,000,000","5,675,000,000","4,996,000,000","4,872,000,000","4,762,000,000","4,940,000,000","5,048,000,000","5,009,000,000","4,373,000,000","3,832,000,000","3,612,000,000","3,351,000,000","2,944,000,000","2,878,000,000","2,783,000,000","3,111,000,000","3,000,000,000","2,831,000,000","2,891,000,000"
	OperatingRevenue,"7,094,000,000","7,160,000,000","7,057,000,000","6,384,000,000","5,677,000,000","5,350,000,000","5,276,000,000","5,295,000,000","5,172,000,000","5,335,000,000","4,997,000,000","4,803,000,000","5,847,000,000","4,978,000,000","909,000,000","6,323,000,000","5,675,000,000","4,996,000,000","4,872,000,000","4,762,000,000","4,940,000,000","5,048,000,000","5,009,000,000","4,373,000,000","3,832,000,000","3,612,000,000","3,351,000,000","2,944,000,000","2,878,000,000","2,783,000,000","3,111,000,000","3,000,000,000","2,831,000,000","2,891,000,000"
CostOfRevenue,"5,504,000,000","5,551,000,000","5,425,000,000","4,812,000,000","4,296,000,000","4,197,000,000","4,300,000,000","4,329,000,000","4,375,000,000","4,307,000,000","4,041,000,000","3,954,000,000","4,963,000,000","4,201,000,000","799,000,000","5,165,000,000","4,649,000,000","4,170,000,000","4,130,000,000","3,938,000,000","4,014,000,000","3,824,000,000","3,944,000,000","3,446,000,000","2,834,000,000","2,670,000,000","2,536,000,000","2,172,000,000","2,137,000,000","2,054,000,000","2,132,000,000","1,991,000,000","1,882,000,000","2,008,000,000"
GrossProfit,"1,590,000,000","1,609,000,000","1,632,000,000","1,572,000,000","1,381,000,000","1,153,000,000","976,000,000","966,000,000","797,000,000","1,028,000,000","956,000,000","849,000,000","884,000,000","777,000,000","110,000,000","1,158,000,000","1,026,000,000","826,000,000","742,000,000","824,000,000","926,000,000","1,224,000,000","1,065,000,000","927,000,000","998,000,000","942,000,000","815,000,000","772,000,000","741,000,000","729,000,000","979,000,000","1,009,000,000","949,000,000","883,000,000"
OperatingExpense,"845,000,000","822,000,000","825,000,000","835,000,000","682,000,000","605,000,000","584,000,000","581,000,000","649,000,000","567,000,000","721,000,000","623,000,000","680,000,000","598,000,000","133,000,000","4,856,000,000","545,000,000","472,000,000","2,898,000,000","595,000,000","1,501,000,000","646,000,000","2,131,000,000","677,000,000","1,464,000,000","530,000,000","500,000,000","536,000,000","528,000,000","1,357,000,000","686,000,000","579,000,000","472,000,000","456,000,000"
	SellingGeneralAndAdministration,"695,000,000","698,000,000","700,000,000","620,000,000","584,000,000","525,000,000","487,000,000","530,000,000","509,000,000","525,000,000","516,000,000","551,000,000","643,000,000","535,000,000","128,000,000","565,000,000","530,000,000","459,000,000","522,000,000","524,000,000","542,000,000","592,000,000","587,000,000","580,000,000","506,000,000","444,000,000","386,000,000","415,000,000","404,000,000","1,225,000,000","514,000,000","409,000,000","355,000,000","335,000,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"525,000,000","516,000,000","551,000,000","643,000,000",,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,"0","0","29,000,000","26,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,"525,000,000","516,000,000","522,000,000","617,000,000",,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"86,000,000","87,000,000","89,000,000","85,000,000","82,000,000","73,000,000","76,000,000","77,000,000","79,000,000","77,000,000","76,000,000","61,000,000","69,000,000","63,000,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,000,000","124,000,000","132,000,000","172,000,000","170,000,000","117,000,000","121,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,000,000","124,000,000","132,000,000","172,000,000","170,000,000","117,000,000","121,000,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,000,000","124,000,000","132,000,000","172,000,000","170,000,000","117,000,000","121,000,000"
	OtherOperatingExpenses,"64,000,000","37,000,000","36,000,000","130,000,000","16,000,000","7,000,000","21,000,000","-26,000,000","61,000,000","-35,000,000","129,000,000","11,000,000","-32,000,000",,"5,000,000","4,291,000,000","15,000,000","13,000,000","2,376,000,000","71,000,000","959,000,000","54,000,000","1,544,000,000","97,000,000","958,000,000","86,000,000","114,000,000",,,,,,,
OperatingIncome,"745,000,000","787,000,000","807,000,000","737,000,000","699,000,000","548,000,000","392,000,000","385,000,000","148,000,000","461,000,000","235,000,000","226,000,000","204,000,000","179,000,000","-23,000,000","-3,698,000,000","481,000,000","354,000,000","-2,156,000,000","229,000,000","-575,000,000","578,000,000","-1,066,000,000","250,000,000","-466,000,000","412,000,000","315,000,000","236,000,000","213,000,000","-628,000,000","293,000,000","430,000,000","477,000,000","427,000,000"
NetNonOperatingInterestIncomeExpense,"-122,000,000","-131,000,000","-117,000,000","-107,000,000","-108,000,000","-100,000,000","-114,000,000","-112,000,000","-114,000,000","-108,000,000","-110,000,000","-111,000,000","-116,000,000",,,,,,,,,,,,,,,,,,,,,
