name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
		Inventory,"1,365,200,000","1,354,700,000","1,339,100,000","1,412,200,000","1,443,800,000","1,440,400,000","1,363,600,000","1,269,000,000","1,270,600,000","1,238,700,000","1,231,900,000","1,191,200,000","1,156,000,000","1,178,300,000","1,184,400,000","1,186,500,000","1,177,800,000","1,182,600,000","881,900,000","865,100,000","839,000,000","1,072,800,000","1,113,400,000","992,200,000","951,500,000","959,800,000","986,900,000","997,200,000","1,010,500,000","1,060,900,000","1,067,300,000","1,079,900,000","1,054,700,000","1,070,700,000","1,029,900,000","1,143,700,000","1,083,900,000","1,002,700,000","981,200,000","957,600,000","943,100,000","918,800,000","938,700,000","984,900,000","1,072,200,000","1,153,300,000","1,172,400,000","1,102,400,000","1,095,000,000","1,065,000,000","1,056,100,000","1,006,200,000","947,900,000","904,900,000","901,700,000","806,500,000","724,100,000","711,500,000","694,000,000","633,100,000","598,000,000","580,100,000","590,300,000","540,600,000","500,600,000","499,100,000","481,500,000","483,400,000","492,500,000","498,800,000","498,200,000","444,700,000","461,600,000","495,700,000","568,800,000","623,100,000","727,000,000","858,400,000","860,600,000","777,500,000","618,800,000","536,400,000","517,000,000","462,400,000","415,500,000","417,200,000","463,100,000","450,500,000","429,900,000","440,700,000","411,400,000","387,800,000","383,400,000","397,300,000","392,700,000","378,300,000","417,700,000","364,100,000","325,200,000","305,500,000","287,800,000","275,800,000","264,000,000","258,000,000","333,900,000","322,200,000","309,900,000","289,300,000","263,400,000","261,600,000","259,800,000","250,000,000","251,200,000","256,200,000","254,700,000","293,300,000","313,200,000","325,400,000","307,700,000","313,500,000","298,400,000","281,300,000","276,100,000","255,300,000","222,400,000","162,900,000","7,400,000"
			FinishedGoods,,,,,,"1,491,900,000",,,,"1,288,200,000",,,,"1,226,600,000",,,,"1,225,000,000",,,,"1,133,300,000",,,,"1,016,800,000",,,,"1,122,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,"-51,500,000",,,,"-49,500,000",,,,"-48,300,000",,,,"-42,400,000",,,,"-60,500,000",,,,"-57,000,000",,,,"-61,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0","30,700,000","33,400,000","33,400,000","33,700,000","34,400,000","32,000,000","33,000,000","32,800,000","32,800,000","32,600,000","42,300,000","40,700,000","27,000,000","34,800,000","37,500,000","37,700,000","54,300,000","58,300,000","59,600,000","50,300,000","49,200,000","43,400,000","45,000,000","47,500,000","47,500,000","46,300,000","45,100,000","41,300,000","38,700,000","38,000,000","38,100,000","37,600,000","41,400,000","40,500,000","36,300,000","32,000,000","21,900,000","17,800,000","17,100,000","16,500,000","11,300,000","10,800,000","11,800,000","16,300,000","16,500,000","16,500,000","16,500,000","16,500,000","26,800,000","26,600,000","26,500,000","26,500,000","32,000,000","32,000,000","32,000,000","32,000,000","26,100,000","26,300,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"0","30,700,000","33,400,000","33,400,000","33,700,000","34,400,000","32,000,000","33,000,000","32,800,000","32,800,000","32,600,000","42,300,000","40,700,000","27,000,000","34,800,000","37,500,000","37,700,000","54,300,000","58,300,000","59,600,000","50,300,000","49,200,000","43,400,000","45,000,000","47,500,000","47,500,000","46,300,000","45,100,000","41,300,000","38,700,000","38,000,000","38,100,000","37,600,000","41,400,000","40,500,000","36,300,000","32,000,000","21,900,000","17,800,000","17,100,000","16,500,000","11,300,000","10,800,000","11,800,000","16,300,000","16,500,000","16,500,000","16,500,000","16,500,000","26,800,000","26,600,000","26,500,000","26,500,000","32,000,000","32,000,000","32,000,000","32,000,000","26,100,000","26,300,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,"3,800,000","41,600,000","47,600,000","419,100,000",,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"52,300,000","63,300,000","46,300,000","44,200,000","43,600,000","50,600,000","45,600,000","42,900,000","42,900,000","44,900,000","46,200,000","45,100,000","43,000,000","41,900,000","48,800,000","50,900,000","54,500,000","63,700,000","52,800,000","50,900,000","51,500,000","62,100,000","46,600,000","43,300,000","44,800,000","43,000,000","29,100,000","31,300,000","31,300,000","33,600,000","35,000,000","36,000,000","33,400,000","37,400,000","32,400,000","38,000,000","40,800,000","50,500,000","32,300,000","44,000,000","45,400,000","31,700,000","24,100,000","21,600,000","23,800,000","32,800,000","22,500,000","20,700,000","21,100,000","18,200,000","19,700,000","22,100,000","19,800,000","16,400,000","18,300,000","14,900,000","16,100,000","14,600,000","15,900,000","14,600,000","12,500,000","11,700,000","20,700,000","19,800,000","12,600,000","18,900,000","12,100,000","11,700,000","12,000,000","10,000,000","10,000,000","8,000,000","12,000,000","8,600,000","11,000,000","12,100,000","12,000,000","35,800,000","31,700,000","33,300,000","31,100,000","29,700,000","14,900,000","14,800,000","10,800,000","13,500,000","14,400,000","10,500,000","10,500,000","11,600,000","9,000,000","12,100,000","11,800,000","11,900,000","6,100,000","7,300,000","11,400,000","6,400,000","7,400,000","7,100,000","6,300,000","4,900,000","5,200,000","6,100,000","11,700,000","30,800,000","14,400,000","18,900,000","11,700,000","11,500,000","15,800,000","24,200,000","19,000,000","23,400,000","263,500,000","35,900,000","37,100,000","49,500,000","62,300,000","31,400,000","45,400,000","38,800,000","38,400,000","37,100,000","20,900,000","13,300,000","45,000,000"
	TotalNonCurrentAssets,"1,718,000,000","1,771,000,000","1,729,100,000","1,710,900,000","1,711,600,000","1,481,100,000","1,509,000,000","1,521,000,000","1,408,800,000","1,418,400,000","1,415,000,000","1,407,200,000","1,402,800,000","1,405,100,000","1,410,000,000","1,417,500,000","1,423,300,000","1,414,200,000","937,700,000","954,600,000","955,600,000","996,700,000","1,054,700,000","598,700,000","593,100,000","585,100,000","613,200,000","612,700,000","617,800,000","639,500,000","671,200,000","690,200,000","648,000,000","631,100,000","624,500,000","647,400,000","642,700,000","652,100,000","611,500,000","614,300,000","620,600,000","620,700,000","626,400,000","624,700,000","714,100,000","747,300,000","710,700,000","648,100,000","644,000,000","637,300,000","636,700,000","630,200,000","603,700,000","545,900,000","511,800,000","512,800,000","475,100,000","475,400,000","468,700,000","418,300,000","422,300,000","424,700,000","397,200,000","440,000,000","428,300,000","423,500,000","474,800,000","440,100,000","425,900,000","413,800,000","396,600,000","365,300,000","363,000,000","369,800,000","368,000,000","367,500,000","365,000,000","351,600,000","326,500,000","322,200,000","315,100,000","313,600,000","340,100,000","327,600,000","330,400,000","414,700,000","346,100,000","334,900,000","384,700,000","426,700,000","418,900,000","393,100,000","376,800,000","392,500,000","401,400,000","400,000,000","390,200,000","403,700,000","394,400,000","436,600,000","515,900,000","490,100,000","513,200,000","1,696,100,000","1,740,500,000","1,813,700,000","1,873,600,000","2,003,700,000","2,063,400,000","2,076,700,000","1,983,600,000","2,051,900,000","2,088,800,000","2,144,900,000","2,316,400,000","2,595,300,000","2,659,700,000","2,700,700,000","3,469,100,000","3,622,100,000","3,529,900,000","3,445,500,000","3,441,200,000","3,352,900,000","1,432,100,000","997,700,000","452,400,000"
		NetPPE,"438,300,000","448,200,000","419,900,000","391,500,000","395,900,000","163,300,000","162,100,000","165,900,000","157,200,000","154,300,000","150,900,000","147,700,000","142,100,000","140,300,000","140,800,000","140,600,000","137,800,000","131,800,000","107,000,000","112,000,000","107,600,000","121,000,000","119,000,000","110,400,000","107,300,000","104,000,000","103,500,000","102,000,000","99,100,000","95,900,000","95,000,000","96,100,000","93,500,000","88,300,000","86,600,000","89,400,000","86,400,000","84,600,000","85,400,000","84,600,000","85,200,000","87,500,000","89,200,000","89,600,000","86,000,000","86,000,000","88,600,000","83,600,000","81,300,000","78,100,000","73,500,000","69,200,000","65,200,000","62,000,000","57,600,000","56,100,000","54,600,000","53,100,000","58,300,000","40,600,000","41,200,000","42,600,000","43,100,000","43,800,000","42,000,000","43,100,000","71,600,000","69,100,000","67,300,000","59,100,000","59,700,000","50,600,000","50,900,000","55,000,000","58,300,000","62,200,000","60,000,000","56,500,000","52,000,000","49,900,000","50,500,000","53,100,000","56,000,000","56,000,000","57,700,000","57,600,000","70,600,000","68,900,000","67,800,000","64,300,000","64,600,000","62,200,000","60,900,000","61,600,000","59,200,000","60,800,000","56,200,000","49,200,000","47,000,000","42,300,000","35,100,000","33,400,000","185,600,000","1,362,400,000","1,034,000,000","1,044,600,000","1,055,700,000","1,069,000,000","1,080,900,000","1,095,900,000","1,208,300,000","1,233,500,000","1,228,400,000","1,239,000,000","1,238,300,000","1,395,500,000","1,392,300,000","1,393,900,000","2,016,000,000","1,976,900,000","1,973,500,000","1,943,100,000","1,917,900,000","1,819,100,000","982,000,000","635,800,000","426,300,000"
			GrossPPE,"700,000,000","705,600,000","673,400,000","643,000,000","638,400,000","398,400,000","404,200,000","402,300,000","385,500,000","376,900,000","370,200,000","368,700,000","351,900,000","343,400,000","342,000,000","336,900,000","360,300,000","346,400,000","298,200,000","310,300,000","308,300,000","336,800,000","341,900,000","334,500,000","327,600,000","328,000,000","331,100,000","324,600,000","319,400,000","314,400,000","310,600,000","306,500,000","301,900,000","291,000,000","292,800,000","306,000,000","297,600,000","288,900,000","288,900,000","283,000,000","282,500,000","279,500,000","276,100,000","278,300,000","266,100,000","260,300,000","268,900,000","251,300,000","244,400,000","235,200,000","230,100,000","224,200,000","213,000,000","205,000,000","201,900,000","200,500,000","194,100,000","194,700,000","202,700,000","183,700,000","182,200,000","183,800,000","187,100,000","184,800,000","178,800,000","180,700,000","203,500,000","197,400,000","197,200,000","191,100,000","191,400,000","178,800,000","165,400,000","167,400,000","173,900,000","176,500,000","173,000,000","167,100,000","160,400,000","155,800,000","160,500,000","158,600,000","152,700,000","148,200,000","146,200,000","144,100,000","174,700,000","169,300,000","162,400,000","152,100,000","148,600,000","140,500,000","133,100,000","128,400,000","120,000,000","117,900,000","108,400,000","97,400,000","91,400,000","83,200,000","73,900,000","68,600,000","218,900,000","1,393,000,000","1,461,400,000","1,457,100,000","1,441,800,000","1,455,100,000","1,438,300,000","1,453,300,000","1,577,600,000","1,599,500,000","1,605,300,000","1,605,000,000","1,592,600,000","1,805,300,000","1,788,100,000","1,777,800,000","2,733,700,000","2,674,400,000","2,643,700,000","2,605,400,000","2,564,800,000","2,398,900,000","1,499,000,000","1,098,500,000","586,300,000"
				OtherProperties,"700,000,000","705,600,000","673,400,000","643,000,000","638,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
