name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
		LongTermDebtAndCapitalLeaseObligation,"3,956,000,000","3,955,000,000","4,349,000,000","4,350,000,000","4,567,000,000","4,194,000,000","4,143,000,000","2,371,000,000","2,370,000,000","2,691,000,000","2,738,000,000","2,741,000,000","2,741,000,000","2,740,580,000","2,740,847,000","3,333,532,000","3,332,854,000","3,332,188,000","3,822,274,000","3,582,465,000","3,377,147,000","3,517,320,000","3,378,483,000","3,379,138,000","3,674,434,000","3,630,421,000","3,588,650,000","3,457,770,000","3,264,626,000","3,101,103,000","3,600,983,000","2,523,366,000","2,281,752,000","2,080,141,000","1,789,532,000","1,735,926,000","1,655,407,000","1,668,521,000","709,622,000","644,023,000","645,133,000","866,020,000","659,005,000","672,940,000","687,412,000","645,468,000","635,000,000","298,453,000","298,928,000","325,404,000","343,880,000","501,540,000","503,000,000","495,100,000","72,000,000"
			LongTermDebt,"3,956,000,000","3,955,000,000","4,349,000,000","4,350,000,000","4,567,000,000","4,194,000,000","4,143,000,000","2,371,000,000","2,370,000,000","2,691,000,000","2,738,000,000","2,741,000,000","2,741,000,000","2,740,580,000","2,740,847,000","3,333,532,000","3,332,854,000","3,332,188,000","3,822,274,000","3,582,465,000","3,377,147,000","3,517,320,000","3,378,483,000","3,379,138,000","3,674,434,000","3,630,421,000","3,588,650,000","3,457,770,000","3,264,626,000","3,101,103,000","3,600,983,000","2,523,366,000","2,281,752,000","2,080,141,000","1,789,532,000","1,735,926,000","1,655,407,000","1,668,521,000","709,622,000","644,023,000","645,133,000","866,020,000","659,005,000","672,940,000","687,412,000","645,468,000","635,000,000","298,453,000","298,928,000","325,404,000","343,880,000","501,540,000","503,000,000","495,100,000","72,000,000"
		NonCurrentDeferredLiabilities,"87,000,000","1,654,000,000","1,783,000,000","1,561,000,000","1,612,000,000","1,808,000,000","1,431,000,000","981,000,000","941,000,000","687,000,000","1,150,000,000","1,212,000,000","1,122,000,000","766,032,000","862,766,000","890,324,000","1,046,796,000","1,630,373,000","1,409,684,000","1,389,702,000","1,423,273,000","1,438,185,000","1,521,582,000","1,415,624,000","1,386,577,000","1,334,653,000","1,302,249,000","1,248,508,000","1,220,440,000","1,186,621,000","1,148,383,000","1,120,593,000","1,026,869,000","1,002,295,000","972,346,000","845,702,000","758,229,000","720,889,000","677,573,000","664,222,000","616,649,000","603,286,000","591,029,000","565,217,000","572,789,000","573,763,000","543,239,000","288,098,000","278,083,000","259,070,000","251,800,000","245,863,000","2,397,000","241,752,000",
			NonCurrentDeferredTaxesLiabilities,"87,000,000","1,654,000,000","1,783,000,000","1,561,000,000","1,612,000,000","1,808,000,000","1,431,000,000","981,000,000","941,000,000","687,000,000","1,150,000,000","1,212,000,000","1,122,000,000","766,032,000","862,766,000","890,324,000","1,046,796,000","1,630,373,000","1,409,684,000","1,389,702,000","1,423,273,000","1,438,185,000","1,521,582,000","1,415,624,000","1,386,577,000","1,334,653,000","1,302,249,000","1,248,508,000","1,220,440,000","1,186,621,000","1,148,383,000","1,120,593,000","1,026,869,000","1,002,295,000","972,346,000","845,702,000","758,229,000","720,889,000","677,573,000","664,222,000","616,649,000","603,286,000","591,029,000","565,217,000","572,789,000","573,763,000","543,239,000","288,098,000","278,083,000","259,070,000","251,800,000","245,863,000","2,397,000","241,752,000",
		DerivativeProductLiabilities,"0","7,000,000","0","12,000,000","75,000,000","0","363,000,000","168,000,000","79,000,000","102,000,000","6,000,000","0","3,000,000","95,870,000","53,840,000","54,362,000","393,000",,,"3,970,000","168,000","0","0","63,185,000","17,814,000","14,088,000","24,049,000","334,000","16,035,000","12,049,000","2,141,000","0","88,066,000","32,254,000","0","83,618,000","150,956,000","51,647,000","15,713,000","5,678,000","21,148,000","29,337,000","16,559,000","17,656,000","1,777,000","0",,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,335,000","19,205,000",,"13,258,000",,,,"42,244,000","54,972,000","19,916,000","19,715,000","8,710,000","9,781,000","248,373,000","7,563,000","10,369,000"
TotalEquityGrossMinorityInterest,"8,379,000,000","17,782,000,000","18,511,000,000","17,959,000,000","18,059,000,000","18,768,000,000","17,232,000,000","9,891,000,000","9,738,000,000","8,915,000,000","8,631,000,000","8,729,000,000","8,532,000,000","7,622,693,000","7,194,583,000","5,903,706,000","6,158,772,000","6,942,551,000","6,133,782,000","5,938,147,000","6,042,349,000","5,280,788,000","5,143,778,000","4,815,334,000","3,861,187,000","3,757,949,000","3,644,713,000","3,599,266,000","3,505,483,000","3,466,196,000","3,382,438,000","3,355,565,000","3,025,723,000","2,980,739,000","3,057,639,000","2,694,361,000","2,451,811,000","2,383,874,000","1,788,622,000","1,762,347,000","1,631,037,000","1,335,428,000","1,312,700,000","1,289,555,000","1,316,663,000","1,325,154,000","1,188,745,000","783,959,000","801,768,000","775,398,000","773,384,000","593,905,000","574,791,000","575,156,000","109,670,000"
	StockholdersEquity,"8,379,000,000","17,782,000,000","18,511,000,000","17,959,000,000","18,059,000,000","18,768,000,000","17,232,000,000","9,891,000,000","9,738,000,000","8,915,000,000","8,631,000,000","8,729,000,000","8,532,000,000","7,622,693,000","7,194,583,000","5,903,706,000","6,158,772,000","6,942,551,000","6,133,782,000","5,938,147,000","6,042,349,000","5,280,788,000","5,143,778,000","4,815,334,000","3,861,187,000","3,757,949,000","3,644,713,000","3,599,266,000","3,505,483,000","3,466,196,000","3,382,438,000","3,355,565,000","3,025,723,000","2,980,739,000","3,057,639,000","2,694,361,000","2,451,811,000","2,383,874,000","1,788,622,000","1,762,347,000","1,631,037,000","1,335,428,000","1,312,700,000","1,289,555,000","1,316,663,000","1,325,154,000","1,188,745,000","783,959,000","801,768,000","775,398,000","773,384,000","593,905,000","574,791,000","575,156,000","109,670,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","146,000","143,000","132,000","132,000","129,000","121,000","121,000","120,000","113,000","113,000","113,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","104,000","104,000","104,000","104,000","104,000","103,000","103,000","92,000","92,000","92,000","86,000","86,000","86,000","85,000","85,000","85,000","76,000","76,000","76,000","76,000","59,000","59,000","59,000","138,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130,000"
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","146,000","143,000","132,000","132,000","129,000","121,000","121,000","120,000","113,000","113,000","113,000","105,000","105,000","105,000","105,000","105,000","105,000","105,000","104,000","104,000","104,000","104,000","104,000","103,000","103,000","92,000","92,000","92,000","86,000","86,000","86,000","85,000","85,000","85,000","76,000","76,000","76,000","76,000","59,000","59,000","59,000","8,000"
		AdditionalPaidInCapital,"14,526,000,000","14,608,000,000","14,840,000,000","14,820,000,000","14,797,000,000","14,773,000,000","14,749,000,000","7,177,000,000","7,159,000,000","7,142,000,000","7,125,000,000","7,108,000,000","7,061,000,000","6,782,914,000","6,229,586,000","4,887,420,000","4,874,546,000","4,628,390,000","3,818,673,000","3,802,137,000","3,784,605,000","3,027,412,000","3,010,524,000","2,986,105,000","2,042,841,000","2,027,162,000","2,019,540,000","2,004,300,000","1,994,817,000","1,982,714,000","1,973,774,000","1,952,735,000","1,941,662,000","1,925,757,000","1,919,397,000","1,912,098,000","1,901,349,000","1,874,649,000","1,270,887,000","1,265,179,000","1,257,674,000","1,029,392,000","1,023,543,000","1,020,060,000","1,013,759,000","1,009,025,000","1,006,496,000","759,928,000","755,510,000","752,380,000","751,680,000","577,993,000","576,214,000","575,389,000","135,876,000"
		RetainedEarnings,"-5,997,000,000","3,320,000,000","3,817,000,000","3,284,000,000","3,406,000,000","4,126,000,000","2,613,000,000","2,812,000,000","2,675,000,000","1,840,000,000","1,573,000,000","1,686,000,000","1,534,000,000","883,195,000","1,008,330,000","1,059,476,000","1,325,161,000","2,345,641,000","2,346,429,000","2,166,770,000","2,287,253,000","2,279,741,000","2,149,845,000","1,844,642,000","1,832,873,000","1,741,566,000","1,635,777,000","1,605,356,000","1,520,656,000","1,490,563,000","1,415,276,000","1,409,288,000","1,089,991,000","1,058,874,000","1,141,699,000","785,494,000","553,312,000","510,737,000","518,853,000","498,078,000","373,907,000","306,367,000","289,488,000","269,726,000","302,944,000","316,169,000","187,340,000","45,412,000","59,832,000","37,467,000","30,609,000","22,655,000","16,734,000","12,152,000","-6,272,000"
		TreasuryStock,"150,000,000","146,000,000","146,000,000","145,000,000","144,000,000","131,000,000","130,000,000","98,000,000","96,000,000","67,000,000","67,000,000","65,000,000","63,000,000","43,562,000","43,476,000","43,322,000","41,067,000","31,609,000","31,441,000","30,881,000","29,629,000","26,478,000","16,704,000","15,526,000","14,632,000","10,884,000","10,709,000","10,495,000","10,095,000","7,186,000","6,717,000","6,562,000","6,034,000","3,996,000","3,561,000","3,335,000","2,953,000","1,615,000","1,210,000","1,002,000","636,000","417,000","417,000","317,000","125,000","125,000","125,000","125,000",,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-5,051,000","-21,332,000","-13,650,000","-14,525,000","-8,981,000","-6,802,000","-18,216,000","-12,444,000","-20,072,000"
TotalCapitalization,"12,335,000,000","21,737,000,000","22,860,000,000","22,309,000,000","22,626,000,000","22,962,000,000","21,375,000,000","12,262,000,000","12,108,000,000","11,606,000,000","11,369,000,000","11,470,000,000","11,273,000,000","10,363,273,000","9,935,430,000","9,237,238,000","9,491,626,000","10,274,739,000","9,956,056,000","9,520,612,000","9,419,496,000","8,798,108,000","8,522,261,000","8,194,472,000","7,535,621,000","7,388,370,000","7,233,363,000","7,057,036,000","6,770,109,000","6,567,299,000","6,983,421,000","5,878,931,000","5,307,475,000","5,060,880,000","4,847,171,000","4,430,287,000","4,107,218,000","4,052,395,000","2,498,244,000","2,406,370,000","2,276,170,000","2,201,448,000","1,971,705,000","1,962,495,000","2,004,075,000","1,970,622,000","1,823,745,000","1,082,412,000","1,100,696,000","1,100,802,000","1,117,264,000","1,095,445,000","1,077,791,000","1,070,256,000","181,670,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130,000"
CommonStockEquity,"8,379,000,000","17,782,000,000","18,511,000,000","17,959,000,000","18,059,000,000","18,768,000,000","17,232,000,000","9,891,000,000","9,738,000,000","8,915,000,000","8,631,000,000","8,729,000,000","8,532,000,000","7,622,693,000","7,194,583,000","5,903,706,000","6,158,772,000","6,942,551,000","6,133,782,000","5,938,147,000","6,042,349,000","5,280,788,000","5,143,778,000","4,815,334,000","3,861,187,000","3,757,949,000","3,644,713,000","3,599,266,000","3,505,483,000","3,466,196,000","3,382,438,000","3,355,565,000","3,025,723,000","2,980,739,000","3,057,639,000","2,694,361,000","2,451,811,000","2,383,874,000","1,788,622,000","1,762,347,000","1,631,037,000","1,335,428,000","1,312,700,000","1,289,555,000","1,316,663,000","1,325,154,000","1,188,745,000","783,959,000","801,768,000","775,398,000","773,384,000","593,905,000","574,791,000","575,156,000","109,540,000"
NetTangibleAssets,"8,362,000,000","15,848,000,000","16,353,000,000","15,719,000,000","15,812,000,000","16,525,000,000","14,966,000,000","9,870,000,000","9,716,000,000","8,889,000,000","8,607,000,000","8,705,000,000","8,508,000,000","7,598,461,000","7,169,986,000","5,878,743,000","6,133,444,000","6,916,858,000","6,107,723,000","5,911,723,000","6,015,560,000","5,253,634,000","5,116,259,000","4,787,450,000","3,832,937,000","3,729,334,000","3,615,733,000","3,569,921,000","3,475,772,000","3,436,120,000","3,350,175,000","3,322,914,000","2,992,685,000","2,947,314,000","3,023,828,000","2,660,162,000","2,417,225,000","2,348,901,000","1,753,262,000","1,726,599,000","1,594,902,000","1,298,906,000","1,275,791,000","1,252,236,000","1,278,939,000","1,287,386,000","1,140,221,000","783,959,000","801,768,000","775,398,000","773,384,000","593,905,000","574,791,000","575,156,000","109,670,000"
WorkingCapital,"1,214,000,000","-127,000,000","677,000,000","-543,000,000","-633,000,000","53,000,000","-848,000,000","-296,000,000","-390,000,000","-573,000,000","-275,000,000","538,000,000","573,000,000","-206,692,000","1,146,162,000","536,400,000","783,619,000","718,130,000","42,027,000","-197,437,000","-70,501,000","-238,797,000","-120,301,000","70,617,000","-363,173,000","-235,993,000","-266,572,000","-303,679,000","-323,386,000","-281,204,000","-203,300,000","-184,017,000","-393,320,000","-290,454,000","-114,590,000","-198,557,000","-269,745,000","-176,356,000","-111,469,000","-126,996,000","-140,750,000","-119,756,000","-63,310,000","-52,152,000","2,074,000","7,965,000","-52,924,000","-62,888,000","-33,792,000","-19,200,000","5,260,000","8,738,000","-4,226,000","-6,736,000","18,846,000"
InvestedCapital,"12,335,000,000","21,737,000,000","22,915,000,000","22,452,000,000","22,731,000,000","23,121,000,000","21,462,000,000","12,262,000,000","12,180,000,000","11,722,000,000","11,437,000,000","11,470,000,000","11,273,000,000","10,363,273,000","9,935,430,000","9,237,238,000","9,491,626,000","10,274,739,000","10,065,797,000","9,602,782,000","9,438,498,000","8,890,649,000","8,522,261,000","8,194,472,000","7,625,906,000","7,425,088,000","7,302,807,000","7,116,055,000","6,809,109,000","6,591,574,000","7,023,945,000","5,878,931,000","5,307,475,000","5,100,121,000","4,904,063,000","4,430,287,000","4,107,218,000","4,052,395,000","2,536,795,000","2,444,362,000","2,276,170,000","2,204,863,000","1,974,515,000","1,965,123,000","2,008,506,000","1,980,056,000","1,828,442,000","1,093,808,000","1,105,439,000","1,108,453,000","1,119,264,000","1,097,945,000","1,081,235,000","1,072,614,000","181,623,000"
TangibleBookValue,"8,362,000,000","15,848,000,000","16,353,000,000","15,719,000,000","15,812,000,000","16,525,000,000","14,966,000,000","9,870,000,000","9,716,000,000","8,889,000,000","8,607,000,000","8,705,000,000","8,508,000,000","7,598,461,000","7,169,986,000","5,878,743,000","6,133,444,000","6,916,858,000","6,107,723,000","5,911,723,000","6,015,560,000","5,253,634,000","5,116,259,000","4,787,450,000","3,832,937,000","3,729,334,000","3,615,733,000","3,569,921,000","3,475,772,000","3,436,120,000","3,350,175,000","3,322,914,000","2,992,685,000","2,947,314,000","3,023,828,000","2,660,162,000","2,417,225,000","2,348,901,000","1,753,262,000","1,726,599,000","1,594,902,000","1,298,906,000","1,275,791,000","1,252,236,000","1,278,939,000","1,287,386,000","1,140,221,000","783,959,000","801,768,000","775,398,000","773,384,000","593,905,000","574,791,000","575,156,000","109,540,000"
TotalDebt,"3,956,000,000","3,955,000,000","4,404,000,000","4,493,000,000","4,672,000,000","4,353,000,000","4,230,000,000","2,371,000,000","2,442,000,000","2,807,000,000","2,806,000,000","2,741,000,000","2,741,000,000","2,740,580,000","2,740,847,000","3,333,532,000","3,332,854,000","3,332,188,000","3,932,015,000","3,664,635,000","3,396,149,000","3,609,861,000","3,378,483,000","3,379,138,000","3,764,719,000","3,667,139,000","3,658,094,000","3,516,789,000","3,303,626,000","3,125,378,000","3,641,507,000","2,556,894,000","2,351,910,000","2,119,382,000","1,846,424,000","1,766,283,000","1,699,476,000","1,680,835,000","748,173,000","682,015,000","645,133,000","869,435,000","661,815,000","675,568,000","691,843,000","654,902,000","639,697,000","309,849,000","303,671,000","333,055,000","345,880,000","504,040,000","506,444,000","497,458,000","72,083,000"
NetDebt,"3,791,000,000","3,885,000,000","4,404,000,000","4,493,000,000","4,672,000,000","4,353,000,000","4,206,000,000","2,316,000,000","2,442,000,000","2,807,000,000","2,806,000,000","2,079,000,000","1,970,000,000","2,687,319,000","1,581,908,000","2,852,302,000","2,866,033,000","3,103,638,000","3,931,995,000","3,664,355,000","3,396,128,000","3,609,840,000","3,279,619,000","3,013,650,000","3,764,698,000","3,667,118,000","3,658,072,000","3,516,742,000","3,302,652,000","3,122,498,000","3,641,216,000","2,522,656,000","2,281,146,000","2,119,040,000","1,846,250,000","1,735,529,000","1,654,499,000","1,668,137,000","747,816,000","681,632,000","638,145,000","866,201,000","646,120,000","672,487,000","689,436,000","637,150,000","585,327,000","278,133,000","287,979,000","302,631,000","326,012,000","493,653,000","503,871,000","496,336,000","62,901,000"
ShareIssued,"197,930,291","198,863,681","202,216,989","201,764,616","201,755,333","201,288,884","201,268,321","150,194,743","149,870,242","149,324,849","149,297,932","149,314,618","148,752,676","146,488,685","142,562,011","132,240,074","131,973,782","129,444,042","120,594,183","120,600,497","120,304,465","113,264,918","113,271,013","113,139,212","105,397,895","105,222,765","105,194,283","105,121,742","104,848,854","104,668,427","104,666,566","104,386,021","104,093,681","103,756,222","103,724,471","103,529,637","103,414,948","102,842,082","91,908,877","91,851,690","91,555,423","85,815,926","85,605,502","85,529,591","85,383,130","84,709,433","84,709,433","76,140,269","75,973,689","75,832,310","75,750,517","72,499,911","72,499,911","72,499,911","72,499,911"
OrdinarySharesNumber,"196,704,609","197,688,655","201,044,444","200,598,290","200,599,520","200,257,229","200,240,183","149,381,396","149,070,598","148,726,800","148,700,381","148,722,968","148,174,043","146,058,977","142,132,927","131,812,230","131,564,706","129,137,981","120,289,700","120,301,248","120,015,396","113,004,794","113,095,635","112,972,104","105,237,298","105,095,460","105,068,703","104,998,392","104,730,263","104,581,566","104,585,173","104,306,378","104,019,408","103,700,232","103,672,972","103,480,788","103,370,426","102,810,119","91,881,833","91,828,023","91,538,364","85,803,546","85,593,122","85,520,250","85,379,988","84,706,291","84,706,291","76,137,127","75,973,689","75,832,310","75,750,517","72,499,911","72,499,911","72,499,911","72,499,911"
TreasurySharesNumber,"1,225,682","1,175,026","1,172,545","1,166,326","1,155,813","1,031,655","1,028,138","813,347","799,644","598,049","597,551","591,650","578,633","429,708","429,084","427,844","409,076","306,061","304,483","299,249","289,069","260,124","175,378","167,108","160,597","127,305","125,580","123,350","118,591","86,861","81,393","79,643","74,273","55,990","51,499","48,849","44,522","31,963","27,044","23,667","17,059","12,380","12,380","9,341","3,142","3,142","3,142","3,142",,,,,,,
