name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"72,151,041,678","85,152,303,084","88,359,327,905","108,364,559,391","92,526,117,088","88,411,588,979","117,613,558,790","88,133,441,875","96,655,758,807","96,959,832,840","101,011,268,004","159,283,589,754"
EnterpriseValue,"112,897,697,018","115,091,846,875","82,660,678,189","111,765,009,324","109,419,411,834","118,195,686,504","169,018,753,846","139,810,281,682","139,469,315,391","123,784,440,518","129,553,989,966","189,700,012,510"
PeRatio,"7.107","11.134","8.204","10.279","16.721","21.632","9.12","8.215","10.131","7.822","7.74","8.47"
ForwardPeRatio,"8.913","9.372",,"11.696","14.663","11.223","1,250","17.575","21.142","6.892","7.326","7.806"
PegRatio,,,,"2.421","1.08","0.99","97.765",,"0.721","1.084","0.176","0.237"
PsRatio,"0.139","0.167","0.218","0.252","0.323","0.208","0.205","0.21","0.235","0.25","0.291","0.392"
PbRatio,"0.56","0.703","0.815","0.811","0.864","0.699","1.003","1.048","1.219","1.236","1.313","1.388"
EnterprisesValueRevenueRatio,"0.04","0.039","0.029","0.047","0.057","0.059","0.06","0.049","0.05","0.049","0.068","0.141"
EnterprisesValueEBITDARatio,"0.704","0.537","0.385","0.538","0.556","0.74","1.019","0.751","0.809","0.7","0.761","1.375"
