name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"48,203,282,000","32,669,192,000","31,221,837,000","30,104,002,000","28,792,653,000","27,051,231,000","26,201,604,000","26,760,012,000","27,162,845,000","30,093,148,000","32,831,418,000","35,786,269,000","33,018,452,000","31,854,773,000","27,620,672,000","25,050,178,000","21,632,629,000","19,036,246,000","16,657,947,000","14,908,092,000","12,547,000,000","10,498,000,000","9,260,300,000","8,612,300,000","7,927,600,000","6,115,400,000","5,627,400,000","5,183,800,000","4,070,000,000","3,057,500,000"
	CashCashEquivalentsAndFederalFundsSold,"1,473,365,000","1,328,789,000","1,092,376,000","1,168,909,000","1,352,473,000","1,369,837,000","1,296,945,000","2,316,147,000","2,249,935,000","3,669,865,000","2,682,822,000","2,129,497,000","769,619,000","1,010,455,000","952,788,000","822,659,000","873,375,000","838,856,000","675,736,000","937,625,000","560,500,000","402,500,000","482,800,000","445,200,000","507,600,000","324,300,000","377,000,000","334,200,000","190,700,000","255,500,000"
		CashAndCashEquivalents,"1,109,871,000","1,129,743,000","885,087,000","940,985,000","1,214,366,000","1,218,661,000","1,138,483,000","2,136,462,000","2,091,019,000","3,509,363,000","2,478,863,000","1,741,300,000","693,533,000","909,364,000","883,866,000","687,188,000","700,453,000","746,147,000","652,063,000","561,860,000","468,400,000","349,800,000","389,400,000","407,000,000","383,800,000","291,900,000","294,500,000","229,100,000","190,700,000","194,400,000"
			CashFinancial,"535,846,000","468,426,000","397,848,000","395,175,000","367,092,000","485,489,000","469,630,000","614,630,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,"510,423,000",,,,"682,583,000","889,975,000","880,886,000","683,035,000","696,030,000","741,092,000","648,179,000","558,054,000","466,500,000","348,400,000","388,100,000","405,000,000","382,700,000","290,800,000","292,900,000","227,400,000","186,700,000","187,800,000"
			CashAndDueFromBanks,"574,025,000","661,317,000","487,239,000","545,810,000","847,274,000","733,172,000","668,853,000","1,521,832,000","1,580,596,000","3,509,363,000","2,478,863,000","1,741,300,000","10,950,000","19,389,000","2,980,000","4,153,000","4,423,000","5,055,000","3,884,000","3,806,000","1,900,000","1,400,000","1,300,000","2,000,000","1,100,000","1,100,000","1,600,000","1,700,000","4,000,000","6,600,000"
		MoneyMarketInvestments,"363,494,000","199,046,000","207,289,000","227,924,000","138,107,000","151,176,000","158,462,000","179,685,000","158,916,000","160,502,000","203,959,000","388,197,000","76,086,000","101,091,000","68,922,000","135,471,000","172,922,000","92,709,000","23,673,000","375,765,000","92,100,000","52,700,000","93,400,000","38,200,000","123,800,000","32,400,000","82,500,000","105,100,000",,"61,100,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"363,494,000","199,046,000","207,289,000","227,924,000","138,107,000","151,176,000","158,462,000","179,685,000","158,916,000","160,502,000","203,959,000","388,197,000","76,086,000","101,091,000","68,922,000","135,471,000","172,922,000","92,709,000","23,673,000","375,765,000","92,100,000","52,700,000","93,400,000","38,200,000","123,800,000","32,400,000","82,500,000","105,100,000",,"61,100,000"
				FederalFundsSold,,,,,,,,,,,,"388,197,000",,,,,,,,,,,,,,,,,,
	OtherRealEstateOwned,"14,373,000","6,220,000","3,758,000","22,308,000","47,030,000","85,472,000","112,629,000","150,271,000","204,232,000","261,305,000",,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"775,665,000","554,134,000","540,958,000","378,830,000","338,002,000","286,109,000","278,863,000","271,036,000",,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"6,785,882,000","3,994,762,000","3,990,889,000","3,727,509,000","3,592,915,000","3,055,269,000","3,205,471,000","2,992,214,000","3,706,991,000","3,462,562,000","3,203,105,000","3,916,661,000","3,742,816,000","3,367,623,000","2,985,642,000","2,695,593,000","2,529,257,000","2,237,725,000","2,088,287,000","2,077,928,000","1,994,000,000","1,817,700,000","1,655,200,000","1,639,100,000","1,487,200,000","1,146,900,000","1,120,500,000","1,013,500,000","800,800,000","518,400,000"
		TradingSecurities,"7,212,000","3,130,000","3,820,000","9,314,000","5,097,000","13,863,000","6,113,000","11,102,000","16,866,000","22,294,000","14,370,000","24,513,000","17,803,000","15,266,000","27,322,000",,,,,,,,,,,,,,,
		AvailableForSaleSecurities,,,,,,,,,"3,690,125,000","3,440,268,000","3,188,735,000","3,892,148,000","3,725,013,000","3,352,357,000","2,958,320,000","2,695,593,000","2,529,257,000","2,237,725,000","2,088,287,000","2,077,928,000","1,994,000,000","1,817,700,000","1,655,200,000","1,639,100,000","1,487,200,000","1,146,900,000","1,120,500,000","1,013,500,000","800,800,000","518,400,000"
		OtherShortTermInvestments,"6,778,670,000","3,991,632,000","3,987,069,000","3,718,195,000","3,587,818,000","3,041,406,000","3,199,358,000","2,981,112,000",,,,,,,,,,,,,,,,,,,,,,
	LongTermEquityInvestment,"166,001,000","94,764,000","75,839,000","25,493,000","28,018,000","28,363,000","29,361,000","31,876,000",,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,"140,016,000","19,332,000","11,722,000","20,623,000","27,139,000","32,117,000","40,004,000","64,662,000",,,,,,,,,,,,,,,,,,,,,,
	NetLoan,"36,996,221,000","25,733,147,000","24,597,576,000","23,656,178,000","22,236,344,000","20,903,316,000","19,806,307,000","19,391,638,000","19,734,984,000","21,242,420,000","24,614,215,000","27,459,040,000","26,284,409,000","24,515,135,000","21,245,879,000","19,334,837,000","16,372,161,000","14,509,926,000","12,645,088,000","10,712,254,000","8,940,700,000","7,301,200,000","6,506,800,000","5,970,500,000","5,430,600,000","4,249,500,000","3,770,300,000","3,493,100,000","2,767,000,000","2,043,100,000"
