name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"740,463,000,000","687,538,000,000","719,892,000,000","898,764,000,000","877,933,000,000","902,337,000,000","885,296,000,000","836,781,000,000","799,625,000,000","730,906,000,000","539,314,000,000","501,678,000,000","558,562,000,000","527,715,000,000","481,645,000,000","356,808,000,000","326,841,000,000","277,385,000,000","256,898,000,000","255,018,000,000","225,232,000,000","215,346,000,000"
	TotalInvestments,"473,795,000,000","436,210,000,000","444,067,000,000","500,393,000,000","495,459,000,000","505,995,000,000","488,779,000,000","517,052,000,000","519,989,000,000","471,062,000,000","334,463,000,000","305,897,000,000","66,147,000,000","18,068,000,000","246,675,000,000","190,513,000,000","179,925,000,000","152,402,000,000","127,936,000,000","124,599,000,000",,
		EquityInvestments,"14,444,000,000","14,056,000,000","311,444,000,000","354,083,000,000","354,723,000,000","369,056,000,000","353,589,000,000","377,157,000,000","353,294,000,000","330,890,000,000","230,726,000,000","191,448,000,000","6,050,000,000","5,131,000,000","233,388,000,000","178,951,000,000","169,350,000,000","141,901,000,000","118,461,000,000","115,172,000,000",,
		TradingAssets,,,,,"404,000,000","654,000,000","662,000,000","659,000,000","18,268,000,000","18,589,000,000","2,384,000,000","946,000,000",,,,,,,,,,
		NetLoan,"90,209,000,000","85,451,000,000","78,400,000,000","85,573,000,000","78,360,000,000","71,736,000,000","69,470,000,000","68,890,000,000","83,985,000,000","74,290,000,000","60,970,000,000","61,166,000,000","57,449,000,000","10,228,000,000","9,981,000,000","8,899,000,000","8,749,000,000","8,580,000,000","8,272,000,000","8,158,000,000",,
			MortgageAndConsumerloans,"80,529,000,000","75,752,000,000","68,731,000,000","74,545,000,000","67,102,000,000","60,118,000,000","57,706,000,000","57,006,000,000","72,093,000,000","62,376,000,000","50,909,000,000","51,364,000,000",,,,,,,,,,
			PolicyLoans,"9,680,000,000","9,699,000,000","9,669,000,000","11,028,000,000","11,258,000,000","11,618,000,000","11,764,000,000","11,884,000,000","11,892,000,000","11,914,000,000","10,061,000,000","9,802,000,000",,,,,,,,,,
		DerivativeAssets,,,"16,745,000,000","13,923,000,000","14,620,000,000","16,035,000,000","16,761,000,000","15,689,000,000",,,,,,,,,,,,,,
		LongTermEquityInvestment,"7,716,000,000","6,613,000,000","5,708,000,000","6,778,000,000","7,096,000,000","8,085,000,000","7,401,000,000","6,688,000,000",,,,,,,,,,,,,,
			InvestmentsInOtherVenturesUnderEquityMethod,"7,716,000,000","6,613,000,000","5,708,000,000","6,778,000,000","7,096,000,000","8,085,000,000","7,401,000,000","6,688,000,000",,,,,,,,,,,,,,
