name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
TotalAssets,"4,628,400,000","4,487,100,000","4,621,200,000","4,315,948,000","4,462,046,000"
	CurrentAssets,"1,543,900,000","1,331,200,000","1,463,600,000","1,188,513,000","1,157,358,000"
		CashCashEquivalentsAndShortTermInvestments,"505,500,000","221,200,000","393,300,000","255,803,000","228,322,000"
			CashAndCashEquivalents,"505,500,000","221,200,000","393,300,000","255,803,000","228,322,000"
		Receivables,"459,100,000","525,400,000","536,300,000","441,578,000","403,250,000"
			AccountsReceivable,"459,100,000","525,400,000","536,300,000","441,578,000","403,250,000"
				GrossAccountsReceivable,"477,500,000","542,800,000","555,000,000","460,273,000","422,588,000"
				AllowanceForDoubtfulAccountsReceivable,"-18,400,000","-17,400,000","-18,700,000","-18,695,000","-19,338,000"
		Inventory,"502,500,000","523,900,000","494,500,000","443,949,000","474,950,000"
			RawMaterials,"370,500,000","369,200,000","362,600,000","312,974,000","347,925,000"
			WorkInProcess,"47,600,000","58,100,000","57,900,000","45,278,000","42,291,000"
			FinishedGoods,"71,400,000","83,400,000","60,600,000","69,789,000","71,036,000"
			InventoriesAdjustmentsAllowances,"13,000,000","13,200,000","13,400,000","15,908,000","13,698,000"
		OtherCurrentAssets,"76,800,000","60,700,000","39,500,000","47,183,000","50,836,000"
	TotalNonCurrentAssets,"3,084,500,000","3,155,900,000","3,157,600,000","3,127,435,000","3,304,688,000"
		NetPPE,"326,600,000","356,600,000","363,200,000","358,391,000","340,765,000"
			GrossPPE,"625,000,000","606,600,000","567,000,000","504,470,000","445,166,000"
				Properties,"0","0","0","0","0"
				LandAndImprovements,"33,700,000","35,000,000","34,700,000","34,422,000","36,904,000"
				BuildingsAndImprovements,"135,000,000","140,800,000","137,400,000","122,675,000","110,258,000"
				MachineryFurnitureEquipment,"404,500,000","377,700,000","355,000,000","286,756,000","244,871,000"
				OtherProperties,"19,600,000","18,900,000","16,900,000","9,792,000","8,695,000"
				ConstructionInProgress,"32,200,000","34,200,000","23,000,000","50,825,000","44,438,000"
			AccumulatedDepreciation,"-298,400,000","-250,000,000","-203,800,000","-146,079,000","-104,401,000"
		GoodwillAndOtherIntangibleAssets,"2,542,700,000","2,657,900,000","2,658,800,000","2,624,574,000","2,835,184,000"
			Goodwill,"1,287,700,000","1,289,500,000","1,227,600,000","1,154,652,000","1,191,005,000"
			OtherIntangibleAssets,"1,255,000,000","1,368,400,000","1,431,200,000","1,469,922,000","1,644,179,000"
		NonCurrentDeferredAssets,"3,000,000","1,300,000","1,000,000","1,376,000","9,438,000"
			NonCurrentDeferredTaxesAssets,"3,000,000","1,300,000","1,000,000","1,376,000","9,438,000"
		OtherNonCurrentAssets,"212,200,000","140,100,000","134,600,000","143,094,000","119,301,000"
TotalLiabilitiesNetMinorityInterest,"2,758,500,000","2,811,100,000","3,144,400,000","4,044,190,000","4,056,511,000"
	CurrentLiabilities,"574,600,000","596,400,000","561,800,000","497,849,000","431,279,000"
		PayablesAndAccruedExpenses,"493,200,000","508,800,000","491,700,000","410,147,000","345,851,000"
			Payables,"345,400,000","364,300,000","304,200,000","251,973,000","185,966,000"
				AccountsPayable,"322,900,000","340,000,000","269,700,000","214,856,000","156,868,000"
				TotalTaxPayable,"22,500,000","24,300,000","34,500,000","37,117,000","29,098,000"
			CurrentAccruedExpenses,"147,800,000","144,500,000","187,500,000","158,174,000","159,885,000"
				InterestPayable,"700,000","300,000","800,000","15,497,000","15,463,000"
		CurrentProvisions,"5,000,000","10,100,000","6,500,000","20,238,000","2,035,000"
		CurrentDebtAndCapitalLeaseObligation,"24,700,000","7,900,000","20,900,000","24,465,000","25,388,000"
			CurrentDebt,"7,600,000","7,900,000","20,900,000","24,465,000","25,388,000"
				OtherCurrentBorrowings,"7,600,000",,,,
			CurrentCapitalLeaseObligation,"17,100,000",,,,
		CurrentDeferredLiabilities,"51,700,000","69,600,000","42,700,000","42,999,000","58,005,000"
			CurrentDeferredRevenue,"51,700,000","69,600,000","42,700,000","42,999,000","58,005,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,183,900,000","2,214,700,000","2,582,600,000","3,546,341,000","3,625,232,000"
		LongTermDebtAndCapitalLeaseObligation,"1,603,800,000","1,664,200,000","2,019,300,000","2,753,794,000","2,769,459,000"
			LongTermDebt,"1,603,800,000","1,664,200,000","2,019,300,000","2,753,794,000","2,769,459,000"
		NonCurrentDeferredLiabilities,"251,000,000","265,500,000","237,500,000","487,632,000","578,958,000"
			NonCurrentDeferredTaxesLiabilities,"251,000,000","265,500,000","237,500,000","487,632,000","578,958,000"
		EmployeeBenefits,"99,700,000","94,800,000","99,800,000","122,710,000","114,065,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"99,700,000","94,800,000","99,800,000","122,710,000","114,065,000"
		OtherNonCurrentLiabilities,"229,400,000","190,200,000","226,000,000","182,205,000","162,750,000"
TotalEquityGrossMinorityInterest,"1,869,900,000","1,676,000,000","1,476,800,000","271,758,000","405,535,000"
	StockholdersEquity,"1,869,900,000","1,676,000,000","1,476,800,000","265,908,000","390,233,000"
		CapitalStock,"2,100,000","2,000,000","2,000,000","1,505,000","1,502,000"
			CommonStock,"2,100,000","2,000,000","2,000,000","1,505,000","1,502,000"
		AdditionalPaidInCapital,"2,302,000,000","2,282,700,000","2,275,400,000","1,222,423,000","1,219,168,000"
		RetainedEarnings,"-141,400,000","-308,700,000","-577,800,000","-596,233,000","-559,613,000"
		TreasuryStock,"36,800,000","53,000,000","23,000,000","19,423,000","5,314,000"
		GainsLossesNotAffectingRetainedEarnings,"-256,000,000","-247,000,000","-199,800,000","-342,364,000","-265,510,000"
	MinorityInterest,,,"0","5,850,000","15,302,000"
TotalCapitalization,"3,473,700,000","3,340,200,000","3,496,100,000","3,019,702,000","3,159,692,000"
CommonStockEquity,"1,869,900,000","1,676,000,000","1,476,800,000","265,908,000","390,233,000"
CapitalLeaseObligations,"17,100,000",,,,
NetTangibleAssets,"-672,800,000","-981,900,000","-1,182,000,000","-2,358,666,000","-2,444,951,000"
WorkingCapital,"969,300,000","734,800,000","901,800,000","690,664,000","726,079,000"
InvestedCapital,"3,481,300,000","3,348,100,000","3,517,000,000","3,044,167,000","3,185,080,000"
TangibleBookValue,"-672,800,000","-981,900,000","-1,182,000,000","-2,358,666,000","-2,444,951,000"
TotalDebt,"1,628,500,000","1,672,100,000","2,040,200,000","2,778,259,000","2,794,847,000"
NetDebt,"1,105,900,000","1,450,900,000","1,646,900,000","2,522,456,000","2,566,525,000"
ShareIssued,"206,767,529","201,051,291","198,377,237","189,732,248","189,732,248"
OrdinarySharesNumber,"205,065,744","198,169,855","196,217,971","189,732,248","189,732,248"
TreasurySharesNumber,"1,701,785","2,881,436","2,159,266",,
