name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"12,344,996,658","17,336,948,852","10,141,104,102","12,832,558,800","9,382,303,617","11,841,603,899","16,100,171,199","14,700,339,888","11,711,085,309","11,232,693,460","16,881,170,169","16,619,446,601","8,620,427,089","10,846,581,337","10,826,282,059","7,436,302,489","5,758,228,770","4,980,089,747","702,735,556","2,285,179,167","3,018,769,893","3,258,751,980","3,637,542,264"
EnterpriseValue,"10,285,616,658","17,336,948,852","10,141,104,102","12,832,558,800","9,382,303,617","11,841,603,899","16,100,171,199","14,700,339,888","9,565,248,076","15,771,827,555","14,855,598,602","22,363,084,503","14,250,287,174","17,954,879,714","12,730,365,219","13,378,216,640","11,582,403,471","11,104,947,702","8,284,993,476","9,895,383,430","11,502,441,890","12,002,724,151","11,008,014,514"
PeRatio,"6.572","8.808","12.424","45.5","8.86","11.349","22.903","12.337","15.956","12.947","15.452","11.899","9.645","28.672","20.958","77.137","69.486","139.508",,"33.425",,,"19.569"
ForwardPeRatio,"7.508","10.152",,"13.55","13.263","10.616","625","10.299","16.611","11.148","13.351",,,,,,,,,,,,
PegRatio,"1.241","1.678",,"1.293",,"1.364","93.123","1.17",,"0.974","1.165",,,,,,,,,,,,
PsRatio,"0.813","1.243","0.92","1.487","1.295","1.149","1.503","1.325","0.965","0.915","1.145","1.307","0.828","1.153","1.507","1.245","1.181","0.32","0.204","0.508","0.579","0.76","1.139"
PbRatio,"1.237","1.719","1.565","2.006","1.672","1.417","1.533","1.226","1.552","1.603","2.162","2.396","1.489","1.861","3.747","1.528","1.25","1.162","0.503","1.281","2.15","2.47","2.248"
EnterprisesValueRevenueRatio,"0.812","1.328","0.837","1.338","1.316","1.799","1.431","1.358","0.749","1.253","1.083","1.759","1.368","1.908","1.742","2.142","2.375","2.807","2.401","2.202","2.542","2.799","3.444"
EnterprisesValueEBITDARatio,"2.708","4.604","2.956","4.926","3.538","4.229","3.907","3.169","2.13","3.835","3.045","4.351","3.211","5.642","4.418","5.642","6.09","7.038","4.574","5.511","7.08","8.028","7.631"
