name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"10,002,579,815","16,403,140,000","12,427,480,000","8,234,582,093","10,639,040,195","10,773,630,000","14,930,994,000","20,730,034,000","15,096,790,000","13,232,148,464","13,814,415,000","10,005,300,000","7,965,310,868","14,130,169,494","9,017,481,337","8,490,167,110"
EnterpriseValue,"24,423,579,815","30,958,140,000","29,378,480,000","15,948,582,093","18,413,040,195","17,570,630,000","21,704,994,000","26,801,034,000","19,140,790,000","16,451,148,464","16,968,415,000","12,996,300,000","11,656,310,868","13,920,720,494","8,865,633,337","8,262,664,110"
PeRatio,"7.079","12.592",,"11.717","15.399","16.469","21.735","32.761","50.582","17","27.987","23.592","33.318",,,"449.382"
ForwardPeRatio,"7.358","8.636",,"10.56","11.947","12.626","16.026","22.272","19.268","14.389","19.646",,,,,
PegRatio,"0.861","0.617",,"0.771","0.779","0.971","1.088","1.03","1.138","0.682","1.018",,,,,
PsRatio,"1.299","2.111","1.672","1.958","2.642","2.744","3.773","6.349","10.752","4.087","4.741","3.707","2.649","19.949","13.59","12.249"
PbRatio,"1.098","1.806","1.597","1.482","2.055","1.976","2.571","4.598","3.418","2.388","3.799","2.807","1.439","3.144","1.986","1.859"
EnterprisesValueRevenueRatio,"2.196","2.778","2.784","2.32","2.834","2.748","3.464","4.842","4.266","3.885","4.497","3.696","3.386","19.684","12.884","11.897"
EnterprisesValueEBITDARatio,"3.45","4.317","4.564","6.186","4.47","4.473","5.48","7.64","6.965","6.022","13.361","8.926","8.831","-140.401","-252.467","104.476"
