name,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,12/31/1992,12/31/1991
TotalAssets,"15,606,600,000","14,114,600,000","12,184,600,000","11,558,900,000","11,151,000,000","10,202,500,000","8,856,400,000","7,248,200,000","5,358,400,000","5,938,600,000","6,756,600,000","7,709,600,000","11,556,300,000","14,820,700,000","12,514,800,000","8,985,200,000","7,279,377,000","6,017,527,000","3,652,190,000","2,694,577,000","2,361,800,000","1,667,800,000","719,800,000","402,900,000","318,800,000","230,900,000","158,700,000","104,300,000","59,700,000"
	CurrentAssets,"12,796,000,000","11,901,000,000","10,254,200,000","9,653,600,000","9,200,500,000","8,372,300,000","7,211,700,000","6,284,100,000","4,541,400,000","5,125,700,000","5,968,600,000","6,070,500,000","9,613,100,000","12,179,000,000","9,636,600,000","7,085,400,000","5,665,200,000","4,447,413,000","3,043,657,000","2,263,556,000","1,994,700,000","1,434,800,000","648,600,000","377,800,000","299,600,000","215,200,000","148,900,000","98,900,000","57,600,000"
		CashCashEquivalentsAndShortTermInvestments,"1,494,300,000","1,473,100,000","1,007,800,000","1,303,200,000","1,383,800,000","661,800,000","936,500,000","1,345,700,000","1,030,200,000","1,607,000,000","1,957,300,000","1,387,300,000","269,600,000","587,600,000","1,149,800,000","518,000,000","582,905,000","104,344,000","239,280,000","72,525,000","128,600,000","76,800,000","44,000,000","32,500,000","16,700,000","11,200,000","19,900,000","8,500,000","14,400,000"
			CashAndCashEquivalents,"1,494,300,000","1,473,100,000","1,007,800,000","1,303,200,000","1,383,800,000","661,800,000","936,500,000","1,047,700,000","732,600,000","1,309,300,000","1,957,300,000","1,387,300,000","269,600,000","587,600,000","1,149,800,000","518,000,000","582,905,000","104,344,000","239,280,000","72,525,000","128,600,000","76,800,000","44,000,000","32,500,000","16,700,000","11,200,000","19,900,000","8,500,000","14,400,000"
			OtherShortTermInvestments,,,,,,,"0","298,000,000","297,600,000","297,700,000",,,,,,,,,,,,,,,,,,,
		Receivables,,,,,,,"0","14,400,000","12,400,000","16,000,000","293,100,000",,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,"0","14,400,000","12,400,000","16,000,000","293,100,000",,,,,,,,,,,,,,,,,,
		Inventory,"11,282,000,000","10,395,000,000","9,237,100,000","8,340,900,000","7,807,000,000","7,700,500,000","6,197,400,000","4,165,200,000","3,449,700,000","3,449,000,000","3,663,000,000","4,683,200,000","9,343,500,000","11,343,100,000","8,486,800,000","6,567,400,000","5,082,295,000","4,343,069,000","2,804,377,000","2,191,031,000","1,866,100,000","1,358,000,000","604,600,000","345,300,000","282,900,000","204,000,000","129,000,000","90,400,000","43,300,000"
			RawMaterials,,,,,,,,"644,100,000","709,800,000","749,300,000","562,500,000","531,700,000","540,100,000","182,900,000","6,200,000","159,900,000","111,535,000","10,303,000","2,824,000",,,,,,,,,,
			WorkInProcess,"5,245,000,000","5,086,300,000","4,606,000,000","4,034,700,000","3,501,200,000","3,541,300,000","2,498,000,000","1,682,700,000","1,369,200,000","1,286,000,000","1,444,900,000","1,681,600,000","3,346,800,000","4,322,800,000","5,174,300,000","3,529,000,000","2,506,126,000","2,297,545,000","1,377,452,000",,,,,,,,,,
			FinishedGoods,"6,037,000,000","5,308,700,000","4,631,100,000","4,306,200,000","4,305,800,000","4,159,200,000","3,699,400,000","1,838,400,000","1,370,700,000","1,406,100,000","1,641,300,000","2,409,600,000","5,334,700,000","6,737,000,000","3,105,900,000","2,878,500,000","2,464,634,000","2,035,221,000","1,424,101,000",,,,,,,,,,
			OtherInventories,,,,,,,,,,"7,600,000","14,300,000","60,300,000","121,900,000","100,400,000","200,400,000",,,,,,,,,,,,,,
		RestrictedCash,"19,700,000","32,900,000","9,300,000","9,500,000","9,700,000","10,000,000","77,800,000","49,300,000","49,100,000","53,700,000","55,200,000",,,"248,300,000",,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,"709,500,000","0","0","0",,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,"709,500,000","0","0","0",,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000"
	TotalNonCurrentAssets,"2,810,600,000","2,213,600,000","1,930,400,000","1,905,300,000","1,950,500,000","1,830,200,000","1,644,700,000","964,100,000","817,000,000","812,900,000","788,000,000","1,639,100,000","1,943,200,000","2,641,700,000","2,878,200,000","1,899,800,000","1,614,177,000","1,570,114,000","608,533,000","431,021,000","367,100,000","233,000,000","71,200,000","25,100,000","19,200,000","15,700,000","9,800,000","5,400,000","2,100,000"
