name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006
				LandAndImprovements,"45,080,000","45,080,000","39,096,000","39,048,000","26,672,000","14,353,000","14,353,000","14,353,000","14,353,000","5,738,000","5,738,000","5,738,000","5,428,000","3,201,000"
				BuildingsAndImprovements,"142,909,000","139,342,000","138,578,000","95,386,000","86,926,000","73,353,000","74,450,000","72,508,000","40,743,000","39,880,000","39,718,000","39,403,000","14,730,000","13,768,000"
				MachineryFurnitureEquipment,"183,681,000","171,157,000","154,949,000","117,888,000","98,927,000","78,389,000","77,766,000","73,322,000","69,655,000","62,528,000","54,234,000","51,826,000","50,378,000","33,733,000"
				ConstructionInProgress,"10,815,000","8,762,000","6,058,000","23,248,000","10,198,000","1,369,000","3,864,000","1,280,000","6,489,000",,"12,000","668,000",,
			AccumulatedDepreciation,"-171,799,000","-144,701,000","-121,800,000","-97,160,000","-82,069,000","-70,220,000","-73,227,000","-63,540,000","-55,830,000","-50,495,000","-43,668,000","-38,000,000","-30,690,000","-19,677,000"
		GoodwillAndOtherIntangibleAssets,"7,592,000","8,708,000","9,646,000","499,000","137,000","72,000","164,000","380,000","892,000","1,220,000","1,344,000","1,673,000",,
			Goodwill,"3,705,000","3,828,000","3,806,000",,,,,,,,,,,
			OtherIntangibleAssets,"3,887,000","4,880,000","5,840,000","499,000","137,000","72,000","164,000","380,000","892,000","1,220,000","1,344,000","1,673,000",,
		InvestmentsAndAdvances,,,,,,,,"0","1,163,000",,,,,
			OtherInvestments,,,,,,,,"0",,,,,,
		NonCurrentDeferredAssets,"5,679,000","5,280,000","4,482,000","4,250,000","4,673,000","1,775,000","2,905,000","1,764,000","1,953,000","1,626,000","1,427,000","1,792,000","1,726,000","996,000"
			NonCurrentDeferredTaxesAssets,"5,679,000","5,280,000","2,905,000","1,806,000","2,249,000","1,775,000","2,905,000","1,764,000","1,953,000","1,626,000","1,427,000","1,792,000","1,726,000","996,000"
		NonCurrentPrepaidAssets,,,,,,"989,000","107,000","624,000",,,,,,
		OtherNonCurrentAssets,"7,526,000","80,000","3,312,000",,,,,,"681,000","602,000","898,000","625,000","606,000","594,000"
TotalLiabilitiesNetMinorityInterest,"392,219,000","347,079,000","351,501,000","302,031,000","193,559,000","137,721,000","139,590,000","210,653,000","136,248,000","145,262,000","94,580,000","122,148,000","110,726,000","162,132,000"
	CurrentLiabilities,"313,048,000","270,117,000","311,272,000","256,018,000","181,048,000","120,629,000","115,429,000","175,258,000","117,809,000","124,903,000","70,012,000","93,675,000","95,635,000","143,344,000"
		PayablesAndAccruedExpenses,"307,161,000","263,085,000","262,526,000","231,418,000","145,048,000","114,629,000","93,468,000","102,987,000","105,734,000","118,895,000","62,079,000","86,060,000","67,247,000","115,240,000"
			Payables,"281,654,000","240,596,000","239,447,000","211,046,000","128,839,000","101,672,000","84,127,000","95,176,000","101,748,000","111,433,000","55,858,000","75,204,000","56,139,000","106,143,000"
				AccountsPayable,"257,617,000","220,159,000","215,262,000","172,052,000","115,319,000","94,853,000","77,139,000","86,000,000","92,563,000","102,977,000","53,577,000","66,308,000","47,628,000","82,085,000"
				TotalTaxPayable,"1,801,000","709,000","1,976,000","2,010,000","1,470,000","1,024,000","1,825,000","353,000","2,914,000","2,521,000","864,000","2,183,000","1,875,000","209,000"
					IncomeTaxPayable,"1,801,000","709,000","1,976,000","2,010,000","1,470,000","1,024,000","1,825,000","353,000","2,914,000","2,521,000","864,000","2,183,000","1,875,000","209,000"
				OtherPayable,"22,236,000","19,728,000","22,209,000","36,984,000","12,050,000","5,795,000","5,163,000","8,823,000","6,271,000","5,935,000","1,417,000","6,713,000","6,636,000","23,849,000"
			CurrentAccruedExpenses,"25,507,000","22,489,000","23,079,000","20,372,000","16,209,000","12,957,000","9,341,000","7,811,000","3,986,000","7,462,000","6,221,000","10,856,000","11,108,000","9,097,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"7,677,000",,,,,
		CurrentDebtAndCapitalLeaseObligation,"3,648,000","3,701,000","48,746,000","24,600,000","36,000,000","6,000,000","9,668,000","9,668,000","4,398,000","6,008,000","7,933,000","6,257,000","25,673,000","20,508,000"
			CurrentDebt,"3,250,000","3,250,000","48,402,000","24,600,000","36,000,000","6,000,000","9,668,000","9,668,000","4,398,000","6,008,000","7,933,000","6,257,000","25,673,000","20,508,000"
				LineOfCredit,,"0","35,003,000","6,500,000","30,000,000",,,,,,,,,
				OtherCurrentBorrowings,"3,250,000","3,250,000","13,399,000","18,100,000","6,000,000","6,000,000","9,668,000","9,668,000","4,398,000",,,,,
			CurrentCapitalLeaseObligation,"398,000","451,000","344,000",,,,,,,,,,,
		CurrentDeferredLiabilities,"2,239,000","3,331,000",,,,,"2,481,000","1,405,000",,,,"1,358,000","2,715,000","7,596,000"
			CurrentDeferredTaxesLiabilities,,,,,,,"2,481,000","1,405,000",,,,,,
			CurrentDeferredRevenue,"2,239,000",,,,,,,,,,"0","1,358,000","2,715,000","7,596,000"
		OtherCurrentLiabilities,,,,,,,"9,812,000","61,198,000",,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"79,171,000","76,962,000","40,229,000","46,013,000","12,511,000","17,092,000","24,161,000","35,395,000","18,439,000","20,359,000","24,568,000","28,473,000","15,091,000","18,788,000"
		LongTermDebtAndCapitalLeaseObligation,"57,790,000","61,454,000","23,725,000","36,400,000","4,500,000","10,500,000","19,243,000","28,911,000","11,979,000","14,377,000","19,385,000","23,318,000","9,825,000","12,498,000"
			LongTermDebt,"57,688,000","60,938,000","22,701,000","36,400,000","4,500,000","10,500,000","19,243,000","28,911,000","11,979,000","14,377,000","19,385,000","23,318,000","9,825,000","12,498,000"
			LongTermCapitalLeaseObligation,"102,000","516,000","1,024,000",,,,,,,,,,,
		NonCurrentDeferredLiabilities,"3,561,000","2,284,000","5,293,000","854,000","737,000","1,040,000",,,,,,,"1,358,000","131,000"
			NonCurrentDeferredTaxesLiabilities,"3,561,000","2,284,000","1,981,000","854,000","737,000","1,040,000",,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,,"1,358,000","131,000"
		EmployeeBenefits,"15,209,000","10,162,000","8,488,000","6,684,000","5,477,000","4,453,000","4,382,000","4,420,000",,,,,,
		OtherNonCurrentLiabilities,"2,611,000","3,062,000","2,723,000","2,075,000","1,797,000","1,099,000","536,000","2,064,000","6,460,000","5,982,000","5,183,000","5,155,000","3,908,000","6,159,000"
TotalEquityGrossMinorityInterest,"863,099,000","740,939,000","681,574,000","554,419,000","478,944,000","426,836,000","325,318,000","250,709,000","301,527,000","232,163,000","193,505,000","170,565,000","129,355,000","78,683,000"
	StockholdersEquity,"863,099,000","740,939,000","681,574,000","554,419,000","478,944,000","426,836,000","325,318,000","250,709,000","301,527,000","232,163,000","193,505,000","170,565,000","129,355,000","78,683,000"
		CapitalStock,"382,000","377,000","373,000","362,000","354,000","352,000","346,000","345,000","342,000","337,000","306,000","300,000","298,000","296,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,,,
			CommonStock,"382,000","377,000","373,000","362,000","354,000","352,000","346,000","345,000","342,000","337,000","306,000","300,000","298,000","296,000"
		AdditionalPaidInCapital,"158,299,000","151,797,000","133,293,000","102,325,000","89,390,000","80,882,000","71,101,000","65,462,000","59,816,000","54,786,000","29,633,000","27,915,000","26,473,000","25,705,000"
		RetainedEarnings,"754,583,000","632,423,000","548,256,000","451,141,000","389,244,000","345,602,000","253,871,000","184,902,000","241,369,000","177,040,000","163,566,000","142,316,000","102,487,000","52,748,000"
		TreasuryStock,"47,779,000","42,401,000",,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-2,386,000","-1,257,000","-348,000","591,000","-44,000",,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,"34,000","97,000","-66,000"
TotalCapitalization,"920,787,000","801,877,000","704,275,000","590,819,000","483,444,000","437,336,000","344,561,000","279,620,000","313,506,000","246,540,000","212,890,000","193,883,000","139,180,000","91,181,000"
CommonStockEquity,"863,099,000","740,939,000","681,574,000","554,419,000","478,944,000","426,836,000","325,318,000","250,709,000","301,527,000","232,163,000","193,505,000","170,565,000","129,355,000","78,683,000"
CapitalLeaseObligations,"500,000","967,000","1,368,000",,,,,,,,,,,
NetTangibleAssets,"855,507,000","732,231,000","671,928,000","553,920,000","478,807,000","426,764,000","325,154,000","250,329,000","300,635,000","230,943,000","192,161,000","168,892,000","129,355,000","78,683,000"
WorkingCapital,"710,787,000","584,193,000","487,482,000","417,273,000","345,991,000","343,848,000","249,097,000","185,413,000","239,867,000","191,423,000","158,370,000","135,313,000","102,268,000","64,856,000"
InvestedCapital,"924,037,000","805,127,000","752,677,000","615,419,000","519,444,000","443,336,000","354,229,000","289,288,000","317,904,000","252,548,000","220,823,000","200,140,000","164,853,000","111,689,000"
TangibleBookValue,"855,507,000","732,231,000","671,928,000","553,920,000","478,807,000","426,764,000","325,154,000","250,329,000","300,635,000","230,943,000","192,161,000","168,892,000","129,355,000","78,683,000"
TotalDebt,"61,438,000","65,155,000","72,471,000","61,000,000","40,500,000","16,500,000","28,911,000","38,579,000","16,377,000","20,385,000","27,318,000","29,575,000","35,498,000","33,006,000"
ShareIssued,"38,230,753","37,723,733","37,340,496","36,156,446","35,437,654","35,152,772","34,634,967","34,470,829","34,207,579","33,751,730","33,751,730","33,751,730","33,751,730","33,751,730"
OrdinarySharesNumber,"36,841,650","36,434,630","37,340,496","36,156,446","35,437,654","35,152,772","34,634,967","34,470,829","34,207,579","33,751,730","33,751,730","33,751,730","33,751,730","33,751,730"
TreasurySharesNumber,"1,389,103","1,289,103",,,,,,,,,,,,
