name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"16,969,044,061","38,104,761,546","33,130,132,111","44,700,475,149","32,622,874,997","52,009,776,826","39,078,161,983","34,583,524,147","31,834,599,886","18,864,249,285","36,010,208,609","26,463,706,140","29,927,379,701","101,793,727,858"
PeRatio,"5.032","14.84","35.527",,,,,,,,,,,"8.091"
ForwardPeRatio,"18.248","10.695","7.937","11.779","15.385","16.234","26.882","26.455","19.455",,,,,
PegRatio,"0.44","0.664","0.238",,,,,,,,,,,
PsRatio,"1.132","2.282","2.044","2.544","2.213","2.67","2.479","2.228","2.1","0.707","1.343","0.4","0.962","1.843"
PbRatio,"0.31","0.673","0.554","0.698","0.496","0.605","0.399","0.315","0.297","0.158","0.311","0.211","0.347","0.968"
